INSEE_COM;DEP;ARR;CV;EPCI;NATURE_EPCI;ZE2020;UU2020;P19_POP;P13_POP;SUPERF;NAIS1319;DECE1319;P19_MEN;NAISD21;DECESD21;P19_LOG;P19_RP;P19_RSECOCC;P19_LOGVAC;P19_RP_PROP;NBMENFISC19;PIMP19;MED19;TP6019;P19_EMPLT;P19_EMPLT_SAL;P13_EMPLT;P19_POP1564;P19_CHOMEUR1564;P19_ACT1564;ETTOT19;ETAZ19;ETBE19;ETFZ19;ETGU19;ETGZ19;ETOQ19;ETTEF119;ETTEFP1019;Indice de Gini
28001;28;283;2801;200040277;CA;57;28101;2390.0;2246.0;34.8;127.0;198.0;878.675494712712;26;40;1028.91786129;878.675494712712;91.9851223942569;58.2572441830294;735.049349826824;902.0;73.0;25510.0;;349.220469513952;280.377204447004;369.92461249394;1486.3990438029;107.615480702983;1213.76024284993;44.0;0.0;6.0;8.0;22.0;4.0;8.0;35.0;4.0;0.219
28003;28;283;2808;200040277;CA;57;28000;139.0;139.0;5.28;9.0;4.0;51.2624113475177;4;1;54.9836234687299;51.2624113475177;1.86060606060606;1.86060606060606;44.3617021276596;53.0;;25780.0;;5.9290780141844;2.97163120567376;14.3932035127911;89.709219858156;2.95744680851064;59.1489361702128;3.0;0.0;0.0;0.0;2.0;2.0;1.0;3.0;0.0;0.0
28004;28;281;2815;200033181;CA;2403;28000;316.0;326.0;10.25;22.0;14.0;118.0;3;0;135.0;118.0;12.0;5.0;103.0;120.0;;21610.0;;36.6355048047244;27.6403381811122;47.2190257896095;213.0;16.0;175.0;7.0;4.0;0.0;1.0;1.0;0.0;1.0;5.0;2.0;0.0
28005;28;282;2807;242852465;CC;2404;28000;747.0;767.0;19.58;53.0;29.0;299.835887155511;9;7;369.835887155511;299.835887155511;37.0;33.0;247.83406944011;305.0;;21710.0;;134.926957044762;110.096806611566;157.032180140371;451.569455414224;38.2491702605933;361.481511410498;15.0;3.0;2.0;2.0;5.0;0.0;3.0;12.0;2.0;0.0
28006;28;281;2812;200033181;CA;2403;28000;1825.0;1856.0;20.01;102.0;86.0;803.0;22;18;845.0;803.0;4.0;38.0;704.0;794.0;;23830.0;;177.443934031739;111.712895240036;245.051636274193;1047.0;66.0;783.0;40.0;4.0;1.0;11.0;20.0;11.0;4.0;33.0;2.0;0.0
28007;28;283;2801;200040277;CA;57;00355;2697.0;2658.0;7.85;160.0;227.0;1246.6275010638;13;50;1396.14572624357;1246.6275010638;56.1947691950822;93.32345598469;828.684952587025;1224.0;63.0;23520.0;;1349.2566417243;1169.14618320203;1246.30490739234;1478.71954481849;108.376302987353;1125.77107022831;125.0;1.0;15.0;15.0;85.0;38.0;9.0;92.0;26.0;0.249
28008;28;283;2814;200040277;CA;57;28000;206.0;204.0;10.4;16.0;7.0;77.8905472636816;3;3;104.40035118525;77.8905472636816;20.392156862745;6.1176470588235;67.6417910447761;71.0;;25140.0;;12.3010829073108;6.17590343919685;15.6235779724152;124.009950248756;3.07462686567164;100.437810945274;5.0;2.0;0.0;2.0;0.0;0.0;1.0;3.0;0.0;0.0
28009;28;281;2802;200070159;CC;2403;28000;72.0;75.0;4.07;3.0;4.0;29.4084507042254;1;1;34.4084507042254;29.4084507042254;1.0;4.0;25.3521126760563;;;;;7.09327897207808;4.05102545095132;12.1410739181114;47.6619718309859;3.04225352112676;43.6056338028169;3.0;1.0;0.0;1.0;0.0;0.0;1.0;3.0;0.0;0.0
28010;28;284;2813;200006971;CC;61;28000;325.0;353.0;18.35;16.0;9.0;151.0;2;3;217.0;151.0;54.0;12.0;128.0;147.0;;21300.0;;61.4077468274907;41.5028946096827;72.2283320666492;187.0;16.0;145.0;11.0;2.0;2.0;2.0;3.0;0.0;2.0;9.0;1.0;0.0
28012;28;282;2803;200069961;CC;2404;28000;3653.0;3885.0;145.3;210.0;359.0;1646.90977007425;22;74;2417.11186255957;1646.90977007425;399.762253586926;370.439838898398;1319.16145253312;1677.0;49.0;20230.0;14.0;682.272698571986;498.684668658926;793.41124207212;2006.46584422571;183.784103294091;1533.51294901219;94.0;21.0;10.0;16.0;37.0;10.0;10.0;67.0;10.0;0.237
