CODGEO;P17_POP;P17_LOG;P17_RP;P17_LOGVAC;P17_RP_PROP;MED17;TP6017;P17_CHOM1564;P17_ACT1564;INSEE_COM;REG;DEP
16381;171.0;118.687260315999;71.94512195121959;18.5020964360587;62.560975609756206;18780.0;;3.1280487804878097;64.64634146341471;16381;75;16
16382;749.0;367.823157161862;335.971193415639;24.773749580396103;290.764060356654;22810.0;;31.8504801097395;365.766803840879;16382;75;16
16383;758.0;357.90361934545405;314.414795244385;33.824640967498105;269.35535006605;20860.0;;30.0396301188903;392.5178335535;16383;75;16
16384;626.0;321.736175477799;291.26534214446605;26.267959770115;241.881252991944;18940.0;;28.2194795157268;265.644144083912;16384;75;16
16385;1191.0;555.1580676022451;512.621134020619;33.6338544598906;435.881443298969;22990.0;;46.043814432989706;555.595360824742;16385;75;16
16387;453.0;212.35714285714099;186.999999999999;14.1999999999999;155.408196634307;20890.0;;17.0527612203367;214.555073813678;16387;75;16
16388;955.0;374.493224932516;348.00000000026705;17.322493224932302;298.163813335425;22560.0;;30.5376550013661;435.763615486143;16388;75;16
16390;221.0;189.927772079677;122.55760633382098;44.243093922651795;100.39622762491999;19040.0;;3.93902224583556;78.3014574071798;16390;75;16
16392;197.0;139.0;102.0;22.0;96.0;18010.0;;9.0;83.0;16392;75;16
16393;2081.0;997.3133294546401;863.66008665464;103.5058948;677.778184717267;20620.0;9.0;126.873089765649;983.687414864366;16393;75;16
16395;297.0;166.229308255624;140.472972972973;7.631506750415139;106.358108108108;22360.0;;18.0608108108108;137.462837837838;16395;75;16
16396;126.0;81.0;60.0;6.0;51.0;14340.0;;7.0;54.0;16396;75;16
16397;353.0;219.47556997233698;163.332072214489;33.6860986547085;136.271137173035;19410.0;;31.0991989726145;152.873406659157;16397;75;16
16398;98.0;71.0;42.0;12.0;38.0;17930.0;;7.0;39.0;16398;75;16
16400;658.0;469.647657840809;309.999999999669;54.2199592668024;235.537803738522;18870.0;;42.732127705140904;242.896454813652;16400;75;16
16402;287.0;174.955182431855;139.429078014184;20.163464669488803;106.861702127659;21090.0;;13.230496453900699;126.198581560284;16402;75;16
16404;106.0;73.2264018691589;47.551401869158894;10.8625;40.616822429906605;16180.0;;3.96261682242991;38.6355140186916;16404;75;16
16406;777.0;392.74358974355795;340.999999999968;22.876923076923102;291.295682105445;19120.0;;43.067726622986;372.00316138053495;16406;75;16
16408;744.0;393.573820549962;316.118820549962;42.3300581395349;204.853314632706;19410.0;;34.3155298623314;293.22041042417703;16408;75;16
16409;999.0;561.944195493602;438.734518074247;71.3833845366103;292.827426613066;17010.0;;69.88799483381989;361.702177756183;16409;75;16
16412;332.0;162.0;137.0;16.0;118.0;20210.0;;16.0;151.0;16412;75;16
16413;137.0;99.0;65.0;7.0;60.0;15900.0;;7.0;48.0;16413;75;16
16414;321.0;213.76978188646197;157.50931677018298;30.139534883720998;128.280558576944;18480.0;;23.795355837379198;153.055572815182;16414;75;16
16415;1075.0;495.58036975280504;454.15506035280504;25.259335;390.409312719747;21970.0;;47.4512316594816;536.430929690226;16415;75;16
16416;521.0;321.87828947386697;232.00000000018298;47.4638157894736;197.71016936387002;18950.0;;31.305956228526203;251.42558554495602;16416;75;16
16418;1509.0;699.559307473691;670.124757595346;25.346417950797502;565.7530704589531;24260.0;;52.6735617323853;712.0685197155791;16418;75;16
16419;329.0;206.10220791773602;162.015105740181;19.8391959798995;144.123867069486;21340.0;;19.8791540785498;134.184290030211;16419;75;16
16421;419.0;215.73550656660498;185.99512195121997;21.629370629370605;154.314634146342;19390.0;;19.4170731707318;179.863414634147;16421;75;16
16422;780.0;364.0;307.0;31.0;276.0;20700.0;;47.0;367.0;16422;75;16
16423;293.0;164.986876640419;147.65354330708598;13.7222222222222;110.740157480315;18130.0;;19.610236220472398;126.889763779527;16423;75;16
16425;547.0;284.181184238946;236.967509025271;29.227513227513104;206.35920577617298;19670.0;;24.6841155234657;237.954873646209;16425;75;16
17002;134.0;73.0;59.0;6.46153846153848;47.0;17220.0;;3.0;51.0;17002;75;17
17003;4037.0;1915.4077903773602;1741.53947762016;124.605624142661;1295.3680461352699;21220.0;9.0;167.68201051410298;1795.47228801943;17003;75;17
17004;224.0;460.56136492891;127.39336492891;11.6901052631579;60.5118483412321;20400.0;;13.8009478672985;71.1279620853079;17004;75;17
17006;264.0;127.311589100143;112.251968503937;7.97274031563845;99.77952755905541;21430.0;;3.1181102362204802;129.92125984252;17006;75;17
17008;2235.0;1012.0244294931698;912.887323943662;65.4497395860845;758.444102112676;22090.0;;85.58318661971829;1087.98855633803;17008;75;17
17009;1060.0;419.0;385.0;23.0;299.0;22390.0;;59.0;598.0;17009;75;17
17010;3940.0;2256.34700962253;1871.7787276842;150.830676812175;1297.7736987679302;24440.0;8.0;188.731707317075;1600.40960523009;17010;75;17
17011;377.0;188.97016013686002;158.837563451777;18.5431364215894;119.60659898477199;19440.0;;23.921319796954304;176.060913705584;17011;75;17
17013;349.0;208.866521375797;159.628657298127;26.126213592233;124.510486946721;19850.0;;17.9103740748303;161.698288384299;17013;75;17
17015;753.0;483.50980392157095;337.000000000002;34.5925925925925;240.20253104918203;18470.0;;49.2598268684681;365.96617872190905;17015;75;17
17016;772.0;441.83994933570506;365.672514619883;58.429812932685;235.216374269006;19170.0;;49.4152046783626;316.257309941521;17016;75;17
17017;671.0;392.520202020202;288.99999999999903;49.247474747475;239.68787098709302;17220.0;;49.9083212745302;295.284689846656;17017;75;17
17018;849.0;398.36669481189597;325.698245614035;36.334224598930504;271.084210526316;20000.0;;32.7684210526316;433.933333333333;17018;75;17
17019;1307.0;1794.69473759587;650.07729817591;80.7733477043343;379.211757269281;22590.0;;68.21503747516729;549.7508262597099;17019;75;17
17020;345.0;162.0;139.0;18.0;115.0;21430.0;;14.0;165.0;17020;75;17
17021;3448.0;2181.40009229348;1589.9999999999802;178.84263959390898;1220.75453150644;20020.0;12.0;210.065818604964;1419.0281059367;17021;75;17
17022;1050.0;558.506329113924;457.0;56.392405063290994;365.75815293257006;20200.0;;48.3950247218929;514.743325221172;17022;75;17
17023;369.0;194.0;164.0;17.0;123.0;18150.0;;26.0;184.0;17023;75;17
17024;1369.0;911.229475240208;688.826666666667;138.00888567733102;451.405641025642;18290.0;;80.49897435897441;511.525128205129;17024;75;17
17026;390.0;247.344924531484;182.80043581966498;28.5839878580915;126.632704143231;18710.0;;22.4670926705733;173.521010630466;17026;75;17
17027;476.0;261.18306010929;227.0;19.4011962782455;188.0;20630.0;;30.0;245.0;17027;75;17
