INSEE_COM;DEP;ARR;CV;EPCI;NATURE_EPCI;ZE2020;UU2020;P19_POP;P13_POP;SUPERF;NAIS1319;DECE1319;P19_MEN;NAISD21;DECESD21;P19_LOG;P19_RP;P19_RSECOCC;P19_LOGVAC;P19_RP_PROP;NBMENFISC19;PIMP19;MED19;TP6019;P19_EMPLT;P19_EMPLT_SAL;P13_EMPLT;P19_POP1564;P19_CHOMEUR1564;P19_ACT1564;ETTOT19;ETAZ19;ETBE19;ETFZ19;ETGU19;ETGZ19;ETOQ19;ETTEF119;ETTEFP1019;Indice de Gini
15001;15;153;1507;200066637;CC;8429;15000;799.0;784.0;49.89;27.0;120.0;399.10440534707;4;25;671.340768983433;399.10440534707;130.633566433566;141.602797202797;297.004617184072;380.0;;18910.0;;313.809310896418;218.484289076723;356.720292733857;407.314321987826;19.8055048220966;286.222867519374;40.0;1.0;2.0;9.0;22.0;7.0;6.0;31.0;5.0;0.0
15002;15;153;1509;200066660;CC;8429;15000;223.0;209.0;22.85;5.0;12.0;90.0;1;2;155.0;90.0;54.0;11.0;79.0;92.0;;19260.0;;40.0;5.0;37.5926048185173;141.0;6.0;120.0;3.0;0.0;0.0;1.0;1.0;1.0;1.0;3.0;0.0;0.0
15003;15;152;1505;241501139;CC;63;15000;599.0;635.0;23.11;22.0;124.0;269.416505943664;0;18;444.789640272022;269.416505943664;117.24946695096;58.1236673773989;213.292965663697;280.0;;19740.0;;138.017226397435;81.2177991231879;153.966672276349;310.89798625961;20.9853723154587;225.841771164515;17.0;1.0;1.0;4.0;5.0;4.0;6.0;14.0;2.0;0.0
15004;15;153;1511;200066660;CC;8429;15000;472.0;456.0;21.05;35.0;12.0;198.0;6;4;244.0;198.0;36.0;10.0;160.0;181.0;;20850.0;;207.03929807571;161.932722740049;206.538216818789;286.0;12.0;233.0;38.0;0.0;1.0;3.0;32.0;23.0;2.0;30.0;7.0;0.0
15005;15;153;1509;200066660;CC;8429;15000;350.0;349.0;12.28;24.0;15.0;144.077354508125;5;1;191.569246400017;144.077354508125;24.7783783783784;22.7135135135135;126.533481554861;147.0;;20850.0;;46.2786367806019;25.17244105707;46.6182630073338;225.856076181263;13.1043529874324;182.403272325724;8.0;0.0;0.0;2.0;4.0;1.0;2.0;6.0;0.0;0.0
15006;15;152;1505;241501139;CC;63;15000;731.0;802.0;48.36;32.0;51.0;345.882768361584;4;6;580.887311234951;345.882768361584;197.84967443489;37.1548684384771;277.738700564973;324.0;;18260.0;;142.343395667092;52.044084363608;174.375687782443;414.026836158191;19.617231638418;319.03813559322;19.0;6.0;1.0;3.0;6.0;2.0;3.0;15.0;1.0;0.0
15007;15;153;1509;200066660;CC;8429;15000;121.0;124.0;16.16;7.0;4.0;48.5983606557377;0;1;87.1189086009432;48.5983606557377;24.3287671232877;14.1917808219178;39.672131147541;52.0;;19150.0;;33.9239431923799;8.01275587473333;29.5833131215135;77.3606557377049;1.98360655737705;63.4754098360656;6.0;2.0;0.0;2.0;1.0;0.0;1.0;4.0;0.0;0.0
15008;15;152;1515;241501055;CC;63;15000;285.0;285.0;16.02;21.0;24.0;143.937026530061;4;2;257.465312103183;143.937026530061;74.6896615612648;38.8386240118577;105.726046392372;135.0;;20270.0;;54.4430552880569;36.2296936838977;49.0782583194403;156.748184470377;13.1130181941446;121.364851695997;9.0;0.0;1.0;3.0;4.0;1.0;1.0;8.0;1.0;0.0
15009;15;152;1510;241500255;CC;63;15000;186.0;199.0;12.43;6.0;20.0;104.0;1;3;217.520128824477;104.0;86.1536691971475;27.3664596273292;76.0;105.0;;18880.0;;33.9804645515402;11.0068225387392;29.3435989751572;107.0;4.0;85.0;7.0;3.0;1.0;0.0;2.0;0.0;1.0;5.0;0.0;0.0
15010;15;152;1515;241500271;CC;63;15000;190.0;180.0;16.15;8.0;12.0;85.0;1;2;141.0;85.0;45.0;11.0;68.0;85.0;;20360.0;;26.0220157927441;5.99811416410148;32.0395706764497;100.0;7.0;82.0;5.0;1.0;1.0;1.0;1.0;1.0;1.0;5.0;0.0;0.0
