INSEE_COM;DEP;ARR;CV;EPCI;NATURE_EPCI;ZE2020;UU2020;P19_POP;P13_POP;SUPERF;NAIS1319;DECE1319;P19_MEN;NAISD21;DECESD21;P19_LOG;P19_RP;P19_RSECOCC;P19_LOGVAC;P19_RP_PROP;NBMENFISC19;PIMP19;MED19;TP6019;P19_EMPLT;P19_EMPLT_SAL;P13_EMPLT;P19_POP1564;P19_CHOMEUR1564;P19_ACT1564;ETTOT19;ETAZ19;ETBE19;ETFZ19;ETGU19;ETGZ19;ETOQ19;ETTEF119;ETTEFP1019;Indice de Gini
31001;31;312;3106;200072643;CC;7622;31000;122.0;111.0;9.58;4.0;10.0;54.104347826087;1;2;74.6448883666275;54.104347826087;20.5405405405405;0.0;40.3130434782609;51.0;;21010.0;;22.0945690100203;7.24239509697684;28.4935934937565;84.8695652173913;8.48695652173913;58.3478260869565;3.0;1.0;0.0;0.0;0.0;0.0;2.0;3.0;0.0;0.0
31002;31;313;3107;200071298;CC;7625;31000;241.0;246.0;21.81;15.0;7.0;105.0;5;3;124.0;105.0;11.0;8.0;91.0;105.0;;24520.0;;22.2129142622388;7.15642893647424;22.7299695460473;141.0;7.0;119.0;2.0;1.0;0.0;0.0;0.0;0.0;1.0;2.0;0.0;0.0
31003;31;313;3107;243100518;ME;7625;31000;1272.0;1162.0;4.62;79.0;6.0;461.362706530291;13;6;471.229689903213;461.362706530291;3.28899445764054;6.57798891528108;414.325727773407;453.0;;31260.0;;117.754707771741;79.5893630206874;78.2403997528728;903.710464201416;38.029897718332;729.573564122738;15.0;0.0;0.0;5.0;7.0;0.0;3.0;14.0;1.0;0.0
31004;31;313;3107;243100633;CA;7625;31110;2679.0;2486.0;13.11;157.0;71.0;1013.60902972843;20;12;1084.9449436342;1013.60902972843;9.17176035931354;62.1641535464584;829.76165592375;993.0;74.0;27600.0;;570.635112911997;448.372880600118;550.478437939954;1723.09116254445;98.5777573762197;1373.96506607102;47.0;2.0;4.0;7.0;26.0;6.0;8.0;35.0;7.0;0.205
31005;31;312;3106;200072643;CC;7622;31000;293.0;321.0;11.29;15.0;21.0;131.810059388659;1;2;204.810059388659;131.810059388659;44.0;29.0;109.835715811206;122.0;;21870.0;;41.9549098289884;26.1040515081168;52.6628441710873;160.385035603921;18.8223605440544;125.557244321109;8.0;0.0;0.0;3.0;3.0;0.0;2.0;8.0;0.0;0.0
31006;31;313;3113;200071298;CC;7625;31000;221.0;200.0;4.71;12.0;7.0;84.0973451327434;2;2;91.1535700323417;84.0973451327434;2.01606425702811;5.04016064257028;72.3628318584071;85.0;;24270.0;;14.7571904284567;4.97842936650983;20.5845743098636;150.592920353982;6.84513274336283;123.212389380531;5.0;0.0;0.0;3.0;1.0;0.0;1.0;4.0;0.0;0.0
31007;31;312;3106;200072643;CC;7622;31000;64.0;68.0;5.95;3.0;5.0;25.7910447761194;0;1;32.7910447761194;25.7910447761194;7.0;0.0;22.9253731343284;;;;;22.604144773838;10.8847648219566;24.5246525707842;40.1194029850746;3.82089552238806;29.6119402985075;2.0;0.0;0.0;0.0;1.0;0.0;1.0;2.0;0.0;0.0
31008;31;312;3106;200072643;CC;7604;31000;253.0;228.0;13.43;10.0;15.0;109.829457364341;1;2;145.081158044613;109.829457364341;21.1510204081633;14.1006802721088;100.023255813953;109.0;;19840.0;;62.8623712085035;48.9873913563105;53.5129252870876;136.306201550388;9.8062015503876;93.1589147286822;7.0;2.0;1.0;0.0;1.0;0.0;3.0;5.0;1.0;0.0
31009;31;312;3102;200072635;CC;7622;31000;186.0;95.0;4.27;3.0;54.0;51.519397795633;0;27;88.9446851519547;51.519397795633;34.390804597701;3.03448275862068;38.3950975614204;;;;;61.4023341090952;52.3820149010069;11.1417945190034;55.517528128584;7.07278112973533;36.3417087898941;4.0;0.0;0.0;0.0;2.0;0.0;2.0;1.0;1.0;0.0
31010;31;312;3102;200072635;CC;7622;31000;99.0;108.0;5.8;4.0;5.0;49.5;1;0;87.8157894736842;49.5;29.4736842105263;8.84210526315789;31.9;;;;;11.777598036005;4.11388857305943;14.8943591103509;57.2;8.8;42.9;2.0;0.0;0.0;0.0;1.0;0.0;1.0;2.0;0.0;0.0
31011;31;312;3102;200073146;CC;7622;31000;268.0;228.0;7.32;8.0;13.0;137.319622574397;3;3;251.781161035936;137.319622574397;114.461538461538;0.0;98.6321392101651;125.0;;20000.0;;50.9475383061186;25.2670717157223;43.2424563292992;142.352465637602;18.4590901105695;95.2473451545531;9.0;1.0;1.0;0.0;4.0;0.0;3.0;6.0;0.0;0.0
31012;31;312;3102;200073146;CC;7622;31000;99.0;94.0;4.47;7.0;8.0;51.0309278350515;0;3;103.061855670103;51.0309278350515;51.010713563776;1.02021427127552;45.9278350515464;;;;;2.02061855670103;2.02061855670103;5.95810325998944;47.9690721649485;4.08247422680412;37.7628865979381;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0
31013;31;312;3102;200072635;CC;7622;31000;358.0;362.0;3.76;19.0;20.0;157.601733415599;2;2;212.117255309519;157.601733415599;28.2673076486995;26.248214245221;120.73888169249;153.0;;23070.0;;36.8304497316369;26.7661216057718;47.6279644715705;204.478135100332;21.6025227624053;154.89164791454;5.0;1.0;0.0;2.0;0.0;0.0;2.0;4.0;0.0;0.0
