INSEE_COM;DEP;P19_POP;P13_POP;SUPERF;NAIS1319;DECE1319;P19_MEN;NAISD21;DECESD21;P19_LOG;P19_RP;P19_RSECOCC;P19_LOGVAC;P19_RP_PROP;NBMENFISC19;PIMP19;MED19;TP6019;P19_EMPLT;P19_EMPLT_SAL;P13_EMPLT;P19_POP1564;P19_CHOMEUR1564;P19_ACT1564;ETTOT19;ETAZ19;ETBE19;ETFZ19;ETGU19;ETGZ19;ETOQ19;ETTEF119;ETTEFP1019;Indice de Gini
97401;974;11440.0;11203.0;26.27;969.0;332.0;4547.26172259516;157;62;5186.40532902204;4547.26172259516;167.416651345737;471.726955081138;2815.50660379411;4577.0;40.0;18790.0;29.0;1877.04676961026;1381.41399933959;1967.18358674024;7525.10418794003;1443.49490156044;5565.67727913192;178.0;16.0;8.0;29.0;91.0;30.0;34.0;130.0;18.0;0.333
97402;974;13057.0;12616.0;88.55;1253.0;396.0;4975.81913976617;180;62;5446.05554466843;4975.81913976617;51.3145014782977;418.921903423958;2686.36426247818;4641.0;29.0;15940.0;37.0;3036.83439655155;2432.11707647992;2570.44432010748;8645.180329558;2094.98358211909;6315.98312522183;279.0;24.0;31.0;41.0;137.0;46.0;46.0;200.0;44.0;0.317
97403;974;6927.0;6519.0;66.83;554.0;364.0;2754.0;106;57;3139.0;2754.0;161.0;224.0;1774.0;2667.0;32.0;16820.0;32.0;1200.57682951549;929.137457532299;1184.51332160753;4443.0;933.0;3236.0;111.0;6.0;8.0;18.0;58.0;14.0;21.0;83.0;15.0;0.311
97404;974;14059.0;13581.0;38.65;1122.0;426.0;5586.47378506416;191;83;6410.66901426617;5586.47378506416;275.129556021676;549.065673180332;3490.49727301155;5387.0;41.0;18940.0;29.0;4884.51162478396;4047.44094134027;4244.06252110641;9307.99799598593;1850.38195538372;6757.6619061734;497.0;21.0;79.0;68.0;272.0;81.0;57.0;355.0;91.0;0.361
97405;974;12395.0;11633.0;33.93;988.0;483.0;5077.73877543256;150;94;5637.25684474285;5077.73877543256;108.579749745638;450.938319564648;3351.82431209866;5092.0;31.0;16200.0;37.0;2349.71772039952;1734.46746448125;2245.6904837884;7979.27360673454;1833.69410576775;5608.99142246844;282.0;52.0;22.0;52.0;117.0;40.0;39.0;189.0;37.0;0.325
97406;974;6626.0;5741.0;83.19;595.0;200.0;2346.86066443777;87;49;3391.39705273155;2346.86066443777;702.631084017432;341.90530427634;1475.5335045531;2516.0;30.0;15340.0;38.0;1244.384894725;987.925479248011;957.573502657291;4119.44029821838;919.320801950644;2860.99993331103;98.0;7.0;14.0;16.0;42.0;12.0;19.0;66.0;20.0;0.295
97407;974;32977.0;35881.0;16.62;3656.0;1136.0;12218.8723146181;534;270;13004.5291814175;12218.8723146181;36.3852120678597;749.271654731518;4126.93452854357;11654.0;23.0;13950.0;45.0;20092.5507170503;18342.292548711;19392.5971302086;21451.3195224192;6205.44203403322;13842.9380406216;1431.0;10.0;192.0;110.0;937.0;365.0;182.0;908.0;409.0;0.266
97408;974;32985.0;31439.0;118.35;3459.0;729.0;12844.9285924822;657;161;14107.2536462929;12844.9285924822;200.999958959203;1061.32509485153;6502.61801563963;12761.0;45.0;19500.0;26.0;7107.61874498649;5884.21807865798;6598.2322354315;22049.7487041966;3597.59227606383;16315.2109677354;754.0;6.0;65.0;93.0;468.0;133.0;122.0;517.0;143.0;0.326
97409;974;56902.0;56156.0;53.07;6226.0;1676.0;20768.6646611136;975;382;22924.8921310152;20768.6646611136;317.669878692074;1838.55759120955;9956.63470203586;19598.0;26.0;14210.0;44.0;12613.8476577869;10351.8205804563;11750.5708992345;36754.633336293;8188.86353574202;23518.1232790069;1420.0;51.0;111.0;286.0;746.0;313.0;226.0;1028.0;199.0;0.319
97410;974;37036.0;36131.0;229.61;4108.0;1241.0;13818.2020566317;725;263;15899.2813802575;13818.2020566317;78.1045191328268;2002.97480449293;7560.00478377747;13974.0;24.0;13940.0;45.0;10093.1039049063;8705.43209468678;9473.48792483174;23620.2339311833;5323.08925681991;14733.437934806;807.0;101.0;71.0;102.0;374.0;128.0;159.0;573.0;135.0;0.316
