INSEE_COM;DEP;P19_POP;P13_POP;SUPERF;NAIS1319;DECE1319;P19_MEN;NAISD21;DECESD21;P19_LOG;P19_RP;P19_RSECOCC;P19_LOGVAC;P19_RP_PROP;NBMENFISC19;PIMP19;MED19;TP6019;P19_EMPLT;P19_EMPLT_SAL;P13_EMPLT;P19_POP1564;P19_CHOMEUR1564;P19_ACT1564;ETTOT19;ETAZ19;ETBE19;ETFZ19;ETGU19;ETGZ19;ETOQ19;ETTEF119;ETTEFP1019;Indice de Gini
77001;77;1142.0;1201.0;12.6;41.0;34.0;472.278019113814;12;10;599.022519959838;472.278019113814;87.9879179426941;38.7565829033296;440.528236316247;482.0;;29030.0;;164.479977575591;99.9378675371282;225.888881760003;746.119895742832;40.6794092093831;589.355343179844;37.0;4.0;3.0;5.0;19.0;3.0;6.0;29.0;3.0;0.0
77002;77;826.0;813.0;20.06;56.0;62.0;324.609225987436;10;13;404.039743698607;324.609225987436;38.2070844686647;41.2234332425067;267.0963002809;305.0;;24300.0;;239.630470642452;179.285069181951;262.021299960469;513.026621788723;32.9357406217455;391.506810915193;33.0;6.0;3.0;8.0;11.0;4.0;5.0;21.0;8.0;0.0
77004;77;286.0;284.0;8.08;28.0;15.0;122.950297791867;9;2;137.156180144808;122.950297791867;1.01470588235294;13.1911764705882;110.881128417736;117.0;;27620.0;;43.3966955418118;25.4783034722689;34.6593224130188;199.732225177171;7.09700675588082;146.302631592504;11.0;2.0;0.0;4.0;3.0;0.0;2.0;9.0;0.0;0.0
77005;77;3281.0;3245.0;13.19;197.0;129.0;1262.30094779774;39;25;1371.97351416942;1262.30094779774;9.1393805309735;100.533185840708;992.249615556939;1216.0;80.0;27530.0;;567.793509173836;491.413921873582;435.073896349151;2168.62476756269;131.609297639452;1744.81844549528;68.0;1.0;3.0;14.0;43.0;15.0;7.0;50.0;9.0;0.258
77006;77;979.0;1040.0;15.08;46.0;129.0;379.287803679077;8;21;449.737163558798;379.287803679077;41.2631965009797;29.1861633787418;333.694659974309;371.0;;29890.0;;252.588293460614;198.88207619025;224.579834968006;592.084087088271;39.7201731872309;452.677456252209;37.0;3.0;1.0;5.0;20.0;1.0;8.0;27.0;4.0;0.0
77008;77;1225.0;1337.0;7.27;122.0;22.0;366.0;16;4;415.0;366.0;11.0;38.0;262.0;355.0;;20650.0;;47.9024951620422;35.9018632949169;65.808457163796;753.0;92.0;510.0;8.0;1.0;0.0;1.0;4.0;0.0;2.0;6.0;1.0;0.0
77011;77;499.0;542.0;17.74;39.0;14.0;210.372708757637;5;4;254.103583074577;210.372708757637;11.4533242258652;32.2775500910747;181.91649694501;200.0;;24470.0;;83.9698205612377;60.683736885853;97.98949606873;332.327902240326;19.3095723014257;262.20366598778;17.0;4.0;2.0;4.0;5.0;1.0;2.0;14.0;2.0;0.0
77012;77;294.0;305.0;13.49;19.0;13.0;117.860273936373;4;5;135.860273936373;117.860273936373;8.0;10.0;93.9063174020418;114.0;;25680.0;;30.7034086818556;17.7839124421143;35.441180244371;191.180614683058;12.799215605618;150.701336408585;12.0;6.0;0.0;0.0;4.0;0.0;2.0;9.0;1.0;0.0
77014;77;13419.0;13761.0;3.83;1083.0;744.0;6647.90537810973;154;122;7740.34822543042;6647.90537810973;226.511810047065;865.931037273628;3532.2476771125;6461.0;69.0;23290.0;14.0;3891.03155693617;3428.26242807594;3790.80130170287;8271.77417521696;835.310170618554;6387.96122347156;315.0;0.0;12.0;33.0;227.0;46.0;43.0;227.0;56.0;0.285
77015;77;94.0;99.0;4.12;8.0;8.0;41.125;2;1;51.125;41.125;7.0;3.0;34.2708333333333;;;;;6.85416666666667;2.9375;12.4674908806223;56.7916666666667;2.9375;47.0;2.0;0.0;0.0;1.0;0.0;0.0;1.0;2.0;0.0;0.0
77016;77;1623.0;1690.0;5.26;123.0;73.0;721.0;15;12;785.0;721.0;19.0;45.0;348.0;671.0;;20360.0;;685.785521303882;638.829389363846;857.627283944845;1044.0;143.0;805.0;21.0;1.0;5.0;3.0;8.0;2.0;4.0;13.0;4.0;0.0
77018;77;7416.0;7368.0;8.01;544.0;74.0;2795.19766411738;74;21;3199.23343542256;2795.19766411738;246.288807697366;157.746963607817;1581.30138392804;2570.0;75.0;26090.0;9.0;2282.4503515754;2009.23968762892;1870.24743793644;5225.30913837948;367.331092931114;4253.98425601453;225.0;0.0;15.0;33.0;155.0;48.0;22.0;157.0;54.0;0.272
