INSEE_COM;DEP;P19_POP;P13_POP;SUPERF;NAIS1319;DECE1319;P19_MEN;NAISD21;DECESD21;P19_LOG;P19_RP;P19_RSECOCC;P19_LOGVAC;P19_RP_PROP;NBMENFISC19;PIMP19;MED19;TP6019;P19_EMPLT;P19_EMPLT_SAL;P13_EMPLT;P19_POP1564;P19_CHOMEUR1564;P19_ACT1564;ETTOT19;ETAZ19;ETBE19;ETFZ19;ETGU19;ETGZ19;ETOQ19;ETTEF119;ETTEFP1019;Indice de Gini
30001;30;518.0;475.0;28.06;20.0;26.0;216.865926484629;3;11;330.388653757356;216.865926484629;91.022727272727;22.4999999999999;172.647224220854;208.0;;21550.0;;64.4960134397194;26.1372289513352;71.1866091752529;309.548942725715;24.1661043514859;227.434926068398;15.0;6.0;0.0;2.0;5.0;1.0;2.0;14.0;0.0;0.0
30002;30;777.0;700.0;12.55;42.0;25.0;323.92197659298;7;10;402.718954874377;323.92197659298;70.4537688163084;8.34320946508915;265.394018205463;318.0;;20800.0;;61.2558034993038;35.0191324980034;61.7936447722251;489.405721716515;50.4551365409623;376.386215864759;12.0;7.0;0.0;2.0;1.0;0.0;2.0;10.0;1.0;0.0
30003;30;8560.0;8450.0;57.78;459.0;477.0;3885.76206050695;73;109;5269.0247077696;3885.76206050695;1076.65283082725;306.609816435398;2363.65004088307;3994.0;56.0;21590.0;14.0;2570.46429966394;1966.92632550717;2465.41680482074;4948.15590079041;579.837285363859;3829.02752793677;390.0;21.0;21.0;26.0;301.0;103.0;21.0;272.0;33.0;0.267
30004;30;3338.0;3140.0;12.0;220.0;216.0;1398.86030953575;28;35;1606.94053626346;1398.86030953575;89.0343277825292;119.04589894518;1034.89665501751;1376.0;62.0;23500.0;10.0;755.696007729237;601.381957558345;783.7093775222;1989.80129805298;136.986320519225;1582.84193709441;90.0;3.0;8.0;14.0;55.0;17.0;10.0;66.0;15.0;0.252
30005;30;215.0;216.0;20.03;12.0;14.0;104.805456164005;1;0;235.076392124596;104.805456164005;109.064039408867;21.206896551724;67.4550628324762;92.0;;20840.0;;49.2885129096969;26.153728432332;47.6140499284382;138.623122572233;12.0922150172939;107.49509958248;15.0;3.0;0.0;2.0;9.0;1.0;1.0;7.0;0.0;0.0
30006;30;5717.0;5074.0;26.48;492.0;210.0;2330.0;73;42;2788.0;2330.0;229.0;229.0;1527.0;2268.0;55.0;20980.0;13.0;2802.13558335604;2456.65474847688;2404.41256667226;3528.0;352.0;2733.0;173.0;12.0;15.0;19.0;110.0;27.0;17.0;116.0;28.0;0.264
30007;30;41837.0;40711.0;23.16;2562.0;2991.0;21754.835494197;404;569;24886.3511288343;21754.835494197;441.687410475833;2689.82822416143;8314.93920874472;19865.0;38.0;17180.0;29.0;21776.5486150339;18648.3827249135;20949.035544298;24761.0429839041;4315.45398428029;15924.778308455;1793.0;7.0;107.0;128.0;1294.0;528.0;257.0;1303.0;340.0;0.28
30008;30;953.0;835.0;24.59;61.0;44.0;421.0;9;7;578.0;421.0;91.0;66.0;312.0;423.0;;19290.0;;168.77382500337;113.730898206596;166.214448537303;571.0;69.0;415.0;32.0;1.0;2.0;5.0;20.0;2.0;4.0;20.0;3.0;0.0
30009;30;172.0;196.0;27.48;15.0;9.0;94.0;3;3;283.653979238755;94.0;158.546712802769;31.1072664359863;64.0;101.0;;16510.0;;37.9578807982337;17.9589738036688;38.1393842574683;90.0;9.0;70.0;5.0;0.0;0.0;1.0;2.0;1.0;2.0;3.0;1.0;0.0
30010;30;3327.0;3377.0;14.6;182.0;394.0;1638.0;20;90;2392.0;1638.0;385.0;369.0;810.0;1617.0;41.0;18600.0;24.0;1499.46255406668;1150.27015760147;1654.35568738569;1784.0;255.0;1127.0;193.0;0.0;11.0;20.0;139.0;40.0;23.0;132.0;28.0;0.298
