INSEE_COM;DEP;P19_POP;P13_POP;SUPERF;NAIS1319;DECE1319;P19_MEN;NAISD21;DECESD21;P19_LOG;P19_RP;P19_RSECOCC;P19_LOGVAC;P19_RP_PROP;NBMENFISC19;PIMP19;MED19;TP6019;P19_EMPLT;P19_EMPLT_SAL;P13_EMPLT;P19_POP1564;P19_CHOMEUR1564;P19_ACT1564;ETTOT19;ETAZ19;ETBE19;ETFZ19;ETGU19;ETGZ19;ETOQ19;ETTEF119;ETTEFP1019;Indice de Gini
33001;33;1982.0;1893.0;13.44;132.0;104.0;870.160406927268;25;20;1078.76433660669;870.160406927268;122.109617373319;86.4943123061011;543.389069986206;846.0;;20050.0;;478.271316343083;385.977670905667;475.120426019229;1230.44801857009;151.522445231749;987.432154015936;40.0;4.0;7.0;4.0;21.0;8.0;4.0;30.0;6.0;0.0
33002;33;834.0;799.0;35.13;33.0;43.0;347.802655945537;3;5;414.431973895994;347.802655945537;27.25744825246;39.3718696979978;244.069315144943;339.0;;19810.0;;319.058718499183;243.662391212703;232.556281920515;480.136960724706;49.7198750752841;370.38484305664;43.0;9.0;4.0;8.0;19.0;5.0;3.0;29.0;11.0;0.0
33003;33;16636.0;14609.0;24.76;1389.0;549.0;6768.83226360907;254;109;7098.01777467562;6768.83226360907;27.8777959689617;301.307715097583;3913.40647931246;6848.0;55.0;20570.0;15.0;4702.9197240199;4068.87588595057;4175.58344033784;10768.9579285958;1154.76114242504;8263.74078547951;363.0;2.0;25.0;92.0;195.0;64.0;49.0;264.0;67.0;0.233
33004;33;3053.0;3209.0;28.85;255.0;175.0;1277.49512987661;54;24;1421.10422400572;1277.49512987661;6.98099763127601;136.628096497831;704.703875860868;1324.0;49.0;19730.0;17.0;1275.23281687806;1142.48407666186;1368.19229906883;1937.88038184824;280.75370282872;1468.91904790853;69.0;2.0;11.0;8.0;39.0;14.0;9.0;38.0;22.0;0.215
33005;33;12242.0;11575.0;20.01;308.0;898.0;6269.47077262997;50;186;9633.96370234532;6269.47077262997;2926.04690731093;438.44602240441;4601.82066308943;6558.0;67.0;25810.0;7.0;3530.47381368467;2466.57542944358;3368.74840841158;6086.96879412756;596.069056122443;4484.01677459826;541.0;21.0;30.0;42.0;399.0;155.0;49.0;407.0;49.0;0.271
33006;33;931.0;928.0;13.82;51.0;48.0;413.427612967539;2;7;483.985381891841;413.427612967539;29.2310756972112;41.3266932270916;302.481361771694;385.0;;19210.0;;109.690715728006;69.7201202556546;97.2114643409986;580.234170939367;66.2427595599899;418.233150342131;17.0;6.0;1.0;2.0;6.0;3.0;2.0;14.0;1.0;0.0
33007;33;1335.0;1140.0;7.6;83.0;41.0;496.42345043534;20;11;535.034029405114;496.42345043534;7.30470412941674;31.3058748403575;374.748402730672;485.0;;23300.0;;197.479288275613;135.429302591464;166.526501403859;846.089874855758;69.3370115283662;678.22561470611;34.0;3.0;2.0;19.0;7.0;2.0;3.0;31.0;2.0;0.0
33008;33;489.0;509.0;16.74;22.0;20.0;196.938691966476;3;5;237.100456672359;196.938691966476;15.0514705882353;25.1102941176471;161.786600081361;195.0;;20720.0;;128.568156073154;90.3410817322381;156.026940398674;291.794645550651;15.1352047563047;230.423783657867;26.0;10.0;0.0;4.0;7.0;3.0;5.0;23.0;0.0;0.0
33009;33;11630.0;10476.0;7.56;261.0;1449.0;6749.76951713664;38;223;17695.4787471465;6749.76951713664;10568.651010666;377.058219343856;4171.41898209674;7052.0;64.0;25610.0;12.0;5984.11107933117;4640.59559851177;5807.93440285387;4839.38619649519;562.043327816576;3306.94352443299;850.0;18.0;39.0;23.0;694.0;242.0;76.0;639.0;79.0;0.346
33010;33;529.0;450.0;6.77;38.0;21.0;222.025547445257;16;3;250.279068572017;222.025547445257;5.13700384122919;23.1165172855314;172.793795620439;234.0;;22680.0;;177.154939574646;157.563793957405;180.027968285779;366.824817518248;23.1678832116788;303.113138686131;15.0;5.0;2.0;2.0;4.0;1.0;2.0;11.0;4.0;0.0
