INSEE_COM;DEP;ARR;CV;EPCI;NATURE_EPCI;ZE2020;UU2020;P19_POP;P13_POP;SUPERF;NAIS1319;DECE1319;P19_MEN;NAISD21;DECESD21;P19_LOG;P19_RP;P19_RSECOCC;P19_LOGVAC;P19_RP_PROP;NBMENFISC19;PIMP19;MED19;TP6019;P19_EMPLT;P19_EMPLT_SAL;P13_EMPLT;P19_POP1564;P19_CHOMEUR1564;P19_ACT1564;ETTOT19;ETAZ19;ETBE19;ETFZ19;ETGU19;ETGZ19;ETOQ19;ETTEF119;ETTEFP1019;Indice de Gini
97101;971;9712;97193;200018653;CA;104;9A701;53514.0;57960.0;81.25;4495.0;2577.0;24722.0238802853;767;674;31187.3063832559;24722.0238802853;839.381699299202;5625.90080367133;11130.3542747275;;;;;21862.6186820128;18760.9778346644;21906.6441576857;33804.663573254;7285.81952141519;23206.0152864476;1643.0;4.0;125.0;195.0;1042.0;331.0;277.0;1122.0;367.0;0.0
97102;971;9712;97114;200044691;CA;102;9A101;4001.0;5114.0;62.5;208.0;278.0;1800.88633847364;32;78;3080.72736305248;1800.88633847364;623.027151352532;656.813873226314;1566.68870668323;;;;;832.570401657438;600.764919729857;889.421210474797;2462.89548591925;407.184127990755;1658.91978621539;71.0;6.0;6.0;9.0;36.0;14.0;14.0;50.0;9.0;0.0
97103;971;9711;97194;200018653;CA;104;9A701;30837.0;30015.0;46.0;2273.0;797.0;12990.4793612704;325;244;14524.0907367419;12990.4793612704;210.27621814906;1323.3351573224;6381.6507058274;;;;;26607.9344621569;22704.4905036094;26468.4837160201;20445.0383264902;2747.17897918774;14776.3152130999;3180.0;11.0;384.0;291.0;2287.0;893.0;207.0;2256.0;652.0;0.0
97104;971;9711;97121;249710070;CA;105;9A501;5203.0;5479.0;24.3;328.0;311.0;2356.0;41;82;2958.0;2356.0;146.0;456.0;1608.0;;;;;1328.37775295194;1087.37645476508;1334.308340029;2978.0;666.0;2062.0;135.0;10.0;11.0;15.0;78.0;36.0;21.0;95.0;26.0;0.0
97105;971;9711;97106;249710070;CA;105;9A501;9861.0;11150.0;5.78;730.0;625.0;4571.78485822571;97;144;6186.85194899774;4571.78485822571;66.7307721084133;1548.33631866362;1714.04021251001;;;;;8590.36367552094;7583.89762478376;9489.13951701221;5998.44632083082;1658.31518710732;4113.94638231248;643.0;4.0;49.0;20.0;409.0;164.0;161.0;483.0;111.0;0.0
97106;971;9711;97195;249710070;CA;101;9A204;6847.0;7446.0;43.46;429.0;407.0;3021.96968989265;56;99;4092.55183453399;3021.96968989265;268.655519315656;801.92662532568;2249.53171126509;;;;;1713.90625475895;1408.552560461;1721.10863589223;4172.71741042518;975.463929502546;2887.78849121693;144.0;2.0;8.0;18.0;84.0;24.0;32.0;104.0;28.0;0.0
97107;971;9711;97107;249710070;CA;105;9A401;17741.0;19201.0;103.3;1296.0;1008.0;8078.66445167844;186;250;10077.9410632518;8078.66445167844;406.680458724364;1592.59615284899;5649.33369144351;;;;;3277.0529653591;2483.16676771229;3382.87480899897;10880.9003837616;3056.13895644671;7680.92311512105;387.0;69.0;35.0;48.0;167.0;56.0;68.0;294.0;56.0;0.0
97108;971;9712;97110;249710047;CC;103;9A000;3298.0;3309.0;46.19;107.0;238.0;1526.2139981903;18;54;2445.56868462925;1526.2139981903;377.347072792107;542.007613646844;1247.56615864961;;;;;513.434961742902;363.657926099327;580.67574240266;1985.74213238915;297.664578892851;1171.2177125087;53.0;3.0;5.0;6.0;33.0;11.0;6.0;38.0;6.0;0.0
97109;971;9711;97120;249710070;CA;105;9A501;7760.0;7786.0;22.52;515.0;401.0;3348.82527568426;74;85;4341.88870843457;3348.82527568426;234.279049275603;758.784383474714;1986.3529692946;;;;;1787.96642000018;1496.18378673932;1725.02616251397;4847.0276564442;953.885675007037;3471.91373702018;128.0;10.0;18.0;10.0;62.0;20.0;28.0;83.0;34.0;0.0
97110;971;9712;97116;200041507;CA;102;9A000;1419.0;1510.0;21.12;93.0;100.0;680.806946447277;14;19;1097.71551166526;680.806946447277;256.403814928251;160.504750289732;534.239228909012;;;;;400.53770335373;263.986098441756;394.170106246487;869.966090918314;190.064179423416;600.061231942575;36.0;1.0;1.0;3.0;23.0;8.0;8.0;28.0;7.0;0.0
97111;971;9711;97118;249710062;CA;101;9A000;3998.0;4185.0;31.1;176.0;228.0;1778.62957098589;20;47;3194.950118139;1778.62957098589;1162.96115308759;253.359394065511;1392.51107273654;;;;;947.455763423802;661.867350322673;920.711278978817;2535.26964404442;470.067874294688;1731.89005223383;122.0;2.0;7.0;10.0;89.0;11.0;14.0;88.0;13.0;0.0
97112;971;9712;97110;249710047;CC;103;9A201;4870.0;5376.0;55.54;323.0;364.0;2297.7421424039;49;77;3777.44647360968;2297.7421424039;553.066137440828;926.638193764957;1588.79276799952;;;;;2088.91881757498;1613.88637965211;2197.22636521946;2874.81049113082;563.84161219866;2096.30475404797;205.0;8.0;18.0;15.0;128.0;46.0;36.0;156.0;29.0;0.0
97113;971;9712;97196;200041507;CA;104;9A701;26489.0;26900.0;45.2;2321.0;1188.0;12359.6939018007;352;288;17313.0412234492;12359.6939018007;2332.37034592915;2620.9769757194;7270.18815638327;;;;;6206.68656387375;4599.16696631796;5988.37806576485;16847.424483247;2684.4601315292;12623.6587847466;613.0;1.0;47.0;60.0;439.0;127.0;66.0;453.0;71.0;0.0
97114;971;9711;97113;249710062;CA;104;9A401;7621.0;7845.0;59.91;565.0;226.0;3284.0;100;75;3780.0;3284.0;106.0;390.0;1631.0;;;;;807.096521656423;572.152600497129;909.118288133009;4906.0;1049.0;3554.0;111.0;14.0;13.0;18.0;49.0;20.0;17.0;90.0;9.0;0.0
97115;971;9711;97109;249710062;CA;104;9A701;16354.0;15897.0;65.6;1248.0;707.0;7081.23202867206;210;167;8811.10253553271;7081.23202867206;99.31007131216;1630.5604355485;4295.84439087141;;;;;2912.47416685023;2269.69891467241;2720.48565179614;10495.3075658073;1963.86551972523;7810.57215990784;261.0;11.0;41.0;38.0;129.0;41.0;42.0;186.0;46.0;0.0
97116;971;9712;97112;200044691;CA;104;9A701;16495.0;17046.0;64.5;1112.0;833.0;7417.00823799994;172;218;9521.52825358876;7417.00823799994;474.418282458421;1630.1017331304;5005.72488647282;;;;;2705.88816872354;2072.74167049757;2719.57135965387;9900.40766976288;1824.72014761222;6422.28159911447;252.0;3.0;25.0;36.0;150.0;62.0;38.0;188.0;37.0;0.0
97117;971;9712;97111;200044691;CA;102;9A701;22149.0;22456.0;82.84;1545.0;1173.0;9724.90207574179;251;276;12972.961902141;9724.90207574179;1288.02905344886;1960.03077295031;6449.44216343095;;;;;5140.61670299825;3837.95696853569;5171.5586813275;13648.1268031203;3214.33258701705;9907.83600291669;528.0;14.0;71.0;51.0;315.0;126.0;77.0;396.0;71.0;0.0
97118;971;9711;97197;249710062;CA;104;9A701;24753.0;24039.0;129.88;1811.0;934.0;10611.2907936831;297;218;12330.1117632788;10611.2907936831;804.964646978456;913.85632261725;6394.8640103114;;;;;4733.79782374692;3517.54040987005;4426.40010012185;15910.9080014309;2849.48265014514;12022.4479089282;527.0;11.0;55.0;74.0;325.0;103.0;62.0;397.0;74.0;0.0
97119;971;9712;97114;200044691;CA;102;9A701;8203.0;8057.0;70.5;448.0;360.0;3584.49579011618;91;67;4416.45108484691;3584.49579011618;253.470409205429;578.484885525294;2793.72458816372;;;;;1452.47906761514;934.651414131138;1370.68947276973;5216.08700427087;892.870774862716;3617.52800488103;160.0;12.0;12.0;28.0;82.0;24.0;26.0;108.0;25.0;0.0
97120;971;9712;97115;200018653;CA;104;9A701;15181.0;15826.0;2.66;1385.0;956.0;7859.78931794765;216;217;10489.82759008;7859.78931794765;1080.45593311827;1549.58233901408;1340.62479517893;;;;;11176.2176464675;9135.12884549058;13414.4169492673;9657.9509817144;2435.00055833997;6514.50003541391;1137.0;2.0;84.0;46.0;835.0;281.0;170.0;832.0;179.0;0.0
97121;971;9711;97118;249710062;CA;101;9A203;6031.0;6594.0;59.7;353.0;438.0;2748.0;43;100;4036.0;2748.0;374.0;914.0;2029.0;;;;;1411.50580718315;1118.7100323729;1536.94512930595;3658.0;848.0;2407.0;110.0;2.0;7.0;21.0;52.0;17.0;28.0;79.0;16.0;0.0
97122;971;9712;97114;200044691;CA;102;9A202;5618.0;5751.0;44.24;388.0;336.0;2586.91490244056;46;92;3595.93791573178;2586.91490244056;233.785673089539;775.237340201675;1716.68852602274;;;;;1129.7457706939;867.435997093308;1189.78963618198;3511.25978459023;660.877080715994;2148.40160145197;93.0;7.0;8.0;3.0;48.0;18.0;27.0;64.0;17.0;0.0
97124;971;9711;97106;249710070;CA;105;9A501;10466.0;10443.0;34.3;568.0;493.0;4923.52232114066;76;106;5847.34302280028;4923.52232114066;255.988136508924;667.832565150697;2686.51797297198;;;;;2454.38982666853;2017.09232113014;2509.98130351494;6584.34883918732;1014.79293280899;4774.3883415804;128.0;12.0;10.0;10.0;65.0;21.0;31.0;87.0;27.0;0.0
97125;971;9712;97116;200041507;CA;102;9A701;11689.0;14780.0;61.0;975.0;605.0;5068.31088540651;185;133;10938.7921641526;5068.31088540651;4538.68762918489;1331.79364956119;3227.99462757419;;;;;3425.50480609732;2298.63485764498;3682.88958187523;7539.29922213224;1394.15110850491;5161.98790876576;575.0;27.0;48.0;52.0;397.0;131.0;51.0;448.0;51.0;0.0
97126;971;9712;97110;249710047;CC;103;9A000;2397.0;2488.0;56.28;127.0;233.0;1179.57783456985;27;41;2353.93327539473;1179.57783456985;190.025152237036;984.330288587847;912.989169756371;;;;;635.883168739314;456.250540319117;673.73332735605;1376.89679524238;294.91448273454;996.031296832035;41.0;2.0;4.0;5.0;22.0;7.0;8.0;29.0;9.0;0.0
97128;971;9712;97198;200041507;CA;104;9A701;24151.0;24653.0;80.29;1567.0;1066.0;11031.8981220989;217;271;16268.6674893641;11031.8981220989;3992.65635207664;1244.11301518849;7239.71936051704;;;;;4198.03333632342;3055.95939828485;4394.42139194754;15219.6720922414;3633.14019324267;11159.4516324879;450.0;7.0;34.0;56.0;291.0;90.0;62.0;315.0;61.0;0.0
97129;971;9711;97199;249710062;CA;104;9A301;17985.0;20144.0;118.6;1298.0;812.0;8054.65538574271;186;208;10382.5574757425;8054.65538574271;411.569167118173;1916.33292288164;5632.2623659624;;;;;3507.04854423615;2515.27880781035;3310.66446371552;11133.1483108053;2490.28857819899;7790.42186357643;359.0;14.0;40.0;39.0;205.0;77.0;61.0;276.0;49.0;0.0
97130;971;9711;97120;249710070;CA;105;9A000;975.0;1093.0;6.8;16.0;80.0;457.907348242809;4;18;699.440050411545;457.907348242809;221.235836440271;20.2968657284652;404.952076677314;;;;;202.349260844038;133.884288677643;249.077954040512;537.859424920129;91.3738019169332;327.076677316295;22.0;1.0;1.0;2.0;15.0;3.0;3.0;13.0;2.0;0.0
97131;971;9711;97120;249710070;CA;105;9A000;1519.0;1715.0;6.0;58.0;84.0;721.851288830135;10;11;1077.08045096911;721.851288830135;281.796777200687;73.4323849382898;467.847984137473;;;;;601.398372956381;413.566535169719;652.821820612759;979.870456047588;132.523463317912;717.835426305354;88.0;0.0;5.0;3.0;73.0;15.0;7.0;72.0;11.0;0.0
97132;971;9711;97120;249710070;CA;105;9A501;7862.0;8578.0;31.1;505.0;431.0;3533.05178827762;94;107;4856.86358983596;3533.05178827762;235.658048349598;1088.15375320874;2493.9787155813;;;;;1161.73958586896;887.408532481827;1450.72954570727;4697.16291436257;856.06607359124;3231.07351042127;131.0;12.0;9.0;11.0;74.0;17.0;25.0;103.0;16.0;0.0
97133;971;9711;97120;249710070;CA;105;9A501;1842.0;1858.0;7.24;93.0;61.0;769.738347687972;21;30;922.738347687972;769.738347687972;33.0;120.0;531.898167338541;;;;;174.599831851971;131.531248275205;152.62123312433;1156.33501170372;251.850501235777;883.070360576182;14.0;0.0;1.0;2.0;4.0;1.0;7.0;9.0;4.0;0.0
97134;971;9711;97121;249710070;CA;105;9A501;7110.0;7425.0;58.7;460.0;405.0;3260.54772732161;67;93;4261.03743534231;3260.54772732161;161.8882844134;838.6014236073;2277.85882032192;;;;;1177.59920990152;908.903291698232;1174.03616754166;4240.79545565803;1022.77905468244;2932.30541388745;118.0;4.0;11.0;26.0;49.0;18.0;28.0;89.0;15.0;0.0
