INSEE_COM;DEP;P19_POP;P13_POP;SUPERF;NAIS1319;DECE1319;P19_MEN;NAISD21;DECESD21;P19_LOG;P19_RP;P19_RSECOCC;P19_LOGVAC;P19_RP_PROP;NBMENFISC19;PIMP19;MED19;TP6019;P19_EMPLT;P19_EMPLT_SAL;P13_EMPLT;P19_POP1564;P19_CHOMEUR1564;P19_ACT1564;ETTOT19;ETAZ19;ETBE19;ETFZ19;ETGU19;ETGZ19;ETOQ19;ETTEF119;ETTEFP1019;Indice de Gini
76001;76;1158.0;1172.0;14.66;74.0;43.0;482.0;18;7;521.0;482.0;12.0;27.0;359.0;485.0;;23640.0;;380.349926305203;337.685853884007;352.421998844799;725.0;48.0;566.0;30.0;6.0;3.0;4.0;13.0;3.0;4.0;20.0;4.0;0.0
76002;76;622.0;615.0;6.73;67.0;25.0;227.158072086436;9;4;235.331985129914;227.158072086436;2.04347826086957;6.1304347826087;202.408706392279;218.0;;22770.0;;165.724033768896;138.695033253267;89.1549862136142;385.969839455272;18.1142435736601;298.637203437023;16.0;3.0;0.0;4.0;6.0;3.0;3.0;13.0;3.0;0.0
76004;76;468.0;501.0;5.14;21.0;24.0;202.43122623913;8;5;227.057313195651;202.43122623913;13.3391304347827;11.2869565217392;154.021977174316;210.0;;21940.0;;105.507189329937;86.8918529836946;125.210919925372;307.058317759957;24.7414493766259;229.608958360376;13.0;3.0;1.0;3.0;3.0;2.0;3.0;9.0;3.0;0.0
76005;76;3306.0;3250.0;3.94;319.0;111.0;1502.90051694474;43;17;1631.21443478656;1502.90051694474;15.0367872470877;113.277130594727;654.124154277934;1435.0;58.0;21440.0;17.0;466.437317943854;404.881661531584;530.46943090611;2252.52684419503;250.425959228749;1761.03684960448;55.0;0.0;5.0;6.0;38.0;12.0;6.0;41.0;8.0;0.24
76006;76;173.0;184.0;4.6;22.0;7.0;60.7017543859649;7;0;68.0199362041468;60.7017543859649;2.0909090909091;5.22727272727275;48.5614035087719;63.0;;22780.0;;14.9735054140811;10.9267217883501;34.0636861623863;107.239766081871;7.08187134502924;85.9941520467836;3.0;1.0;0.0;0.0;1.0;1.0;1.0;3.0;0.0;0.0
76007;76;675.0;683.0;4.68;34.0;22.0;264.513788098694;7;9;278.202083264088;264.513788098694;3.4220737913486;10.2662213740458;237.082728592163;260.0;;24080.0;;124.153884570145;104.825861258624;191.772281417691;406.567489114659;28.410740203193;311.538461538462;13.0;2.0;1.0;4.0;4.0;1.0;2.0;10.0;2.0;0.0
76008;76;630.0;697.0;12.44;34.0;27.0;272.0;4;6;316.0;272.0;21.0;23.0;220.0;271.0;;23170.0;;47.8631657413768;37.8464344231017;73.8613810966495;380.0;31.0;282.0;9.0;2.0;2.0;1.0;2.0;0.0;2.0;9.0;0.0;0.0
76011;76;152.0;188.0;3.15;2.0;10.0;66.0;0;2;108.0;66.0;30.0;12.0;59.0;64.0;;23760.0;;12.0827843906416;5.08278439064162;12.1730355479797;100.0;6.0;73.0;3.0;1.0;0.0;0.0;2.0;0.0;0.0;3.0;0.0;0.0
76012;76;185.0;204.0;4.59;16.0;10.0;76.0;4;1;88.0;76.0;4.0;8.0;65.0;80.0;;21590.0;;25.8259580962703;18.0805506121169;38.4469357267316;115.0;5.0;90.0;6.0;1.0;0.0;1.0;1.0;0.0;3.0;5.0;0.0;0.0
76013;76;1078.0;941.0;10.19;77.0;38.0;397.714921887324;7;8;459.799648983843;397.714921887324;25.4445602854583;36.64016681106;332.611590213417;392.0;;21770.0;;101.963231799318;81.7586332229503;96.5407995968055;699.700443751652;58.9846053449409;532.907473162165;14.0;3.0;0.0;5.0;3.0;1.0;3.0;11.0;2.0;0.0
76014;76;1405.0;1452.0;9.91;91.0;52.0;569.0;11;3;609.0;569.0;10.0;30.0;440.0;551.0;;24350.0;;194.908909287546;132.712807934494;228.214464670112;850.0;54.0;657.0;33.0;2.0;3.0;8.0;13.0;2.0;7.0;28.0;4.0;0.0
76015;76;512.0;543.0;6.88;24.0;26.0;236.375927631309;4;10;348.317070811841;236.375927631309;79.3764469825589;32.5646961979729;164.834352577773;245.0;;22400.0;;69.532902815032;44.6671238713802;61.1471429897212;319.508790666765;32.8480167889262;230.65333025547;15.0;8.0;0.0;0.0;4.0;1.0;3.0;13.0;0.0;0.0
76016;76;121.0;117.0;3.53;4.0;4.0;54.0;0;2;73.0;54.0;10.0;9.0;40.0;56.0;;21550.0;;14.0039721874687;10.0605289010964;26.9770507512746;82.0;7.0;65.0;2.0;1.0;0.0;0.0;0.0;0.0;1.0;2.0;0.0;0.0
76018;76;1491.0;1465.0;13.87;110.0;121.0;619.700480189725;11;26;705.002255337654;619.700480189725;14.7435166922346;70.5582584556943;389.698194997753;613.0;;21420.0;;617.991614770412;549.708522720588;583.51233496474;887.882028110353;48.2100859791034;678.971655534238;43.0;2.0;4.0;5.0;22.0;6.0;10.0;29.0;9.0;0.0
76019;76;424.0;443.0;5.41;22.0;13.0;171.782956630208;1;3;189.972430314418;171.782956630208;11.1157894736842;7.07368421052629;158.788196513717;172.0;;22570.0;;63.7419892879585;47.6790749997845;109.046964976183;270.39496113732;10.0139322812228;174.747948234994;10.0;2.0;1.0;0.0;3.0;3.0;4.0;4.0;5.0;0.0
76020;76;1189.0;1214.0;20.33;77.0;59.0;478.779696712498;13;9;510.20807276902;478.779696712498;14.1934601545585;17.2349159019639;407.785481952645;465.0;;22280.0;;225.228696387957;191.949288873037;244.076309617919;719.800822444215;59.5733643023575;555.431103160075;25.0;6.0;6.0;2.0;9.0;2.0;2.0;17.0;5.0;0.0
76024;76;157.0;170.0;10.49;6.0;6.0;69.0;0;1;88.0;69.0;13.0;6.0;61.0;66.0;;22890.0;;16.0078334578982;9.02017027498193;15.1444056040751;91.0;9.0;72.0;2.0;0.0;0.0;0.0;1.0;0.0;1.0;2.0;0.0;0.0
76025;76;344.0;330.0;6.95;34.0;12.0;158.292836046625;10;2;197.877836046625;158.292836046625;10.15;29.435;111.351312923004;151.0;;19250.0;;61.1030424397547;42.0118793994322;58.7695138054148;210.164940382294;15.0129794512688;154.726375101038;15.0;2.0;0.0;1.0;9.0;3.0;3.0;14.0;0.0;0.0
76026;76;2573.0;2776.0;14.68;171.0;270.0;1169.10569538619;23;29;1308.22541369605;1169.10569538619;23.7018779342723;115.417840375587;635.33491009355;1121.0;50.0;20230.0;15.0;710.66391492414;619.684488523444;698.859280936749;1543.48263364346;162.132624213116;1126.03203438363;63.0;3.0;7.0;7.0;33.0;8.0;13.0;42.0;13.0;0.25
76029;76;199.0;202.0;8.48;9.0;8.0;82.0;2;2;101.0;82.0;11.0;8.0;71.0;81.0;;20010.0;;35.0518448836012;25.0518448836012;23.7314562709287;126.0;9.0;94.0;7.0;1.0;0.0;4.0;0.0;0.0;2.0;7.0;0.0;0.0
76030;76;503.0;461.0;4.88;28.0;17.0;201.0;5;3;211.0;201.0;5.0;5.0;177.0;202.0;;21200.0;;39.9458556460027;29.9848723708143;43.3837633799462;316.0;24.0;243.0;8.0;4.0;0.0;1.0;0.0;0.0;3.0;7.0;0.0;0.0
76032;76;138.0;116.0;3.02;13.0;7.0;60.375;0;2;98.7480715287518;60.375;25.5820476858345;12.7910238429173;50.671875;58.0;;22470.0;;17.1134110745638;9.56653607456381;14.8877954504643;76.546875;4.3125;59.296875;5.0;2.0;0.0;0.0;2.0;2.0;1.0;4.0;0.0;0.0
76033;76;458.0;464.0;4.96;34.0;13.0;169.088250210896;2;2;183.088250210896;169.088250210896;8.0;6.0;151.927256947517;169.0;;23360.0;;25.9807427166149;21.0588719772216;25.5509612526777;294.782156653871;11.9399748453875;226.412637557647;2.0;0.0;0.0;0.0;0.0;0.0;2.0;2.0;0.0;0.0
76034;76;2535.0;2545.0;22.05;195.0;151.0;1132.46732673267;27;27;1290.95924733499;1132.46732673267;43.6564571718985;114.835463430429;669.641584158412;1111.0;47.0;20150.0;15.0;733.508906273894;609.470740920272;777.016886745237;1470.80198019802;151.59801980198;1144.51485148515;88.0;4.0;10.0;14.0;46.0;21.0;14.0;64.0;12.0;0.237
76035;76;1986.0;2289.0;9.06;90.0;251.0;1037.65340504082;9;48;1247.47186031043;1037.65340504082;35.1370618872549;174.681393382353;467.359511799466;984.0;;19410.0;;1383.04005688817;1207.09385570284;1489.70484844386;1092.84814891299;131.710233411854;820.450810793762;139.0;2.0;18.0;7.0;95.0;33.0;17.0;98.0;27.0;0.0
76038;76;399.0;400.0;5.16;26.0;6.0;153.895096625329;2;1;170.895096625329;153.895096625329;10.0;7.0;147.84116503178;161.0;;25030.0;;40.0601672922779;30.198670508124;51.2831715804717;286.836404253543;20.458529090312;234.543919201312;7.0;1.0;0.0;1.0;3.0;2.0;2.0;6.0;1.0;0.0
76039;76;1261.0;1229.0;4.53;58.0;31.0;491.034877676817;12;8;511.27632636897;491.034877676817;6.07243460764588;14.169014084507;461.988492573345;482.0;;29770.0;;142.56654796767;105.138230238314;124.238232163419;818.744920022932;32.0268196448695;614.343181561585;19.0;0.0;0.0;4.0;12.0;1.0;3.0;13.0;4.0;0.0
76042;76;102.0;127.0;4.89;5.0;2.0;35.6504854368932;4;0;55.3541891405969;35.6504854368932;13.4814814814815;6.22222222222223;30.6990291262136;38.0;;20780.0;;13.873786407767;6.94174757281553;17.5956029901233;61.3980582524272;11.8834951456311;51.495145631068;2.0;1.0;0.0;0.0;0.0;0.0;1.0;2.0;0.0;0.0
