INSEE_COM;DEP;P19_POP;P13_POP;SUPERF;NAIS1319;DECE1319;P19_MEN;NAISD21;DECESD21;P19_LOG;P19_RP;P19_RSECOCC;P19_LOGVAC;P19_RP_PROP;NBMENFISC19;PIMP19;MED19;TP6019;P19_EMPLT;P19_EMPLT_SAL;P13_EMPLT;P19_POP1564;P19_CHOMEUR1564;P19_ACT1564;ETTOT19;ETAZ19;ETBE19;ETFZ19;ETGU19;ETGZ19;ETOQ19;ETTEF119;ETTEFP1019;Indice de Gini
06001;06;94.0;89.0;15.37;7.0;5.0;48.5161290322581;2;1;120.088709677419;48.5161290322581;56.4516129032257;15.1209677419355;37.3978494623656;;;;;7.07355749378374;2.01979405292352;11.9852486319297;49.5268817204301;6.06451612903226;38.4086021505376;3.0;0.0;0.0;0.0;2.0;1.0;1.0;3.0;0.0;0.0
06003;06;648.0;561.0;54.3;26.0;21.0;298.700211334276;3;5;801.11746734559;298.700211334276;501.414427157;1.002828854314;198.402048713845;272.0;;18170.0;;113.958713460065;66.8175717882429;121.452593674748;400.852995679111;47.9546104007319;296.273472428592;21.0;5.0;0.0;3.0;10.0;2.0;3.0;16.0;2.0;0.0
06004;06;73438.0;75456.0;26.48;5496.0;5019.0;37308.5463898434;907;1029;63603.7353889761;37308.5463898434;23032.8362610249;3262.35273810781;19883.059237147;39468.0;64.0;23260.0;14.0;31470.4458926518;26039.4809039549;33455.2297994333;43292.6421168298;4551.06058911358;33440.0706224961;3648.0;9.0;169.0;376.0;2753.0;817.0;341.0;2718.0;417.0;0.301
06005;06;175.0;170.0;17.74;9.0;16.0;75.0;0;1;223.0;75.0;114.0;34.0;48.0;75.0;;16120.0;;48.5411493426227;33.5411493426227;75.8867253148586;109.0;11.0;65.0;8.0;0.0;0.0;0.0;3.0;1.0;5.0;4.0;2.0;0.0
06006;06;2272.0;2162.0;9.44;102.0;84.0;931.0;22;16;1094.0;931.0;39.0;124.0;771.0;897.0;74.0;27960.0;;207.602192430174;132.187132180445;249.589726563761;1404.0;75.0;1081.0;39.0;0.0;1.0;11.0;22.0;2.0;5.0;31.0;3.0;0.276
06007;06;3200.0;3106.0;5.48;175.0;200.0;1253.43869792576;33;41;1537.08949157655;1253.43869792576;172.833816919838;110.816976730955;985.204833365619;1279.0;70.0;25560.0;9.0;336.801854329954;181.465947240485;400.554160812415;1969.3036232343;135.125330267137;1588.21853582285;75.0;1.0;3.0;24.0;40.0;11.0;7.0;56.0;6.0;0.278
06009;06;109.0;107.0;15.24;5.0;4.0;41.0;2;3;82.0;41.0;38.0;3.0;31.0;;;;;5.02579403396111;4.02579403396111;12.0943396226415;60.0;6.0;48.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0
06010;06;2921.0;2991.0;14.47;180.0;231.0;1166.83862281243;21;53;1527.83347480728;1166.83862281243;160.330115830116;200.664736164736;855.240435247521;1201.0;65.0;24550.0;9.0;1767.9897007932;1582.14103907672;1736.8351332454;1756.53118270133;139.2053606786;1360.01302651666;79.0;1.0;12.0;14.0;45.0;9.0;7.0;56.0;14.0;0.269
06011;06;3755.0;3734.0;0.95;128.0;228.0;1880.82252099969;20;42;3799.55204893561;1880.82252099969;1635.88492423601;282.84460369991;892.789942406817;1883.0;60.0;23500.0;16.0;1544.54256172175;1161.0778675011;1453.88556119456;2194.96961347695;214.412183969476;1683.70775390096;295.0;0.0;14.0;25.0;243.0;57.0;13.0;237.0;26.0;0.333
06012;06;13358.0;13279.0;2.79;260.0;349.0;6220.70373601407;42;69;9694.45889709312;6220.70373601407;3451.68862741602;22.0665336630292;2819.16836758097;5970.0;58.0;21580.0;20.0;2238.66575624447;1728.31844645598;2464.20127540123;8747.48759825302;629.078670646321;6820.48046813377;354.0;1.0;7.0;26.0;249.0;77.0;71.0;286.0;35.0;0.332
06013;06;690.0;636.0;75.41;30.0;32.0;340.072807836467;0;7;1021.37317081287;340.072807836467;560.538112522686;120.762250453721;250.244530390068;349.0;;19660.0;;114.260785938719;76.3461888724554;101.9168756032;361.776348462653;26.1382338535254;275.452723625852;15.0;2.0;0.0;2.0;9.0;0.0;2.0;8.0;1.0;0.0
06014;06;947.0;953.0;6.35;71.0;128.0;375.762168464037;6;19;483.624200091552;375.762168464037;58.4672694803356;49.3947621471801;257.524568400441;358.0;;22780.0;;112.442755926253;94.3481920985751;141.100875685448;567.236230816172;49.6562314310682;449.894095248883;12.0;0.0;1.0;2.0;5.0;0.0;4.0;8.0;2.0;0.0
06015;06;1240.0;1275.0;9.58;59.0;53.0;560.0;12;14;787.0;560.0;162.0;65.0;450.0;552.0;;24180.0;;85.7936353834847;58.9673254494893;107.815800301586;792.0;51.0;612.0;20.0;0.0;0.0;5.0;13.0;1.0;2.0;16.0;1.0;0.0
06016;06;551.0;509.0;75.65;27.0;21.0;268.0;5;1;1159.0;268.0;789.0;102.0;201.0;194.0;;19860.0;;88.2029962634929;58.1177866347898;111.619297166116;317.0;12.0;232.0;24.0;2.0;1.0;3.0;15.0;2.0;3.0;17.0;2.0;0.0
06017;06;254.0;246.0;21.44;21.0;11.0;99.7107438016529;4;2;167.967418274721;99.7107438016529;39.2992974238877;28.9573770491804;74.5206611570248;109.0;;19600.0;;17.7834321379096;8.33715114617402;39.0928600831179;162.685950413223;9.44628099173554;122.801652892562;8.0;0.0;0.0;2.0;5.0;0.0;1.0;3.0;1.0;0.0
06018;06;9668.0;10015.0;15.54;492.0;403.0;4341.53185112242;88;73;5692.16164124258;4341.53185112242;810.174312686998;540.455477433161;2529.73615774467;3853.0;74.0;29020.0;8.0;7466.43746346269;6623.96762661421;6051.80676707358;6388.01271969483;432.361277337036;4689.95424337772;606.0;2.0;28.0;48.0;486.0;93.0;42.0;390.0;145.0;0.317
