INSEE_COM;DEP;P19_POP;P13_POP;SUPERF;NAIS1319;DECE1319;P19_MEN;NAISD21;DECESD21;P19_LOG;P19_RP;P19_RSECOCC;P19_LOGVAC;P19_RP_PROP;NBMENFISC19;PIMP19;MED19;TP6019;P19_EMPLT;P19_EMPLT_SAL;P13_EMPLT;P19_POP1564;P19_CHOMEUR1564;P19_ACT1564;ETTOT19;ETAZ19;ETBE19;ETFZ19;ETGU19;ETGZ19;ETOQ19;ETTEF119;ETTEFP1019;Indice de Gini
40001;40;6189.0;6156.0;57.78;279.0;513.0;3068.63374051288;31;112;3668.89314406781;3068.63374051288;115.16012326266;485.099280292267;1763.31891455147;2907.0;49.0;20580.0;16.0;4053.41146020518;3485.16957006036;3777.79957587406;3532.82272146057;378.76271510971;2420.64118761763;374.0;25.0;32.0;26.0;243.0;85.0;48.0;271.0;77.0;0.3
40002;40;1569.0;1539.0;27.25;55.0;149.0;695.665092110243;12;34;823.804198512823;695.665092110243;57.4063196683559;70.7327867342242;475.435638732083;663.0;;21000.0;;515.764391622345;405.758886674153;498.068466046141;848.330355537712;75.2543728063824;624.368668051501;60.0;5.0;4.0;6.0;30.0;8.0;15.0;42.0;10.0;0.0
40003;40;274.0;292.0;7.83;10.0;8.0;116.273062730627;2;3;127.302396063961;116.273062730627;0.0;11.0293333333333;95.0405904059041;113.0;;24240.0;;73.1660437728995;58.0835563795981;59.6562506215761;176.937269372694;8.08856088560886;148.627306273063;8.0;1.0;2.0;1.0;3.0;0.0;1.0;5.0;2.0;0.0
40004;40;2129.0;1819.0;7.68;154.0;60.0;940.720930232547;23;7;1110.07552556862;940.720930232547;96.9139013772925;72.4406939587843;648.505243958042;931.0;62.0;23030.0;9.0;510.062698174194;348.839167745506;464.295878593833;1322.25170998632;135.914272685818;1080.51846785226;63.0;3.0;8.0;12.0;37.0;12.0;3.0;50.0;8.0;0.274
40006;40;698.0;701.0;62.48;28.0;45.0;325.271954674221;2;10;393.705372825196;325.271954674221;16.8739935166789;51.5594246342965;226.405099150142;327.0;;20900.0;;74.5818583987507;56.7160886850108;100.660582746142;372.728045325779;43.5014164305949;275.838526912181;12.0;4.0;1.0;0.0;4.0;1.0;3.0;10.0;1.0;0.0
40008;40;97.0;91.0;22.79;2.0;4.0;44.0;0;2;59.7377049180328;44.0;11.8032786885246;3.9344262295082;31.0;;;;;9.06349007205962;6.06349007205962;4.99417890199948;57.0;9.0;40.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0
40012;40;259.0;262.0;5.5;21.0;7.0;114.235741444867;4;1;122.902408111534;114.235741444867;3.71428571428571;4.95238095238095;87.6463878326996;112.0;;20760.0;;43.8217142842852;32.690519071399;49.0784761447528;145.749049429658;7.87832699619772;110.296577946768;6.0;1.0;0.0;1.0;1.0;0.0;3.0;5.0;1.0;0.0
40016;40;253.0;248.0;3.4;12.0;9.0;103.42341998217;2;3;116.641907377128;103.42341998217;9.15126050420168;4.0672268907563;89.2452295258507;102.0;;21010.0;;35.3200223212403;17.1575785529075;31.2455136566532;156.914016970765;7.0648580789128;121.429354194567;11.0;2.0;2.0;1.0;4.0;1.0;2.0;10.0;0.0;0.0
40017;40;397.0;386.0;9.31;30.0;16.0;161.876153883361;1;3;191.496474738976;161.876153883361;12.2566844919786;17.3636363636364;138.369458725423;155.0;;21850.0;;90.1598113304995;72.6656174796383;102.812387199422;235.703604145593;12.2499992335006;180.57967399364;6.0;2.0;0.0;0.0;1.0;0.0;3.0;4.0;1.0;0.0
40018;40;384.0;350.0;7.55;32.0;21.0;161.0;5;2;179.0;161.0;2.0;16.0;134.0;162.0;;23100.0;;18.0201114325405;7.02011143254054;17.454696959717;250.0;12.0;198.0;3.0;1.0;0.0;1.0;0.0;0.0;1.0;3.0;0.0;0.0
40019;40;1068.0;1048.0;11.51;47.0;59.0;546.950469093009;7;11;869.955163928689;546.950469093009;269.50704225352;53.4976525821595;343.358529713911;546.0;;22060.0;;135.68583430476;106.112263845507;122.572241497949;641.843432146995;69.6453106569825;481.852056501377;27.0;0.0;1.0;7.0;14.0;5.0;5.0;21.0;4.0;0.0
40020;40;620.0;630.0;17.31;28.0;28.0;264.863999999999;8;2;301.197333333332;264.863999999999;7.97560975609756;28.3577235772358;233.119999999999;257.0;;22820.0;;135.700086132098;113.845392816284;124.380825498063;382.912;17.8560000000001;297.6;18.0;3.0;1.0;2.0;9.0;3.0;3.0;11.0;6.0;0.0
40021;40;883.0;700.0;16.94;50.0;41.0;389.731194690266;12;8;578.536312800502;389.731194690266;181.779811389855;7.02530672038088;319.403761061947;377.0;;22070.0;;153.048745811891;88.2031609904801;116.92584369002;542.107300884956;44.9314159292035;420.987831858407;26.0;0.0;1.0;2.0;20.0;3.0;3.0;14.0;1.0;0.0
40022;40;396.0;405.0;14.53;30.0;18.0;167.0;5;4;232.0;167.0;38.0;27.0;123.0;162.0;;23310.0;;43.8833685674465;23.9265948127444;53.4282397104457;239.0;15.0;174.0;17.0;8.0;0.0;0.0;8.0;3.0;1.0;13.0;0.0;0.0
40023;40;350.0;351.0;11.64;15.0;23.0;160.0;1;0;193.0;160.0;14.0;19.0;123.0;152.0;;21550.0;;44.0630450730622;16.0599588693747;46.5808671363051;202.0;23.0;157.0;7.0;3.0;0.0;1.0;2.0;1.0;1.0;6.0;0.0;0.0
40025;40;831.0;895.0;18.7;39.0;53.0;361.869792139512;8;5;409.101890904944;361.869792139512;13.0641975308642;34.1679012345678;299.456576014164;357.0;;23120.0;;96.8677304440325;72.9504107491259;116.24288158031;537.342118638129;36.3649832571211;373.328667653357;12.0;1.0;3.0;2.0;3.0;0.0;3.0;10.0;1.0;0.0
40026;40;359.0;368.0;11.5;22.0;14.0;143.813228831244;6;4;158.908165540105;143.813228831244;0.0;15.0949367088608;130.790278260706;147.0;;22930.0;;94.1445427381922;74.451840103818;118.0634683359;215.313888201877;12.9696602590938;167.357749290661;13.0;2.0;0.0;3.0;5.0;1.0;3.0;9.0;2.0;0.0
40029;40;313.0;316.0;7.35;23.0;11.0;126.236357602145;10;0;150.211131619383;126.236357602145;7.6283371873029;16.3464368299348;105.96819746864;125.0;;21170.0;;42.2570567359534;23.5347786359347;47.0170006164487;190.340914917844;15.743328707864;149.07976713646;7.0;1.0;0.0;2.0;1.0;1.0;3.0;6.0;0.0;0.0
40031;40;1185.0;1098.0;27.8;58.0;64.0;508.516807041604;4;12;571.280120178379;508.516807041604;16.1969840352969;46.5663291014787;424.52757512012;511.0;;22370.0;;233.772356604055;176.447199231884;177.569906874482;706.813351046657;49.8154928654582;555.66307262224;31.0;3.0;3.0;16.0;6.0;1.0;3.0;18.0;8.0;0.0
40032;40;207.0;199.0;28.55;10.0;7.0;92.218009478673;3;1;132.752893199603;92.218009478673;31.6369824163358;8.89790130459444;61.8056872037915;97.0;;21440.0;;50.5352374642012;33.8575123457178;33.4730706737954;127.535545023697;11.7725118483412;106.9336492891;4.0;1.0;0.0;0.0;2.0;0.0;1.0;1.0;1.0;0.0
40033;40;160.0;164.0;20.46;10.0;5.0;67.8787878787879;0;0;88.4319793681496;67.8787878787879;11.7446808510638;8.80851063829787;57.2121212121212;65.0;;19990.0;;12.9737047214399;3.06866280209503;15.1594370067822;78.5454545454545;1.93939393939394;58.1818181818182;3.0;1.0;0.0;0.0;1.0;0.0;1.0;3.0;0.0;0.0
40034;40;604.0;615.0;11.84;27.0;25.0;247.72568239739;3;3;273.657504266306;247.72568239739;14.5218202465931;11.4100016223232;190.418397960155;246.0;;21510.0;;101.674116013505;65.6163850326272;71.4574113584335;389.440949077979;23.7918368369334;281.000576929172;13.0;0.0;0.0;3.0;8.0;1.0;2.0;7.0;2.0;0.0
40035;40;574.0;531.0;5.89;33.0;13.0;250.927651639871;11;7;293.500170723841;250.927651639871;7.64122137404577;34.9312977099235;178.649491862612;254.0;;21940.0;;80.3392293165944;55.6082132512516;77.3696526889807;354.236136370831;36.5649133044079;273.07215122877;9.0;2.0;0.0;3.0;3.0;1.0;1.0;6.0;1.0;0.0
40036;40;3683.0;2624.0;18.69;244.0;92.0;1689.0;43;29;1976.0;1689.0;137.0;150.0;1031.0;1685.0;56.0;21910.0;10.0;1243.1715407381;1017.81314639902;1048.57562436786;2442.0;238.0;2032.0;124.0;15.0;7.0;25.0;72.0;31.0;5.0;89.0;22.0;0.223
40037;40;1832.0;1587.0;29.33;104.0;54.0;759.0;18;7;834.0;759.0;26.0;49.0;618.0;764.0;;23540.0;;224.897688260485;142.068099338341;249.005504194552;1097.0;65.0;888.0;33.0;4.0;3.0;5.0;15.0;2.0;6.0;24.0;7.0;0.0
40038;40;105.0;95.0;4.39;4.0;4.0;51.5277777777778;0;2;61.9813296903461;51.5277777777778;5.22677595628415;5.22677595628415;44.7222222222222;55.0;;19960.0;;20.5686018813284;7.9297129924395;19.8388270487225;51.5277777777778;3.88888888888889;41.8055555555556;4.0;2.0;0.0;0.0;1.0;1.0;1.0;4.0;0.0;0.0
40039;40;151.0;139.0;8.1;5.0;5.0;61.8187919463087;1;4;80.8187919463087;61.8187919463087;14.0;5.0;49.6577181208054;55.0;;16830.0;;17.288290158047;6.14063915133563;20.2230862323984;88.1677852348993;10.1342281879195;61.8187919463087;4.0;2.0;0.0;0.0;0.0;0.0;2.0;4.0;0.0;0.0
40040;40;358.0;388.0;37.51;15.0;15.0;159.492170865983;3;1;204.935520619677;159.492170865983;31.3054187192119;14.1379310344828;134.02481850101;154.0;;21240.0;;48.6475816544744;32.7418960091153;29.1545571724161;198.217326809359;13.3615737619995;136.006153043009;11.0;2.0;0.0;2.0;5.0;1.0;2.0;8.0;1.0;0.0
40042;40;328.0;270.0;4.9;12.0;13.0;134.0;0;2;153.0;134.0;8.0;11.0;110.0;137.0;;21320.0;;32.763541886603;19.6352174570151;17.1530216332544;218.0;15.0;177.0;5.0;1.0;0.0;0.0;1.0;1.0;3.0;3.0;1.0;0.0
40043;40;763.0;709.0;20.95;39.0;26.0;369.905484124088;6;6;626.131445662549;369.905484124088;219.048076923076;37.1778846153845;227.101501059372;365.0;;20450.0;;67.3741030763847;47.3314664527291;90.6791663449767;461.14782700773;36.0655226380865;321.745519983072;16.0;1.0;1.0;2.0;10.0;3.0;2.0;9.0;1.0;0.0
40044;40;919.0;882.0;15.59;50.0;31.0;380.671637885017;16;4;424.21336232646;380.671637885017;21.7708622207218;21.7708622207218;310.561249097215;378.0;;22830.0;;179.147944377291;132.515460930478;170.645292102646;598.572749989312;49.9001989728822;449.348664730585;18.0;5.0;0.0;6.0;3.0;1.0;4.0;15.0;1.0;0.0
40046;40;13947.0;13983.0;160.48;633.0;840.0;7095.31716003445;113;151;12187.7448345603;7095.31716003445;4691.47515333499;400.952521190843;4525.08873611377;7345.0;60.0;22740.0;10.0;4661.55772354486;3660.90639512713;4945.66190523222;7716.30440689522;1005.81704858349;5654.01262751883;674.0;5.0;20.0;76.0;513.0;169.0;60.0;417.0;63.0;0.247
40047;40;268.0;310.0;9.67;11.0;13.0;114.935074911027;4;1;138.275815651767;114.935074911027;9.13333333333333;14.2074074074074;102.701757831911;111.0;;22090.0;;68.2120821706806;41.2393524668135;65.8304987433395;154.277094770232;13.6590731031831;122.018718396327;12.0;5.0;1.0;0.0;4.0;0.0;2.0;9.0;1.0;0.0
40049;40;394.0;347.0;15.6;16.0;19.0;158.74089873905;4;3;185.448973273211;158.74089873905;6.40993788819873;20.2981366459626;131.051922817165;154.0;;20700.0;;283.207614170527;256.684269226992;280.001706170429;236.045349649777;25.603144427828;177.259717949196;9.0;0.0;1.0;2.0;4.0;0.0;2.0;7.0;2.0;0.0
40050;40;211.0;176.0;7.66;14.0;5.0;82.29;3;2;94.7169293924466;82.29;11.391351943076;1.03557744937055;63.3;80.0;;22460.0;;12.1029695732188;6.07731331921672;12.4082446182625;129.765;13.715;100.225;6.0;1.0;0.0;1.0;2.0;2.0;2.0;6.0;0.0;0.0
40051;40;820.0;703.0;21.96;54.0;25.0;317.192199765864;10;9;355.529549163455;317.192199765864;13.4698795180722;24.867469879518;275.725913320082;323.0;;24050.0;;72.5595350989559;55.845690759723;53.9418182954721;484.610652192472;24.8631848702746;380.006901147948;12.0;0.0;1.0;2.0;7.0;1.0;2.0;9.0;0.0;0.0
40052;40;224.0;225.0;14.15;12.0;12.0;97.0666666666667;1;2;116.066666666667;97.0666666666667;12.6666666666667;6.33333333333333;78.9333333333333;92.0;;21210.0;;27.5828499822857;14.3793888959401;37.355247392251;130.133333333333;13.8666666666667;108.8;10.0;4.0;0.0;1.0;3.0;1.0;2.0;8.0;0.0;0.0
40053;40;306.0;334.0;82.65;15.0;31.0;149.164169719885;2;3;224.164169719885;149.164169719885;21.0;54.0;118.115251728499;151.0;;20310.0;;61.8966141800476;33.2580765520677;79.2803988015981;177.100230463348;13.8348300801177;129.766999482217;13.0;7.0;0.0;1.0;3.0;1.0;2.0;12.0;0.0;0.0
40054;40;263.0;276.0;10.72;13.0;18.0;119.839053967657;0;1;155.839053967657;119.839053967657;24.0;12.0;89.8506428148575;116.0;;21900.0;;40.3621227278188;25.400638656087;43.6536298094225;157.369457461616;14.9264658019259;120.492633483714;11.0;4.0;0.0;0.0;5.0;1.0;2.0;8.0;0.0;0.0
40055;40;1612.0;1517.0;12.93;99.0;153.0;554.298864336063;26;53;598.128010064707;554.298864336063;5.21775544388609;38.6113902847571;434.144978531213;563.0;;23470.0;;348.041947411472;300.394780504958;334.545042965593;926.565704610906;53.4609101851935;702.011091076738;25.0;3.0;0.0;5.0;7.0;2.0;10.0;15.0;6.0;0.0
40056;40;780.0;770.0;53.46;39.0;42.0;356.820529590448;7;6;431.995354765273;356.820529590448;40.0932400932401;35.0815850815851;234.238871601967;334.0;;20990.0;;90.3215386952605;57.0794938913631;113.142806137225;462.008241467954;47.0513031732996;361.644496868509;16.0;2.0;2.0;2.0;8.0;1.0;2.0;10.0;2.0;0.0
40057;40;252.0;271.0;6.62;6.0;13.0;115.838709677419;2;1;145.572043010753;115.838709677419;20.8133333333333;8.92;84.3387096774194;108.0;;20570.0;;21.2003501706826;0.0;27.5713961489905;166.645161290323;10.1612903225806;123.967741935484;4.0;3.0;0.0;0.0;0.0;0.0;1.0;3.0;0.0;0.0
40058;40;227.0;228.0;35.66;11.0;16.0;107.00012373443;2;1;145.333457067764;107.00012373443;20.5691056910569;17.7642276422764;83.0000959809131;105.0;;19780.0;;24.5986690166453;15.6241978628022;27.4001724632809;121.999878578363;12.0000138767585;90.0001040756889;7.0;3.0;1.0;1.0;0.0;0.0;2.0;6.0;0.0;0.0
40059;40;763.0;759.0;14.68;49.0;26.0;331.132026143791;3;9;377.987550223111;331.132026143791;27.0720805791627;19.7834435001574;262.312418300654;314.0;;20950.0;;82.9615205340353;43.8547504079476;102.014601921892;470.766013071895;42.8875816993464;358.061437908497;11.0;3.0;1.0;3.0;2.0;2.0;2.0;10.0;0.0;0.0
40060;40;142.0;149.0;87.86;5.0;8.0;80.4335664335664;0;5;117.033566433567;80.4335664335664;29.4833333333334;7.11666666666669;53.6223776223776;72.0;;18310.0;;25.8765815032207;12.0316037163771;41.9749185835761;83.4125874125874;9.93006993006993;57.5944055944056;7.0;1.0;1.0;1.0;3.0;0.0;1.0;4.0;0.0;0.0
40061;40;999.0;1003.0;33.91;54.0;45.0;448.43559663602;11;7;510.005013135014;448.43559663602;9.2354124748491;52.3340040241449;340.213346596642;452.0;;21910.0;;91.0110955068676;51.4400087729387;105.223679898118;631.446105810075;43.3954921239089;498.280160763524;18.0;6.0;2.0;3.0;4.0;0.0;3.0;14.0;0.0;0.0
40062;40;510.0;336.0;18.97;35.0;18.0;203.986769482017;4;2;218.72010281535;203.986769482017;10.5238095238095;4.2095238095238;152.849052113795;198.0;;22920.0;;28.8789406361502;20.5325535200411;33.9924340540126;340.36390772424;31.7709170939554;280.089858318922;5.0;0.0;0.0;2.0;1.0;0.0;2.0;3.0;1.0;0.0
40063;40;812.0;787.0;8.54;46.0;21.0;362.733136961951;8;4;387.718153707941;362.733136961951;4.16416945766498;20.8208472883249;274.51712299443;363.0;;22980.0;;58.8112268110715;38.6657049153061;47.964011148487;510.529080991723;35.8740722951286;397.13303170496;5.0;0.0;0.0;1.0;2.0;0.0;2.0;4.0;0.0;0.0
40064;40;166.0;167.0;28.07;6.0;4.0;76.1647058823529;1;1;90.1647058823529;76.1647058823529;3.5;10.5;65.4235294117647;75.0;;22420.0;;20.72516612905;14.8663425996382;16.4444241414044;109.364705882353;8.78823529411765;81.0470588235294;4.0;0.0;0.0;1.0;1.0;0.0;2.0;4.0;0.0;0.0
40065;40;9037.0;8396.0;21.75;395.0;799.0;4849.88714158131;85;133;11617.4945875162;4849.88714158131;6583.17155070498;184.435895229873;2905.60290709873;5039.0;60.0;22950.0;13.0;3521.09633267633;2553.11064987111;3284.3625855901;4825.99238700246;578.642709965201;3775.98475501826;538.0;8.0;28.0;37.0;419.0;114.0;46.0;377.0;39.0;0.284
40066;40;528.0;512.0;15.57;27.0;25.0;221.020211045617;4;7;243.020211045617;221.020211045617;11.0;11.0;171.971450905438;218.0;;21640.0;;149.971357865546;130.856003273925;173.586015700213;298.829807443181;21.2024419578755;219.495203486401;11.0;3.0;1.0;2.0;3.0;2.0;2.0;7.0;3.0;0.0
40067;40;632.0;649.0;36.72;28.0;42.0;278.724770824841;4;7;321.235409122714;278.724770824841;18.2188449848025;24.29179331307;227.708870767088;283.0;;23380.0;;60.2408644396381;39.3203112677381;81.9505784668782;384.657094625003;31.7257682873799;293.239060332766;9.0;2.0;0.0;4.0;1.0;1.0;2.0;8.0;0.0;0.0
