INSEE_COM;DEP;ARR;CV;EPCI;NATURE_EPCI;ZE2020;UU2020;P19_POP;P13_POP;SUPERF;NAIS1319;DECE1319;P19_MEN;NAISD21;DECESD21;P19_LOG;P19_RP;P19_RSECOCC;P19_LOGVAC;P19_RP_PROP;NBMENFISC19;PIMP19;MED19;TP6019;P19_EMPLT;P19_EMPLT_SAL;P13_EMPLT;P19_POP1564;P19_CHOMEUR1564;P19_ACT1564;ETTOT19;ETAZ19;ETBE19;ETFZ19;ETGU19;ETGZ19;ETOQ19;ETTEF119;ETTEFP1019;Indice de Gini
38001;38;382;3803;200068567;CC;8406;38303;6389.0;6378.0;27.41;454.0;355.0;2654.68959340169;64;65;3085.63040832815;2654.68959340169;83.1462278211065;347.79458710536;1790.09706816665;2663.0;55.0;21120.0;12.0;2158.64511202104;1821.59294894846;2087.79017314636;3835.05545758427;393.81367653322;2866.99755386697;184.0;2.0;20.0;35.0;107.0;34.0;20.0;141.0;32.0;0.242
38002;38;381;3813;200018166;CC;8409;38112;1044.0;960.0;16.15;72.0;24.0;425.260583254942;10;4;1985.7092657683;425.260583254942;1427.52157252148;132.927109991879;322.137347130763;427.0;;26190.0;;312.364287499777;226.14907192887;339.115608154484;647.221072436501;28.4816556914394;525.43744120414;54.0;0.0;0.0;1.0;47.0;8.0;6.0;42.0;7.0;0.0
38003;38;383;3821;200085751;CC;8433;38000;1149.0;1047.0;7.96;70.0;50.0;452.725641025644;16;7;485.889662189665;452.725641025644;9.75412387177093;23.4098972922502;369.251282051284;444.0;;23100.0;;180.234911268186;137.611482692812;134.117512190554;712.969230769231;39.2820512820514;557.805128205129;32.0;6.0;3.0;8.0;13.0;1.0;2.0;25.0;3.0;0.0
38004;38;381;3823;200070431;CC;8435;38402;1279.0;1110.0;9.86;86.0;43.0;495.054456704701;6;4;556.161851070898;495.054456704701;18.031690140845;43.075704225352;380.721633759717;476.0;;22360.0;;199.292703413215;140.309385200249;190.176864057988;769.120575817816;59.0597547819749;602.012882460357;30.0;7.0;4.0;4.0;13.0;4.0;2.0;25.0;3.0;0.0
38005;38;381;3819;243800745;CC;8409;38000;946.0;999.0;44.75;56.0;40.0;469.474546883464;10;7;927.956652146623;469.474546883464;418.440000000001;40.042105263158;312.709651253821;466.0;;23810.0;;170.028068663131;109.411051804857;142.552102838375;609.940131781139;31.7171223504585;498.855422309157;37.0;0.0;2.0;6.0;24.0;3.0;5.0;29.0;2.0;0.0
38006;38;381;3813;200018166;CC;8409;00358;4023.0;4006.0;25.63;250.0;208.0;1827.0;30;48;2979.0;1827.0;890.0;262.0;1146.0;1850.0;61.0;22690.0;10.0;957.674412838502;750.63493152691;987.205702791405;2451.0;204.0;1946.0;137.0;1.0;4.0;14.0;100.0;25.0;18.0;101.0;12.0;0.223
38008;38;381;3815;200040657;CC;8409;38000;27.0;18.0;4.83;0.0;3.0;16.3928571428571;0;0;37.3928571428571;16.3928571428571;21.0;0.0;13.5;;;;;4.75725658550359;0.90011372836073;4.73684210526316;15.4285714285714;0.0;9.64285714285714;2.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0
38009;38;383;3821;200085751;CC;8433;38114;1045.0;1017.0;5.03;52.0;112.0;397.133429788659;11;18;445.716288288184;397.133429788659;16.8983855650522;31.6844729344729;311.648593210962;386.0;;22880.0;;252.163791579498;209.354605751566;242.52223574711;612.610459673963;60.8965551279067;459.710592954633;30.0;4.0;2.0;5.0;12.0;2.0;7.0;19.0;6.0;0.0
38010;38;382;3804;200068542;CC;8421;38000;696.0;655.0;13.27;44.0;24.0;273.0;8;4;309.0;273.0;16.0;20.0;237.0;267.0;;25000.0;;48.0842549210153;24.1093607334058;43.1631864922332;467.0;33.0;377.0;9.0;0.0;0.0;1.0;6.0;0.0;2.0;7.0;2.0;0.0
38011;38;382;3804;243800935;CC;8421;38000;1077.0;1041.0;8.82;74.0;27.0;428.723534958064;17;4;460.130537146247;428.723534958064;19.2494529540482;12.1575492341357;364.016012824877;425.0;;26780.0;;146.410558412627;128.198406268323;134.240032236941;743.015802782432;38.3896334421713;604.97138687686;16.0;2.0;1.0;3.0;7.0;2.0;3.0;11.0;2.0;0.0
38012;38;382;3803;200068567;CC;8406;00453;2882.0;2782.0;9.82;215.0;183.0;1157.0;30;29;1299.0;1157.0;32.0;110.0;762.0;1122.0;53.0;20710.0;11.0;1217.59024320921;1090.06456079745;1244.30439010501;1729.0;168.0;1339.0;75.0;1.0;11.0;13.0;40.0;19.0;10.0;59.0;14.0;0.206
38013;38;382;3808;243801073;CC;8435;38301;3380.0;3190.0;15.09;223.0;108.0;1329.0;35;20;1450.0;1329.0;39.0;82.0;1097.0;1383.0;68.0;24590.0;;810.702150420393;678.39084983929;704.778736760487;2146.0;113.0;1686.0;104.0;1.0;19.0;9.0;62.0;25.0;13.0;74.0;24.0;0.211
38015;38;383;3826;200059392;CC;8406;38000;1824.0;1778.0;14.15;107.0;55.0;720.951265505432;14;11;785.851521259908;720.951265505432;26.3657289002557;38.5345268542198;525.125993393108;718.0;;23410.0;;199.153385229738;140.601956338301;186.248365460852;1178.95364882047;71.8337841465937;932.260816371014;36.0;0.0;9.0;8.0;15.0;2.0;4.0;24.0;4.0;0.0
