INSEE_COM;DEP;P19_POP;P13_POP;SUPERF;NAIS1319;DECE1319;P19_MEN;NAISD21;DECESD21;P19_LOG;P19_RP;P19_RSECOCC;P19_LOGVAC;P19_RP_PROP;NBMENFISC19;PIMP19;MED19;TP6019;P19_EMPLT;P19_EMPLT_SAL;P13_EMPLT;P19_POP1564;P19_CHOMEUR1564;P19_ACT1564;ETTOT19;ETAZ19;ETBE19;ETFZ19;ETGU19;ETGZ19;ETOQ19;ETTEF119;ETTEFP1019;Indice de Gini
68001;68;1124.0;1162.0;7.22;48.0;32.0;444.0;6;8;480.0;444.0;3.0;33.0;345.0;406.0;;26040.0;;308.771685787744;278.692267949514;349.994508987749;734.0;52.0;572.0;24.0;2.0;1.0;1.0;17.0;8.0;3.0;20.0;4.0;0.0
68004;68;5659.0;5743.0;9.54;332.0;346.0;2630.0;54;59;3011.0;2630.0;23.0;358.0;1280.0;2661.0;58.0;22460.0;14.0;3909.07317643734;3567.25322001691;4337.53825848894;3632.0;356.0;2854.0;310.0;2.0;25.0;16.0;211.0;86.0;56.0;240.0;57.0;0.312
68005;68;1761.0;1776.0;19.66;85.0;157.0;801.464631212617;6;14;1054.0893501466;801.464631212617;160.669321242015;91.9553976919709;577.874147184315;797.0;;26880.0;;432.961067593746;294.5640999007;410.352452579865;1116.77003549822;66.0895791598224;873.297947948395;78.0;27.0;4.0;3.0;38.0;13.0;6.0;60.0;12.0;0.0
68006;68;1197.0;1106.0;10.65;77.0;28.0;465.0;12;8;502.0;465.0;1.0;36.0;399.0;457.0;;26380.0;;113.271545894197;69.6707559464958;137.916838400367;783.0;34.0;630.0;22.0;2.0;1.0;7.0;10.0;3.0;2.0;19.0;1.0;0.0
68007;68;2182.0;2217.0;11.6;111.0;68.0;913.81204379563;15;9;956.553540394269;913.81204379563;4.88474246841594;37.8567541302235;772.459854014605;896.0;75.0;26970.0;;247.725763630441;182.931987174671;312.932802241564;1376.69069343066;76.6487226277369;1112.8996350365;42.0;2.0;6.0;8.0;20.0;1.0;6.0;29.0;10.0;0.251
68009;68;863.0;809.0;9.69;54.0;32.0;330.752306669212;4;4;357.663295188669;330.752306669212;4.14015207991653;22.7708364395409;267.43893129793;319.0;;23430.0;;68.8125597997913;47.3485712257424;56.264336677805;572.65162301508;41.9161897661892;454.533457658208;10.0;2.0;0.0;2.0;3.0;1.0;3.0;10.0;0.0;0.0
68010;68;1120.0;1150.0;4.2;59.0;40.0;470.962917510361;14;7;515.659947213331;470.962917510361;2.03168316831683;42.6653465346533;390.868716022102;481.0;;26170.0;;223.632070196482;187.622075749872;197.532274197187;757.248303167124;53.6289046373542;603.839251991262;20.0;1.0;1.0;8.0;8.0;4.0;2.0;15.0;2.0;0.0
68011;68;1317.0;1307.0;8.01;67.0;31.0;515.632406719401;9;7;544.893387054575;515.632406719401;3.02699796570764;26.2339823694662;394.225779914494;513.0;;26750.0;;227.418316938283;176.366059511175;187.721409139236;899.611994685671;61.1842483608449;718.33275174593;31.0;2.0;0.0;8.0;15.0;2.0;6.0;25.0;5.0;0.0
68012;68;1771.0;1849.0;12.03;108.0;59.0;713.643619744413;12;9;744.127868062509;713.643619744413;4.06456644241273;26.4196818756827;599.306734990946;700.0;;27570.0;;490.311771433883;427.876211854679;482.307065401677;1209.91876259589;75.7765776158731;977.097177818735;50.0;1.0;12.0;9.0;22.0;6.0;6.0;33.0;16.0;0.0
68013;68;986.0;928.0;5.11;52.0;53.0;414.905602843055;6;10;450.826655474634;414.905602843055;2.99342105263158;32.9276315789474;348.081974849305;385.0;;37170.0;;104.596060680402;78.6787897387402;114.543548556446;637.730179214413;34.9337256385002;513.958296956953;15.0;0.0;2.0;2.0;9.0;6.0;2.0;12.0;2.0;0.0
