INSEE_COM;DEP;ARR;CV;EPCI;NATURE_EPCI;ZE2020;UU2020;P19_POP;P13_POP;SUPERF;NAIS1319;DECE1319;P19_MEN;NAISD21;DECESD21;P19_LOG;P19_RP;P19_RSECOCC;P19_LOGVAC;P19_RP_PROP;NBMENFISC19;PIMP19;MED19;TP6019;P19_EMPLT;P19_EMPLT_SAL;P13_EMPLT;P19_POP1564;P19_CHOMEUR1564;P19_ACT1564;ETTOT19;ETAZ19;ETBE19;ETFZ19;ETGU19;ETGZ19;ETOQ19;ETTEF119;ETTEFP1019;Indice de Gini
85001;85;853;8509;200073260;CC;5207;85107;2726.0;2869.0;15.68;60.0;367.0;1474.62108380811;18;59;4711.46442579061;1474.62108380811;3107.46685972897;129.376482253521;1085.8886783595;1575.0;53.0;21790.0;9.0;831.911191122504;584.60834187453;910.420523056726;1155.53986624726;145.061708590482;745.322160866172;163.0;17.0;7.0;11.0;117.0;32.0;11.0;102.0;11.0;0.217
85002;85;853;8515;200023778;CA;5203;85000;2024.0;1853.0;23.22;114.0;137.0;905.167374101442;24;32;1376.58552655046;905.167374101442;406.754600564416;64.6635518845995;732.409488298094;963.0;55.0;21390.0;;355.731969847452;242.359201159144;302.603951250776;1119.69144392983;98.9521736002864;900.266761598599;58.0;6.0;5.0;14.0;25.0;6.0;8.0;45.0;6.0;0.196
85003;85;852;8501;200072882;CC;5210;85214;9881.0;8741.0;81.06;690.0;380.0;4048.54727310644;108;72;4306.69013024929;4048.54727310644;64.8057381948595;193.337118947998;2981.69372501756;4062.0;53.0;21750.0;7.0;4083.56222931368;3565.35721230256;3663.10602230582;6084.41699661485;382.790309914933;4884.31243348561;321.0;20.0;46.0;47.0;177.0;57.0;31.0;229.0;80.0;0.205
85004;85;853;8509;200071900;CC;5207;85109;2878.0;2651.0;34.27;108.0;327.0;1447.0;15;55;2230.0;1447.0;712.0;71.0;1079.0;1567.0;57.0;21880.0;9.0;483.427573438207;377.215339312564;523.744645836008;1270.0;159.0;810.0;77.0;4.0;3.0;11.0;51.0;15.0;8.0;58.0;8.0;0.206
85005;85;851;8504;248500415;CC;5207;85000;1054.0;1051.0;22.17;63.0;154.0;430.44333142499;5;36;497.578412070151;430.44333142499;28.0564516129031;39.0786290322579;351.171243713371;426.0;;21050.0;;719.780915211557;640.138084146691;664.324761615424;601.94605214405;39.7988506907022;485.420966681258;48.0;9.0;7.0;8.0;19.0;7.0;5.0;29.0;15.0;0.0
85006;85;852;8502;200072882;CC;5210;85000;1854.0;1728.0;29.73;135.0;108.0;747.679198894677;19;19;1361.62411832481;747.679198894677;517.059923839;96.8849955911342;597.864777843035;789.0;;20090.0;;519.181293338338;422.319680899598;459.89777018331;1110.13449028758;120.636345552835;865.04931744813;49.0;11.0;3.0;7.0;21.0;4.0;7.0;37.0;4.0;0.0
85008;85;852;8513;248500589;CA;5210;85208;6880.0;6074.0;52.28;464.0;225.0;2728.83098493503;65;46;2946.64644628166;2728.83098493503;101.715710723192;116.099750623441;2150.83452856065;2753.0;60.0;22440.0;7.0;1133.65290230543;878.661833356638;1035.26846323304;4204.77447033513;300.37843135492;3312.36732287219;141.0;7.0;7.0;30.0;82.0;27.0;15.0;104.0;26.0;0.21
85009;85;851;8505;200071934;CC;5207;85000;1165.0;1090.0;21.16;64.0;36.0;476.187482936542;14;8;524.182369523667;476.187482936542;25.0630563203824;22.9318302667425;368.739609799515;469.0;;20770.0;;275.982782050286;184.240194024162;95.2358580722117;731.770295991894;60.4495925002794;565.997640443478;14.0;4.0;0.0;2.0;6.0;0.0;2.0;13.0;1.0;0.0
85010;85;853;8517;200071900;CC;5214;85000;1423.0;1305.0;25.03;65.0;119.0;662.352101598425;7;28;930.834467923795;662.352101598425;236.304704443677;32.1776618816923;544.467413832793;662.0;;21250.0;;215.880829919425;150.716513674192;222.046374779694;737.278809924044;55.9452755497919;552.459596054196;35.0;0.0;2.0;6.0;22.0;5.0;5.0;28.0;4.0;0.0
85011;85;853;8516;248500191;CC;5203;85000;1723.0;1792.0;12.47;43.0;166.0;860.980875564238;5;27;3289.85611448959;860.980875564238;2375.17044640844;53.7047925169143;653.427606943844;922.0;;22120.0;;290.996010252295;210.156385504598;296.116726969244;867.573027137858;87.3495252854529;629.825812734919;49.0;4.0;1.0;7.0;32.0;6.0;5.0;34.0;3.0;0.0
85012;85;853;8516;248500258;CC;5203;85403;2179.0;2179.0;27.81;87.0;173.0;1101.45967753813;16;24;2783.0859146819;1101.45967753813;1581.0334894234;100.592747720383;809.938544467521;1202.0;53.0;20980.0;9.0;568.957091398853;384.333689279379;516.77711301035;1204.46045689485;117.975132593603;875.035863261201;100.0;10.0;7.0;14.0;64.0;20.0;5.0;71.0;5.0;0.219
85013;85;852;8510;200071918;CC;5213;85000;1460.0;1276.0;11.45;162.0;17.0;574.733288318704;15;3;620.269002604418;574.733288318704;16.1904761904762;29.3452380952381;457.420661715057;562.0;;21920.0;;184.555140630358;145.020750911078;255.758373880748;945.40175557056;26.6171505739365;797.528696826469;24.0;3.0;3.0;5.0;10.0;4.0;3.0;16.0;5.0;0.0
85014;85;851;8504;248500415;CC;5207;85000;1149.0;1170.0;33.83;86.0;47.0;482.797143951921;14;6;618.639577649269;482.797143951921;82.5117004680184;53.3307332293289;391.173662770111;490.0;;19810.0;;163.399809261951;97.1888998378819;179.154751531382;696.183626261472;50.0437088821264;535.946223182792;23.0;10.0;2.0;3.0;5.0;4.0;3.0;20.0;3.0;0.0
85015;85;852;8501;200072882;CC;5210;85000;1514.0;1353.0;29.06;137.0;26.0;568.0;23;7;616.0;568.0;24.0;24.0;479.0;575.0;;21900.0;;158.871047875228;95.7567123148903;162.669998070365;926.0;48.0;768.0;23.0;6.0;1.0;6.0;7.0;0.0;3.0;19.0;3.0;0.0
85016;85;853;8517;248500530;CC;5210;85000;2252.0;2118.0;25.47;138.0;162.0;923.387528281258;28;33;1032.19597898548;923.387528281258;44.7436619718308;64.0647887323941;737.871579264568;942.0;54.0;21710.0;9.0;556.192810062855;410.26833136605;584.942448308546;1355.89366762608;90.2970113674482;1073.95370741805;72.0;5.0;10.0;17.0;33.0;11.0;7.0;55.0;8.0;0.205
85017;85;852;8511;248500621;CC;5213;85000;2442.0;2304.0;24.19;171.0;102.0;885.31631598401;16;20;935.279754212448;885.31631598401;12.2359440559441;37.7274941724942;671.809189316848;882.0;52.0;21040.0;;534.198239438764;431.735247274159;506.040516585006;1516.60785473004;91.5846183575209;1252.02487113057;56.0;6.0;8.0;15.0;21.0;6.0;6.0;39.0;12.0;0.209
85018;85;853;8516;200071629;CC;5203;85129;3880.0;3942.0;35.19;146.0;359.0;1936.93675926961;20;78;2449.17219917048;1936.93675926961;369.779429987607;142.456009913259;1449.90539627553;1957.0;51.0;20810.0;10.0;1241.35796683387;941.48940514917;1401.42738984858;1991.28086802111;161.977278779761;1400.90404744477;166.0;28.0;7.0;31.0;82.0;31.0;18.0;131.0;22.0;0.219
85019;85;852;8501;200072882;CC;5210;85206;6095.0;5795.0;38.52;398.0;185.0;2420.15987100399;48;39;2541.96875814516;2420.15987100399;29.1938655131736;92.6150216279989;1840.22068554958;2443.0;59.0;22530.0;6.0;2523.5129674233;2267.45526724857;2403.07018451523;3895.54580316875;212.859526334406;3113.82400403657;186.0;6.0;21.0;29.0;111.0;37.0;19.0;128.0;51.0;0.191
85020;85;851;8505;248500563;CC;5207;85132;4014.0;3930.0;50.01;229.0;309.0;1664.53557658937;34;50;1886.2270168764;1664.53557658937;63.4843669912868;158.207073295746;1306.52043745024;1668.0;57.0;22310.0;7.0;1018.66522662379;861.415005699134;1011.07988527525;2336.10504250768;140.743421411996;1878.53778378403;82.0;11.0;8.0;10.0;42.0;17.0;11.0;60.0;14.0;0.218
