INSEE_COM;DEP;ARR;CV;EPCI;NATURE_EPCI;ZE2020;UU2020;P19_POP;P13_POP;SUPERF;NAIS1319;DECE1319;P19_MEN;NAISD21;DECESD21;P19_LOG;P19_RP;P19_RSECOCC;P19_LOGVAC;P19_RP_PROP;NBMENFISC19;PIMP19;MED19;TP6019;P19_EMPLT;P19_EMPLT_SAL;P13_EMPLT;P19_POP1564;P19_CHOMEUR1564;P19_ACT1564;ETTOT19;ETAZ19;ETBE19;ETFZ19;ETGU19;ETGZ19;ETOQ19;ETTEF119;ETTEFP1019;Indice de Gini
70001;70;701;7013;200041861;CC;2718;70000;357.0;355.0;7.46;36.0;13.0;142.044001585243;2;0;159.364756302224;142.044001585243;7.13207547169809;10.188679245283;88.0743727401586;133.0;;20050.0;;25.2160432786189;18.1200528508496;29.5615280600015;232.566153112774;24.2513852919424;175.67991370883;4.0;1.0;0.0;1.0;1.0;0.0;1.0;4.0;0.0;0.0
70002;70;702;7005;200036150;CC;2718;70000;209.0;215.0;10.68;10.0;6.0;99.320528617267;1;2;125.736528617267;99.320528617267;10.16;16.256;78.7192546908853;104.0;;18340.0;;132.692569385998;96.4907222694166;114.381827383213;125.209112347392;10.6931843902446;96.0592176845868;15.0;6.0;1.0;2.0;4.0;1.0;2.0;14.0;1.0;0.0
70003;70;702;7001;247000623;CC;2706;70000;69.0;75.0;7.05;6.0;2.0;31.0;1;0;44.6666666666667;31.0;10.0222222222222;3.64444444444444;20.0;;;;;9.0;2.0;11.5537211358265;41.0;2.0;31.0;3.0;0.0;0.0;1.0;1.0;0.0;1.0;3.0;0.0;0.0
70004;70;701;7006;200041861;CC;2718;70000;307.0;302.0;17.3;23.0;11.0;126.761290322581;4;3;144.235468726337;126.761290322581;2.18427230046948;15.2899061032864;107.945161290323;127.0;;21190.0;;25.9516119243788;17.0270390895974;28.2315499201771;189.151612903226;8.91290322580645;148.548387096774;8.0;3.0;0.0;1.0;2.0;1.0;2.0;6.0;0.0;0.0
70005;70;701;7017;247000714;CC;2718;70000;134.0;146.0;5.78;10.0;11.0;61.0;1;1;82.0;61.0;10.0;11.0;52.0;60.0;;19290.0;;13.0047137352969;4.0;17.7747630702332;76.0;5.0;58.0;5.0;3.0;0.0;1.0;0.0;0.0;1.0;5.0;0.0;0.0
70006;70;701;7013;200041721;CC;2718;70000;1490.0;1617.0;36.3;94.0;90.0;676.0;7;14;899.0;676.0;68.0;155.0;501.0;664.0;;19450.0;;339.198562717733;276.712025956803;365.546276456989;890.0;123.0;668.0;32.0;4.0;7.0;7.0;10.0;3.0;4.0;26.0;5.0;0.0
70007;70;701;7008;200041861;CC;2718;70000;304.0;315.0;9.29;24.0;7.0;126.583606557377;1;2;145.500273224044;126.583606557377;2.98684210526316;15.9298245614035;81.7311475409836;124.0;;20990.0;;20.0100897764534;11.0330405961255;21.1053844000034;172.432786885246;17.9409836065574;131.567213114754;6.0;3.0;0.0;2.0;0.0;0.0;1.0;6.0;0.0;0.0
70008;70;701;7013;200041721;CC;2718;70000;148.0;153.0;6.75;6.0;10.0;71.0;0;0;83.0;71.0;9.0;3.0;65.0;69.0;;21160.0;;7.74087464876088;3.86678464517136;6.04096057551439;78.0;4.0;51.0;2.0;0.0;0.0;0.0;1.0;0.0;1.0;2.0;0.0;0.0
70009;70;702;7005;200036150;CC;2718;70000;102.0;101.0;7.8;6.0;4.0;47.3939393939394;0;1;68.8282828282828;47.3939393939394;10.7171717171717;10.7171717171717;39.1515151515151;;;;;25.2420383088399;10.0763247460869;23.8186189689473;56.6666666666667;4.12121212121212;42.2424242424242;5.0;2.0;0.0;0.0;2.0;0.0;1.0;3.0;0.0;0.0
70010;70;701;7005;200041721;CC;2718;70000;104.0;105.0;5.83;4.0;6.0;50.0;0;1;62.0;50.0;5.0;7.0;36.0;;;;;8.99253731343284;2.99253731343284;3.86066017316017;62.0;10.0;44.0;4.0;3.0;0.0;0.0;0.0;0.0;1.0;3.0;0.0;0.0
