CODGEO;P17_POP;P12_POP;SUPERF;NAIS1217;DECE1217;P17_MEN;NAISD19;DECESD19;P17_LOG;P17_RP;P17_RSECOCC;P17_LOGVAC;P17_RP_PROP;NBMENFISC17;PIMP17;MED17;TP6017;P17_EMPLT;P17_EMPLT_SAL;P12_EMPLT;P17_POP1564;P17_CHOM1564;P17_ACT1564;ETTOT15;ETAZ15;ETBE15;ETFZ15;ETGU15;ETGZ15;ETOQ15;ETTEF115;ETTEFP1015;INSEE_COM;REG;DEP
29173;2425.0;2084.0;21.99;150.0;52.0;975.999999999996;27.0;17.0;1046.28403525955;975.999999999996;22.409402546523104;47.8746327130266;731.841936026752;963.0;47.0;21080.0;9.0;353.977245267057;238.721372186585;270.373554630187;1564.06486998642;113.627350070129;1223.8850239331698;156.0;30.0;9.0;21.0;78.0;15.0;18.0;33.0;7.0;29173;53;29
29174;6064.0;6004.0;48.91;295.0;334.0;2683.99999999996;63.0;71.0;3215.8314855875396;2683.99999999996;237.605321507761;294.226164079823;2116.31306713693;2629.0;47.0;20740.0;9.0;1516.5832790792301;1179.70859117787;1411.48545623671;3586.09129734178;336.06016099007803;2708.33106081254;540.0;50.0;42.0;75.0;296.0;77.0;77.0;119.0;36.0;29174;53;29
29175;2105.0;2153.0;80.73;75.0;187.0;997.9999999624879;11.0;41.0;1437.09951952323;997.9999999624879;301.441317776253;137.658201784489;830.167118555717;967.0;;18520.0;;597.879328543905;392.724638094018;591.682083731477;1192.32026903237;130.348441728494;902.379795699174;248.0;86.0;15.0;24.0;100.0;27.0;23.0;50.0;7.0;29175;53;29
29176;1758.0;1794.0;29.23;71.0;93.0;825.0;11.0;23.0;1192.0;825.0;346.0;21.0;660.0;812.0;;20870.0;;334.994042861971;206.460989607664;332.13751956852;1039.0;101.0;803.0;207.0;45.0;8.0;14.0;114.0;21.0;26.0;56.0;4.0;29176;53;29
29177;3715.0;3723.0;42.83;205.0;132.0;1504.99999999999;27.0;32.0;1966.7662133891101;1504.99999999999;379.19874476987604;82.56746861924721;1234.30576218566;1552.0;55.0;22260.0;8.0;738.249702207456;535.4135275742871;792.2055047740739;2280.81775832241;159.207810594281;1684.75410693495;293.0;54.0;7.0;32.0;151.0;17.0;49.0;63.0;14.0;29177;53;29
29178;6297.0;6275.0;23.18;306.0;424.0;2678.1122869923;60.0;85.0;3455.30204275221;2678.1122869923;574.312949386219;202.87680637369098;2205.2690201959804;2713.0;50.0;21690.0;7.0;1798.9921567852102;1522.09148332559;1689.21546069517;3586.1908622619;226.92478131662997;2603.9706497564302;441.0;36.0;29.0;36.0;255.0;61.0;85.0;114.0;27.0;29178;53;29
29179;3709.0;3662.0;46.28;218.0;136.0;1496.91194688768;43.0;23.0;1647.87241297174;1496.91194688768;35.5766703510209;115.383795733041;1223.29361903763;1464.0;52.0;21760.0;7.0;2614.41245583906;2336.95680603156;2459.89046039802;2336.97671831434;126.823093565534;1748.5741331613299;378.0;69.0;32.0;58.0;186.0;45.0;33.0;112.0;43.0;29179;53;29
29180;952.0;891.0;27.19;62.0;39.0;369.999999999998;5.0;4.0;419.72235872235603;369.999999999998;14.2063882063881;35.515970515970395;320.517998909971;360.0;;20180.0;;148.484900686788;86.71356633178829;139.527130880039;617.657330051776;56.06882662498221;498.539312873122;69.0;26.0;4.0;8.0;20.0;6.0;11.0;19.0;1.0;29180;53;29
29181;2813.0;2792.0;19.62;141.0;93.0;1146.0;41.0;17.0;1272.40387722133;1146.0;14.2714054927303;112.13247172859501;958.7653053636909;1177.0;55.0;22280.0;;1994.8046390652698;1850.5478277809;1844.9312067893698;1762.0767091872399;116.133655330499;1359.0118904839098;271.0;31.0;28.0;46.0;150.0;37.0;16.0;70.0;40.0;29181;53;29
29182;1067.0;1097.0;17.29;66.0;47.0;449.999999999998;10.0;7.0;580.6666666666661;449.999999999998;77.3948717948722;53.2717948717951;356.288911927371;455.0;;20340.0;;176.352268470905;93.97145809913151;159.877399759116;664.0038587115561;43.0546610133474;497.870506595942;90.0;29.0;8.0;11.0;32.0;9.0;10.0;23.0;1.0;29182;53;29
29184;2510.0;2484.0;30.64;150.0;109.0;1129.5;19.0;32.0;1319.93315907394;1129.5;78.8662577982966;111.566901275639;895.43253968254;1138.0;39.0;19080.0;12.0;711.4510405597549;529.3314543556021;716.557575976064;1513.96825396825;136.456349206349;1166.35317460317;220.0;74.0;17.0;15.0;88.0;21.0;26.0;67.0;11.0;29184;53;29
29185;3446.0;3600.0;14.79;113.0;333.0;1624.99999999957;16.0;75.0;2596.10047846846;1624.99999999957;723.267543859646;247.832934609249;1249.68078868862;1612.0;44.0;19990.0;11.0;1095.06103187644;870.408077062275;1133.094700506;1895.89534154667;171.711404879928;1317.6961511632599;325.0;50.0;18.0;26.0;189.0;55.0;42.0;72.0;16.0;29185;53;29
29186;1596.0;1580.0;15.83;72.0;88.0;751.942283563364;8.0;20.0;981.351141163364;751.942283563364;168.0319264;61.3769312;635.015564997738;764.0;;23360.0;;219.683961519976;132.856163668343;201.04521482332402;902.8352327465229;64.1772593819956;655.798481473674;129.0;20.0;10.0;9.0;77.0;14.0;13.0;20.0;3.0;29186;53;29
29187;785.0;789.0;17.48;43.0;36.0;331.999999999998;11.0;5.0;363.32717678100096;331.999999999998;8.08443271767808;23.242744063324498;265.040028715912;327.0;;19470.0;;173.65366729891602;102.648202952601;183.93398108648398;479.45162594499396;45.926331640745495;388.24619817393204;85.0;46.0;5.0;3.0;28.0;9.0;3.0;32.0;2.0;29187;53;29
29188;2776.0;3107.0;33.94;67.0;279.0;1490.0;14.0;62.0;3015.0;1490.0;1323.0;202.0;1226.0;1613.0;53.0;21900.0;10.0;854.361277781856;614.919706461103;928.7236233671471;1390.0;116.0;947.0;320.0;50.0;24.0;19.0;188.0;41.0;39.0;78.0;8.0;29188;53;29
29189;13337.0;13080.0;46.83;688.0;874.0;5690.667309706359;121.0;170.0;6330.546153947571;5690.667309706359;256.850841740785;383.02800250042;4365.02048347793;5691.0;59.0;23980.0;7.0;3341.1105164601;2794.67132439673;3366.1823281841303;8063.487671151859;600.869789663713;5965.406655652329;970.0;109.0;53.0;77.0;578.0;120.0;153.0;210.0;49.0;29189;53;29
29190;4174.0;3889.0;18.69;197.0;212.0;1802.99999999999;44.0;47.0;2929.2303473491697;1802.99999999999;1023.9378427788;102.29250457038401;1444.2077732225698;1880.0;64.0;24630.0;6.0;710.693429557517;538.5766687920919;629.0307933525061;2477.8353029689497;202.981409238201;1815.22042756278;322.0;26.0;16.0;32.0;200.0;26.0;48.0;69.0;10.0;29190;53;29
29191;3496.0;3338.0;69.32;203.0;212.0;1420.9999999999698;29.0;41.0;1694.6847319347;1420.9999999999698;112.09965034965;161.585081585082;1201.41017857352;1426.0;47.0;20410.0;10.0;585.617706946048;406.17554444720804;610.687930712874;2028.6842531056698;154.525281690712;1450.31445185881;250.0;58.0;12.0;30.0;113.0;28.0;37.0;43.0;10.0;29191;53;29
29192;1759.0;1782.0;18.37;94.0;93.0;767.0;20.0;23.0;991.0;767.0;115.0;109.0;640.0;785.0;;20450.0;;351.493297581985;239.62723797487004;348.585936144097;1056.0;64.0;810.0;153.0;37.0;8.0;16.0;72.0;23.0;20.0;41.0;5.0;29192;53;29
29195;6607.0;6352.0;43.33;355.0;409.0;2977.0;46.0;77.0;4386.0;2977.0;1059.0;350.0;2439.0;3073.0;47.0;21040.0;9.0;1211.06399774832;941.764478693011;1183.59616615752;3771.0;287.0;2758.0;444.0;62.0;26.0;38.0;255.0;60.0;63.0;101.0;21.0;29195;53;29
29196;2151.0;2121.0;31.02;108.0;71.0;869.0;15.0;27.0;971.0;869.0;52.0;50.0;747.0;863.0;48.0;20740.0;;345.34548343503405;243.409317377272;330.939848153189;1315.0;84.0;986.0;135.0;40.0;10.0;18.0;53.0;11.0;14.0;33.0;7.0;29196;53;29
29197;3975.0;4107.0;28.05;84.0;334.0;2022.8878410771802;16.0;66.0;3294.47582390979;2022.8878410771802;1075.80380134887;195.78418148375198;1744.3631500364002;1996.0;48.0;20500.0;12.0;763.529346149207;558.083010366187;757.3404443722619;2038.0845323010396;173.56083455027198;1361.36913981815;326.0;33.0;18.0;27.0;198.0;44.0;50.0;70.0;7.0;29197;53;29
29198;1866.0;2016.0;23.63;89.0;88.0;810.999999999882;21.0;25.0;957.357960457738;810.999999999882;26.2434963579604;120.114464099896;673.997237474952;794.0;;20940.0;;322.994018837106;208.66523192226;378.41391955573897;1152.09481792034;87.5187307188736;848.642657604977;152.0;42.0;8.0;20.0;62.0;12.0;20.0;31.0;4.0;29198;53;29
29199;5083.0;4985.0;64.82;270.0;250.0;2177.13046228207;51.0;59.0;2533.93621369919;2177.13046228207;143.763202530408;213.042548886708;1695.50141971297;2159.0;48.0;21010.0;10.0;1429.6145577607901;1124.85640876163;1340.7431555124901;2956.39629242203;188.33971869056302;2261.30372127616;404.0;76.0;24.0;42.0;214.0;63.0;48.0;109.0;32.0;29199;53;29
29201;2063.0;1942.0;38.93;123.0;67.0;855.0;22.0;9.0;1031.0;855.0;125.0;51.0;695.0;846.0;51.0;21130.0;;315.40820941191004;171.294394255111;320.259623801499;1266.0;83.0;958.0;183.0;70.0;12.0;16.0;63.0;15.0;22.0;44.0;1.0;29201;53;29
29202;1246.0;1300.0;51.74;63.0;49.0;559.999999999997;15.0;10.0;813.23985239852;559.999999999997;121.59532595325899;131.644526445264;451.160884945726;551.0;;17710.0;;221.53832015993999;128.76208262651198;253.26843835839801;753.494495514702;82.6951040749368;561.734268276316;124.0;35.0;7.0;12.0;54.0;10.0;16.0;18.0;3.0;29202;53;29
29204;2088.0;2083.0;27.28;167.0;71.0;825.0;16.0;16.0;895.0;825.0;14.0;56.0;671.0;811.0;46.0;20710.0;;371.988749409488;292.944219307914;367.439453744962;1281.0;103.0;1044.0;120.0;42.0;5.0;11.0;51.0;11.0;11.0;28.0;6.0;29204;53;29
29205;1227.0;1204.0;24.42;53.0;38.0;518.436993558605;10.0;11.0;583.538597836679;518.436993558605;30.742424242424196;34.3591800356506;436.02950363681396;480.0;;20230.0;;153.196531072857;101.784709889305;155.499369496098;722.1545317883771;43.811576920445496;548.657045132069;103.0;41.0;4.0;6.0;44.0;13.0;8.0;21.0;1.0;29205;53;29
29206;2291.0;2391.0;39.54;139.0;133.0;1051.0;19.0;18.0;1446.0;1051.0;219.0;176.0;834.0;1044.0;37.0;19580.0;14.0;499.558657028322;312.802326066581;511.99507201822996;1376.0;105.0;1057.0;246.0;105.0;10.0;17.0;87.0;22.0;27.0;60.0;6.0;29206;53;29
29207;4457.0;4295.0;40.92;189.0;256.0;2005.0;37.0;60.0;2233.0;2005.0;68.0;160.0;1484.0;1986.0;52.0;21410.0;9.0;940.603220278859;791.545735132072;890.878610762908;2534.0;220.0;1831.0;267.0;47.0;8.0;24.0;136.0;42.0;52.0;56.0;18.0;29207;53;29
29208;1241.0;1228.0;25.69;89.0;42.0;481.0;11.0;6.0;578.0;481.0;68.0;29.0;399.0;487.0;;20130.0;;228.551149608666;149.725035718714;210.662775308102;745.0;50.0;578.0;112.0;36.0;9.0;15.0;45.0;10.0;7.0;26.0;3.0;29208;53;29
29209;3766.0;3708.0;33.7;244.0;114.0;1510.3799207397599;47.0;19.0;1654.25699227322;1510.3799207397599;30.184001021005503;113.693070512454;1198.95112285337;1498.0;51.0;21070.0;7.0;663.642742392252;527.0871827544901;696.183983094538;2458.59603698811;137.307265521797;1945.1862615587802;200.0;55.0;13.0;24.0;86.0;17.0;22.0;48.0;6.0;29209;53;29
29210;2870.0;2795.0;35.44;160.0;151.0;1160.93342946407;34.0;31.0;1335.59122039109;1160.93342946407;33.3904600301659;141.267330896856;919.4914683970171;1150.0;42.0;20020.0;10.0;855.338467162216;687.696198873252;827.60205804345;1697.9900309991199;118.702956020187;1340.9908675799002;264.0;70.0;20.0;32.0;109.0;32.0;33.0;81.0;10.0;29210;53;29
29211;674.0;724.0;37.55;22.0;53.0;344.126888217522;2.0;8.0;555.272683740813;344.126888217522;171.25188945667801;39.8939060666126;284.057401812688;326.0;;17870.0;;75.2070499798045;25.3553764369626;103.688453599671;378.74320241691703;34.6163141993957;273.876132930513;75.0;40.0;4.0;6.0;21.0;4.0;4.0;8.0;0.0;29211;53;29
29212;12822.0;12005.0;33.14;610.0;388.0;5219.1037729323;112.0;81.0;5486.83485041974;5219.1037729323;70.8785105394125;196.85256694803397;3906.5039034354795;5023.0;56.0;22530.0;6.0;4055.8287678893703;3734.42333799029;4161.25641502991;8069.30897550882;503.09517200160997;5390.30948564302;584.0;34.0;34.0;55.0;339.0;75.0;122.0;135.0;52.0;29212;53;29
29213;1766.0;1772.0;18.51;123.0;56.0;746.0;18.0;14.0;900.0;746.0;56.0;98.0;587.0;741.0;;19780.0;;408.615305728705;281.733606778234;377.27516981852096;1068.0;92.0;872.0;180.0;43.0;12.0;18.0;85.0;28.0;22.0;46.0;8.0;29213;53;29
29214;682.0;666.0;15.75;27.0;57.0;330.00000000000097;3.0;10.0;612.951388888888;330.00000000000097;263.81944444444304;19.1319444444444;282.74317266944803;330.0;;21100.0;;83.99235070470971;44.8771594721066;91.31148640552419;388.971869817764;37.04654074062879;278.59761698396403;75.0;16.0;2.0;9.0;41.0;9.0;7.0;8.0;2.0;29214;53;29
29215;2967.0;2972.0;27.18;93.0;249.0;1487.54943168126;18.0;52.0;2461.07321983207;1487.54943168126;881.954718968306;91.56906918250169;1210.3288758784;1417.0;47.0;20870.0;9.0;690.8789166787441;532.935925444028;779.0628130128771;1632.17263949017;125.548253316087;1150.0499337460801;246.0;24.0;21.0;38.0;138.0;38.0;25.0;46.0;9.0;29215;53;29
29216;4109.0;3735.0;32.09;235.0;116.0;1730.9999998581602;34.0;23.0;1878.1921609904398;1730.9999998581602;13.106151333696198;134.086009798584;1345.4905809612599;1710.0;53.0;21690.0;6.0;958.909075722186;779.528309836907;1067.35915582551;2479.1474443178;190.189189907645;1931.02355389143;300.0;33.0;15.0;47.0;168.0;39.0;37.0;69.0;22.0;29216;53;29
29217;2801.0;2843.0;28.63;82.0;282.0;1402.9999999994102;13.0;59.0;2005.8942172067498;1402.9999999994102;294.88293370945;308.011283497884;1023.62361493453;1442.0;45.0;20500.0;14.0;1008.42175667831;762.556613771518;1093.38403369798;1461.09611699887;137.987280012203;1052.00300564637;390.0;26.0;18.0;21.0;285.0;73.0;40.0;97.0;16.0;29217;53;29
29218;1580.0;1599.0;8.09;49.0;234.0;739.0;7.0;45.0;1073.0;739.0;216.0;118.0;550.0;753.0;;19690.0;;749.1601884059061;617.035692186375;676.8124614455461;800.0;61.0;572.0;191.0;10.0;12.0;15.0;118.0;21.0;36.0;54.0;15.0;29218;53;29
29220;8250.0;8374.0;18.21;262.0;632.0;4233.64988861284;59.0;127.0;5240.86569485886;4233.64988861284;440.417557864228;566.798248381789;2717.76501800978;4144.0;48.0;20550.0;11.0;3912.54059804711;3319.4778519534498;4239.623290730539;4856.49382564371;473.321616762667;3482.0498899575;1030.0;29.0;61.0;84.0;653.0;216.0;203.0;286.0;56.0;29220;53;29
29221;1810.0;1781.0;11.29;62.0;156.0;850.9999999999981;12.0;29.0;1472.87280393535;850.9999999999981;550.773014757553;71.0997891777933;731.671335000952;848.0;;23070.0;;314.045982245426;232.543788228637;298.012253036987;970.827160978293;67.7695789482061;669.2483690271309;151.0;13.0;5.0;19.0;88.0;9.0;26.0;33.0;3.0;29221;53;29
29224;1211.0;1237.0;24.39;53.0;55.0;537.0;7.0;11.0;614.0;537.0;30.0;47.0;453.0;527.0;;21200.0;;156.12691164806802;80.50693165545759;151.162065781603;735.0;48.0;551.0;97.0;33.0;6.0;8.0;36.0;11.0;14.0;20.0;1.0;29224;53;29
29225;2156.0;2087.0;16.75;103.0;169.0;972.0000000000031;13.0;35.0;1320.14112291351;972.0000000000031;205.857359635812;142.283763277694;828.6632972242979;981.0;47.0;20020.0;12.0;640.411448998376;521.382874958226;614.580027559281;1234.25626012366;107.98523965820101;936.534873751859;180.0;22.0;18.0;25.0;86.0;19.0;29.0;29.0;14.0;29225;53;29
29227;1500.0;1612.0;88.56;44.0;139.0;781.4535896457111;10.0;27.0;1214.63736657854;781.4535896457111;289.911703571163;143.272073361664;664.314415258434;743.0;;19790.0;;312.556356823788;169.971606672208;598.1672250524031;874.13049724142;69.7590409105093;645.724299941027;187.0;87.0;10.0;14.0;68.0;19.0;8.0;37.0;6.0;29227;53;29
29229;1117.0;1137.0;28.21;62.0;63.0;497.335727109516;10.0;10.0;637.1142015086799;497.335727109516;70.9323601428591;68.8461142563044;423.136445242371;494.0;;19350.0;;143.709026692604;88.9573057032425;173.203169109887;685.8420107719941;66.17773788150821;520.397666068224;83.0;31.0;4.0;9.0;35.0;10.0;4.0;31.0;2.0;29229;53;29
29230;1739.0;1731.0;54.01;73.0;103.0;802.000000000004;11.0;25.0;1037.91528724441;802.000000000004;108.420642648491;127.49464459591101;667.206853080625;776.0;;18690.0;;248.575727291442;136.682583334334;237.741170335331;1029.19775396387;106.79526702067699;745.523743113105;151.0;42.0;11.0;14.0;69.0;15.0;15.0;31.0;1.0;29230;53;29
29232;62985.0;63360.0;84.45;3088.0;3217.0;32961.341566924304;614.0;632.0;37858.4695520671;32961.341566924304;1177.87830226894;3719.2496828738704;18193.0936126346;30393.0;50.0;20640.0;13.0;43666.6046656679;39603.7114645112;43662.2205793616;40946.0067094027;4467.56527289597;29680.7056543639;7458.0;66.0;343.0;659.0;5164.0;1386.0;1226.0;1994.0;609.0;29232;53;29
29233;12057.0;12052.0;31.73;649.0;866.0;5772.72462835045;116.0;171.0;6513.23187150681;5772.72462835045;191.83593500498;548.671308151381;3640.9584458072795;5475.0;46.0;20440.0;12.0;7940.26474254432;7174.79492874601;8050.02388589537;7257.75713979978;746.781979087395;5342.501957327279;1164.0;22.0;85.0;102.0;717.0;213.0;238.0;338.0;82.0;29233;53;29
29234;2908.0;2891.0;24.49;148.0;71.0;1147.0;27.0;22.0;1247.0;1147.0;38.0;62.0;946.0;1137.0;53.0;22050.0;;557.5240851418521;440.11379083476896;452.815939296646;1767.0;111.0;1363.0;207.0;22.0;24.0;26.0;114.0;25.0;21.0;44.0;12.0;29234;53;29
29235;11462.0;11175.0;6.43;582.0;540.0;5209.3166166956;93.0;76.0;5555.525477652231;5209.3166166956;119.122860185662;227.086000770965;3678.5984827473603;5129.0;59.0;23860.0;7.0;4405.199445589779;4007.44777071779;4242.30616062459;7016.7641216799;543.29578592976;5250.12388086425;731.0;5.0;21.0;52.0;509.0;97.0;144.0;130.0;52.0;29235;53;29
29236;4185.0;4108.0;54.64;165.0;229.0;2013.00000000006;30.0;42.0;2698.83864915578;2013.00000000006;466.61163227016897;219.227016885554;1646.75895629077;1998.0;51.0;21700.0;8.0;1238.639333508;952.7734205007421;1164.91713281165;2445.00506789227;224.51654575537202;1760.18092548668;392.0;50.0;35.0;39.0;218.0;49.0;50.0;105.0;12.0;29236;53;29
29237;1807.0;1919.0;12.04;84.0;79.0;709.0;16.0;13.0;801.0;709.0;18.0;74.0;619.0;712.0;;22170.0;;299.649420604139;228.569696925081;301.561596984957;1175.0;81.0;841.0;107.0;12.0;4.0;24.0;52.0;13.0;15.0;27.0;4.0;29237;53;29
29238;839.0;876.0;9.08;24.0;50.0;430.65534410617994;5.0;10.0;931.49467525849;430.65534410617994;489.480088590092;11.3592425622173;369.276895530299;431.0;;21500.0;;154.222170903104;123.985303785042;164.382286667735;427.46253331909696;51.3164078257364;248.32741214931;41.0;3.0;1.0;5.0;27.0;4.0;5.0;6.0;1.0;29238;53;29
29239;3404.0;3515.0;6.19;98.0;287.0;1731.8412248092002;11.0;56.0;3110.51036394159;1731.8412248092002;1118.27786755644;260.39127157594396;1225.22175365502;1736.0;57.0;22630.0;9.0;3422.13534513771;3113.09705537481;3444.787823801;1659.7535661588001;130.954577238761;1187.3632591316;418.0;44.0;21.0;7.0;295.0;65.0;51.0;122.0;25.0;29239;53;29
29240;955.0;961.0;33.64;65.0;32.0;415.694154488518;14.0;13.0;551.668276484821;415.694154488518;85.7228160411476;50.251305955155495;332.95407098121103;420.0;;21420.0;;145.163050135991;74.09825677103021;182.131625749321;570.2087682672229;53.830897703549006;433.637787056367;100.0;28.0;6.0;12.0;44.0;11.0;10.0;17.0;2.0;29240;53;29
29241;7671.0;7435.0;57.37;371.0;551.0;3394.9999998117305;55.0;102.0;3998.5867600925703;3394.9999998117305;177.941825476429;425.644934804412;2573.3936035963397;3355.0;43.0;19820.0;10.0;2606.29649531287;2229.7292745042396;2948.39816220632;4621.21390253568;408.531433484616;3433.71321840255;522.0;50.0;34.0;57.0;300.0;102.0;81.0;134.0;38.0;29241;53;29
29243;437.0;420.0;11.22;21.0;19.0;189.999999999999;1.0;2.0;245.45643153526902;189.999999999999;24.199170124481302;31.257261410788303;149.506168525163;190.0;;21060.0;;41.6747186646189;25.5301239663453;38.925421071273206;259.579406273639;22.2992113370035;209.651700059283;27.0;10.0;0.0;2.0;13.0;1.0;2.0;7.0;1.0;29243;53;29
29244;811.0;804.0;12.28;63.0;26.0;315.999999999865;9.0;5.0;362.121052631444;315.999999999865;8.02105263157896;38.1000000000001;260.839110300034;321.0;;19930.0;;83.9341389754103;47.7888433051548;78.73816481055091;501.833466225328;49.1606183077019;405.480692754736;41.0;14.0;1.0;4.0;16.0;5.0;6.0;6.0;1.0;29244;53;29
29245;1537.0;1414.0;8.52;103.0;31.0;596.000000000001;16.0;11.0;614.058252427186;596.000000000001;4.01294498381876;14.0453074433657;534.7029462228701;590.0;;22720.0;;337.005060004087;297.072190042356;310.759978340315;959.262648109567;51.917071238667205;729.359500873533;98.0;16.0;10.0;9.0;44.0;10.0;19.0;20.0;7.0;29245;53;29
29247;3529.0;3551.0;24.65;173.0;138.0;1543.2669345579902;26.0;32.0;1690.1777704713;1543.2669345579902;42.3607931774583;104.55004273585399;1304.6796785304302;1472.0;57.0;22430.0;6.0;2177.9668951758604;1947.69610062226;2224.41645863582;2159.2920015308105;116.77018752391899;1667.05051664754;408.0;31.0;44.0;52.0;240.0;64.0;41.0;97.0;58.0;29247;53;29
29248;823.0;731.0;8.41;60.0;22.0;330.756501182033;7.0;3.0;379.950256921244;330.756501182033;17.888638450621897;31.3051172885884;291.843971631206;325.0;;20570.0;;80.441647263082;47.2844368611908;77.40212524921459;513.645390070922;37.9397163120568;414.41843971631204;46.0;24.0;2.0;7.0;10.0;1.0;3.0;18.0;0.0;29248;53;29
29249;706.0;713.0;33.76;29.0;48.0;364.0;5.0;12.0;590.0;364.0;167.0;59.0;289.0;348.0;;18710.0;;143.979677528444;94.92108696288679;152.016660313027;392.0;44.0;286.0;60.0;26.0;3.0;6.0;20.0;9.0;5.0;7.0;3.0;29249;53;29
29250;759.0;750.0;29.29;30.0;43.0;375.981456953641;6.0;15.0;546.296417583563;375.981456953641;113.11963803032101;57.195322599600495;300.584105960264;340.0;;18110.0;;139.110209932392;97.8832275673513;202.262376100061;456.405298013244;43.22781456953629;341.80132450331;86.0;27.0;6.0;12.0;38.0;7.0;3.0;15.0;2.0;29250;53;29
29251;641.0;608.0;19.81;31.0;41.0;306.999999999997;6.0;8.0;485.31578947368104;306.999999999997;165.06947368421;13.246315789473698;270.194395165299;301.0;;20740.0;;96.40185340796481;37.6895743442433;98.2138912021538;378.07428382088;30.4396290202476;265.70167216922;79.0;18.0;4.0;10.0;44.0;4.0;3.0;16.0;0.0;29251;53;29
29252;962.0;1008.0;14.68;33.0;46.0;437.0;9.0;4.0;584.0;437.0;119.0;28.0;357.0;426.0;;21140.0;;79.72461804752491;48.79062899580521;98.5446243560733;615.0;46.0;456.0;81.0;10.0;4.0;15.0;44.0;5.0;8.0;13.0;1.0;29252;53;29
29254;4593.0;4722.0;15.7;188.0;369.0;2281.57256555186;24.0;71.0;2604.29399945776;2281.57256555186;66.1478715459302;256.573562359972;1638.8353217417903;2291.0;48.0;20410.0;10.0;2633.81043784276;2374.81434077079;2865.0937109188203;2512.01392622241;260.25886789618596;1794.9635093356198;586.0;15.0;50.0;40.0;428.0;168.0;53.0;232.0;66.0;29254;53;29
29256;773.0;748.0;18.03;33.0;67.0;393.99999999995003;6.0;12.0;1101.8377065111301;393.99999999995003;663.153547133141;44.6841593780371;285.192407015335;385.0;;21050.0;;121.276020387304;71.52518842604042;130.943500915533;438.266458343768;40.1117954136695;323.781883205314;78.0;22.0;5.0;5.0;39.0;5.0;7.0;20.0;0.0;29256;53;29
29257;2074.0;2051.0;9.94;117.0;83.0;912.999999999992;13.0;10.0;1312.24100156494;912.999999999992;330.336463223786;68.9045383411577;773.498860135163;923.0;53.0;22170.0;;214.963300189782;137.604952744306;246.488062267138;1197.8685550074902;94.85865006014879;887.574870264458;118.0;14.0;8.0;13.0;69.0;15.0;14.0;25.0;4.0;29257;53;29
29259;6596.0;6711.0;23.43;236.0;590.0;3230.27616794464;48.0;136.0;4283.82473762492;3230.27616794464;512.873962492221;540.674607188061;2173.14932559193;3285.0;45.0;19820.0;13.0;3576.8256997295002;3082.0323913793395;3588.6187081641206;3763.0418590425897;358.35567234041395;2693.52821409094;741.0;66.0;32.0;48.0;486.0;153.0;109.0;239.0;55.0;29259;53;29
29260;8110.0;7713.0;13.31;422.0;397.0;3361.62220507308;80.0;75.0;3591.7878389867205;3361.62220507308;34.814969835677;195.350664077965;2418.1315653956;3312.0;56.0;22460.0;5.0;2521.99982997293;2181.1422633962197;2505.60346466816;4989.28086039952;309.373465119611;3724.7787576785704;589.0;25.0;37.0;51.0;362.0;100.0;114.0;184.0;50.0;29260;53;29
29262;790.0;793.0;13.24;55.0;28.0;330.0;12.0;4.0;430.0;330.0;26.0;74.0;255.0;318.0;;18910.0;;77.767141106076;48.724354934980894;87.2577010053941;499.0;64.0;388.0;57.0;22.0;11.0;5.0;16.0;6.0;3.0;14.0;1.0;29262;53;29
29263;1081.0;1026.0;16.2;77.0;38.0;434.999999999998;7.0;6.0;503.71119842828904;434.999999999998;17.434184675835;51.277013752456;360.241893815157;432.0;;20940.0;;204.602451083244;156.13632059530002;160.358403923435;658.432187931567;40.3475095023472;513.491406631788;91.0;21.0;6.0;10.0;43.0;20.0;11.0;14.0;4.0;29263;53;29
29264;782.0;804.0;10.29;65.0;19.0;285.99999999999903;10.0;5.0;313.263843648208;285.99999999999903;2.01954397394136;25.244299674267;236.109860125165;284.0;;20420.0;;399.07720875985495;372.965211262677;350.067498098587;495.626437046875;41.206834565285504;405.263280151646;41.0;9.0;2.0;9.0;16.0;5.0;5.0;9.0;2.0;29264;53;29
29266;3010.0;2949.0;49.78;184.0;206.0;1221.0;28.0;38.0;1419.0;1221.0;57.0;141.0;935.0;1228.0;43.0;19750.0;10.0;984.73997962665;830.7891620378219;1084.6353274774401;1865.0;152.0;1457.0;227.0;58.0;20.0;23.0;98.0;27.0;28.0;54.0;10.0;29266;53;29
29267;716.0;708.0;18.1;47.0;29.0;322.0;3.0;6.0;465.0;322.0;79.0;64.0;249.0;310.0;;18950.0;;147.901900008647;100.154302559429;133.995954211999;441.0;34.0;341.0;58.0;23.0;5.0;6.0;20.0;5.0;4.0;8.0;1.0;29267;53;29
29268;1821.0;1485.0;11.29;154.0;27.0;652.0;30.0;9.0;673.0;652.0;4.0;17.0;557.0;657.0;;22870.0;;613.67102155545;544.842201482473;511.166074565803;1171.0;54.0;943.0;119.0;13.0;11.0;12.0;74.0;13.0;9.0;24.0;15.0;29268;53;29
29269;1032.0;1011.0;21.41;48.0;46.0;455.11798839394004;7.0;9.0;572.7326994272161;455.11798839394004;51.2679509632228;66.3467600700531;377.77339408240096;448.0;;18460.0;;474.746705064883;434.571974847468;494.39314110009803;625.641776910649;47.2576764255266;472.780083362963;70.0;14.0;6.0;7.0;37.0;13.0;6.0;12.0;3.0;29269;53;29
