CODGEO;P17_POP;P12_POP;SUPERF;NAIS1217;DECE1217;P17_MEN;NAISD19;DECESD19;P17_LOG;P17_RP;P17_RSECOCC;P17_LOGVAC;P17_RP_PROP;NBMENFISC17;PIMP17;MED17;TP6017;P17_EMPLT;P17_EMPLT_SAL;P12_EMPLT;P17_POP1564;P17_CHOM1564;P17_ACT1564;ETTOT15;ETAZ15;ETBE15;ETFZ15;ETGU15;ETGZ15;ETOQ15;ETTEF115;ETTEFP1015;INSEE_COM;REG;DEP
29270;1633.0;1565.0;15.21;107.0;35.0;598.0;21.0;6.0;659.0;598.0;25.0;36.0;523.0;604.0;;22470.0;;168.481953270734;126.871296076181;173.545631456314;1038.0;70.0;798.0;86.0;20.0;2.0;13.0;42.0;5.0;9.0;12.0;4.0;29270;53;29
29271;904.0;922.0;15.1;49.0;40.0;384.00000000000296;12.0;4.0;461.33189655172697;384.00000000000296;36.1551724137932;41.1767241379312;295.365037254582;370.0;;19330.0;;216.10761633443698;143.95854131648701;199.860101582499;567.924523347418;55.1700151539299;448.758321169561;76.0;36.0;10.0;4.0;21.0;6.0;5.0;25.0;3.0;29271;53;29
29272;3155.0;2877.0;27.05;187.0;89.0;1270.37995936373;40.0;17.0;1408.18688640868;1270.37995936373;46.9796342198701;90.8272928250823;1025.4405945897;1281.0;50.0;21000.0;;478.48821351473197;372.384550603014;447.84069179952303;1886.5957122904601;126.38562720573401;1481.9711801547303;217.0;34.0;17.0;33.0;104.0;24.0;29.0;46.0;7.0;29272;53;29
29273;2409.0;2328.0;8.06;92.0;121.0;1104.0;15.0;31.0;1627.94344473008;1104.0;439.20308483290603;84.7403598971725;896.530808661396;1106.0;51.0;21990.0;9.0;285.725233451878;148.641733582798;334.33238809269403;1421.34245442858;128.249278868643;1069.37395734236;184.0;34.0;6.0;18.0;103.0;18.0;23.0;40.0;3.0;29273;53;29
29274;5380.0;5358.0;117.58;204.0;385.0;2519.00000000007;43.0;84.0;3106.1871589085804;2519.00000000007;204.107865168539;383.079293739968;2083.72866785132;2468.0;42.0;19770.0;12.0;1361.38887716366;1041.60142709628;1357.08925118879;3100.45382042818;295.018590757827;2291.91701139436;442.0;122.0;25.0;47.0;204.0;55.0;44.0;109.0;16.0;29274;53;29
29275;757.0;805.0;70.94;25.0;62.0;404.943658611341;6.0;18.0;771.0584198903599;404.943658611341;249.887852936473;116.22690834254601;339.023772319415;385.0;;17320.0;;155.828024568094;71.5798076334051;157.80468650135;413.550904796532;41.21869572272521;278.22619612839503;103.0;45.0;4.0;11.0;34.0;11.0;9.0;24.0;1.0;29275;53;29
29276;1208.0;1232.0;11.47;59.0;56.0;556.000000000004;12.0;11.0;805.000000000004;556.000000000004;205.0;44.0;458.913910280281;556.0;;20390.0;;194.338357644196;113.327300830181;196.356182773556;695.6583241697591;53.7235975131367;532.226300214891;100.0;40.0;3.0;10.0;38.0;13.0;9.0;26.0;2.0;29276;53;29
29277;2265.0;2234.0;58.14;113.0;165.0;917.026407182337;18.0;38.0;1176.6843242018099;917.026407182337;136.345469940728;123.31244707874599;709.211930787154;924.0;44.0;19480.0;13.0;868.9777265269651;694.097155680371;791.488140661517;1364.45078730484;109.038594502047;1015.7367349648401;227.0;57.0;18.0;23.0;100.0;20.0;29.0;43.0;13.0;29277;53;29
29278;1808.0;1802.0;60.67;53.0;125.0;913.2703471827921;13.0;21.0;1223.8794280244301;913.2703471827921;160.561001788909;150.04807905273;769.286283437757;868.0;;18950.0;;319.151209932952;182.954824957006;297.945290699067;1009.9169038132401;80.219692657948;778.542401821367;178.0;74.0;12.0;15.0;64.0;17.0;13.0;42.0;4.0;29278;53;29
29279;2938.0;2966.0;29.47;134.0;204.0;1278.70335272317;27.0;36.0;1496.27903018517;1278.70335272317;75.54711022986;142.028567232137;1034.4679846418699;1261.0;48.0;20310.0;12.0;743.120754100143;558.758848449024;684.726479524432;1722.2558549636801;123.12692109883699;1285.00801412873;270.0;59.0;18.0;25.0;140.0;36.0;28.0;66.0;15.0;29279;53;29
29280;2085.0;2101.0;28.29;100.0;126.0;971.0;24.0;19.0;1576.0;971.0;490.0;115.0;761.0;971.0;48.0;21420.0;;296.015825635372;190.01106659905;313.94954471377997;1158.0;95.0;828.0;189.0;28.0;9.0;20.0;99.0;24.0;33.0;46.0;4.0;29280;53;29
29281;1026.0;1001.0;19.7;43.0;38.0;437.399812973333;8.0;4.0;510.945637820584;437.399812973333;28.553084940697303;44.992739906553204;367.41584289760004;418.0;;19510.0;;295.634816835056;235.836038548498;277.612787632832;624.6213480950589;45.2837453431216;490.887465749354;82.0;37.0;5.0;7.0;28.0;8.0;5.0;17.0;3.0;29281;53;29
29284;2399.0;2408.0;8.1;85.0;152.0;1133.0;11.0;27.0;1858.4061111111102;1133.0;661.014999999999;64.391111111111;951.8265673994301;1170.0;51.0;21950.0;;334.184441922389;249.457142834259;319.075234574282;1310.6677552383198;104.029518553572;835.378110993632;165.0;23.0;10.0;13.0;101.0;23.0;18.0;36.0;6.0;29284;53;29
29286;243.0;269.0;9.65;10.0;6.0;103.425619834711;1.0;1.0;127.092286501378;103.425619834711;7.20289855072466;16.4637681159421;84.3471074380166;95.0;;20880.0;;276.598046294555;250.03498363817403;327.041061367211;163.673553719008;12.0495867768595;123.50826446281;28.0;11.0;3.0;3.0;10.0;2.0;1.0;6.0;2.0;29286;53;29
29287;958.0;911.0;15.76;53.0;54.0;420.0;6.0;10.0;694.0;420.0;231.0;43.0;367.0;399.0;;20640.0;;235.60302623040698;169.56129648493402;214.31319968313;582.0;50.0;445.0;76.0;19.0;2.0;11.0;40.0;7.0;4.0;17.0;5.0;29287;53;29
29288;601.0;566.0;5.21;50.0;15.0;224.0;12.0;3.0;253.0;224.0;5.0;24.0;204.0;224.0;;22620.0;;45.89519958067929;27.9313885180021;40.7364465518621;389.0;23.0;323.0;30.0;8.0;0.0;5.0;15.0;3.0;2.0;6.0;1.0;29288;53;29
29290;670.0;611.0;5.85;41.0;15.0;268.99999999987097;7.0;7.0;315.244897959055;268.99999999987097;34.6836734693879;11.561224489796;233.30924301586103;279.0;;22290.0;;62.649677218494396;36.4246876185451;53.552516203843496;434.36627617800104;27.351337447754503;338.65262723519;36.0;6.0;1.0;6.0;20.0;2.0;3.0;8.0;0.0;29290;53;29
29291;972.0;981.0;17.72;45.0;43.0;444.49322210635904;6.0;7.0;549.168897782034;444.49322210635904;57.6196379866105;47.0560376890652;336.154327424399;430.0;;19290.0;;136.721668923557;81.24528115106321;139.082506870125;601.420229405628;69.863399374348;464.74348279457604;89.0;24.0;6.0;9.0;39.0;14.0;11.0;13.0;2.0;29291;53;29
29292;318.0;325.0;9.61;10.0;13.0;150.0;1.0;4.0;269.0;150.0;109.0;10.0;127.0;145.0;;22380.0;;44.136992478353;18.8800192243272;30.095276240555002;184.0;15.0;127.0;30.0;5.0;2.0;6.0;11.0;2.0;6.0;6.0;0.0;29292;53;29
29293;7041.0;6980.0;50.61;299.0;380.0;3398.0130964082105;45.0;86.0;4968.05986793139;3398.0130964082105;1302.11057814611;267.936193377066;2766.8251051090997;3387.0;55.0;22610.0;7.0;1104.53614508283;844.895818259899;1177.51698931308;3878.0589060590996;295.081913303437;2676.7739139669;509.0;52.0;37.0;52.0;297.0;70.0;71.0;106.0;23.0;29293;53;29
29294;633.0;609.0;22.79;49.0;24.0;244.228346452192;12.0;4.0;283.357058152192;244.228346452192;13.0429039;26.0858078;203.037535833743;239.0;;19710.0;;106.682513989346;70.0054785754027;94.4265230186166;377.345168197062;38.2329044416484;301.886926325448;60.0;21.0;3.0;10.0;20.0;5.0;6.0;14.0;0.0;29294;53;29
29295;575.0;525.0;8.3;31.0;11.0;198.999999999999;6.0;5.0;226.49315068493098;198.999999999999;20.365296803653;7.12785388127855;175.848508903611;193.0;;22260.0;;57.0518121760434;37.6687212310979;48.6871774903424;367.507745231399;24.747194746349003;280.179325295402;26.0;11.0;1.0;2.0;8.0;1.0;4.0;9.0;0.0;29295;53;29
29296;1346.0;1277.0;11.66;64.0;40.0;546.999999999997;13.0;8.0;655.7892976588599;546.999999999997;86.42140468227458;22.3678929765887;477.382064502575;523.0;;22300.0;;106.236140668991;58.1853988894254;102.61349472232901;847.8567970820641;65.7658768679205;669.496806873481;84.0;10.0;6.0;15.0;46.0;7.0;7.0;12.0;1.0;29296;53;29
29297;2324.0;2282.0;15.42;133.0;77.0;993.0;20.0;22.0;1084.0;993.0;25.0;66.0;863.0;1001.0;48.0;20940.0;;242.101484650054;176.603444742151;311.570395665951;1346.0;105.0;1035.0;120.0;15.0;5.0;19.0;61.0;22.0;20.0;20.0;4.0;29297;53;29
29298;581.0;555.0;9.85;28.0;18.0;255.43965517241298;4.0;2.0;380.87414457511;255.43965517241298;95.8605040963706;29.5739853063271;219.377586206896;244.0;;20210.0;;39.0459000059981;21.993241057979997;46.704648216004;326.562068965516;27.046551724137803;259.446551724137;41.0;7.0;4.0;7.0;19.0;5.0;4.0;8.0;0.0;29298;53;29
29300;1606.0;1527.0;20.83;104.0;69.0;636.591080475146;13.0;12.0;730.5393563372149;636.591080475146;47.448624172762095;46.4996516893069;523.129263292667;607.0;;21560.0;;113.15960413308399;61.966365115151504;121.372611965438;1001.6534142290401;69.33145968834219;771.188187215356;83.0;26.0;5.0;11.0;32.0;6.0;9.0;14.0;2.0;29300;53;29
29302;3792.0;3863.0;41.39;266.0;250.0;1726.10762834755;44.0;46.0;2122.42663503331;1726.10762834755;130.823749779768;265.49525690600103;1366.50187244181;1665.0;41.0;19850.0;11.0;1790.05084644874;1654.3899355486801;2000.84111082847;2344.7004362164303;216.936840945895;1800.2445024555102;256.0;29.0;13.0;30.0;143.0;43.0;41.0;57.0;21.0;29302;53;29
