INSEE_COM;DEP;P19_POP;P13_POP;SUPERF;NAIS1319;DECE1319;P19_MEN;NAISD21;DECESD21;P19_LOG;P19_RP;P19_RSECOCC;P19_LOGVAC;P19_RP_PROP;NBMENFISC19;PIMP19;MED19;TP6019;P19_EMPLT;P19_EMPLT_SAL;P13_EMPLT;P19_POP1564;P19_CHOMEUR1564;P19_ACT1564;ETTOT19;ETAZ19;ETBE19;ETFZ19;ETGU19;ETGZ19;ETOQ19;ETTEF119;ETTEFP1019;Indice de Gini
37001;37;1149.0;1127.0;30.27;44.0;203.0;480.774281572977;4;27;604.400948239644;480.774281572977;67.8933333333333;55.7333333333333;388.688395369207;467.0;;20240.0;;283.938263141696;218.299053729138;284.905851078579;612.28920653958;48.8337710037524;440.652618668638;24.0;5.0;1.0;1.0;13.0;6.0;4.0;15.0;5.0;0.0
37002;37;1757.0;1853.0;48.85;110.0;58.0;679.705805006953;19;9;761.027386309528;679.705805006953;35.1389548838286;46.1826264187462;500.038424412152;684.0;;21950.0;;395.868596542761;327.220811856478;386.567604377;1138.95569456634;77.1402945247688;852.571730359969;48.0;1.0;2.0;9.0;24.0;7.0;12.0;37.0;9.0;0.0
37003;37;12533.0;13246.0;40.65;790.0;1047.0;5768.06113643579;105;180;7139.8697158434;5768.06113643579;710.900322947597;660.908256460017;2995.2767064166;5865.0;54.0;21420.0;14.0;6243.95596636985;5559.52593444899;6640.32626145642;7253.16627992847;863.017789424217;5279.48643647424;487.0;4.0;37.0;26.0;351.0;101.0;69.0;351.0;89.0;0.265
37004;37;423.0;408.0;7.99;24.0;25.0;185.828958767593;5;2;236.040823174372;185.828958767593;28.1186440677965;22.093220338983;156.771034862859;192.0;;21050.0;;57.5184773778699;40.2249520898077;49.5718752071255;244.126980903803;13.1871365955097;188.439290305586;12.0;1.0;0.0;4.0;4.0;2.0;3.0;11.0;0.0;0.0
37006;37;2649.0;2534.0;20.97;156.0;95.0;1120.47221444106;37;19;1236.03997079758;1120.47221444106;44.5306951098534;71.0370612466708;939.204709527035;1140.0;64.0;24460.0;;236.084993628227;161.554586248709;245.643111287328;1647.31371879481;85.6538759483806;1300.74374405332;40.0;2.0;6.0;5.0;19.0;4.0;8.0;32.0;4.0;0.201
37007;37;166.0;159.0;14.53;8.0;5.0;77.0;1;1;97.0;77.0;10.0;10.0;64.0;78.0;;20270.0;;18.9510872363704;7.01366925475611;28.0610739647169;98.0;8.0;69.0;3.0;1.0;0.0;1.0;0.0;0.0;1.0;3.0;0.0;0.0
37008;37;2716.0;2689.0;34.47;187.0;139.0;1026.12632071513;19;34;1111.64040159627;1026.12632071513;39.1510249817287;46.3630558994156;879.678316579494;1058.0;64.0;23860.0;;486.854102690867;350.979712608248;489.890187620093;1651.69147645484;94.2096508411692;1319.89747415492;65.0;5.0;8.0;11.0;34.0;7.0;7.0;45.0;13.0;0.201
37009;37;439.0;415.0;20.72;31.0;20.0;167.25493959966;8;2;192.012834336502;167.25493959966;14.4421052631578;10.3157894736842;117.275393782474;155.0;;22020.0;;82.3952482287286;61.2089821074454;69.8143168481715;269.764541901483;21.5427208962199;207.213050077675;16.0;2.0;1.0;3.0;6.0;1.0;4.0;15.0;1.0;0.0
37010;37;2222.0;2156.0;34.05;128.0;207.0;760.840020757601;20;29;843.423880607456;760.840020757601;32.2278477462848;50.35601210357;623.809242007095;771.0;;22310.0;;278.832600418309;224.501358458119;231.778926805328;1287.51977649428;76.4215894529729;979.840451270611;20.0;5.0;4.0;3.0;5.0;2.0;3.0;10.0;6.0;0.0
37011;37;1868.0;1778.0;12.58;91.0;95.0;871.577113013669;14;15;976.423628001029;871.577113013669;46.353196099675;58.4933188876851;479.25231581265;870.0;;21280.0;;4111.42546612655;3945.59919153293;3828.85973139486;1100.70903965615;92.7920998181112;829.129968835803;100.0;6.0;18.0;7.0;51.0;12.0;18.0;61.0;31.0;0.0
