INSEE_COM;DEP;ARR;CV;EPCI;NATURE_EPCI;ZE2020;UU2020;P19_POP;P13_POP;SUPERF;NAIS1319;DECE1319;P19_MEN;NAISD21;DECESD21;P19_LOG;P19_RP;P19_RSECOCC;P19_LOGVAC;P19_RP_PROP;NBMENFISC19;PIMP19;MED19;TP6019;P19_EMPLT;P19_EMPLT_SAL;P13_EMPLT;P19_POP1564;P19_CHOMEUR1564;P19_ACT1564;ETTOT19;ETAZ19;ETBE19;ETFZ19;ETGU19;ETGZ19;ETOQ19;ETTEF119;ETTEFP1019;Indice de Gini
04001;04;043;0405;200067437;CA;9307;04101;1432.0;1350.0;14.89;58.0;159.0;539.389645542164;12;30;596.161065664007;539.389645542164;33.4545868575148;23.3168332643285;385.776289539524;527.0;;23470.0;;549.07521125591;468.767308089282;525.226013023905;791.158754737297;50.0991001855625;599.073018618287;47.0;0.0;2.0;15.0;26.0;11.0;4.0;29.0;13.0;0.0
04004;04;044;0415;200034700;CA;9311;04000;546.0;523.0;32.99;20.0;28.0;269.318003541529;2;5;510.213010610509;269.318003541529;165.484396160429;75.4106109085501;179.908858081295;230.0;;19770.0;;225.956726799622;176.603114085956;159.025870505115;333.356324256225;33.3025576957875;242.721539398849;20.0;4.0;3.0;5.0;6.0;1.0;2.0;14.0;1.0;0.0
04005;04;042;0402;200068625;CC;9307;04000;133.0;145.0;41.71;0.0;5.0;71.3188405797101;0;2;177.31884057971;71.3188405797101;104.0;2.0;52.0434782608696;;;;;15.4202898550725;5.78260869565217;17.038234620521;69.3913043478261;5.78260869565217;45.2971014492754;5.0;3.0;0.0;1.0;0.0;0.0;1.0;3.0;0.0;0.0
04006;04;042;0402;200068625;CC;9307;04000;824.0;645.0;116.65;28.0;36.0;389.495265289126;2;7;5540.21254614332;389.495265289126;5128.63704309528;22.0802377589229;218.49514618402;341.0;;20420.0;;593.436981664398;402.268733124137;598.322156688349;543.170423906674;25.0969384224206;427.448019076689;113.0;7.0;2.0;2.0;98.0;23.0;4.0;82.0;6.0;0.0
04007;04;042;0402;200068625;CC;9307;04000;67.0;65.0;9.83;4.0;7.0;35.4705882352941;0;1;75.5463998322168;35.4705882352941;29.7999624695066;10.2758491274161;28.5735294117647;;;;;7.91744583937799;1.97058823529412;9.02641520869562;35.4705882352941;2.95588235294118;23.6470588235294;3.0;1.0;0.0;1.0;0.0;0.0;1.0;3.0;0.0;0.0
04008;04;042;0402;200068625;CC;9315;04000;1031.0;1068.0;29.8;48.0;82.0;536.173497138118;7;10;965.105682724216;536.173497138118;337.885259400369;91.0469261857282;289.396331958115;503.0;;19330.0;;454.929404158654;358.415397788791;472.515281552811;594.092404965626;56.1489870557126;433.293062633998;45.0;0.0;5.0;4.0;27.0;5.0;9.0;32.0;7.0;0.0
04009;04;043;0413;200067437;CA;9307;04000;14.0;20.0;12.99;0.0;1.0;7.0;0;0;28.0;7.0;20.0454545454545;0.954545454545455;6.0;;;;;0.0;0.0;0.907407407407407;7.0;2.0;6.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0
04012;04;044;0411;200071025;CC;9311;04000;95.0;106.0;7.93;6.0;4.0;37.5469958969866;0;0;55.8627853706708;37.5469958969866;18.3157894736842;0.0;20.6508477433426;;;;;39.7686049907695;15.3792232495789;21.2215071329052;60.2044170085844;12.2027736665206;45.1856186497898;4.0;1.0;0.0;0.0;2.0;2.0;1.0;4.0;0.0;0.0
04013;04;044;0403;200071033;CC;9307;04000;605.0;558.0;14.74;29.0;25.0;268.0;4;4;309.0;268.0;18.0;23.0;178.0;254.0;;22530.0;;104.055140037599;73.9828581280258;125.591220521835;377.0;36.0;306.0;23.0;2.0;1.0;6.0;9.0;3.0;5.0;17.0;3.0;0.0
04016;04;044;0414;200068765;CC;9307;04000;63.0;49.0;40.16;2.0;1.0;32.5161290322581;1;0;64.0697004608295;32.5161290322581;29.5178571428571;2.03571428571429;22.3548387096774;;;;;24.3225806451613;4.03225806451613;17.5535907866237;40.6451612903226;3.04838709677419;32.5161290322581;4.0;3.0;0.0;0.0;0.0;0.0;1.0;3.0;0.0;0.0
04017;04;043;0413;200067437;CA;9307;04000;99.0;96.0;34.53;6.0;7.0;46.469387755102;1;1;143.469387755102;46.469387755102;84.0;13.0;28.2857142857143;;;;;23.1279695246549;6.98511238179774;34.8030933840043;63.6428571428571;7.07142857142857;45.4591836734694;2.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0
04018;04;044;0411;200071025;CC;9311;04000;1028.0;1026.0;39.81;41.0;124.0;491.029585798817;3;28;728.20157161442;491.029585798817;184.809339596574;52.3626462190292;302.769230769231;434.0;;20120.0;;416.46999158303;294.192769982837;450.491490992459;539.655979083532;51.4319526627223;400.83390670153;40.0;2.0;6.0;3.0;23.0;10.0;6.0;29.0;9.0;0.0
04019;04;041;0401;200072304;CC;9307;04106;2564.0;2706.0;16.42;113.0;248.0;1391.77538548805;27;43;3469.95751773488;1391.77538548805;1697.41587850826;380.766253738571;591.898018770467;1400.0;53.0;19630.0;17.0;1486.77021545393;1106.15732270631;1519.0267047177;1539.19425191399;130.748234863082;1203.24080167468;216.0;1.0;18.0;20.0;152.0;51.0;25.0;152.0;22.0;0.267
04020;04;043;0413;200067437;CA;9307;04000;133.0;143.0;59.05;9.0;8.0;62.469696969697;2;2;126.528520499109;62.469696969697;58.9747899159666;5.0840336134454;43.3257575757576;;;;;21.1558341635073;4.02441796066249;14.0424530727732;78.5909090909091;12.0909090909091;57.4318181818182;7.0;2.0;0.0;1.0;0.0;0.0;4.0;7.0;0.0;0.0
04021;04;043;0405;200067437;CA;9307;04000;147.0;138.0;20.8;6.0;3.0;62.8551724137931;1;3;83.1254426840633;62.8551724137931;10.1351351351351;10.1351351351351;43.5931034482759;51.0;;18250.0;;20.248275862069;5.04137931034483;28.2683184612795;92.2551724137931;5.06896551724138;68.9379310344828;4.0;0.0;0.0;0.0;2.0;1.0;2.0;4.0;0.0;0.0
04022;04;042;0412;200068625;CC;9307;04000;417.0;446.0;37.05;16.0;33.0;212.0;4;10;414.0;212.0;175.0;27.0;139.0;207.0;;18120.0;;129.396026311875;90.1559769429205;136.256018681576;237.0;29.0;180.0;20.0;1.0;1.0;3.0;11.0;4.0;4.0;12.0;3.0;0.0
04023;04;044;0413;200068765;CC;9307;04000;189.0;209.0;125.75;9.0;32.0;93.0;1;3;303.0;93.0;178.0;32.0;72.0;92.0;;19380.0;;31.0285429521254;12.0397789071816;65.3726087492075;105.0;16.0;75.0;6.0;4.0;0.0;0.0;1.0;0.0;1.0;2.0;0.0;0.0
04024;04;043;0413;200067437;CA;9307;04000;127.0;146.0;45.68;8.0;9.0;67.056;2;1;116.389333333333;67.056;27.6266666666667;21.7066666666667;37.592;58.0;;20750.0;;17.213396081076;6.03739608107599;20.0073830932372;84.328;8.128;62.992;5.0;4.0;0.0;0.0;0.0;0.0;1.0;3.0;0.0;0.0
04025;04;042;0402;200068625;CC;9307;04000;386.0;354.0;26.98;14.0;22.0;197.923469387756;3;3;758.804628808046;197.923469387756;532.627817434566;28.2533419857236;156.566326530613;192.0;;20730.0;;63.2611800258182;33.7954758234717;81.6567322700502;232.387755102041;13.7857142857143;186.107142857143;17.0;1.0;0.0;1.0;12.0;1.0;3.0;11.0;0.0;0.0
04026;04;044;0413;200068765;CC;9307;04000;136.0;151.0;13.12;4.0;9.0;72.5945945945946;0;3;126.594594594595;72.5945945945946;43.0;11.0;57.8918918918919;84.0;;20020.0;;15.8741536129793;7.60388334270906;15.2941092497865;79.027027027027;8.27027027027027;59.7297297297297;3.0;2.0;0.0;0.0;0.0;0.0;1.0;2.0;0.0;0.0
04027;04;044;0414;200071033;CC;9307;04000;252.0;244.0;11.26;13.0;9.0;103.004138190424;4;1;119.38387492756;103.004138190424;16.379736737136;0.0;75.1071840971838;93.0;;23490.0;;61.7220473436941;40.3296688866043;56.1588529606391;169.382097493098;12.8755172738029;126.609253192396;7.0;0.0;0.0;1.0;1.0;0.0;5.0;5.0;1.0;0.0
04028;04;043;0412;200067437;CA;9307;04000;122.0;121.0;41.24;4.0;9.0;70.53125;0;3;107.165647845325;70.53125;31.5462870334743;5.0881108118507;52.421875;57.0;;17850.0;;25.1493831035314;11.7587581035314;14.6972673715478;74.34375;5.71875;53.375;4.0;0.0;0.0;1.0;2.0;0.0;1.0;3.0;0.0;0.0
04030;04;042;0412;200068625;CC;9307;04000;57.0;58.0;56.8;3.0;4.0;35.0;1;0;93.0;35.0;55.0;3.0;27.0;;;;;14.0650549468522;4.01509036857761;12.7796610169492;32.0;5.0;21.0;4.0;3.0;0.0;0.0;0.0;0.0;1.0;2.0;0.0;0.0
04031;04;043;0412;200067437;CA;9307;04000;557.0;574.0;26.1;18.0;25.0;267.589188141563;4;4;394.905896370988;267.589188141563;81.2019950124684;46.1147132169574;188.240089199744;254.0;;20330.0;;87.5813528557901;40.8641282228133;100.965295784395;295.342273161292;31.5912077261844;214.416301051546;21.0;3.0;2.0;6.0;8.0;0.0;2.0;15.0;0.0;0.0
