INSEE_COM;DEP;ARR;CV;EPCI;NATURE_EPCI;ZE2020;UU2020;P19_POP;P13_POP;SUPERF;NAIS1319;DECE1319;P19_MEN;NAISD21;DECESD21;P19_LOG;P19_RP;P19_RSECOCC;P19_LOGVAC;P19_RP_PROP;NBMENFISC19;PIMP19;MED19;TP6019;P19_EMPLT;P19_EMPLT_SAL;P13_EMPLT;P19_POP1564;P19_CHOMEUR1564;P19_ACT1564;ETTOT19;ETAZ19;ETBE19;ETFZ19;ETGU19;ETGZ19;ETOQ19;ETTEF119;ETTEFP1019;Indice de Gini
51001;51;514;5123;200034718;CC;4402;51000;166.0;146.0;7.07;14.0;3.0;65.5802469135803;3;0;72.7846586782861;65.5802469135803;2.05840336134453;5.14600840336132;59.4320987654321;63.0;;22450.0;;15.7218531733153;7.82017447242189;7.79989759860331;105.543209876543;6.14814814814815;81.9753086419753;3.0;1.0;0.0;1.0;0.0;0.0;1.0;3.0;0.0;0.0
51002;51;512;5106;200066850;CC;4406;51000;1407.0;1456.0;21.88;66.0;162.0;587.416803939992;7;29;647.778794890219;587.416803939992;10.0603318250377;50.3016591251885;508.914517050702;571.0;;25200.0;;219.337687793012;161.45380658632;261.457261855297;849.752695120937;47.73874389001;651.398859369582;45.0;18.0;4.0;2.0;13.0;2.0;8.0;38.0;3.0;0.0
51003;51;511;5104;200066876;CA;4406;51000;276.0;263.0;11.24;21.0;7.0;113.0;5;3;121.0;113.0;0.0;8.0;100.0;114.0;;21810.0;;18.0833853867954;11.0833853867954;19.4398453398453;165.0;7.0;133.0;5.0;3.0;0.0;1.0;0.0;0.0;1.0;4.0;0.0;0.0
51004;51;512;5122;200066835;CC;4415;51000;117.0;102.0;15.24;4.0;8.0;55.9565217391304;2;0;64.1787439613527;55.9565217391304;4.11111111111112;4.11111111111112;38.6608695652174;52.0;;23800.0;;39.5905110935169;27.3882028998388;52.1159432252102;77.3217391304348;8.13913043478261;53.9217391304348;10.0;4.0;2.0;2.0;1.0;0.0;1.0;9.0;1.0;0.0
51005;51;512;5121;200066835;CC;4415;51000;175.0;163.0;15.77;8.0;5.0;73.0;4;6;98.0;73.0;11.0;14.0;61.0;73.0;;25510.0;;63.1205345496716;39.9387064331632;53.3832189145602;108.0;8.0;86.0;16.0;12.0;1.0;0.0;2.0;0.0;1.0;11.0;1.0;0.0
51006;51;514;5120;200067379;CC;4427;51000;147.0;144.0;6.93;5.0;10.0;69.0;3;0;82.0;69.0;4.0;9.0;57.0;69.0;;21390.0;;12.024956471271;6.02495647127102;14.1340811855107;81.0;8.0;63.0;3.0;1.0;0.0;1.0;0.0;0.0;1.0;2.0;0.0;0.0
51007;51;512;5107;245100615;CC;4406;51000;957.0;957.0;11.8;74.0;41.0;385.0;10;5;482.0;385.0;33.0;64.0;309.0;387.0;;26270.0;;364.446700435228;246.089504139953;367.874408077459;591.0;34.0;490.0;81.0;54.0;3.0;6.0;13.0;5.0;5.0;69.0;3.0;0.0
51008;51;514;5120;200068666;CA;4427;51000;218.0;217.0;10.07;13.0;16.0;102.88785046729;2;2;117.63785046729;102.88785046729;5.9;8.85;87.607476635514;96.0;;25040.0;;20.8963720119437;9.73208465230516;26.6962785410005;143.635514018692;14.2616822429907;113.07476635514;3.0;1.0;0.0;1.0;0.0;0.0;1.0;3.0;0.0;0.0
51009;51;512;5122;200066835;CC;4415;51000;834.0;838.0;8.05;36.0;59.0;414.945812807879;5;8;478.659322651735;414.945812807879;18.8007078227772;44.9128020210789;285.532019704432;403.0;;20670.0;;322.374004078122;290.98319861264;378.3176796261;484.788177339902;55.4630541871922;361.536945812808;35.0;6.0;5.0;4.0;13.0;4.0;7.0;25.0;7.0;0.0
51010;51;512;5122;245100979;CC;4415;51000;139.0;147.0;13.7;11.0;8.0;57.5791693664731;2;1;76.5791693664731;57.5791693664731;12.0;7.0;54.6009364682072;59.0;;22960.0;;18.8486399322687;7.92126553367209;32.0845177973934;89.354885988439;7.94590391560736;70.4927442994219;6.0;3.0;1.0;1.0;0.0;0.0;1.0;6.0;0.0;0.0
