INSEE_COM;DEP;P19_POP;P13_POP;SUPERF;NAIS1319;DECE1319;P19_MEN;NAISD21;DECESD21;P19_LOG;P19_RP;P19_RSECOCC;P19_LOGVAC;P19_RP_PROP;NBMENFISC19;PIMP19;MED19;TP6019;P19_EMPLT;P19_EMPLT_SAL;P13_EMPLT;P19_POP1564;P19_CHOMEUR1564;P19_ACT1564;ETTOT19;ETAZ19;ETBE19;ETFZ19;ETGU19;ETGZ19;ETOQ19;ETTEF119;ETTEFP1019;Indice de Gini
59001;59;469.0;461.0;5.67;29.0;19.0;185.196152680829;3;4;201.434958650978;185.196152680829;6.08955223880597;10.1492537313433;168.894771897261;180.0;;23970.0;;69.7490995489026;50.5414432527364;62.1174261603705;309.021347334574;19.2378942725513;226.885149743096;9.0;0.0;0.0;1.0;6.0;3.0;2.0;7.0;0.0;0.0
59002;59;4309.0;4315.0;7.27;395.0;251.0;1860.35817024283;51;32;1984.93315726929;1860.35817024283;3.03841431771868;121.536572708747;1048.54704079224;1753.0;41.0;18520.0;20.0;338.024270090873;270.534219258942;379.028175876767;2607.14312662108;354.595850035371;1838.00542324924;38.0;2.0;2.0;10.0;17.0;5.0;7.0;28.0;4.0;0.233
59004;59;1320.0;1122.0;6.55;51.0;26.0;485.870426077022;11;12;522.404587567705;485.870426077022;5.37267080745339;31.1614906832297;386.306558983053;478.0;;27850.0;;213.346583412354;163.901272787733;179.411806697462;858.114519636481;34.6838429989168;681.838905440837;24.0;9.0;0.0;2.0;10.0;1.0;3.0;17.0;5.0;0.0
59005;59;3456.0;3387.0;5.55;206.0;112.0;1361.0;36;27;1422.0;1361.0;8.0;53.0;1103.0;1396.0;68.0;24760.0;;298.99969282139;235.131928959041;314.464845018167;2327.0;142.0;1734.0;43.0;4.0;4.0;8.0;18.0;6.0;9.0;33.0;6.0;0.207
59008;59;10085.0;10536.0;6.52;929.0;501.0;3914.95004250929;129;91;4336.56905461319;3914.95004250929;16.806647279348;404.812364824551;2013.0579405517;3700.0;37.0;16820.0;28.0;2324.52412581123;2061.93099298548;2325.98397796788;6468.34046728009;1015.36067012582;4285.39738322561;133.0;2.0;16.0;13.0;73.0;23.0;29.0;88.0;32.0;0.233
59009;59;61957.0;62616.0;27.46;4936.0;1970.0;26833.9382232823;684;399;28797.8617229095;26833.9382232823;571.316374177428;1392.6071254498;10442.2089760015;23073.0;56.0;21110.0;20.0;53439.8620552718;50623.7799858728;52288.5302193132;42391.7448054656;4952.01233204539;27735.1231438471;2436.0;8.0;78.0;141.0;1885.0;510.0;324.0;1486.0;736.0;0.317
59011;59;10471.0;10246.0;9.01;655.0;509.0;4160.73005714772;100;101;4368.54091299597;4160.73005714772;4.80383529274901;203.007020555499;2771.24190525586;4148.0;58.0;22370.0;11.0;2190.32420419144;1895.90697035177;2139.58803111181;7036.91085018476;602.30737676878;4815.37862283543;188.0;5.0;11.0;23.0;114.0;31.0;35.0;135.0;33.0;0.238
59012;59;3221.0;3354.0;22.24;210.0;159.0;1280.2575534977;30;40;1513.02852301584;1280.2575534977;56.1860960905845;176.584873427551;876.813463964057;1274.0;39.0;18070.0;26.0;386.776680284743;314.709504389669;381.02044122517;1910.89906267216;294.128525453797;1304.15258033988;33.0;1.0;6.0;6.0;12.0;7.0;8.0;20.0;5.0;0.246
59013;59;1517.0;1347.0;2.3;101.0;41.0;577.681900479351;17;13;609.858450621943;577.681900479351;3.21765501425925;28.9588951283332;463.758483688175;602.0;;25970.0;;131.890068434766;78.857186144932;121.996170617138;980.066720036902;49.7445936216868;758.830225206988;24.0;0.0;2.0;3.0;14.0;5.0;5.0;21.0;1.0;0.0
59014;59;13329.0;13092.0;3.64;1224.0;815.0;5552.27017503434;148;142;6266.034996434;5552.27017503434;38.2280421025288;675.536779297129;2367.02809518091;5388.0;35.0;15880.0;32.0;4031.0384276512;3634.81347952292;4172.88186266245;8290.28845407513;1483.7878773782;5362.44557989503;349.0;0.0;34.0;23.0;211.0;60.0;81.0;248.0;76.0;0.232
