INSEE_COM;DEP;total;total_immigrés;total_immigrés_actifs;total_immigrés_chômeurs;total_immigrés_retraités;total_immigrés_élèves;total_immigrés_femmes-h._au_foyer;total_français;total_français_actifs;total_français_chômeurs;total_français_retraités;total_français_élèves;total_français_femmes-h._au_foyer
39001;39;665.954282795296;19.1175437746862;8.07125976075366;0.0;11.0462840139325;0.0;0.0;646.83673902061;370.23414628752;27.4465108579804;171.657444347385;42.0596642439043;19.3065725939363
39006;39;363.111755234527;7.00578483290923;3.99030127905086;0.0;3.01548355385837;0.0;0.0;356.105970401617;202.352418724487;9.96503332881786;100.074557397678;27.6499083738777;8.01488455075248
39009;39;414.010407400432;17.7195644035852;10.6991370643961;1.02452945209027;4.97136843500854;0.0;0.0;396.290842996847;210.855976615237;16.4287033998957;122.858845085924;28.144230026161;11.3114754348035
39010;39;76.8260869565218;5.05434782608695;3.03260869565217;0.0;1.01086956521739;0.0;1.01086956521739;71.7717391304348;31.3369565217392;5.05434782608695;27.2934782608696;2.02173913043478;2.02173913043478
39011;39;341.035886331807;2.93653294132838;2.93653294132838;0.0;0.0;0.0;0.0;338.099353390479;157.894623506392;20.3422521081854;123.052688246804;20.3422521081854;4.84339335909177
39013;39;2893.04062312021;130.342484154118;45.8418920505414;9.64298887678256;49.7520976560084;1.87379858627779;4.88664936982928;2762.69813896609;1157.5468703209;132.377671764948;1140.44561539674;121.922312875953;59.3212053688188
39016;39;925.388286698808;111.198830929009;54.0463608586717;7.65545453293276;23.500673092476;0.973373345790111;14.4914716402302;814.189455769799;347.818285881435;43.4145222560664;345.386679544936;39.048289017848;12.5650056857991
39017;39;981.135451505017;28.2341137123746;16.133779264214;2.01672240802676;7.05852842809364;0.0;0.0;952.901337792642;516.28093645485;35.2926421404683;335.784280936454;41.3428093645485;8.06688963210703
39018;39;546.11039723513;20.137062569935;12.0927355752057;2.00013794785603;3.02415648806016;1.01035493917923;1.01035493917923;525.973334665195;233.895459344304;17.1116180043823;138.740628227094;27.1993964418997;5.03257834086388
39022;39;591.963818189139;7.0910915782325;4.04640890716995;0.0;3.04468267106255;0.0;0.0;584.872726610906;277.929622899344;31.3303769324377;211.027065166529;29.2269282550062;18.1621727558583
39025;39;236.618924717415;1.00338081944213;0.0;1.00338081944213;0.0;0.0;0.0;235.615543897973;110.671422363693;18.4168168251188;86.7224823717023;8.02906084098494;4.94826833003644
39026;39;149.477528089888;2.03370786516854;1.01685393258427;0.0;1.01685393258427;0.0;0.0;147.443820224719;83.3820224719101;2.03370786516854;51.8595505617977;10.1685393258427;0.0
39030;39;673.0;16.0;13.0;0.0;3.0;0.0;0.0;657.0;320.0;36.0;233.0;39.0;11.0
