INSEE_COM;DEP;total;total_immigrés;total_immigrés_actifs;total_immigrés_chômeurs;total_immigrés_retraités;total_immigrés_élèves;total_immigrés_femmes-h._au_foyer;total_français;total_français_actifs;total_français_chômeurs;total_français_retraités;total_français_élèves;total_français_femmes-h._au_foyer
38001;38;5101.63142745779;356.171028452508;132.469500134895;38.375020407306;107.54177921566;10.0882784240059;42.4383198109425;4745.46039900528;2370.15900576377;357.469153042359;1399.52012199477;285.92593129148;109.21891362594
38002;38;806.325493885232;31.428033866416;24.5531514581375;0.0;5.89275634995304;0.0;0.982126058325476;774.897460018816;483.206020696143;28.4816556914394;174.81843838194;61.8739416745057;6.87488240827841
38003;38;910.361538461541;51.0666666666664;27.4974358974357;2.94615384615384;8.83846153846155;0.982051282051274;8.83846153846142;859.294871794874;495.935897435898;36.3358974358976;217.033333333336;73.6538461538456;24.5512820512819
38004;38;967.962252644567;58.0489047624543;32.9970044976764;4.00627319364843;12.0356941746377;0.0;4.99689390917309;909.913347882112;512.961655308319;55.0534815883266;237.02442629188;63.8711632810919;15.9780497740401
38006;38;3306.0;320.0;142.0;19.0;126.0;7.0;10.0;2986.0;1635.0;185.0;827.0;182.0;58.0
38009;38;867.029736365228;32.8941516639221;12.3085551407787;3.06096114786425;11.250777905604;0.0;2.0830879754852;834.135584701305;390.781814082841;57.8355939800426;289.852776162191;44.4931918992401;26.0433555598397
38010;38;554.0;18.0;10.0;1.0;6.0;0.0;0.0;536.0;335.0;33.0;115.0;33.0;8.0
38011;38;893.342602207068;48.9964367499745;20.7819402018882;4.05606891915526;16.0809039339044;0.986912495373603;4.00250734917888;844.346165457094;553.985767656629;35.3567256211536;175.997604329658;44.560803572549;16.1896615333372
38012;38;2235.0;192.0;97.0;13.0;46.0;5.0;19.0;2043.0;1085.0;157.0;522.0;140.0;64.0
38013;38;2645.0;153.0;71.0;9.0;52.0;3.0;11.0;2492.0;1516.0;104.0;583.0;199.0;34.0
