INSEE_COM;DEP;total;total_immigrés;total_immigrés_actifs;total_immigrés_chômeurs;total_immigrés_retraités;total_immigrés_élèves;total_immigrés_femmes-h._au_foyer;total_français;total_français_actifs;total_français_chômeurs;total_français_retraités;total_français_élèves;total_français_femmes-h._au_foyer
37001;37;997.36520084667;24.0203615796212;8.99986114174827;1.01554675331567;8.07826469814943;1.93541154394953;1.96018393582695;973.344839267049;386.905973778829;48.8337710037524;437.834217023547;45.8688150575622;23.7267450434182
37002;37;1365.55453470425;33.928982979899;18.8510976415682;1.98024030809894;8.22902207760819;3.86874315429177;0.0;1331.62555172435;763.793522045048;75.16005421667;292.897112969706;105.97107638776;11.5890837217086
37003;37;10476.2301974784;920.531006598218;408.119816785343;142.727567002712;236.252052024116;30.8485753093275;46.0124229734169;9555.69919088023;4162.13104738976;725.63897764555;3436.93280467097;665.410309691573;163.229592648921
37004;37;345.098178628545;6.08702399830847;3.07137113503511;0.0;2.00305508456844;0.0;1.01259777870492;339.011154630236;173.171360906387;13.1871365955097;119.989513868168;20.5218164903664;5.10812908679079
37006;37;2162.23294978684;81.6699747414793;35.8551108621131;6.97182711207681;22.9074319396839;6.97182711207734;5.975851810352;2080.56297504536;1190.19048556181;79.6780241380292;638.420168405981;114.507729439467;17.9275554310568
37007;37;148.0;5.0;2.0;0.0;3.0;0.0;0.0;143.0;62.0;8.0;60.0;9.0;1.0
37008;37;2136.00125952124;51.5228627053887;28.7722348205563;1.99937978217733;12.5668390220105;2.04582615040394;5.13916281734289;2084.47839681585;1204.10374613772;92.2102710589919;588.728776809762;141.907079502436;27.5879351130244
37009;37;352.836131430527;5.06711345155839;3.0117993578108;0.0;1.07456523268778;0.980748861059811;0.0;347.769017978968;183.708831459335;21.5427208962199;97.7531924419614;28.3288310620877;4.15431058814674
37010;37;1747.45623323975;28.1258432295566;19.0987714313998;1.00384333353334;2.01908908905872;2.00200962622628;2.00200962622627;1719.33039001019;887.348724019827;75.4177461194396;566.881916556173;100.361026896245;29.1467496995844
37011;37;1535.54815519539;56.0751885260136;37.7167328799646;8.69611056918104;5.79740704612081;0.966234507686777;0.0;1479.47296666938;706.351012199222;86.0284582643038;492.813186000448;98.5559197840514;47.3454908766526
