INSEE_COM;DEP;total;total_immigrés;total_immigrés_actifs;total_immigrés_chômeurs;total_immigrés_retraités;total_immigrés_élèves;total_immigrés_femmes-h._au_foyer;total_français;total_français_actifs;total_français_chômeurs;total_français_retraités;total_français_élèves;total_français_femmes-h._au_foyer
50002;50;3480.09693556626;120.273246865952;74.3151769253037;27.3792757093225;6.84481892733069;5.86698765199771;1.95566255066595;3359.8236887003;1499.17183740081;119.304550195884;1383.65341845398;221.575860658039;51.9137130238972
50003;50;2552.75017640136;34.8239533154119;11.7815896431655;4.0384121461462;12.2732977161834;1.94315214404715;0.0;2517.92622308595;824.831000757176;110.973296822939;1408.12305230233;73.3924373347418;45.6033709905639
50004;50;430.323039789141;7.98955666954215;3.00834478050768;1.00269370520478;1.97313077342013;0.0;2.00538741040956;422.333483119599;216.984825484714;27.1626563586001;129.754472528151;26.3021909948141;10.0613116289433
50006;50;123.0;3.0;2.0;0.0;0.0;1.0;0.0;120.0;73.0;5.0;28.0;9.0;1.0
50008;50;361.261958997722;4.0364464692483;4.0364464692483;0.0;0.0;0.0;0.0;357.225512528474;215.949886104783;16.1457858769932;95.8656036446469;15.1366742596811;5.04555808656036
50013;50;324.203163022584;6.99062480864438;3.00476731388781;0.0;2.9924679596315;0.0;0.0;317.21253821394;132.24248126865;19.9177402115339;139.233934718327;12.8539191113735;4.95524815539089
50015;50;583.862555265962;9.13736031824752;3.05170203336534;1.01723401112178;4.05119026263862;0.0;0.0;574.725194947715;229.894886513522;15.2585101668267;293.986353659952;17.2929781890703;2.03446802224356
50016;50;151.49720670391;9.15083798882681;4.06703910614525;0.0;4.06703910614525;0.0;0.0;142.346368715084;70.1564245810055;9.15083798882681;53.8882681564245;2.03351955307263;3.05027932960893
50022;50;98.2456140350877;4.91228070175438;1.96491228070175;0.0;1.96491228070175;0.0;0.0;93.3333333333333;35.3684210526316;2.94736842105263;39.2982456140351;3.92982456140351;6.87719298245614
50025;50;8846.16101392243;274.95818216896;141.382844444558;52.2163700665126;44.0495009800129;17.1809339300241;6.03890956832835;8571.20283175347;3731.88199683161;570.096648537636;3209.24290945111;540.417956221929;135.097079613047
50027;50;762.76442950439;22.4746478576395;13.2770551482707;4.10099931437551;3.05147791915688;1.02795616945075;1.01715930638563;740.28978164675;418.395005690782;41.9303229894222;221.570335810742;42.0979178269156;4.07943408860763
50028;50;83.8490566037736;2.85849056603774;0.0;0.0;2.85849056603774;0.0;0.0;80.9905660377359;34.3018867924529;7.62264150943397;29.5377358490566;5.71698113207548;0.952830188679245
50029;50;1019.42321966821;54.180281518033;21.0467662389006;6.00935267780833;21.1198004763799;1.99812697846312;3.00815560556594;965.242938150179;375.794949022462;37.1238655463058;452.273797724904;40.9520724067051;7.01095376678951
50031;50;2012.0;62.0;24.0;6.0;25.0;0.0;5.0;1950.0;642.0;87.0;1043.0;60.0;39.0
50032;50;840.671173165681;16.6821688186567;9.40944123501177;3.13160352450812;1.06145054308194;2.08313289922773;0.996540616827095;823.989004347024;490.564696184489;19.9564031032022;224.171651087941;69.2869274190782;5.26748452847355
50034;50;440.075852199513;7.99083681967466;4.82255272937482;0.0;0.0;0.0;2.16089765384363;432.085015379839;266.778930978272;14.8383601976973;121.177954330494;24.152482039538;4.12990139738137
50036;50;349.0;3.0;1.0;0.0;0.0;0.0;2.0;346.0;177.0;22.0;116.0;14.0;9.0
50038;50;335.602359584591;3.10669043632094;2.07952247915853;0.0;1.02716795716241;0.0;0.0;332.49566914827;175.588495340551;22.0609448198149;98.0942761149854;14.318001310728;11.9248150388458
50040;50;113.238095238095;7.80952380952381;3.9047619047619;0.0;2.92857142857143;0.0;0.976190476190476;105.428571428571;45.8809523809523;2.92857142857143;44.9047619047619;5.85714285714286;0.976190476190476
50041;50;9108.18595688778;106.765298609028;37.49219984547;14.5114016154973;31.5521921431698;3.52813783327355;13.5677393678071;9001.42065827875;5039.64845680779;422.724066866965;2496.21424513132;541.567024252789;275.194895530793
50044;50;259.699319148238;6.14212180822083;4.10004483683769;1.02103848569157;1.02103848569157;0.0;0.0;253.557197340017;151.14980390546;15.4913625993616;66.4769424193212;9.06464702662401;0.0
50045;50;496.0;3.0;2.0;0.0;0.0;0.0;1.0;493.0;309.0;15.0;114.0;34.0;12.0
50046;50;343.502772564932;3.08859404956905;1.02953134985635;0.0;1.02953134985635;0.0;1.02953134985635;340.414178515363;203.864301919746;15.3400696510042;96.9738291882866;7.90525930245151;4.03654950525557
50048;50;440.0;12.0;4.0;2.0;6.0;0.0;0.0;428.0;229.0;21.0;141.0;18.0;2.0
50049;50;543.647416413374;21.063829787234;2.00607902735562;0.0;15.0455927051672;0.0;4.01215805471124;522.58358662614;248.753799392097;28.0851063829787;176.534954407295;26.0790273556231;21.063829787234
50052;50;118.344827586207;2.95862068965517;0.0;0.0;1.97241379310345;0.0;0.986206896551724;115.386206896552;56.2137931034483;10.848275862069;38.4620689655173;4.93103448275862;0.986206896551724
50058;50;1405.88528678305;29.28927680798;10.0997506234413;4.03990024937658;10.0997506234415;2.01995012468825;1.00997506234413;1376.59600997507;626.184538653366;56.5586034912718;591.84538653367;48.4788029925181;27.2693266832917
50059;50;256.358006465127;3.0533602105224;0.0;0.0;2.037527749853;0.0;1.0158324606694;253.304646254605;145.168206921415;13.2586551682215;70.28898003609;15.3845659111013;6.13911848878081
50060;50;348.43841611548;12.2256321025252;3.05528126137664;1.0194288246241;7.13262009465624;1.01830192186821;0.0;336.212784012955;169.105725576237;13.2416825722413;124.330861573613;10.1818934233746;5.08963351434493
50062;50;99.5752212389381;14.3716814159292;2.05309734513274;0.0;10.2654867256637;0.0;1.02654867256637;85.2035398230089;46.1946902654867;10.2654867256637;22.5840707964602;2.05309734513274;2.05309734513274
50066;50;2124.10289115647;38.5358431251289;15.798185941043;3.94954648526076;13.8511775922491;0.0;2.9621598639456;2085.56704803134;723.754393424034;83.9278628117914;1095.2182668522;90.8395691609968;39.4954648526077
50069;50;272.0;4.0;1.0;0.0;1.0;0.0;0.0;268.0;168.0;9.0;72.0;11.0;2.0
50072;50;158.753488372093;0.0;0.0;0.0;0.0;0.0;0.0;158.753488372093;109.451162790698;1.97209302325581;33.5255813953488;5.91627906976744;0.0
50074;50;1830.04804069235;39.0142445357853;17.9845387921642;3.96489056986335;13.0539415845911;0.0;1.00271839729167;1791.03379615656;780.396188332653;67.8808296737238;739.995809606122;79.5907593694954;67.0542006863683
50076;50;2937.97230969921;38.9002341883621;14.2339207563986;4.05311770205336;14.549121087152;3.03203732137906;1.02108038067431;2899.07207551085;1132.09825697805;160.792733381358;1343.20045238043;133.520900047492;48.9165360567482
50077;50;884.0;14.0;5.0;5.0;3.0;0.0;0.0;870.0;432.0;26.0;309.0;56.0;20.0
50079;50;326.589552238806;2.03482587064676;1.01741293532338;0.0;0.0;0.0;0.0;324.554726368159;183.134328358209;12.2089552238806;94.6194029850747;17.2960199004975;5.08706467661692
50081;50;673.0;8.0;2.0;1.0;3.0;1.0;1.0;665.0;286.0;23.0;289.0;37.0;17.0
50082;50;4790.62538545375;77.7385241609236;27.8631034775692;5.73292587284206;23.429924933256;0.988420120774202;9.85491654969956;4712.88686129283;2244.60837996391;275.896815504601;1602.91281460293;247.891193394685;177.561004035565
50083;50;453.182008680588;4.0520812764638;1.01302031911595;2.0260406382319;0.0;0.0;1.01302031911595;449.129927404125;264.147800457887;23.4348559818358;112.361668155807;25.664907954496;13.3221857385148
50084;50;465.049247874519;7.85994918008363;6.96616747241337;0.893781707670256;0.0;0.0;0.0;457.189298694435;214.180692269503;17.2875077807236;180.286215364384;20.7361534023371;11.0505637098021
50085;50;1031.34650817675;9.00902619994567;4.00500263964419;0.96525151440488;2.0193860229483;1.00969301147415;0.0;1022.3374819768;490.053884945492;54.9940738029302;384.430517812246;41.7216741873371;13.0698968137475
