CODGEO;DEP;tx_descolarisation
01329;01;30.0751879699248
01330;01;18.7919463087248
01331;01;15.5405405405406
01332;01;20.3071019430754
01333;01;18.5112358600435
01334;01;20.3907555636136
01335;01;14.828897338403
01336;01;18.7864644107352
01337;01;23.9863016842828
01338;01;20.5379060422354
01339;01;14.71597043828
01342;01;8.2687338501292
01343;01;21.5541947186933
01344;01;16.9306268124024
01345;01;17.224880382775
01346;01;20.9935897435898
01347;01;12.2818791946309
01348;01;25.4195344494241
01349;01;12.8192056410742
01350;01;21.1218309586558
01351;01;22.3120888086606
01352;01;27.8887469577116
01353;01;14.5832062907162
01354;01;13.140756302521
01355;01;23.6029127759793
01356;01;18.4931506849315
01357;01;25.3333333333333
01358;01;23.719390314354
01359;01;24.3093922651934
01360;01;13.7349191467277
01361;01;8.89084507042254
01362;01;16.0791355956253
01363;01;19.0051967334818
01364;01;25.7449915143848
01365;01;25.0325371677031
01366;01;15.7385403939718
01367;01;29.6021305142354
01368;01;20.1273688852928
01369;01;18.4579121944063
01370;01;22.8296887011821
01371;01;15.6813597447856
01372;01;27.5639635580068
01373;01;23.193313535576
01374;01;15.4834326165238
01375;01;18.5639229422067
01376;01;27.2724909502754
01378;01;14.358414035468
01379;01;17.3752310536044
01380;01;25,00
01381;01;19.0033392103167
01382;01;18.0671547147396
01383;01;25.5500313132869
01384;01;28.6151960784314
01385;01;15.6091563509523
01386;01;15.1459040711755
01387;01;13.0952380952381
01388;01;37.7759117870088
01389;01;24.6084869196243
01390;01;20.2185792349727
01391;01;19.8754924561001
01392;01;14.4503467570622
01393;01;14.2806885979195
01396;01;36.0349747225552
01397;01;9.15300546448087
01398;01;17.8399088183937
01399;01;10.2223913556627
01400;01;23.3644859813085
01401;01;9.92720052945066
01402;01;22.8338526177233
01403;01;24.5226130653266
01404;01;23.3644859813083
01405;01;20.26286966046
01406;01;35.9712230215827
01407;01;19.3850267379679
01408;01;18.0271274592764
01410;01;12.8318584070796
01411;01;27.7697650966147
01412;01;22.1654358829122
01415;01;31.9292039944298
01416;01;28.8492906699483
01418;01;13.7498411002232
01419;01;9.75538595461569
01420;01;24.8085025706236
01421;01;18.3333333333333
01422;01;15.786827375329
01423;01;12.1133612237809
01424;01;11.231055753727
01425;01;19.8652405420935
01426;01;17.717964318521
01427;01;21.9869706840391
01428;01;12.0481927710843
01429;01;18.5578267819705
01430;01;11.7021276595745
01431;01;14.8273874187244
01432;01;19.8564425030089
01433;01;39.0347080246144
01434;01;12.3493975903614
01435;01;11.5020297699594
01436;01;16.7824840861304
01437;01;30.2469135802469
01439;01;29.7297297297297
01441;01;19.8239565023374
01443;01;22.7704134685007
01444;01;15.7953281423804
01445;01;16.8591224018476
01446;01;17.0474153928338
01447;01;23.4674063967973
01448;01;10.0756207901284
01449;01;13.0220273798748
01450;01;19.3908061564284
01451;01;19.7927549065175
01452;01;24.4994110718492
01453;01;25.9680308381235
01454;01;18.8535031847134
01456;01;19.2982456140351
01457;01;28.5042550656899
02001;02;26.7567567567567
02002;02;25.019656912691
02003;02;24.034196790787
02004;02;34.0277777777777
02005;02;19.3199839768784
02006;02;19.3236714975845
02007;02;24.5098039215686
02008;02;24.2162892909601
02009;02;21.0626789147903
02010;02;23.1404958677686
02011;02;25.0034908753126
02012;02;20,00
02013;02;22.4199288256228
02014;02;18.8811287415781
02015;02;13.3333333333333
02016;02;20.8053691275168
02017;02;19.0577111838895
02018;02;26.2095866214253
02019;02;29.5125321127849
02020;02;25.0720461095101
02021;02;23.5294117647058
02022;02;28.0080418957007
02023;02;14.1025641025641
02024;02;35.8974358974357
02025;02;22.3073082352872
02027;02;29.3103448275862
02028;02;23.520329387545
02029;02;21.6417910447761
02030;02;34.1556493634731
02031;02;37.4382899175255
02032;02;37.7049180327869
02033;02;22.3529411764706
02034;02;26.5060240963855
02035;02;25,00
02036;02;29.8245614035088
02037;02;20.6380857427717
02038;02;53.3333333333334
02039;02;36.2994660094069
02040;02;29.6000000000001
02041;02;26.3955767238243
02042;02;33.5010249088255
02043;02;32.6530612244898
02044;02;18.75
02046;02;19.7546451195964
02047;02;36.5591397849462
02048;02;20.8333333333334
02049;02;20.0950192912466
02050;02;27.0742358078603
02051;02;29.7029702970297
02052;02;19.8019801980199
02053;02;24.5889264444084
02054;02;23.0801690401888
02055;02;28.5714285714285
02056;02;17.3553719008264
02057;02;40.8837036659305
02058;02;29.0055220375857
02059;02;36.4698045908154
02060;02;30.1663426738175
02061;02;25.7269895291937
02062;02;23.7113402061855
02063;02;20.3953747945944
02064;02;36.2817064522987
02065;02;29.227402156446
02066;02;17.687074829932
02067;02;31.4465408805032
02068;02;23.4375
02069;02;38.4615384615384
02070;02;23.7082066869301
02071;02;25.8274448241951
02072;02;22.6027397260273
02073;02;27.0755165627963
02074;02;20.0471698113208
02075;02;16.7785234899329
02076;02;16.1904761904763
02077;02;25.786055824331
02078;02;27.6785714285714
02079;02;32.2314049586777
02080;02;18.5873605947955
02081;02;24.3232830592929
02082;02;31.7073170731708
02083;02;25.0936011331742
02084;02;18.3685803307211
02085;02;18.0655532289618
02086;02;23.6074270557029
02087;02;15.3846153846154
02088;02;22.5806451612903
02089;02;29.688288928134
02090;02;32.2368421052631
02091;02;23.943661971831
02093;02;31.5499371006017
02094;02;18.0025172109774
02095;02;43.2
02096;02;23.4899328859061
02097;02;25.7602916266217
02098;02;22.9564681322418
02099;02;15.625
02100;02;23.7113402061856
02101;02;32.8571428571429
02102;02;30.1587301587302
02103;02;33.2577401814435
02104;02;18.1818181818182
02105;02;28.7769784172662
02106;02;37.8457890866568
02107;02;39.7260273972603
02108;02;12.5
02109;02;23.6914600550964
02110;02;33.5715130817043
02111;02;19.3541522340185
02112;02;27.0318593286099
02114;02;32.4018993078688
02115;02;33.1081081081081
02116;02;36.697247706422
02117;02;25,00
02118;02;39.3258426966292
02119;02;20.6349206349206
02120;02;30.8219178082192
02121;02;30.5263157894738
02122;02;23.2558139534884
02123;02;27.1740347383667
02124;02;29.1710218057258
02125;02;17.5613516636897
02126;02;41.1427472971769
02127;02;27.027027027027
02128;02;17.1378091872792
02129;02;13.3333333333333
02130;02;25.1700680272109
02131;02;19.8228976154659
02132;02;14.5985401459854
02133;02;23.5597968736821
02134;02;27.3714932586032
02135;02;42.938366935888
02136;02;27.7227722772277
02137;02;11.3402061855671
02138;02;19.8581560283688
02139;02;22.8225762833144
02140;02;20.7817964371695
02141;02;40.2184858145435
02142;02;23.8095238095239
02143;02;22.8571428571429
02144;02;13,00
02145;02;17.6039119804401
02146;02;23.1884057971015
02148;02;34.0606285785405
02149;02;18.1818181818182
02150;02;23.4042553191489
02151;02;12.3595505617977
02152;02;30.8823529411765
02153;02;16.2852414010168
02154;02;21.8390804597701
02155;02;23.4042553191489
02156;02;26.9662921348314
02157;02;19.4662480376767
02158;02;19.1489361702128
02159;02;20.3539823008849
02160;02;44.5173282304113
02162;02;25.7894736842105
02163;02;30.3185924385472
02164;02;24.6024746112945
02165;02;27.9391664482758
02166;02;17.8181818181818
02167;02;21.9242902208202
02168;02;34.4725509916754
02169;02;28.5714285714285
02170;02;21.7821782178218
02171;02;21.5384615384615
02172;02;29.5081967213115
02173;02;31.1222328520387
02174;02;20.0336700336701
02175;02;21.1864406779661
02176;02;19.1489361702128
02177;02;16.8316831683168
02178;02;19.4805194805195
02179;02;18.2142857142857
02180;02;22.4528301886793
02181;02;46.875
02182;02;35.7142857142857
02183;02;15.9420289855072
02184;02;39.8777703880381
02185;02;19.4945848375451
02186;02;31.7830758960059
02187;02;17.9185066920205
02188;02;26.6666666666667
02189;02;36.0974086273277
02190;02;21.7416993178738
02191;02;25.122399785389
02192;02;20.6766917293233
02193;02;35.4166666666667
02194;02;40.625
02195;02;17.3047473200613
02196;02;24.9496019383209
02197;02;19.8412698412698
02198;02;26.1627906976744
02199;02;26.8518518518519
02200;02;20.2380952380952
02201;02;41.3618839484823
02203;02;35.8454004643533
02204;02;29.0909090909091
02205;02;18.5430463576159
02206;02;34.5454545454545
02207;02;19.4630872483221
02208;02;16.243654822335
02209;02;29.4631983677066
02210;02;22.7611940298507
02211;02;31.7895520046186
02212;02;28.4400282931325
02213;02;25.8958742118591
02214;02;30.2325581395349
02215;02;27.5320124436181
02216;02;23.3786990753634
02217;02;28.5837170786087
02218;02;24.5015543564522
02219;02;25.5813953488371
02220;02;14.4808821504078
02221;02;23.1481481481481
02222;02;30.4347826086957
02223;02;24.7787610619469
02224;02;33.6320481345077
02225;02;27.2727272727273
02226;02;32.258699096814
02227;02;24.2105263157895
02228;02;30.9612243028748
02229;02;21.2765957446808
02230;02;21.1274170003262
02231;02;20.3133180126857
02232;02;60.2235753674604
02233;02;24.5283018867926
02234;02;16.6666666666666
02235;02;24.0963855421686
02236;02;27.0833333333333
02237;02;36.2498109932529
02238;02;27.9150876960716
02239;02;21.8462154155673
02240;02;21.7105263157895
02241;02;13.5431743151961
02242;02;23.3125483657932
02243;02;29.6339146602848
02244;02;14.6341463414634
02245;02;26.2546534492116
02246;02;25.1655797625924
02248;02;31.5315315315315
02249;02;29.9999999999999
02250;02;23.0769230769231
02251;02;36.3636363636364
02252;02;26.778228381113
02253;02;21.0742563350214
02254;02;14.1304347826087
02255;02;24.2990654205607
02256;02;28.2608695652174
02257;02;21.85902229059
02258;02;20.2170616801173
02259;02;19.6836158811316
02260;02;28.4963169300673
02261;02;13.840830449827
02262;02;20.125786163522
02263;02;32.9268292682927
02264;02;32.9136690647482
02265;02;54.320987654321
02266;02;24.3902439024391
02267;02;18.6274509803922
02268;02;20.5964129374208
02269;02;18.1818181818181
02270;02;30.4347826086956
02271;02;26.8817204301075
02272;02;18.8679245283018
02273;02;28.6666666666666
02274;02;25.3333333333333
02275;02;42.9787234042554
02276;02;25,00
02277;02;24.1666666666666
02278;02;17.2413793103448
02279;02;18.3294663573086
02280;02;18.3946488294314
02281;02;20.5263157894737
02282;02;18.0379746835443
02283;02;32.5471698113208
02284;02;33.3333333333333
02286;02;37.9895828762466
02287;02;21.9160427389121
02288;02;24.3243243243243
02289;02;19.1693290734824
02290;02;25.2169720347155
02291;02;26.8191019105057
02292;02;28.9911851126345
02293;02;32.8221463998709
02294;02;24.2603550295858
02295;02;35.1109492448356
02296;02;28.2937365010799
02297;02;18.6046511627907
02298;02;37.1989295272079
02299;02;25.44080604534
02302;02;20.9890192525411
02303;02;14.2379746576421
02304;02;34.3189529810955
02305;02;37.6224470633249
02306;02;35.7512953367876
02307;02;29.7739132212637
02308;02;34.3657030443721
02309;02;20.8811667163234
02310;02;32.5337483785206
02311;02;17.3469387755102
02312;02;31.4174186067918
02313;02;29.2168674698795
02315;02;24.9444917827147
02316;02;21.4953271028037
02317;02;27.0588235294118
02318;02;31.5943371635239
02319;02;33.8888888888889
02320;02;13.7712081595514
02321;02;25.74568288854
02322;02;25.4665350296102
02323;02;21.2765957446809
02324;02;27.214032219117
02326;02;22.554347826087
02327;02;34.1880341880342
02328;02;14.7246006923073
02329;02;25.0024799489417
02330;02;18.6271926020632
02331;02;36.8421052631579
02332;02;27.3684210526316
02333;02;31.25
02334;02;34.4671201814059
02335;02;21.5827338129496
02336;02;20.2020202020202
02337;02;28.169014084507
02338;02;26.6304347826087
02339;02;23.0696641436495
02340;02;28.455694846999
02341;02;24.8568452139054
02342;02;21.2962962962963
02343;02;24.1379310344828
02345;02;21.875
02346;02;29.3265883296802
02347;02;23.1222362111629
02349;02;28.2608695652174
02350;02;28.2828282828283
02351;02;17.0731707317073
02352;02;26.7485731845331
02353;02;28,00
02354;02;36.8421052631579
02355;02;17.7679882525698
02356;02;19.7368421052632
02357;02;14.8936170212766
02358;02;30.5220883534137
02359;02;18.7500000000001
02360;02;22.1913625210082
02361;02;38.870912593548
02362;02;22.7405875664765
02363;02;35.3535353535355
02364;02;13.7051912584557
02366;02;25.1101321585903
02367;02;34.3137254901961
02368;02;20.4598228638781
02369;02;32.6080670059494
02370;02;21.8742963244502
02371;02;25.4773028247216
02372;02;27.1028199089022
02373;02;20,00
02374;02;34.1512483415837
02375;02;14.1509433962264
02376;02;26.1538461538462
02377;02;21.9047619047619
02378;02;36.734693877551
02379;02;22.2338839880815
02380;02;21.7391304347827
02381;02;36.7061738826288
02382;02;20.4892920301238
02383;02;20.8833478078914
02384;02;18.421052631579
02385;02;27.0491803278689
02386;02;23.9766081871345
02387;02;20.4944832247011
02388;02;28.5714285714287
02389;02;23.8955823293172
02390;02;19.5632705374299
02391;02;25.9259259259258
02392;02;24.6808510638298
02393;02;19.8019801980198
02395;02;21.1538461538461
02396;02;26.6666666666666
02397;02;27.5032533498102
02398;02;24.8803827751196
02399;02;26.0105221691298
02400;02;25.2252252252252
02401;02;25.3246753246753
02402;02;30,00
02403;02;35.7161502680445
02404;02;31.0077519379846
02405;02;27.1157714170254
02406;02;20.2020202020203
02407;02;11.8421052631579
02408;02;31.5703305399478
02409;02;27.5708671130805
02410;02;18.7845303867403
02411;02;23.6111111111111
02412;02;21.5384615384615
02413;02;18.4158855671762
02414;02;28.2894736842105
02415;02;22.9357798165138
02416;02;37.8880103355166
02417;02;33.695652173913
02418;02;19.8757763975155
02419;02;35.3488372093023
02420;02;19.6729072861854
02421;02;34.2857142857143
02422;02;34.9467528254276
02423;02;23.1161125015837
02424;02;25.8823529411765
02425;02;30.9398635832505
02426;02;20.1627879041682
02427;02;23,00
02428;02;19.2307692307692
02429;02;20.7317073170732
02430;02;33.2405079471082
02431;02;25.8467805776712
02432;02;31.2056737588653
02433;02;33.9181286549708
02435;02;25,00
02438;02;19.2118226600985
02439;02;29.0486198258789
02440;02;36.4583333333333
02441;02;20.2614379084968
02442;02;33.3333333333333
02443;02;17.9310344827586
02444;02;39.3939393939395
02445;02;34.3747483123269
02446;02;16.8651254550761
02447;02;28.1553398058252
02448;02;29.6703296703297
02449;02;19.1489361702128
02450;02;26.5151515151515
02451;02;30.2083333333333
02452;02;19.8795180722892
02453;02;25.3250128589929
02454;02;24.2935742993105
02455;02;24.8275862068967
02456;02;35.095030397038
02457;02;28.421052631579
02458;02;24.7783414610363
02459;02;21.7987517914933
02460;02;30.0578034682082
02461;02;19.1033986765804
02462;02;18.5393258426966
02463;02;22.8070175438596
02464;02;22.8515992100882
02465;02;19.6382428940569
02466;02;26.8041237113402
02467;02;25,00
02468;02;35.2691964207551
02469;02;25.2297557835779
02470;02;32.0690374621254
02471;02;17.0212765957447
02472;02;20.4697986577181
02473;02;22.0689655172414
02474;02;25.2304541657949
02476;02;30.7213581905356
02477;02;23.4967172887291
02478;02;13.4109999423949
02480;02;29.8755186721991
02481;02;14.5016011278687
02482;02;12.5
02483;02;23.9795918367347
02484;02;25.7978723404255
02485;02;16.2162162162162
02486;02;12.6760563380282
02487;02;21.6699801192844
02488;02;25.4237288135594
02489;02;10.6122448979591
02490;02;14.5833333333333
02491;02;23.8493723849372
02492;02;28.6135693215339
02493;02;29.1666666666667
02494;02;21.6494845360825
02495;02;29.6180208432315
02496;02;23.8805970149254
02497;02;20.1651705800356
02498;02;27.4752086999507
02499;02;12.5
02500;02;33.6781836002082
02501;02;13.1147540983607
02502;02;41.8666409304643
02503;02;37.0451751090709
02504;02;31.0917030567686
02505;02;28.1879194630872
02506;02;29.3333333333333
02507;02;37.037037037037
02508;02;22.0183486238531
02509;02;18.5840707964602
02510;02;17.1171171171172
02511;02;25.5236244858638
02512;02;28.8085534112056
02513;02;34.2105263157895
02514;02;25.8938168664969
02515;02;27.2727272727273
02516;02;41.1764705882352
02517;02;32.4886288482233
02518;02;14.5065063744271
02519;02;30.8823529411765
02520;02;26.7459141899637
02521;02;20.7402965684434
02522;02;37.2549019607844
02523;02;18.3673469387755
02524;02;21.1171766848047
02525;02;21.7603878341317
02526;02;27.8481012658228
02527;02;23.8276474139549
02528;02;30.6663972237964
02529;02;34.9650349650349
02530;02;21.6666666666667
02531;02;29.1666666666667
02532;02;25.4666839354321
02533;02;23.5955056179775
02534;02;25,00
02535;02;22.0930232558139
02536;02;31.8181818181818
02537;02;14.2857142857142
02538;02;23.0769230769232
02539;02;29.7094108482376
02540;02;23.4055048590307
02541;02;19.375
02542;02;25,00
02543;02;32.3827295223892
02544;02;29.0933021400699
02545;02;38.8045653509984
02546;02;17.3913043478261
02547;02;29.7872340425532
02548;02;36.0069095043285
02549;02;21.1246200607902
02550;02;30.4347826086956
02551;02;16.4705882352942
02552;02;27.4074074074074
02553;02;38.8200773760493
02554;02;22.7380952380951
02555;02;30.7449494949495
02556;02;26.8656716417911
02557;02;21.505376344086
02558;02;42.4653090837145
02559;02;32.3508739084397
02560;02;32.2758293020135
02561;02;12.8205128205128
02562;02;25,00
02563;02;20.1612903225807
02564;02;22.1704011086416
02565;02;25.7573515752756
02566;02;26.0668973471742
02567;02;31.8181818181818
02568;02;16.6666666666667
02569;02;27.8872092347894
02570;02;19.53125
02571;02;20.5289146229453
02572;02;14.0340576957753
02573;02;17.0212765957447
02574;02;38.8058203062998
02575;02;37.2064627108199
02576;02;22.0392976764986
02577;02;29.8507462686567
02578;02;24.0740740740741
02579;02;21.4285714285714
02580;02;36.231884057971
02581;02;22.1299240149902
02582;02;22.9508196721312
02583;02;34.0909090909091
02584;02;16.2790697674419
02585;02;26.7379679144385
02586;02;23.8938053097345
02587;02;20.6015404534301
02588;02;30.188679245283
02589;02;17.2000626828712
02590;02;26.7175572519084
02591;02;25.7731958762887
02592;02;15.3846153846154
02593;02;21.0084033613445
02594;02;27.0833333333333
02595;02;21.5686274509803
02596;02;26.508226691042
02598;02;18.3044315992294
02599;02;35.3535353535354
02600;02;27.5931213567946
02601;02;13.2352941176471
02602;02;28.9307530296068
02604;02;25.3968253968253
02605;02;25.1798561151079
02606;02;14.0350877192982
02607;02;27.5862068965516
02608;02;33.7950138504155
02609;02;11.1111111111111
02610;02;20.45756170366
02612;02;30.7692307692308
02613;02;18.4090909090909
02614;02;17.7339901477832
02615;02;11.1926414847218
02616;02;33.112582781457
02617;02;27.4854691360719
02618;02;27.2545090180361
02619;02;31.4614776463399
02620;02;31.4785277735548
02621;02;14.8651073599798
02622;02;15.1515151515152
02623;02;35.8024691358024
02624;02;42.3709363273119
02625;02;34.2596901962095
02626;02;23.4126984126984
02627;02;15.6626506024096
02628;02;13.2075471698113
02629;02;29.2452830188679
02631;02;26.9325351386746
02632;02;30.9523809523811
02633;02;13.0434782608695
02634;02;25.4545454545454
02635;02;21.2962962962963
02636;02;30.7692307692307
02637;02;21.4745073052288
02638;02;32.2033898305085
02639;02;19.4756554307116
02640;02;46.5517241379309
02641;02;42.3529411764706
02642;02;37.2262773722628
02643;02;23.3089870188278
02644;02;24.5706270586395
02645;02;31.3333333333334
02647;02;31.9999999999999
02648;02;31.4699792960662
02649;02;18.1845611543865
02650;02;32.6191970285918
02651;02;21.5189873417722
02652;02;17.948717948718
02653;02;25.2942141828276
02654;02;29.2307692307692
02655;02;25.8620689655172
02656;02;17.9067728272476
02657;02;39.5061728395062
02658;02;27.6243093922652
02659;02;19.9502745558825
02660;02;38.8888888888887
02661;02;16.8573014261402
02662;02;28.3333333333333
02663;02;33.2429500362728
02664;02;15.625
02665;02;20.3859074760795
02666;02;40.4880874983174
02667;02;30.5194805194805
02668;02;35.8886732082874
02670;02;21.6216216216217
02671;02;32.8334065934012
02672;02;22.1974284858737
02673;02;27.652733118971
02674;02;28.125
02675;02;13.265306122449
02676;02;25.3681654369255
02677;02;36.2068965517241
02678;02;33.3333333333333
02679;02;29.1262135922329
02680;02;26.7847260653016
02681;02;32.8638497652582
02682;02;24.1379310344828
02683;02;41.6666666666667
02684;02;37.2479240806643
02685;02;20,00
02686;02;30.4498269896194
02687;02;18.1744376770061
02688;02;23.3333333333333
02689;02;32.3529411764705
02690;02;28.5714285714285
02691;02;33.065266745389
02693;02;20.0000000000001
02694;02;25.0863813207291
02696;02;22.2222222222223
02697;02;19.7879858657244
02698;02;12.1621621621622
02699;02;28.3018867924528
02701;02;21.6730038022814
02702;02;24.4742585868063
02703;02;39.1954864806102
02704;02;34.5421199802093
02705;02;25.1533742331288
02706;02;20.8037825059102
02707;02;18.1102362204724
02708;02;9.93788819875776
02709;02;31.9796552201538
02710;02;22.0973782771537
02711;02;20.6572769953052
02712;02;18.5185185185185
02713;02;31.9838998722907
02714;02;28.1422977628181
02715;02;20.5882352941177
02716;02;21.3898746766909
02717;02;25,00
02718;02;22,00
02719;02;25.3865979381443
02720;02;29.1970468915098
02721;02;19.0951395646128
02722;02;34.7542504497757
02723;02;32.8767123287672
02724;02;11.9047619047619
02725;02;19.3548387096774
02726;02;23.7704918032787
02727;02;30.1775147928994
02728;02;18.5236903141673
02729;02;17.1875
