index;date_collecte;DEP;COMM;ANNEE_DEPOT;CAT_MOA;TYPE_MOA;DENOMINATION_D;SIRET_D;CADASTRE1;CADASTRE2;CADASTRE3;TYPE_EVT;SUPERFICIE_T;NB_LGT_1P;NB_LGT_2P;NB_LGT_3P;NB_LGT_4P;NB_LGT_5P;NB_LGT_6P;NB_LGT_DEMOLIS;NB_LGT_IND_CREES;NB_LGT_COL_CREES;NB_LGT_TOT_CREES;NB_NIV_MAX;NATURE_PROJET;I_PERSONNELLE;I_VENTE;I_LOCATION;I_LGTR_SENIORS;I_LGTR_ETUDIANTS;I_LGTR_TOURISME;I_LGTR_HOTELIERESOC;I_LGTR_SOCIAL;I_LGTR_HANDICAPES;I_LGTR_AUTRE;I_LGTR_AUTRE_LIBELLE;SDP_A1;SDP_B1;SDP_D1;SDP_ E1;SDP_F1;TYPE_OPERATION_CONSTR;PERIODE_DEVRT;DATEREELLE_DECISION_FAV;DATEREELLE_DOC;SDP_E1;DPC;lat;lng;INSEE_COM;IRIS;CODE_IRIS;TYP_IRIS
1972;2018-04;82;82025;2018;90;2.0;SCI LYLOU;81488696600013;532ZO;;;1;3520.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;;;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;88.0;0.0;0.0;0.0;14.0;2018-04-30;;;;;43.94204001591635;1.3233099790864173;82025;0000;820250000;Z
6844;2017-01;82;82025;2016;32;2.0;SCI MAD BROTHERS;4132548300016;149AB;;;2;601.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;110.0;0.0;0.0;0.0;5.0;2017-01-31;2017-01-24;;;;43.97362998406106;1.3368900033351565;82025;0000;820250000;Z
6845;2017-01;82;82025;2016;32;2.0;SCI MAD BROTHERS;4132548300016;148AB;;;2;601.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;110.0;0.0;0.0;0.0;5.0;2017-01-31;2017-01-24;;;;43.97357001154384;1.3366399711634358;82025;0000;820250000;Z
23449;2017-08;82;82025;2017;21;2.0;SA  HLM DES CHALETS;66080284400028;16ZH;;;1;8490.0;0.0;6.0;13.0;5.0;0.0;0.0;0.0;24.0;0.0;24.0;2.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;1544.0;0.0;0.0;0.0;7.0;2017-08-31;;;;;43.959855038654;1.3434150635001316;82025;0000;820250000;Z
28716;2017-10;82;82025;2017;32;2.0;SCI JDB;83271718500017;58ZD;59ZD;;1;1531.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;2.0;0.0;2.0;1.0;;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;212.0;0.0;0.0;0.0;7.0;2017-10-31;;;;;43.9682516;1.3123628;82025;0000;820250000;Z
31536;2017-11;82;82025;2017;21;2.0;SA  HLM DES CHALETS;66080284400028;16ZH;;;2;8490.0;0.0;6.0;13.0;5.0;0.0;0.0;0.0;24.0;0.0;24.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;1544.0;0.0;0.0;0.0;7.0;2017-11-30;2017-11-27;;;;43.959855038654;1.3434150635001316;82025;0000;820250000;Z
34852;2017-12;82;82025;2017;32;2.0;SCI JDB;83271718500017;58ZD;59ZD;;2;1531.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;2.0;0.0;2.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;212.0;0.0;;0.0;7.0;;2017-12-12;;0.0;2017/12;43.968969981171654;1.329570003473009;82025;0000;820250000;Z
48891;2018-06;82;82025;2018;32;2.0;SCI LYLOU;81488696600013;532ZO;;;2;3520.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;;2.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;88.0;0.0;0.0;0.0;14.0;2018-06-30;2018-06-05;;;;43.9417817;1.3228212;82025;0000;820250000;Z
57153;2018-09;82;82025;2018;90;2.0;;;26ZR;;;1;41950.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;112.0;0.0;0.0;0.0;5.0;2018-09-30;;;;;43.963795712176356;1.3160405530347887;82025;0000;820250000;Z
57154;2018-09;82;82025;2018;90;2.0;;;26ZR;;;1;41950.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;2.0;0.0;2.0;1.0;;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;253.0;0.0;0.0;0.0;7.0;2018-09-30;;;;;43.9522312;1.3125214;82025;0000;820250000;Z
60071;2018-10;82;82025;2018;32;2.0;;;26ZR;;;2;41950.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;112.0;0.0;0.0;0.0;5.0;2018-10-31;2018-10-08;;;;43.963795712176356;1.3160405530347887;82025;0000;820250000;Z
