index;date_collecte;DEP;COMM;ANNEE_DEPOT;CAT_MOA;TYPE_MOA;DENOMINATION_D;SIRET_D;CADASTRE1;CADASTRE2;CADASTRE3;TYPE_EVT;SUPERFICIE_T;NB_LGT_1P;NB_LGT_2P;NB_LGT_3P;NB_LGT_4P;NB_LGT_5P;NB_LGT_6P;NB_LGT_DEMOLIS;NB_LGT_IND_CREES;NB_LGT_COL_CREES;NB_LGT_TOT_CREES;NB_NIV_MAX;NATURE_PROJET;I_PERSONNELLE;I_VENTE;I_LOCATION;I_LGTR_SENIORS;I_LGTR_ETUDIANTS;I_LGTR_TOURISME;I_LGTR_HOTELIERESOC;I_LGTR_SOCIAL;I_LGTR_HANDICAPES;I_LGTR_AUTRE;I_LGTR_AUTRE_LIBELLE;SDP_A1;SDP_B1;SDP_D1;SDP_ E1;SDP_F1;TYPE_OPERATION_CONSTR;PERIODE_DEVRT;DATEREELLE_DECISION_FAV;DATEREELLE_DOC;SDP_E1;DPC;lat;lng;INSEE_COM;IRIS;CODE_IRIS;TYP_IRIS
82765;2019-07;35;35131;2019;90;2.0;SCI L'HERMITAGE;84793491600010;0018AB;;;1;292.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;112.0;0.0;0.0;0.0;5.0;2019-07-31;;;;;47.8907278;-4.2915966;29174;0000;291740000;Z
905;2018-04;35;35032;2018;90;2.0;SARL NFC IMMO;831789110;0759ZI;;;1;373.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;131.0;0.0;0.0;0.0;5.0;2018-04-30;;;;;47.99370000511115;-1.6124800227640605;35032;0000;350320000;Z
5977;2017-01;35;35032;2017;30;2.0;GROUPE LAUNAY;40775698000048;0000ZK;;;1;2935.0;0.0;12.0;12.0;0.0;0.0;0.0;0.0;0.0;24.0;24.0;;;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;1423.0;0.0;0.0;0.0;7.0;2017-01-31;;;;;47.993709979575925;-1.626349977043617;35032;0000;350320000;Z
14663;2017-05;35;35032;2017;30;2.0;GROUPE LAUNAY;40775698000048;0000ZK;;;2;2935.0;0.0;12.0;12.0;0.0;0.0;0.0;0.0;0.0;24.0;24.0;;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;1423.0;0.0;0.0;0.0;7.0;2017-05-31;2017-04-25;;;;47.993709979575925;-1.626349977043617;35032;0000;350320000;Z
39223;2018-02;35;35032;2017;32;2.0;SCI MALO;;0542ZK;;;2;314.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;127.0;0.0;0.0;0.0;5.0;;2018-01-23;;;2018-02-28;47.9973445913786;-1.62225805447265;35032;0000;350320000;Z
47677;2018-06;35;35032;2018;30;2.0;SARL NFC IMMO;831789110;0759ZI;;;2;373.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;131.0;0.0;0.0;0.0;5.0;2018-06-30;2018-06-15;;;;47.99370000511115;-1.6124800227640605;35032;0000;350320000;Z
53672;2018-08;35;35032;2018;90;2.0;;;0000ZK;;;1;118.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;127.0;0.0;0.0;0.0;5.0;2018-08-31;;;;;47.99044939079407;-1.617941297584478;35032;0000;350320000;Z
61530;2018-11;35;35032;2018;32;2.0;;;0000ZK;;;2;118.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;127.0;0.0;0.0;0.0;5.0;2018-11-30;2018-11-05;;;;47.99044939079407;-1.617941297584478;35032;0000;350320000;Z
61531;2018-11;35;35032;2018;90;2.0;NEOTOA;3474987000027;0467ZK;;;1;50466.0;0.0;12.0;5.0;3.0;0.0;0.0;0.0;0.0;20.0;20.0;;;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;1310.0;0.0;0.0;0.0;7.0;2018-11-30;;;;;47.99044939079407;-1.617941297584478;35032;0000;350320000;Z
61532;2018-11;35;35032;2018;90;2.0;NEOTOA;3474987000027;0467ZK;;;1;3325.0;0.0;14.0;10.0;4.0;2.0;0.0;0.0;30.0;0.0;30.0;;;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;2080.0;0.0;0.0;0.0;7.0;2018-11-30;;;;;47.99044939079407;-1.617941297584478;35032;0000;350320000;Z
74571;2019-04;35;35032;2018;20;2.0;NEOTOA;3474987000027;0467ZK;;;2;50466.0;0.0;12.0;5.0;3.0;0.0;0.0;0.0;0.0;20.0;20.0;;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;1310.0;0.0;0.0;0.0;7.0;2019-04-30;2019-04-04;;;;47.99044939079407;-1.617941297584478;35032;0000;350320000;Z
74572;2019-04;35;35032;2018;20;2.0;NEOTOA;;0467ZK;;;2;3325.0;0.0;14.0;10.0;4.0;2.0;0.0;0.0;0.0;30.0;30.0;;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;2080.0;0.0;0.0;0.0;7.0;2019-04-30;2019-04-04;;;;47.99044939079407;-1.617941297584478;35032;0000;350320000;Z
906;2018-04;35;35037;2018;90;2.0;CONSEIL DEPARTEMENTAL D ILLE ET VILAINE;00000223500018;0452BP;0541BP;;1;35266.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;2.0;1.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;200.0;0.0;0.0;0.0;14.0;2018-04-30;;;;;48.0454313;-1.8603345;35037;0000;350370000;Z
50757;2018-07;35;35037;2018;90;2.0;CONSEIL DEPARTEMENTAL D ILLE ET VILAINE;00000223500018;0452BP;0541BP;;2;35266.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;2.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;200.0;0.0;0.0;0.0;14.0;2018-07-31;2018-07-20;;;;48.0454313;-1.8603345;35037;0000;350370000;Z
50758;2018-07;35;35037;2018;90;2.0;SCI RANGIROA;80499092700019;0392BP;;;1;1250.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;2.0;0.0;2.0;1.0;;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;126.0;182.0;0.0;0.0;0.0;7.0;2018-07-31;;;;;48.046339991524036;-1.859869967149507;35037;0000;350370000;Z
56127;2018-09;35;35037;2018;90;2.0;;;0211YI;0210YI;;1;554.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;174.0;0.0;0.0;0.0;5.0;2018-09-30;;;;;48.04556998798884;-1.8741900296296023;35037;0000;350370000;Z
58811;2018-10;35;35037;2018;32;2.0;SCI RANGIROA;80499092700019;0392BP;;;2;1250.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;2.0;0.0;2.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;126.0;182.0;0.0;0.0;0.0;7.0;2018-10-31;2018-10-03;;;;48.046339991524036;-1.859869967149507;35037;0000;350370000;Z
58812;2018-10;35;35037;2018;32;2.0;;;0211YI;0210YI;;2;554.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;174.0;0.0;0.0;0.0;5.0;2018-10-31;2018-10-29;;;;48.04556998798884;-1.8741900296296023;35037;0000;350370000;Z
66758;2019-01;35;35037;2018;10;2.0;LES VOLAILLES DU PAYS DE BROCELIANDE;79181103700021;0027ZP;0124ZP;;2;15290.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;130.0;0.0;0.0;0.0;14.0;2019-01-31;2019-01-11;;;;48.04968730872389;-1.8706219082019502;35037;0000;350370000;Z
91907;2019-11;35;35196;2019;90;2.0;SCI ECIMA;878355577;0203AO;;;1;354.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;2.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;118.0;0.0;0.0;0.0;5.0;2019-11-30;;;;;48.04793137355482;-1.8684752108511946;35037;0000;350370000;Z
907;2018-04;35;35049;2018;90;2.0;TRECOBAT;63722037700211;1068E;;;2;447.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;2.0;0.0;2.0;;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;199.0;0.0;0.0;0.0;7.0;2018-04-30;2018-04-24;;;;48.6807572368074;-1.8551696528242243;35049;0102;350490102;H
12524;2017-04;35;35049;2017;32;2.0;SCCV LE QUADRANT DE CANCALE;;;;;1;1202.0;0.0;6.0;6.0;2.0;0.0;0.0;0.0;14.0;0.0;14.0;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;912.0;0.0;0.0;0.0;7.0;2017-04-30;;;;;48.68190378481239;-1.8669891741653044;35049;0102;350490102;H
14666;2017-05;35;35049;2017;32;2.0;SCCV LE QUADRANT DE CANCALE;;;;;2;1202.0;0.0;6.0;6.0;2.0;0.0;0.0;0.0;0.0;14.0;14.0;;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;912.0;0.0;0.0;0.0;7.0;2017-05-31;2017-05-15;;;;48.68190378481239;-1.8669891741653044;35049;0102;350490102;H
19675;2017-07;35;35049;2017;10;2.0;CAMPING BEL AIR;41310138000015;0207AI;;;2;372.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;41.0;109.0;0.0;0.0;14.0;2017-07-31;2017-06-30;;;;48.682369994317355;-1.856189976379369;35049;0102;350490102;H
