index;date_collecte;DEP;COMM;ANNEE_DEPOT;CAT_MOA;TYPE_MOA;DENOMINATION_D;SIRET_D;CADASTRE1;CADASTRE2;CADASTRE3;TYPE_EVT;SUPERFICIE_T;NB_LGT_1P;NB_LGT_2P;NB_LGT_3P;NB_LGT_4P;NB_LGT_5P;NB_LGT_6P;NB_LGT_DEMOLIS;NB_LGT_IND_CREES;NB_LGT_COL_CREES;NB_LGT_TOT_CREES;NB_NIV_MAX;NATURE_PROJET;I_PERSONNELLE;I_VENTE;I_LOCATION;I_LGTR_SENIORS;I_LGTR_ETUDIANTS;I_LGTR_TOURISME;I_LGTR_HOTELIERESOC;I_LGTR_SOCIAL;I_LGTR_HANDICAPES;I_LGTR_AUTRE;I_LGTR_AUTRE_LIBELLE;SDP_A1;SDP_B1;SDP_D1;SDP_ E1;SDP_F1;TYPE_OPERATION_CONSTR;PERIODE_DEVRT;DATEREELLE_DECISION_FAV;DATEREELLE_DOC;SDP_E1;DPC;lat;lng;INSEE_COM;IRIS;CODE_IRIS;TYP_IRIS
399;2018-04;21;21054;2018;90;2.0;CHALLANGES;82321333500016;0072BZ;0073BZ;0075BZ;1;4672.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0;4.0;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;276.0;92.0;127.0;0.0;0.0;12.0;2018-04-30;;;;;47.00767998909936;4.869449969785961;21054;0103;210540103;H
7590;2017-02;21;21054;2016;32;2.0;;;0154DX;;;2;732.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;99.0;0.0;0.0;0.0;5.0;2017-02-28;2017-02-09;;;;47.010723290730816;4.87578792889364;21054;0103;210540103;H
24360;2017-09;21;21054;2016;32;2.0;;;0154DX;;;3;732.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;99.0;0.0;0.0;0.0;5.0;2017-09-30;2017-02-09;2017-07-01;;;47.010723290730816;4.87578792889364;21054;0103;210540103;H
68669;2019-02;21;21054;2019;90;2.0;LES MAISONS DE BOURGOGNE - JDSK CONSULTING;79160676700014;0140DY;;;1;517.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;95.0;0.0;0.0;0.0;5.0;2019-02-28;;;;;47.01112987075688;4.868588244981573;21054;0103;210540103;H
74024;2019-04;21;21054;2019;10;2.0;LES MAISONS DE BOURGOGNE - JDSK CONSULTING;79160676700014;0140DY;;;2;517.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;95.0;0.0;0.0;0.0;5.0;2019-04-30;2019-04-16;;;;47.01112987075688;4.868588244981573;21054;0103;210540103;H
76583;2019-05;21;21054;2019;90;2.0;;;0155DX;;;1;976.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;;;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;112.0;0.0;0.0;0.0;5.0;2019-05-31;;;;;47.010723290730816;4.87578792889364;21054;0103;210540103;H
94241;2019-12;21;21054;2019;20;2.0;J & N HABITAT;84899023000015;0150DY;0160DY;;2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;110.0;0.0;0.0;0.0;5.0;2019-12-31;2019-09-30;;;;47.011649900292475;4.871059335553619;21054;0103;210540103;H
400;2018-04;21;21166;2017;30;2.0;SCCV LA GENERALE CHEZ EDIFIPIERRE;50091780200034;287AL;288AL;289AL;2;10539.0;39.0;45.0;41.0;23.0;0.0;0.0;0.0;0.0;148.0;148.0;4.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;7516.0;0.0;0.0;0.0;14.0;2018-04-30;2018-04-17;;;;47.299520004214486;5.018279964578454;21166;0106;211660106;H
32610;2017-12;21;21166;2017;90;2.0;ORVITIS;27210001700024;284AM;;;1;11738.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;;;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;7539.0;0.0;64.0;;0.0;10.0;;;;0.0;2017/12;47.2947897;5.0136063;21166;0106;211660106;H
41358;2018-03;21;21166;2017;20;2.0;ORVITIS;27210001700024;284AM;;;2;11738.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;;2.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;7539.0;0.0;64.0;0.0;0.0;10.0;2018-03-30;2018-03-20;;;;47.2947897;5.0136063;21166;0106;211660106;H
2897;2019-08;21;21171;2018;90;2.0;COEUR DES ARTS;84228721100010;383ZC;;;2;3180.0;2.0;57.0;20.0;0.0;0.0;0.0;0.0;0.0;79.0;79.0;4.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;3986.0;0.0;0.0;0.0;7.0;2019-08-31;2019-07-18;;;;47.300123594041146;5.117963340180563;21171;0102;211710102;H
9667;2017-03;21;21171;2016;30;2.0;EUROPEAN HOMES PROMOTION 2;47965389100016;393ZC;;;2;3633.0;3.0;23.0;11.0;11.0;0.0;0.0;0.0;0.0;48.0;48.0;5.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;2840.0;0.0;0.0;0.0;7.0;2017-03-31;2017-03-17;;;;47.300123594041146;5.117963340180563;21171;0102;211710102;H
2898;2019-08;21;21230;2019;10;2.0;GIRARD;85168335900018;259G;;;2;2386.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;131.0;0.0;0.0;0.0;5.0;2019-08-31;2019-06-20;;;;47.521094321610356;5.059849913199514;21230;0000;212300000;Z
2899;2019-08;21;21231;2019;90;2.0;SAS BELLECHASSE;33223542300016;503EM;505EM;506EM;1;13816.0;0.0;10.0;20.0;11.0;0.0;0.0;0.0;0.0;41.0;41.0;4.0;;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;2907.0;0.0;0.0;0.0;7.0;2019-08-31;;;;;47.3248033179934;5.001306149171842;21231;9901;212319901;D
2901;2019-08;21;21231;2019;90;2.0;SAS BELLECHASSE;3323542300016;519EM;521EM;;1;983.0;0.0;4.0;8.0;4.0;0.0;0.0;0.0;0.0;16.0;16.0;4.0;;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;1143.0;0.0;0.0;0.0;7.0;2019-08-31;;;;;47.3248033179934;5.001306149171842;21231;9901;212319901;D
2902;2019-08;21;21231;2019;90;2.0;SAS BELLECHASSE;33223542300016;519EM;520EM;;1;9416.0;2.0;12.0;18.0;8.0;0.0;0.0;0.0;0.0;40.0;40.0;4.0;;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;2676.0;0.0;0.0;0.0;7.0;2019-08-31;;;;;47.3248033179934;5.001306149171842;21231;9901;212319901;D
91221;2019-11;21;21231;2019;90;2.0;SAS BELLECHASSE;33223542300016;503EM;505EM;506EM;2;13816.0;0.0;10.0;20.0;11.0;0.0;0.0;0.0;0.0;41.0;41.0;4.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;2907.0;0.0;0.0;0.0;7.0;2019-11-30;2019-11-29;;;;47.3248033179934;5.001306149171842;21231;9901;212319901;D
91223;2019-11;21;21231;2019;90;2.0;SAS BELLECHASSE;3323542300016;519EM;521EM;;2;983.0;0.0;4.0;8.0;4.0;0.0;0.0;0.0;0.0;16.0;16.0;4.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;1143.0;0.0;0.0;0.0;7.0;2019-11-30;2019-11-29;;;;47.3248033179934;5.001306149171842;21231;9901;212319901;D
91224;2019-11;21;21231;2019;90;2.0;SAS BELLECHASSE;33223542300016;519EM;520EM;;2;9416.0;2.0;12.0;18.0;8.0;0.0;0.0;0.0;0.0;40.0;40.0;4.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;2676.0;0.0;0.0;0.0;7.0;2019-11-30;2019-11-29;;;;47.3248033179934;5.001306149171842;21231;9901;212319901;D
2900;2019-08;21;21231;2019;90;2.0;SCCV DIJON CARRIERE BLANCHE 2;85082266900014;184EM;502EM;503EM;1;6560.0;0.0;10.0;16.0;8.0;0.0;0.0;0.0;0.0;34.0;34.0;4.0;;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;2413.0;0.0;0.0;0.0;7.0;2019-08-31;;;;;47.260804127565805;4.768060302211551;21300;0000;213000000;Z
91222;2019-11;21;21231;2019;32;2.0;SCCV DIJON CARRIERE BLANCHE 2;85082266900014;184EM;502EM;503EM;2;6560.0;0.0;10.0;16.0;8.0;0.0;0.0;0.0;0.0;34.0;34.0;4.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;2413.0;0.0;0.0;0.0;7.0;2019-11-30;2019-11-29;;;;47.260804127565805;4.768060302211551;21300;0000;213000000;Z
2903;2019-08;21;21290;2019;32;2.0;SCI LE CLAN DES 6 CACAMO;84863518100011;121ZI;;;2;4390.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;95.0;0.0;0.0;0.0;5.0;2019-08-31;2019-07-19;;;;47.47648000000004;5.1387000000000285;21290;0000;212900000;Z
74029;2019-04;21;21290;2019;90;2.0;SCI LE CLAN DES 6 CACAMO;84863518100011;121ZI;;;1;4390.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;;;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;1.0;2019-04-30;;;;;47.4785225;5.1292676;21290;0000;212900000;Z
2904;2019-08;21;21617;2018;32;2.0;SCI EST;;;;;2;0.0;0.0;23.0;29.0;1.0;0.0;0.0;0.0;0.0;53.0;53.0;;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;846.0;3130.0;0.0;846.0;0.0;12.0;2019-08-31;2018-12-19;;;;47.33554999219979;5.014250029350734;21617;0106;216170106;H
