index;date_collecte;DEP;COMM;ANNEE_DEPOT;CAT_MOA;TYPE_MOA;DENOMINATION_D;SIRET_D;CADASTRE1;CADASTRE2;CADASTRE3;TYPE_EVT;SUPERFICIE_T;NB_LGT_1P;NB_LGT_2P;NB_LGT_3P;NB_LGT_4P;NB_LGT_5P;NB_LGT_6P;NB_LGT_DEMOLIS;NB_LGT_IND_CREES;NB_LGT_COL_CREES;NB_LGT_TOT_CREES;NB_NIV_MAX;NATURE_PROJET;I_PERSONNELLE;I_VENTE;I_LOCATION;I_LGTR_SENIORS;I_LGTR_ETUDIANTS;I_LGTR_TOURISME;I_LGTR_HOTELIERESOC;I_LGTR_SOCIAL;I_LGTR_HANDICAPES;I_LGTR_AUTRE;I_LGTR_AUTRE_LIBELLE;SDP_A1;SDP_B1;SDP_D1;SDP_ E1;SDP_F1;TYPE_OPERATION_CONSTR;PERIODE_DEVRT;DATEREELLE_DECISION_FAV;DATEREELLE_DOC;SDP_E1;DPC;lat;lng;INSEE_COM;IRIS;CODE_IRIS;TYP_IRIS
1943;2018-04;80;80021;2017;32;2.0;SCI AMIENS LECOQ;;139BC;;;2;4183.0;23.0;8.0;23.0;0.0;0.0;0.0;0.0;0.0;127.0;127.0;6.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;construction d'une résidence services  seniors de 127 logements;0.0;6892.0;0.0;0.0;0.0;14.0;2018-04-30;2018-04-09;;;;49.901719982690054;2.27165996202811;80021;1901;800211901;H
4534;2019-08;80;80021;2019;90;2.0;;;59BC;;;1;111.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;;;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;129.0;22.0;0.0;4.0;0.0;12.0;2019-08-31;;;;;49.902710011183615;2.275949987711357;80021;1901;800211901;H
11209;2017-03;80;80021;2016;21;2.0;COALLIA  HABITAT;51046966100019;57BC;58BC;;2;4569.0;117.0;14.0;0.0;0.0;0.0;0.0;208.0;0.0;131.0;131.0;4.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;Hebergement Social;4337.0;4915.0;0.0;4337.0;0.0;12.0;2017-03-31;2017-03-17;;;;49.90281000728851;2.2756299666481254;80021;1901;800211901;H
20794;2017-07;80;80021;2017;32;2.0;SCI AMIENS LECOQ;;139BC;;;1;4183.0;23.0;8.0;23.0;0.0;0.0;0.0;0.0;0.0;127.0;127.0;6.0;;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;6892.0;0.0;0.0;0.0;14.0;2017-07-31;;;;;49.901719982690054;2.27165996202811;80021;1901;800211901;H
28699;2017-10;80;80021;2017;90;2.0;;;139BC;;;1;4999.0;0.0;35.0;41.0;7.0;4.0;0.0;0.0;8.0;79.0;87.0;6.0;;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;5342.0;0.0;0.0;0.0;14.0;2017-10-31;;;;;49.901719982690054;2.27165996202811;80021;1901;800211901;H
54683;2018-08;80;80021;2017;32;2.0;SNC AMIENS AVENUE LOUIS BLANC;;139BC;;;2;4999.0;0.0;35.0;41.0;7.0;4.0;0.0;0.0;8.0;79.0;87.0;6.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;5342.0;0.0;0.0;0.0;14.0;2018-08-31;2018-07-06;;;;49.901719982690054;2.27165996202811;80021;1901;800211901;H
81025;2019-06;80;80021;2018;20;2.0;OPH D'AMIENS METROPOLE;31566741000015;747BC;;;2;747.0;0.0;4.0;1.0;0.0;0.0;0.0;0.0;0.0;5.0;5.0;;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;436.0;277.0;0.0;0.0;0.0;7.0;2019-06-30;2019-06-20;;;;49.9057362;2.2719971;80021;1901;800211901;H
93101;2019-11;80;80021;2019;31;2.0;NACARAT AMIENS LA HOTOIE;8412735000019;139BC;;;2;33385.0;2.0;21.0;16.0;2.0;0.0;0.0;0.0;0.0;41.0;41.0;;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;2248.0;0.0;0.0;0.0;7.0;2019-11-30;2019-11-05;;;;49.901574340298076;2.2727861036232686;80021;1901;800211901;H
1944;2018-04;80;80021;2017;20;2.0;OPH D'AMIENS;;149BO;70BO;47BO;2;2867.0;0.0;20.0;14.0;0.0;0.0;0.0;39.0;0.0;34.0;34.0;4.0;2.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;4977.0;2096.0;0.0;2720.0;0.0;14.0;2018-04-30;2018-04-20;;;;49.9037082;2.2873542;80021;2001;800212001;H
20791;2017-07;80;80021;2017;90;2.0;;;120KN;;;1;1217.0;0.0;3.0;6.0;3.0;0.0;0.0;0.0;3.0;9.0;12.0;2.0;;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;960.0;0.0;0.0;0.0;7.0;2017-07-31;;;;;49.9187300074467;2.2707999787623123;80021;2001;800212001;H
31511;2017-11;80;80021;2017;20;2.0;OPH D'AMIENS;;149BO;70BO;47BO;1;2867.0;0.0;20.0;14.0;0.0;0.0;0.0;0.0;0.0;34.0;34.0;4.0;;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;4977.0;2096.0;0.0;2720.0;0.0;14.0;2017-11-30;;;;;49.90371001414195;2.287339988298413;80021;2001;800212001;H
40335;2018-02;80;80021;2017;90;2.0;;;120KN;;;2;1217.0;0.0;3.0;6.0;3.0;0.0;0.0;0.0;3.0;9.0;12.0;2.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;960.0;0.0;0.0;0.0;7.0;;2018-02-07;;;2018-02-28;49.9187300074467;2.2707999787623123;80021;2001;800212001;H
54688;2018-08;80;80021;2018;90;2.0;;;37BI;70BI;;1;7697.0;7.0;51.0;70.0;12.0;0.0;0.0;0.0;0.0;140.0;140.0;7.0;;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;8751.0;0.0;0.0;0.0;14.0;2018-08-31;;;;;49.9005844374245;2.2870068703552806;80021;2001;800212001;H
67786;2019-01;80;80021;2018;31;2.0;BOUYGUES IMMOBILIER;;37BI;70BI;;2;7697.0;7.0;51.0;70.0;12.0;0.0;0.0;0.0;0.0;140.0;140.0;7.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;8751.0;0.0;0.0;0.0;14.0;2019-01-31;2019-01-24;;;;49.9005844374245;2.2870068703552806;80021;2001;800212001;H
1945;2018-04;80;80021;2017;31;2.0;BOUYGUES IMMOBILIER;5620914601058;380IN;382IN;384IN;2;2449.0;0.0;0.0;14.0;0.0;0.0;0.0;0.0;14.0;0.0;14.0;2.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;1140.0;0.0;0.0;0.0;7.0;2018-04-30;2018-04-30;;;;49.89604503609986;2.2616601000827075;80021;0401;800210401;H
1946;2018-04;80;80021;2017;31;2.0;BOUYGUES IMMOBILIER;5620914601058;380IN;382IN;384IN;2;9183.0;0.0;28.0;51.0;2.0;0.0;0.0;0.0;24.0;57.0;81.0;;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;5512.0;0.0;0.0;0.0;7.0;2018-04-30;2018-04-30;;;;49.89604503609986;2.2616601000827075;80021;0401;800210401;H
1953;2018-04;80;80021;2018;90;2.0;KANEAH SAS;8346767700018;;;;1;2678.0;0.0;0.0;0.0;11.0;1.0;0.0;0.0;12.0;0.0;12.0;1.0;;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;1144.0;0.0;0.0;0.0;7.0;2018-04-30;;;;;49.8970715;2.2652812;80021;0401;800210401;H
1954;2018-04;80;80021;2018;90;2.0;KANEAH SAS;83464677000018;;;;1;2705.0;0.0;0.0;6.0;0.0;9.0;1.0;0.0;16.0;0.0;16.0;1.0;;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;1366.0;0.0;0.0;0.0;7.0;2018-04-30;;;;;49.89604503609986;2.2616601000827075;80021;0401;800210401;H
8847;2017-02;80;80021;2017;30;2.0;Societe Immobiliere de Picardie;;;;;1;2423.0;1.0;8.0;6.0;4.0;0.0;0.0;1.0;0.0;4.0;19.0;3.0;;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;1253.0;0.0;0.0;0.0;7.0;2017-02-28;;;;;49.8919974;2.2559415;80021;0401;800210401;H
13361;2017-04;80;80021;2015;21;2.0;TOIT  AUSSI;;245IN;247IN;249IN;3;3399.0;0.0;0.0;7.0;2.0;0.0;0.0;0.0;0.0;9.0;9.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;642.0;0.0;0.0;0.0;7.0;2017-04-30;2016-02-10;2016-10-31;;;49.90223272545901;2.265717876343422;80021;0401;800210401;H
23438;2017-08;80;80021;2017;30;2.0;Societe Immobiliere de Picardie;;;;;2;2423.0;1.0;8.0;6.0;4.0;0.0;0.0;0.0;4.0;15.0;19.0;3.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;1253.0;0.0;0.0;0.0;7.0;2017-08-31;2017-08-22;;;;49.89207999775749;2.255750020153698;80021;0401;800210401;H
31506;2017-11;80;80021;2016;32;2.0;SCCV TETRIS 2;;128IN;;;3;3027.0;5.0;7.0;7.0;4.0;0.0;0.0;1.0;0.0;23.0;23.0;3.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;180.0;1600.0;0.0;180.0;0.0;12.0;2017-11-30;2016-10-13;2017-03-27;;;49.8947092;2.2598359;80021;0401;800210401;H
