index;date_collecte;DEP;COMM;ANNEE_DEPOT;CAT_MOA;TYPE_MOA;DENOMINATION_D;SIRET_D;CADASTRE1;CADASTRE2;CADASTRE3;TYPE_EVT;SUPERFICIE_T;NB_LGT_1P;NB_LGT_2P;NB_LGT_3P;NB_LGT_4P;NB_LGT_5P;NB_LGT_6P;NB_LGT_DEMOLIS;NB_LGT_IND_CREES;NB_LGT_COL_CREES;NB_LGT_TOT_CREES;NB_NIV_MAX;NATURE_PROJET;I_PERSONNELLE;I_VENTE;I_LOCATION;I_LGTR_SENIORS;I_LGTR_ETUDIANTS;I_LGTR_TOURISME;I_LGTR_HOTELIERESOC;I_LGTR_SOCIAL;I_LGTR_HANDICAPES;I_LGTR_AUTRE;I_LGTR_AUTRE_LIBELLE;SDP_A1;SDP_B1;SDP_D1;SDP_ E1;SDP_F1;TYPE_OPERATION_CONSTR;PERIODE_DEVRT;DATEREELLE_DECISION_FAV;DATEREELLE_DOC;SDP_E1;DPC;lat;lng;INSEE_COM;IRIS;CODE_IRIS;TYP_IRIS
2022;2018-04;84;84003;2018;32;2.0;Mme M. AFFANNI Gerard - SCI MAB Family;78921414500011;0157AE;;;2;2807.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;33.0;258.0;0.0;33.0;0.0;12.0;2018-04-30;2018-04-05;;;;43.8897965;5.3854309;84003;0201;840030201;H
40428;2018-02;84;84003;2018;90;2.0;Mme M. AFFANNI Gerard - SCI MAB Family;78921414500011;0157AE;;;1;2807.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;33.0;258.0;0.0;33.0;0.0;12.0;;;;;2018-02-28;43.8897965;5.3854309;84003;0201;840030201;H
54766;2018-08;84;84003;2018;32;2.0;SCI DU BOIS - ETIENNE Niels et TEYSSONNIERE Fausti;81363034000012;0419CM;0419CM;;2;1910.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;74.0;0.0;0.0;0.0;14.0;2018-08-31;2018-08-30;;;;43.88732493200007;5.425965000000076;84003;0201;840030201;H
54768;2018-08;84;84003;2018;90;2.0;GRAND DELTA HABITAT;66262007900043;0180AM;;;1;5000.0;0.0;1.0;2.0;11.0;2.0;0.0;0.0;16.0;0.0;16.0;;;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;1255.0;0.0;0.0;0.0;7.0;2018-08-31;;;;;43.88937002229008;5.395047704877764;84003;0201;840030201;H
2023;2018-04;84;84007;2017;32;2.0;SCCV 1790;830754297;294DW;;;2;533.0;0.0;0.0;3.0;1.0;0.0;0.0;0.0;4.0;0.0;4.0;2.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;300.0;0.0;0.0;0.0;7.0;2018-04-30;2018-04-24;;;;43.94931001772605;4.849400038295158;84007;0116;840070116;H
40429;2018-02;84;84007;2018;90;2.0;;;296DW;297DW;;1;0.0;1.0;2.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;3.0;;;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;97.0;0.0;0.0;14.0;;;;;2018-02-28;43.95069998872964;4.854490032817466;84007;0116;840070116;H
60123;2018-10;84;84007;2018;90;2.0;SCI AG;80157720600015;36DW;;;1;3000.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;2.0;0.0;2.0;;;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;178.0;0.0;0.0;0.0;7.0;2018-10-31;;;;;43.95069998872964;4.854490032817466;84007;0116;840070116;H
81107;2019-06;84;84007;2019;90;2.0;SCI AVIGNON LE CASTEL;85089179700019;590DV;;;1;4150.0;22.0;76.0;25.0;0.0;0.0;0.0;0.0;0.0;123.0;123.0;5.0;;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;RESIDENCE SERVICES SENIORS;0.0;6641.0;0.0;0.0;0.0;14.0;2019-06-30;;;;;43.94649001022171;4.84255998620884;84007;0116;840070116;H
2024;2018-04;84;84007;2017;32;2.0;CONSTRUCT'ART SCI;39493465700021;326DP;327DP;;2;380.0;0.0;2.0;6.0;0.0;0.0;0.0;0.0;0.0;8.0;8.0;4.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;86.0;449.0;0.0;86.0;0.0;12.0;2018-04-30;2018-04-16;;;;43.952020012751234;4.825589985039812;84007;0114;840070114;H
11284;2017-03;84;84007;2017;90;2.0;CONSTRUCT'ART;39493465700021;326DP;327DP;;1;380.0;0.0;5.0;2.0;0.0;0.0;0.0;0.0;0.0;7.0;7.0;3.0;;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;86.0;355.0;0.0;86.0;0.0;12.0;2017-03-31;;;;;43.952020012751234;4.825589985039812;84007;0114;840070114;H
