index;date_collecte;DEP;COMM;ANNEE_DEPOT;CAT_MOA;TYPE_MOA;DENOMINATION_D;SIRET_D;CADASTRE1;CADASTRE2;CADASTRE3;TYPE_EVT;SUPERFICIE_T;NB_LGT_1P;NB_LGT_2P;NB_LGT_3P;NB_LGT_4P;NB_LGT_5P;NB_LGT_6P;NB_LGT_DEMOLIS;NB_LGT_IND_CREES;NB_LGT_COL_CREES;NB_LGT_TOT_CREES;NB_NIV_MAX;NATURE_PROJET;I_PERSONNELLE;I_VENTE;I_LOCATION;I_LGTR_SENIORS;I_LGTR_ETUDIANTS;I_LGTR_TOURISME;I_LGTR_HOTELIERESOC;I_LGTR_SOCIAL;I_LGTR_HANDICAPES;I_LGTR_AUTRE;I_LGTR_AUTRE_LIBELLE;SDP_A1;SDP_B1;SDP_D1;SDP_ E1;SDP_F1;TYPE_OPERATION_CONSTR;PERIODE_DEVRT;DATEREELLE_DECISION_FAV;DATEREELLE_DOC;SDP_E1;DPC;lat;lng;INSEE_COM;IRIS;CODE_IRIS;TYP_IRIS
1367;2018-04;58;58083;2018;32;2.0;;48428507700018;134AH;;;2;275.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;2.0;0.0;2.0;;2.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;109.0;39.0;0.0;0.0;14.0;2018-04-30;2018-04-17;;;;47.25253998173986;3.680599966869039;58083;0000;580830000;Z
3910;2019-08;58;58086;2019;30;2.0;Monceau agences immobiliere;43195504600021;0213AM;;;2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;3.0;;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;160.0;0.0;0.0;10.0;2019-08-31;2019-08-26;;;;47.409730002940506;2.92442003401203;58086;0101;580860101;H
37095;2018-01;58;58086;2017;90;2.0;;;0320AC;;;2;248.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;4.0;;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;310.0;0.0;0.0;10.0;2018-01-31;2018-01-16;;;;47.4115227;2.9237265;58086;0101;580860101;H
45325;2018-05;58;58086;2018;20;2.0;NIEVRE HABITAT;27580001900018;0386AM;0387AM;;2;490.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8.0;8.0;;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;562.0;0.0;562.0;0.0;562.0;12.0;2018-05-31;2018-05-14;;;;47.409970000000044;2.924350000000061;58086;0101;580860101;H
48207;2018-06;58;58086;2018;32;2.0;SCI CIMENDAG;;0750AT;;;2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;2.0;;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;212.0;0.0;0.0;0.0;7.0;2018-06-30;2018-06-11;;;;47.4115613;2.9273937;58086;0101;580860101;H
6345;2017-01;58;58303;2016;32;2.0;SCI NAP;4399975602001D;357BO;;;3;896.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;141.0;0.0;0.0;0.0;5.0;2017-01-31;2016-06-24;2016-11-14;;;47.0257991;3.1421183;58303;0101;583030101;H
103815;2021-03;58;58303;2021;32;2.0;SCI ESCOUFFIER;51239211900016;92BT;;;2;1596.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;2.0;0.0;2.0;;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;189.0;0.0;0.0;0.0;7.0;2021-03-31;2021-03-12;;;;47.040095118372186;3.136069830861898;58303;0101;583030101;H
12887;2017-04;58;58088;2015;20;2.0;NIEVRE HABITAT OPH;27580001900018;1024AC;;;3;668.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;2.0;0.0;2.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;127.0;0.0;0.0;0.0;7.0;2017-04-30;2016-02-03;2016-10-01;;;47.01133998903043;3.165660008399584;58088;0000;580880000;Z
12888;2017-04;58;58194;2017;90;2.0;TERRES ET MAISONS;48419240000011;13BO;;;1;946.0;0.0;0.0;3.0;3.0;0.0;0.0;0.0;6.0;0.0;6.0;3.0;;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;521.0;124.0;0.0;24.0;0.0;12.0;2017-04-30;;;;;46.988417;3.1546275;58194;0103;581940103;H
28060;2017-10;58;58194;2017;90;2.0;TERRES ET MAISONS;48419240000011;13BO;;;2;946.0;0.0;0.0;3.0;3.0;0.0;0.0;0.0;6.0;0.0;6.0;3.0;2.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;521.0;124.0;0.0;24.0;0.0;12.0;2017-10-31;2017-10-25;;;;46.988927005568925;3.154268594923523;58194;0103;581940103;H
