index;date_collecte;DEP;COMM;ANNEE_DEPOT;CAT_MOA;TYPE_MOA;DENOMINATION_D;SIRET_D;CADASTRE1;CADASTRE2;CADASTRE3;TYPE_EVT;SUPERFICIE_T;NB_LGT_1P;NB_LGT_2P;NB_LGT_3P;NB_LGT_4P;NB_LGT_5P;NB_LGT_6P;NB_LGT_DEMOLIS;NB_LGT_IND_CREES;NB_LGT_COL_CREES;NB_LGT_TOT_CREES;NB_NIV_MAX;NATURE_PROJET;I_PERSONNELLE;I_VENTE;I_LOCATION;I_LGTR_SENIORS;I_LGTR_ETUDIANTS;I_LGTR_TOURISME;I_LGTR_HOTELIERESOC;I_LGTR_SOCIAL;I_LGTR_HANDICAPES;I_LGTR_AUTRE;I_LGTR_AUTRE_LIBELLE;SDP_A1;SDP_B1;SDP_D1;SDP_ E1;SDP_F1;TYPE_OPERATION_CONSTR;PERIODE_DEVRT;DATEREELLE_DECISION_FAV;DATEREELLE_DOC;SDP_E1;DPC;lat;lng;INSEE_COM;IRIS;CODE_IRIS;TYP_IRIS
1179;2018-04;45;45043;2018;90;2.0;;;0427ZA;0425ZA;0422ZA;1;530.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;105.0;0.0;0.0;0.0;5.0;2018-04-30;;;;;47.8753922;2.0425323;45043;0000;450430000;Z
3705;2019-08;45;45043;2019;90;2.0;;;0378ZA;0382ZA;0374ZA;1;569.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;116.0;0.0;0.0;0.0;5.0;2019-08-31;;;;;47.8768163;2.0428283;45043;0000;450430000;Z
10523;2017-03;45;45043;2017;32;2.0;SCI MKF;82443310600013;0662ZC;;;1;859.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;2.0;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;191.0;0.0;0.0;0.0;7.0;2017-03-31;;;;;47.8716157001766;2.03805217014933;45043;0000;450430000;Z
12770;2017-04;45;45043;2016;10;2.0;;;0395ZA;0401ZA;;3;600.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;112.0;0.0;0.0;0.0;5.0;2017-04-30;2016-08-02;2016-11-29;;;47.8767879123885;2.0428214765397317;45043;0000;450430000;Z
17447;2017-06;45;45043;2017;10;2.0;;;143pZB;0144ZB;0265ZB;1;952.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;2.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;118.0;0.0;0.0;0.0;5.0;2017-06-30;;;;;47.8727394323438;2.046858839463842;45043;0000;450430000;Z
19994;2017-07;45;45043;2017;32;2.0;SCI MKF;82443310600013;0662ZC;;;2;859.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;2.0;;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;191.0;0.0;0.0;0.0;7.0;2017-07-31;2017-07-24;;;;47.8716157001766;2.03805217014933;45043;0000;450430000;Z
19995;2017-07;45;45043;2017;10;2.0;;;0417ZA;;;2;668.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;138.0;0.0;0.0;0.0;5.0;2017-07-31;2017-07-27;;;;47.8768163;2.0428283;45043;0000;450430000;Z
27850;2017-10;45;45043;2017;10;2.0;;;0374ZA;0377ZA;0378ZA;1;569.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;97.0;0.0;0.0;0.0;5.0;2017-10-31;;;;;47.8767879123885;2.0428214765397317;45043;0000;450430000;Z
30620;2017-11;45;45043;2017;90;2.0;LOGEMLOIRET;34214395500017;0246ZB;0247ZB;0244ZB;2;5308.0;0.0;0.0;6.0;8.0;0.0;0.0;0.0;14.0;0.0;14.0;2.0;2.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;301.0;1033.0;0.0;77.0;0.0;12.0;2017-11-30;2017-11-14;;;;47.87282001128085;2.048709970921607;45043;0000;450430000;Z
30621;2017-11;45;45043;2017;10;2.0;;;143pZB;0144ZB;0265ZB;2;952.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;118.0;0.0;0.0;0.0;5.0;2017-11-30;2017-11-27;;;;47.8739561;2.0467239;45043;0000;450430000;Z
30622;2017-11;45;45043;2017;10;2.0;;;0671ZC;0675ZC;;1;1250.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;2.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;206.0;0.0;0.0;0.0;5.0;2017-11-30;;;;;47.87076204173351;2.0509959463802936;45043;0000;450430000;Z
33812;2017-12;45;45043;2017;10;2.0;;;0668ZC;;;2;630.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;103.0;0.0;;0.0;5.0;;2017-12-11;;0.0;2017/12;47.87076204173351;2.0509959463802936;45043;0000;450430000;Z
36888;2018-01;45;45043;2018;90;2.0;;;0054ZA;;;1;561.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;97.0;0.0;0.0;0.0;5.0;2018-01-31;;;;;47.8768163;2.0428283;45043;0000;450430000;Z
39512;2018-02;45;45043;2017;10;2.0;;;0671ZC;0675ZC;;2;1250.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;206.0;0.0;0.0;0.0;5.0;;2018-02-14;;;2018-02-28;47.87076204173351;2.0509959463802936;45043;0000;450430000;Z
