index;date_collecte;DEP;COMM;ANNEE_DEPOT;CAT_MOA;TYPE_MOA;DENOMINATION_D;SIRET_D;CADASTRE1;CADASTRE2;CADASTRE3;TYPE_EVT;SUPERFICIE_T;NB_LGT_1P;NB_LGT_2P;NB_LGT_3P;NB_LGT_4P;NB_LGT_5P;NB_LGT_6P;NB_LGT_DEMOLIS;NB_LGT_IND_CREES;NB_LGT_COL_CREES;NB_LGT_TOT_CREES;NB_NIV_MAX;NATURE_PROJET;I_PERSONNELLE;I_VENTE;I_LOCATION;I_LGTR_SENIORS;I_LGTR_ETUDIANTS;I_LGTR_TOURISME;I_LGTR_HOTELIERESOC;I_LGTR_SOCIAL;I_LGTR_HANDICAPES;I_LGTR_AUTRE;I_LGTR_AUTRE_LIBELLE;SDP_A1;SDP_B1;SDP_D1;SDP_ E1;SDP_F1;TYPE_OPERATION_CONSTR;PERIODE_DEVRT;DATEREELLE_DECISION_FAV;DATEREELLE_DOC;SDP_E1;DPC;lat;lng;INSEE_COM;IRIS;CODE_IRIS;TYP_IRIS
56905;2018-09;73;73303;2018;10;2.0;;;30810B;30840B;;2;782.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;90.0;0.0;0.0;0.0;5.0;2018-09-30;2018-09-26;;;;44.506509981354014;1.3687799597944945;46095;0000;460950000;Z
1713;2018-04;73;73015;2018;90;2.0;;83404454700018;34AE;;;2;598.0;0.0;2.0;1.0;2.0;1.0;0.0;1.0;0.0;6.0;6.0;;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;180.0;518.0;0.0;180.0;0.0;12.0;2018-04-30;2018-04-16;;;;45.3745595;6.5735177;73015;0000;730150000;Z
1714;2018-04;73;73015;2018;32;2.0;SNC LE YETI;83354245900015;1423J;;;2;2561.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;2.0;2.0;5.0;2.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;1890.0;618.0;0.0;0.0;0.0;7.0;2018-04-30;2018-04-24;;;;45.394248060279814;6.573499105744982;73015;0000;730150000;Z
1715;2018-04;73;73015;2018;32;2.0;;;51AC;;;2;1511.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;620.0;0.0;0.0;0.0;5.0;2018-04-30;2018-04-27;;;;45.399062967771975;6.571168075606626;73015;0000;730150000;Z
4261;2019-08;73;73015;2015;32;2.0;;50170892900010;988pL;2730pL;2694pL;3;5324.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;100.0;7.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;;0.0;7319.0;0.0;0.0;0.0;6.0;2019-08-31;2015-05-29;2017-05-15;;;45.39683668623559;6.564990681301534;73015;0000;730150000;Z
4262;2019-08;73;73015;2019;32;2.0;;35128590300032;103AC;;;2;509.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;209.0;80.0;0.0;0.0;0.0;7.0;2019-08-31;2019-08-13;;;;45.40045931798333;6.570377391235139;73015;0000;730150000;Z
4263;2019-08;73;73015;2019;90;2.0;;39853384400013;1099F;1626F;1100F;1;420.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;;;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;193.0;0.0;0.0;0.0;5.0;2019-08-31;;;;;45.415795237649114;6.562689178846753;73015;0000;730150000;Z
6645;2017-01;73;73015;2016;32;2.0;;81332973700015;20AC;;;2;1528.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;3.0;0.0;3.0;;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;190.0;932.0;0.0;190.0;0.0;14.0;2017-01-31;2016-11-28;;;;45.39743608313962;6.573835338086835;73015;0000;730150000;Z
6646;2017-01;73;73015;2016;90;2.0;;82201767900017;2190M;1781M;905M;2;1154.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;2.0;0.0;2.0;;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;175.0;500.0;0.0;175.0;0.0;12.0;2017-01-31;2017-01-09;;;;45.40866831885715;6.557950082494841;73015;0000;730150000;Z
8677;2017-02;73;73015;2017;90;2.0;;43500627500026;867M;2016M;2022M;1;729.0;0.0;2.0;0.0;0.0;0.0;3.0;0.0;3.0;2.0;5.0;5.0;;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;657.0;0.0;0.0;0.0;7.0;2017-02-28;;;;;45.40866831885715;6.557950082494841;73015;0000;730150000;Z
10994;2017-03;73;73015;2016;32;2.0;;82503787200017;737AB;739AB;741AB;2;1484.0;0.0;4.0;3.0;3.0;1.0;0.0;0.0;0.0;11.0;11.0;5.0;2.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;134.0;700.0;0.0;0.0;0.0;7.0;2017-03-31;2017-02-16;;;;45.36245290700003;6.592200000000048;73015;0000;730150000;Z
10995;2017-03;73;73015;2017;32;2.0;;53986980000026;845AB;844AB;;1;1433.0;0.0;0.0;3.0;5.0;7.0;0.0;3.0;0.0;15.0;15.0;;;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;280.0;2156.0;0.0;280.0;0.0;14.0;2017-03-31;;;;;45.40045931798333;6.570377391235139;73015;0000;730150000;Z
17971;2017-06;73;73015;2017;32;2.0;;53986980000026;845AB;844AB;;2;1433.0;0.0;0.0;3.0;5.0;7.0;0.0;3.0;0.0;15.0;15.0;;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;280.0;2156.0;0.0;280.0;0.0;14.0;2017-06-30;2017-06-27;;;;45.40045931798333;6.570377391235139;73015;0000;730150000;Z
20534;2017-07;73;73015;2014;90;2.0;;80352566600019;1776F;1773F;1772F;3;2436.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0;4.0;0.0;4.0;3.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;1398.0;0.0;0.0;0.0;7.0;2017-07-31;2015-03-15;2017-06-02;;;45.36245290700003;6.592200000000048;73015;0000;730150000;Z
28464;2017-10;73;73015;2017;90;2.0;;;51AC;;;1;1511.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;2.0;0.0;2.0;3.0;;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;828.0;0.0;0.0;0.0;7.0;2017-10-31;;;;;45.399062967771975;6.571168075606626;73015;0000;730150000;Z
34543;2017-12;73;73015;2017;90;2.0;;38801277500028;1072AB;;;1;1622.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;;;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;104.0;0.0;;0.0;5.0;;;;0.0;2017/12;45.40174957084165;6.567183387499503;73015;0000;730150000;Z
34544;2017-12;73;73015;2017;90;2.0;;32753123200046;135pAE;;;1;4287.0;0.0;0.0;2.0;4.0;3.0;1.0;0.0;2.0;8.0;10.0;6.0;;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;956.0;0.0;;0.0;7.0;;;;0.0;2017/12;45.3744486130553;6.575212911804685;73015;0000;730150000;Z
37438;2018-01;73;73015;2018;90;2.0;;83404454700018;34AE;;;1;598.0;0.0;2.0;1.0;2.0;1.0;0.0;1.0;0.0;6.0;6.0;;;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;180.0;518.0;0.0;180.0;0.0;12.0;2018-01-31;;;;;45.3744486130553;6.575212911804685;73015;0000;730150000;Z
40095;2018-02;73;73015;2016;90;2.0;;82201767900017;2190M;1781M;905M;3;1154.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;2.0;0.0;2.0;;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;175.0;500.0;0.0;175.0;0.0;12.0;;2017-01-09;2017-06-12;;2018-02-28;45.4094487;6.5576782;73015;0000;730150000;Z
40096;2018-02;73;73015;2018;90;2.0;;83354245900015;1423J;;;1;2561.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;2.0;2.0;5.0;;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;1890.0;618.0;0.0;0.0;0.0;7.0;;;;;2018-02-28;45.394248060279814;6.573499105744982;73015;0000;730150000;Z
40097;2018-02;73;73015;2018;90;2.0;;;51AC;;;1;1511.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;620.0;0.0;0.0;0.0;5.0;;;;;2018-02-28;45.399062967771975;6.571168075606626;73015;0000;730150000;Z
42972;2018-03;73;73015;2017;10;2.0;;38801277500028;1072AB;;;2;1622.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;104.0;0.0;0.0;0.0;5.0;2018-03-30;2018-02-20;;;;45.40174957084165;6.567183387499503;73015;0000;730150000;Z
42973;2018-03;73;73015;2018;90;2.0;;82503787200017;1157AB;1053AB;1021AB;1;1527.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;4.0;;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;167.0;260.0;0.0;0.0;0.0;7.0;2018-03-30;;;;;45.399685289165795;6.568278508857028;73015;0000;730150000;Z
42974;2018-03;73;73015;2018;90;2.0;;80331977100017;480J;481J;;1;1034.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;4.0;;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;298.0;258.0;0.0;0.0;0.0;7.0;2018-03-30;;;;;45.36245290700003;6.592200000000048;73015;0000;730150000;Z
45728;2018-05;73;73015;2017;90;2.0;;32753123200046;135pAE;;;2;4287.0;0.0;0.0;2.0;4.0;3.0;1.0;0.0;2.0;8.0;10.0;6.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;956.0;0.0;0.0;0.0;7.0;2018-05-31;2018-05-23;;;;45.3744486130553;6.575212911804685;73015;0000;730150000;Z
