index;date_collecte;DEP;COMM;ANNEE_DEPOT;CAT_MOA;TYPE_MOA;DENOMINATION_D;SIRET_D;CADASTRE1;CADASTRE2;CADASTRE3;TYPE_EVT;SUPERFICIE_T;NB_LGT_1P;NB_LGT_2P;NB_LGT_3P;NB_LGT_4P;NB_LGT_5P;NB_LGT_6P;NB_LGT_DEMOLIS;NB_LGT_IND_CREES;NB_LGT_COL_CREES;NB_LGT_TOT_CREES;NB_NIV_MAX;NATURE_PROJET;I_PERSONNELLE;I_VENTE;I_LOCATION;I_LGTR_SENIORS;I_LGTR_ETUDIANTS;I_LGTR_TOURISME;I_LGTR_HOTELIERESOC;I_LGTR_SOCIAL;I_LGTR_HANDICAPES;I_LGTR_AUTRE;I_LGTR_AUTRE_LIBELLE;SDP_A1;SDP_B1;SDP_D1;SDP_ E1;SDP_F1;TYPE_OPERATION_CONSTR;PERIODE_DEVRT;DATEREELLE_DECISION_FAV;DATEREELLE_DOC;SDP_E1;DPC;lat;lng;INSEE_COM;IRIS;CODE_IRIS;TYP_IRIS
270;2018-04;11;11069;2017;30;2.0;SARL REGNIER GOUVIAC FONCIERE;59342409300018;0222DZ;0230DZ;0226DZ;2;11623.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;5.0;;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;949.0;0.0;0.0;0.0;7.0;2018-04-30;2018-04-05;;;;43.17562727585452;2.4079009780268343;11069;0703;110690703;H
271;2018-04;11;11069;2018;10;2.0;;;0215MW;;;2;827.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;149.0;0.0;0.0;0.0;5.0;2018-04-30;2018-04-25;;;;43.201560016349674;2.389629968623467;11069;0703;110690703;H
272;2018-04;11;11069;2018;90;2.0;;;0197MW;0180MW;0183MW;1;6728.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;118.0;0.0;0.0;0.0;5.0;2018-04-30;;;;;43.20081586236666;2.3903848311558047;11069;0703;110690703;H
2682;2019-08;11;11069;2019;10;2.0;;;0274MX;0267MX;;2;752.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;149.0;0.0;0.0;0.0;5.0;2019-08-31;2019-08-07;;;;43.1997674;2.3930915;11069;0703;110690703;H
2684;2019-08;11;11069;2019;10;2.0;;;0540DZ;;;2;3005.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;186.0;0.0;0.0;0.0;5.0;2019-08-31;2019-08-26;;;;43.17398272060187;2.4167523723955013;11069;0703;110690703;H
5244;2017-01;11;11069;2016;10;2.0;;;0218MW;;;2;500.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;106.0;0.0;0.0;0.0;5.0;2017-01-31;2016-06-16;;;;43.20081586236666;2.3903848311558047;11069;0703;110690703;H
5246;2017-01;11;11069;2016;10;2.0;;;0275MX;;;2;1004.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;149.0;0.0;0.0;0.0;5.0;2017-01-31;2017-01-12;;;;43.19896346982153;2.3902136968712715;11069;0703;110690703;H
5247;2017-01;11;11069;2016;10;2.0;;;0570DZ;;;2;3000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;126.0;0.0;0.0;0.0;5.0;2017-01-31;2017-01-23;;;;43.1726261;2.4151762;11069;0703;110690703;H
7502;2017-02;11;11069;2016;10;2.0;;;0025MX;0026MX;;3;1525.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;138.0;0.0;0.0;0.0;5.0;2017-02-28;2016-05-19;2016-11-07;;;43.19915998410394;2.390530017386425;11069;0703;110690703;H
7503;2017-02;11;11069;2016;20;2.0;MARCOU HABITAT CPHLM  BELTRAN  MIGUEL;55185015900015;0205MW;;;2;1547.0;0.0;0.0;6.0;4.0;0.0;0.0;0.0;10.0;0.0;10.0;;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;779.0;0.0;0.0;0.0;7.0;2017-02-28;2017-02-09;;;;43.204005961041666;2.387077963817903;11069;0703;110690703;H
9532;2017-03;11;11069;2016;10;2.0;;;0218MW;;;3;500.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;106.0;0.0;0.0;0.0;5.0;2017-03-31;2016-06-16;2016-12-15;;;43.20081586236666;2.3903848311558047;11069;0703;110690703;H
14046;2017-05;11;11069;2016;10;2.0;;;0208MW;;;3;11418.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;82.0;0.0;0.0;0.0;5.0;2017-05-31;2016-06-01;2017-06-08;;;43.2008927;2.3909235;11069;0703;110690703;H
18982;2017-07;11;11069;2017;10;2.0;;;0217MW;;;2;500.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;102.0;0.0;0.0;0.0;5.0;2017-07-31;2017-07-04;;;;43.201619988866895;2.389389994735552;11069;0703;110690703;H
21547;2017-08;11;11069;2017;10;2.0;;;;;;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;98.0;0.0;0.0;0.0;5.0;2017-08-31;;;;;43.20081586236666;2.3903848311558047;11069;0703;110690703;H
21548;2017-08;11;11069;2017;10;2.0;;;0205MW;0206MW;0208MW;1;14093.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;149.0;0.0;0.0;0.0;5.0;2017-08-31;;;;;43.20081586236666;2.3903848311558047;11069;0703;110690703;H
26716;2017-10;11;11069;2016;10;2.0;;;0275MX;;;3;1004.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;149.0;0.0;0.0;0.0;5.0;2017-10-31;2017-01-12;2017-04-01;;;43.19896346982153;2.3902136968712715;11069;0703;110690703;H
26717;2017-10;11;11069;2017;10;2.0;;;;;;2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;98.0;0.0;0.0;0.0;5.0;2017-10-31;2017-10-11;;;;43.20081586236666;2.3903848311558047;11069;0703;110690703;H
29593;2017-11;11;11069;2017;10;2.0;;;0220MW;;;2;500.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;149.0;0.0;0.0;0.0;5.0;2017-11-30;2017-11-20;;;;43.20081586236666;2.3903848311558047;11069;0703;110690703;H
32381;2017-12;11;11069;2017;10;2.0;;;0570DZ;;;2;3000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;178.0;0.0;;0.0;5.0;;2017-12-05;;0.0;2017/12;43.173239996271775;2.4100900266366523;11069;0703;110690703;H
