INSEE_COM;Part des cadres et prof. intellectuelles sup. dans le nb d’emplois au LT 2018;Part des prof. intermédiaires dans le nb d’emplois au LT 2018;Part des employés dans le nb d’emplois au LT 2018;Part des ouvriers dans le nb d’emplois au LT 2018;Part des artisans, commerçants, chefs d’ent. dans le nb d’emplois au LT 2018;Part des agriculteurs expl. dans le nb d’emplois au LT 2018;Artisans, commerçants, chefs d'entreprise;Cadres et professions intellectuelles supérieures;Professions intermédaires;Employés;Ouvriers;Nb d'emplois au lieu de travail (LT) 2018;Part des emplois sal. dans le nb d’emplois au LT 2018;Part des emplois non sal. dans le nb d’emplois au LT 2018
01001;5.1;25.3;9.7;25.2;19.5;15.1;20;5;26;10;25;93;66.7;33.3
01002;0;49.6;25.7;24.7;0;0;0;0;10;5;5;17;46.3;53.7
01004;12;29.3;30;23.7;5;0.1;391;931;2279;2332;1843;7871;89;11
01005;10;30;21.8;12.6;25.6;0;87;34;102;74;43;260;68.8;31.2
01006;;;;;;;0;0;0;0;0;6;66.7;33.3
01007;12.8;32;23.6;21;8.5;2.1;40;60;149;110;98;472;76.8;23.2
01008;0.6;26.6;34.4;20.9;17.4;0;25;1;38;50;30;135;73.3;26.7
01009;0;100;0;0;0;0;0;0;5;0;0;19;42.4;57.6
01010;11.3;23.3;16.4;35.8;8.2;5;25;34;71;50;109;274;87.9;12.1
01011;20.1;20.1;20.2;19.8;0;19.8;0;5;5;5;5;25;59.9;40.1
01012;0;2.9;24.9;41.6;22.3;8.3;13;0;2;15;25;59;63.7;36.3
01013;0;50;0;0;0;50;0;0;5;0;0;21;28.7;71.3
01014;9;25.1;24;33.2;8.6;0.1;194;205;570;543;751;2187;89.8;10.2
01015;17.1;25.7;22.7;17.3;8.6;8.6;5;10;15;13;10;54;59.6;40.4
01016;0;12.4;37.3;37.8;12.4;0;5;0;5;15;15;36;52.7;47.3
01017;0;0;73.9;0;0;26.1;0;0;0;15;0;34;73.1;26.9
01019;0;0;100;0;0;0;0;0;0;5;0;2;100;0
01021;8.4;16.8;38.1;15.5;21.3;0;70;28;55;125;51;197;71.5;28.5
01022;13.4;23.9;32.3;17.6;12.8;0;51;53;95;128;70;360;77.9;22.1
01023;0;3.3;51.5;15.8;0;29.4;0;0;1;17;5;16;75.7;24.3
01024;6;24.4;15.5;46.5;5.9;1.7;55;57;229;146;436;934;89.4;10.6
01025;12;14.1;25.1;26.6;12.8;9.4;82;77;90;161;170;627;78.5;21.5
01026;8.3;16;53.3;11.8;8.4;2.1;20;20;38;126;28;273;80;20
01027;4.6;21.6;50.2;20.3;3;0.3;55;84;395;918;370;1825;94.5;5.5
01028;0;25.9;36.7;7.3;30.1;0;20;0;17;24;5;67;53;47
01029;0;10.9;56.8;21.5;0;10.8;0;0;15;79;30;182;79.7;20.3
01030;19.7;14.9;26.3;0;39.1;0;30;15;12;20;0;64;63.6;36.4
01031;15.4;24.3;16.3;38.2;5.9;0;130;339;534;358;840;2232;90.8;9.2
01032;13;28.1;38.2;15.4;5.4;0;75;181;391;531;214;1397;90.1;9.9
01033;11.9;21.2;31.2;27.8;7.4;0.5;428;688;1223;1799;1601;5707;87.3;12.7
01034;14;25.7;28.2;25.3;6.7;0.1;392;823;1511;1657;1490;6025;88.7;11.3
01035;0;0;20;20;20;40;5;0;0;5;5;23;52.1;47.9
01036;10.1;15.1;15.1;14.9;29.8;15;30;10;15;15;15;115;48.2;51.8
01037;21;15.7;36.8;15.7;0;10.8;0;20;15;35;15;120;78;22
01038;11.5;6.5;39.8;18.3;17.6;6.2;15;10;5;33;15;98;67.6;32.4
01039;10.3;17.2;31.1;34.4;7;0;10;15;25;45;50;107;84.1;15.9
01040;0;0;33.8;32.4;33.8;0;10;0;0;10;10;41;52.4;47.6
01041;0;24.2;45.5;15.2;15.2;0;5;0;8;15;5;46;78.3;21.7
01042;0;22.1;44.5;0;11.1;22.3;5;0;10;20;0;20;54.8;45.2
01043;16.9;23.5;26.6;27;5.9;0;193;554;769;871;883;3445;90.7;9.3
01044;0;28.7;24.4;46.9;0;0;0;0;15;13;25;68;73.2;26.8
01045;23.8;28.4;33.5;0;0;14.3;0;8;10;12;0;55;80.1;19.9
01046;0;21.2;21.1;20.9;10.5;26.3;10;0;20;20;20;108;59.8;40.2
01047;20.8;22.4;14.8;34.3;7.3;0.5;68;194;209;139;320;900;91.5;8.5
01049;16.3;28.7;20.3;25.5;8.7;0.5;78;147;258;182;229;953;86.5;13.5
01050;0;11.9;32.7;0;44.5;10.9;19;0;5;14;0;32;50.8;49.2
01051;;;;;;;0;0;0;0;0;11;27.4;72.6
01052;0;9;18.1;18.6;18.1;36.2;10;0;5;10;10;55;60.2;39.8
01053;15.1;32.4;30;18.3;4.1;0.1;1310;4838;10380;9598;5869;32077;92.3;7.7
01054;4.5;13.6;45.3;4.8;22.6;9.1;25;5;15;50;5;78;56.5;43.5
01056;0;16.5;33.4;33.4;0;16.7;0;0;5;10;10;50;48;52
01057;7.5;17;18.4;34.3;22.7;0;25;8;19;20;38;114;78.9;21.1
01058;5;23.7;20;38;13.3;0;41;15;72;61;116;286;84;16
01060;11.2;16.5;27.2;17.1;11.2;17;10;10;15;24;15;109;76.5;23.5
01061;4.6;30.5;27.8;18.4;18.6;0;20;5;33;31;20;90;73.8;26.2
01062;17.8;23.3;14.4;31.3;9.4;3.7;25;47;62;38;83;216;87.9;12.1
01063;9.7;19.2;5.5;60.2;5.5;0;20;36;71;20;223;421;94;6
01064;13.7;20.7;20.3;35.1;8.8;1.6;53;83;125;123;213;595;91.2;8.8
01065;4.2;13.5;24.6;27.8;19.6;10.3;48;10;33;60;68;200;69.1;30.9
01066;0;0;0;100;0;0;0;0;0;0;5;7;28.8;71.2
01067;0;10.4;57.1;32.5;0;0;0;0;8;44;25;97;92.8;7.2
01068;0;13.1;27.6;33.2;13.1;13;15;0;15;32;38;142;65.2;34.8
01069;9.6;25;14.2;37.3;12.5;1.4;45;35;91;52;136;321;85.6;14.4
01071;8.6;20.2;42.2;16.9;12.1;0;102;73;171;357;143;940;83.9;16.1
01072;14.3;27;26.8;23.8;7.4;0.7;85;164;309;308;273;1153;88.8;11.2
01073;7.1;21.6;17.9;25.1;21.1;7.1;30;10;30;25;35;105;54.4;45.6
01074;8.2;15.1;25.1;30.5;19.3;1.7;119;51;93;155;189;636;78.3;21.7
01075;11.8;23;11.9;36.8;9.9;6.7;50;60;117;61;188;441;81.6;18.4
01076;0;27.6;28.2;44.1;0;0;0;0;5;5;8;17;100;0
01077;0;0;33.3;0;0;66.7;0;0;0;5;0;21;43.1;56.9
01078;7.7;20.5;52.4;4;7.7;7.7;10;10;25;65;5;121;75.3;24.7
01079;10.1;20.2;39.2;18.7;8.4;3.4;25;30;60;117;56;323;79.1;20.9
01080;0;38.7;23;7.7;7.7;22.9;5;0;25;15;5;93;72.1;27.9
01081;24.5;21.8;10.1;37.5;3.9;2.2;18;113;100;47;172;462;92.3;7.7
01082;21.7;30.7;26.5;11.7;5.8;3.5;10;37;53;45;20;182;92.8;7.2
01083;2.7;13.1;26;28.7;26.7;2.8;51;5;25;50;55;180;64.4;35.6
01084;15.2;0;23.2;8.1;45.9;7.6;29;9;0;14;5;55;49.6;50.4
01085;0;10.5;50.8;17.7;10.3;10.7;5;0;5;25;9;60;51.1;48.9
01087;10.9;7.6;42.7;28.1;10.7;0;5;5;3;20;13;29;76.5;23.5
01088;15.4;24.3;19.2;29.8;6;5.4;11;28;45;35;55;189;80;20
01089;11.2;27.8;18.7;32.1;9.6;0.6;75;87;218;146;251;784;83.7;16.3
01090;9;9;26.9;37.1;18;0;10;5;5;15;20;33;63.9;36.1
01092;3;25.5;44.5;8.9;12;6;20;5;42;74;15;177;74.1;25.9
01093;14.4;25.8;25.9;25.2;8.2;0.5;250;441;791;792;772;2978;88.3;11.7
01094;13;18.9;13;35.8;19.3;0;15;10;15;10;28;80;73.6;26.4
01095;11.9;20.9;11.2;29.6;18.8;7.5;25;16;28;15;40;135;73;27
01096;0;17.4;18.6;28.5;23.7;11.8;50;0;37;40;61;159;65.9;34.1
01098;6.5;20.2;22;43;4.6;3.7;25;35;109;119;233;444;85.8;14.2
01099;16.9;32.8;17.9;11.4;16.8;4.3;59;59;115;63;40;281;68.4;31.6
01100;0;0;0;0;0;100;0;0;0;0;0;9;66.1;33.9
01101;50;0;0;50;0;0;0;5;0;0;5;9;22.2;77.8
01102;0;25.4;29.1;23.8;7.2;14.4;10;0;35;40;33;138;68.1;31.9
01103;9;29.4;29;9;20.7;2.9;33;14;46;46;14;139;73.2;26.8
01104;4.5;4.5;40.7;13.6;13.9;22.8;15;5;5;45;15;87;64.3;35.7
01105;6.2;28;14.4;36.2;10.1;5.1;67;41;185;96;240;538;84.6;15.4
01106;0;66.9;0;0;33.1;0;5;0;10;0;0;16;62.4;37.6
01107;100;0;0;0;0;0;0;5;0;0;0;7;14.4;85.6
01108;8.2;17.3;45.1;14.9;12.5;2.1;31;20;42;110;36;312;76.8;23.2
01109;13.6;26.6;29.8;10.8;19.3;0;50;35;69;77;28;231;67.2;32.8
01110;0;0;100;0;0;0;0;0;0;5;0;9;56.1;43.9
01111;100;0;0;0;0;0;0;15;0;0;0;3;100;0
01112;8.5;27.8;17.7;20.8;16.8;8.5;18;9;30;19;23;93;76;24
01113;3.5;7.1;14.5;36.2;14.1;24.6;20;5;10;21;51;136;55.5;44.5
01114;5.1;21.4;26.5;34.8;2.7;9.6;6;11;44;55;72;196;84.2;15.8
01115;2;21.6;18.2;35.4;16.7;6.1;41;5;53;45;87;247;75.9;24.1
01116;0;25.2;50.2;24.6;0;0;0;0;5;10;5;48;62.4;37.6
01117;0;25;25;0;50;0;10;0;5;5;0;10;10;90
01118;5.6;15.5;40.1;21.4;11.1;6.3;35;18;49;128;68;292;83.9;16.1
01121;0;24.2;0;75.8;0;0;0;0;3;0;10;20;65.4;34.6
01123;5.2;23.8;18.3;39.2;5.4;8.2;10;10;46;35;75;191;82.4;17.6
01124;9;9;9.1;18.3;45.6;9;24;5;5;5;10;56;56.4;43.6
01125;4.9;28.2;14.8;35.8;12.2;4.1;15;6;35;18;44;106;82.9;17.1
01127;0;0;0;50;50;0;5;0;0;0;5;29;37.9;62.1
01128;0;10.1;9.9;50.9;18.7;10.4;9;0;5;5;25;65;81.6;18.4
01129;0;14.5;48.3;8;14.5;14.5;5;0;5;15;3;27;55.5;44.5
01130;10.3;29.8;15.8;24.5;11.8;7.7;46;40;117;62;96;449;81.9;18.1
01133;0;20.7;39.2;0;40.1;0;10;0;5;10;0;23;39;61
01134;6.2;17;20.6;40.4;14.9;1;74;31;84;102;200;507;85.5;14.5
01135;10.5;16.7;31.2;22.1;18.3;1.1;87;50;79;148;104;395;80.8;19.2
01136;0;18.1;45.8;9;27.1;0;15;0;10;25;5;51;57.1;42.9
01138;13;23.7;18.2;40.7;4.3;0;70;211;386;297;662;1612;91.8;8.2
01139;3.8;15.3;19.1;30.8;11.4;19.6;15;5;20;25;41;91;56.7;43.3
01140;4;16;32;32;8;7.9;10;5;20;40;40;111;75.5;24.5
01141;0;0;49.5;0;50.5;0;10;0;0;10;0;21;52.1;47.9
01142;13.5;30;21.7;29.4;5.3;0;145;366;813;589;797;2629;90.7;9.3
01143;15.7;19.4;43.3;10.5;10.9;0.2;235;338;417;931;225;2257;80.2;19.8
01145;6.2;17.2;12.4;30;24.7;9.5;40;10;28;20;49;163;59.8;40.2
01146;0;19.8;20.1;0;20.1;40.1;5;0;5;5;0;25;60.2;39.8
01147;0;6.7;26.4;20;26.9;20;20;0;5;20;15;75;55.5;44.5
01148;3;21.9;20.9;34.8;19.4;0;65;10;74;70;117;287;73.6;26.4
01149;9.4;9.4;33.8;19.1;28.4;0;15;5;5;17;10;50;70.8;29.2
01150;0;0;17.1;49.7;0;33.2;0;0;0;5;15;31;58.1;41.9
01151;9.7;34.9;40;10.4;5;0;5;10;35;40;10;93;67.4;32.6
01152;8.1;24.3;36.4;15.6;7.7;7.9;5;5;15;23;10;75;60.5;39.5
01153;13;25;30.9;21.9;2.3;6.9;5;28;55;67;48;191;77;23
01155;0;19.4;20;20;20.3;20.3;5;0;5;5;5;21;47.6;52.4
01156;5.2;15.6;5.1;48.1;15.4;10.5;15;5;15;5;46;107;80.3;19.7
01157;9.6;21;22.4;29.4;16.8;0.9;96;55;121;129;169;563;72.8;27.2
01158;33.1;16.7;17.1;16.5;16.5;0;5;10;5;5;5;40;70.2;29.8
01159;7.5;21.1;18.9;44.1;5.8;2.5;94;122;342;306;713;1563;88.6;11.4
01160;17.1;25.5;38.6;13.8;5;0;185;634;945;1430;512;3569;87.6;12.4
01162;0;0;0;50.2;0;49.8;0;0;0;0;10;14;56.9;43.1
01163;2.3;14.5;18.5;32.3;27.8;4.6;61;5;32;41;71;276;62.6;37.4
01165;8.5;11.2;25.4;34.9;11.5;8.5;21;15;20;46;62;147;69.7;30.3
01166;9.2;24;29.4;23.4;14;0;46;30;79;97;77;347;74.7;25.3
01167;23.2;8.4;15.5;22;7.7;23.2;5;15;5;10;14;54;79.5;20.5
01169;0;21.9;22.5;33.1;11.3;11.3;5;0;10;10;15;49;65.1;34.9
01170;11.1;15.6;19.3;46.7;4.8;2.4;10;23;32;40;97;182;86.9;13.1
01171;0;21.6;16.9;42.5;19;0;18;0;20;16;40;114;81;19
01173;13.8;21.7;35.5;16.8;12;0.2;354;407;642;1049;495;2841;85.1;14.9
01174;6.6;28.9;21.3;7.1;28.9;7.2;20;5;20;15;5;37;55.3;44.7
01175;8.2;10.9;16.2;51.4;13.3;0;25;15;21;31;97;169;83.7;16.3
01177;0;0;0;50;50;0;5;0;0;0;5;9;33;67
01179;5.4;22.2;15;51.7;5.7;0;35;33;137;92;319;538;89.4;10.6
01180;16.7;11.8;16.8;15.7;33.5;5.6;30;15;10;15;14;82;68.6;31.4
01181;8.8;26.4;13;45.7;6;0;48;71;212;104;366;865;94.4;5.6
01183;4.5;26.3;15.4;38.4;11.6;3.8;61;24;139;81;203;495;80;20
01184;18.9;6.3;18.6;37.6;18.6;0;15;15;5;15;30;76;62.7;37.3
01185;6.3;24.3;42.2;17.9;6.9;2.5;154;140;545;944;400;2254;89;11
01187;8.7;22.9;11.6;36.5;11.6;8.7;21;15;41;20;65;220;73;27
01188;13.2;6.9;27;6.2;6.6;40.2;5;9;5;19;4;74;54.7;45.3
01189;8.6;52;9.5;20.1;9.9;0;15;13;80;15;31;135;88.9;11.1
01190;0;0;20;0;0;80;0;0;0;5;0;15;46.7;53.3
01191;0;0;10.9;30.2;0;58.9;0;0;0;3;8;33;60.6;39.4
01192;12.5;16.7;11.4;51.2;7.6;0.6;117;195;260;176;794;1608;92.9;7.1
01193;0;66;0;34;0;0;0;0;10;0;5;23;64.8;35.2
01194;11.4;23.3;33.7;18.5;13.2;0;181;157;319;462;253;1371;81.6;18.4
01195;4.1;10.3;37.5;27.4;17.5;3.1;87;20;51;186;136;479;81.5;18.5
01196;5.7;20.8;44.7;14.3;12.6;1.9;35;16;58;125;40;302;80.3;19.7
01197;0;0;0;24.6;50;25.4;10;0;0;0;5;34;52.6;47.4
01198;0;0;33.8;33.8;32.4;0;5;0;0;5;5;38;60.6;39.4
01199;13.3;27.7;20.2;25.9;10.1;2.8;55;72;151;110;141;473;82.9;17.1
01200;0;24.9;24.9;0;50.2;0;10;0;5;5;0;31;61.1;38.9
01202;12.6;23.7;27.4;29.1;6.7;0.4;154;288;544;628;668;2334;85.5;14.5
01203;5.4;13.6;21.8;48.2;8.4;2.7;32;21;52;84;185;377;86.6;13.4
01204;6.2;23.9;17.9;17.9;28.2;6;24;5;20;15;15;70;51.8;48.2
01206;0;100;0;0;0;0;0;0;5;0;0;25;71.9;28.1
01207;0;25.8;4.5;26.8;34.4;8.6;20;0;15;3;16;68;79.6;20.4
01208;0;0;100;0;0;0;0;0;0;16;0;11;82.5;17.5
01209;10.9;23.4;43.9;0;21.8;0;10;5;10;20;0;43;66;34
01210;4.6;23.8;36.3;18.4;16.9;0;18;5;26;39;20;126;56.2;43.8
01211;16.4;32.5;6.9;33.5;4.3;6.5;10;38;75;16;77;211;74.9;25.1
01212;0;7.9;15.8;33.4;35;7.9;45;0;10;21;43;95;53;47
01213;13.8;15.7;15.7;41.7;6.5;6.5;20;42;48;48;128;327;87.5;12.5
01214;100;0;0;0;0;0;0;5;0;0;0;7;42.9;57.1
01215;0;0;64.2;35.8;0;0;0;0;0;10;6;22;90.8;9.2
01216;2.3;13.6;34;34.2;2.3;13.5;5;5;30;75;75;254;77.9;22.1
01219;0;33.5;33.1;0;33.5;0;5;0;5;5;0;23;26;74
01224;12.8;25.9;15.5;38.4;6.2;1.3;49;101;204;122;303;840;85.3;14.7
01225;100;0;0;0;0;0;0;5;0;0;0;26;57.6;42.4
01227;0;24.7;24;21.7;29.5;0;20;0;17;16;15;76;68.3;31.7
01228;1.9;24.2;25.1;45.3;3.6;0;10;5;65;68;122;303;88;12
01229;3.3;23.7;30.3;22.3;13.3;7.1;20;5;36;46;34;164;76.7;23.3
01230;0;7.9;7.9;52.6;7.9;23.7;5;0;5;5;33;62;56.6;43.4
01231;9.5;22.9;7.7;47.6;10.7;1.5;73;65;155;53;323;635;83.3;16.7
01232;5.3;20.3;20.5;30.6;20.1;3.2;96;25;97;98;146;504;74.7;25.3
01233;;;;;;;0;0;0;0;0;13;53.9;46.1
01234;0;0;5.5;54.9;29.7;9.9;15;0;0;3;28;40;82.2;17.8
01235;5.9;20.6;21.7;26;7;18.8;13;11;37;39;47;173;72.4;27.6
01236;6.2;12.5;25.2;12.5;24.9;18.7;20;5;10;20;10;95;60.2;39.8
01237;14.5;19.5;9.9;51.2;5;0;33;96;129;65;340;762;90.7;9.3
01238;11.3;21.9;24.2;31.4;11.1;0;83;85;164;182;235;707;87.1;12.9
01239;0;53.5;23.7;0;7.6;15.3;5;0;35;16;0;61;71.7;28.3
01240;0;22.5;39.1;15.2;23.2;0;15;0;14;25;10;64;64.6;35.4
01241;0;39.4;25;23.8;9.8;2;25;0;99;63;60;248;77.2;22.8
01242;21.1;21.2;0;15.3;0;42.4;0;5;5;0;4;27;69.9;30.1
01243;12.7;13.4;3.2;16.1;51.4;3.2;80;20;21;5;25;119;53.4;46.6
01244;10.4;25.4;34.2;19.5;10.4;0;258;258;630;847;484;2494;83.7;16.3
01245;8.2;16.4;32.9;17.8;16.4;8.2;10;5;10;20;11;91;68.4;31.6
01246;6.8;39.9;16.9;20.7;15.7;0;46;20;117;49;60;328;73.6;26.4
01247;0;14.1;22.6;36.5;26.8;0;31;0;16;26;42;114;63.6;36.4
01248;6.8;22.2;29.6;15.5;20.8;5.2;58;19;62;82;43;296;68;32
01249;17.9;30.5;18.3;26.8;6;0.5;299;895;1522;912;1336;5057;89.7;10.3
01250;19.4;34.9;32.1;8.2;5.4;0;15;56;100;92;24;310;84.1;15.9
01252;18.2;0;36.4;9.1;27.3;9.1;15;10;0;20;5;75;62.9;37.1
01254;11;10.5;23.1;38.3;15.3;1.9;82;59;56;123;205;545;83.3;16.7
01255;0;0;64.3;35.7;0;0;0;0;0;18;10;51;52.2;47.8
01257;0;6.2;20.9;21.1;20.8;31.1;10;0;3;10;10;49;57.5;42.5
01258;9.6;31.1;31.7;13.6;8.2;5.7;21;24;79;81;35;266;83;17
01259;0;11.6;18.5;23.4;46.5;0;20;0;5;8;10;56;59.6;40.4
01260;0;62.2;0;12.8;0;25;0;0;24;0;5;43;56;44
01261;3.6;23.5;20.9;45;7.1;0;10;5;33;29;63;130;79.2;20.8
01262;21.6;28.4;24.2;20.2;4.6;1;140;653;859;733;613;2896;89.8;10.2
01263;13.1;22.5;17.7;35.7;11;0;101;120;206;162;328;910;84.7;15.3
01264;0;17.2;39.8;21.5;8.6;12.9;10;0;20;47;25;94;64.4;35.6
01265;7.6;23.3;17.7;44.2;6;1.1;109;138;424;322;804;1837;91.4;8.6
01266;10.6;19.4;39.6;21.2;8.6;0.8;114;141;258;527;282;1264;87.1;12.9
01267;10.9;17.9;9.6;49.2;7;5.4;32;51;83;44;228;423;89.8;10.2
01268;0;38.7;20.4;0;40.9;0;10;0;10;5;0;28;46.3;53.7
01269;15.2;21.5;29.2;25.2;8.5;0.4;117;209;294;401;346;1323;88.7;11.3
01272;4.8;17.9;40.5;14.5;15.9;6.3;50;15;56;126;45;314;71.4;28.6
01273;8.3;14.1;46.6;16.8;10.1;4.1;25;21;35;116;42;296;75.8;24.2
01274;0;19.4;26.6;41;13;0;12;0;19;25;39;126;83.7;16.3
01275;25.4;30.6;17.4;16.9;9.7;0;101;263;318;181;175;1114;86.6;13.4
01276;7.4;23.6;17.8;22.6;26.8;1.8;75;21;66;50;63;266;71.8;28.2
01277;;;;;;;0;0;0;0;0;8;12.5;87.5
01279;0;0;100;0;0;0;0;0;0;5;0;10;30;70
01280;0;0;100;0;0;0;0;0;0;5;0;20;45;55
01281;12.6;20.7;42.5;16.6;6.8;0.8;41;75;123;252;98;562;80.2;19.8
01282;4;4;16;68.1;4;4;5;5;5;20;86;140;94.3;5.7
01283;11;25.7;23.2;32.9;7;0.2;716;1137;2646;2385;3385;10337;89.7;10.3
01284;3.6;24.1;40;19.7;12.7;0;18;5;35;58;28;181;77.8;22.2
01285;17.1;17.5;26.8;15.2;15.5;7.9;30;33;34;51;29;190;77.1;22.9
01286;16.7;16.5;25;16.7;8.3;16.8;5;10;10;15;10;70;47.5;52.5
01288;17.1;19.7;32.2;17.4;13.6;0;63;79;91;148;80;415;80.4;19.6
01289;8.7;35.4;24.9;22.9;7.9;0.2;210;234;948;666;613;2588;87.3;12.7
01290;5.7;13.3;32.5;25;20.5;3;73;20;47;115;88;271;73.1;26.9
01291;13.7;27;19.7;26.5;4.8;8.4;9;25;49;36;48;191;80.1;19.9
01293;24.7;0;0;0;50.6;24.7;10;5;0;0;0;15;33;67
01294;2.3;28.3;30.7;22.8;11.3;4.6;25;5;63;69;51;222;81.3;18.7
01295;0;9.6;38;23.9;19;9.5;10;0;5;20;13;58;66.5;33.5
01296;0;11.9;17.8;35.2;17.9;17.2;5;0;3;5;10;41;49;51
01297;13.4;24.6;20.9;34.4;6.7;0;5;10;18;15;25;73;70.3;29.7
01298;0;0;0;0;66.7;33.3;9;0;0;0;0;11;25.8;74.2
01299;0;41.2;27.6;16.8;0;14.4;0;0;15;10;6;75;58;42
01301;8.1;13.9;28.4;38.1;10.5;1;52;40;68;140;187;512;77.5;22.5
01302;0;100;0;0;0;0;0;0;5;0;0;7;71.1;28.9
01303;12;20.1;24.5;35.7;4.9;2.8;35;85;143;175;255;627;85.3;14.7
01304;11.6;20.8;26.6;29.5;11.5;0;108;109;195;249;277;968;83.9;16.1
01305;7.9;25;32;26.5;8.6;0;125;115;363;464;384;1447;87.1;12.9
01306;14.9;26.1;37.8;17.5;3.8;0;25;97;171;248;114;642;87.5;12.5
01307;5.2;27.3;14.4;46.5;6.7;0;31;24;125;66;213;497;88.3;11.7
01308;0;20.2;26.6;35.5;8.9;8.9;5;0;11;15;20;42;66.7;33.3
01309;0;50;50;0;0;0;0;0;5;5;0;8;62.5;37.5
01310;3.4;39.5;47;10.1;0;0;0;5;59;70;15;140;94.2;5.8
01311;0;33.3;0;0;33.3;33.3;5;0;5;0;0;10;40;60
01313;24.7;29.8;28.3;9.9;6.9;0.4;88;316;382;362;126;1230;85.9;14.1
01314;13.6;18.7;22.3;29.2;10.1;6;25;34;47;56;73;307;76.4;23.6
01317;0;0;66.7;0;33.3;0;5;0;0;10;0;11;54.5;45.5
01318;12.2;15.4;15;6.1;33.1;18.3;27;10;13;12;5;72;58.2;41.8
01319;0;23;0;23.1;30.7;23.2;20;0;15;0;15;50;46.1;53.9
01320;5.2;16.2;28.6;39.2;10.5;0.4;145;73;225;396;543;1370;86.8;13.2
01321;9.1;45.5;9.1;0;27.3;9.1;15;5;25;5;0;49;73.5;26.5
01322;15.5;20.8;22.8;35.2;5;0.7;114;355;475;522;805;2140;89.9;10.1
01323;3.7;11.3;14.9;40.6;18.6;10.8;25;5;15;20;55;124;69.2;30.8
01325;6.3;18.5;37.2;11.9;18.4;7.7;15;5;15;31;10;91;71.9;28.1
01328;5.1;28.5;46.7;10.3;7;2.4;14;10;55;91;20;223;83.6;16.4
01329;19.9;0;39.8;20.4;19.9;0;5;5;0;10;5;17;70.8;29.2
01330;0;0;0;100;0;0;0;0;0;0;5;24;41.5;58.5
01331;0;0;0;63;37;0;5;0;0;0;8;26;62.6;37.4
01332;3.4;18.5;13.3;48.4;13;3.4;20;5;28;20;73;143;86.8;13.2
01333;16.3;28;25.6;21.5;7.2;1.4;79;179;308;282;236;1226;82.6;17.4
01334;11.2;7.3;7.4;14.8;29.8;29.5;21;8;5;5;10;54;48.6;51.4
01335;8.6;4.9;17.4;34.5;8.6;25.9;5;5;3;10;20;61;74.3;25.7
01336;12.2;21.3;18.5;35.9;0;12.1;0;25;43;37;73;202;77.1;22.9
01337;2.6;12.6;28;29;12.6;15.2;25;5;25;56;58;243;70.4;29.6
01338;1.9;27.2;14.9;35.6;14.9;5.6;40;5;74;40;97;276;71.9;28.1
01339;8.9;28.5;43.3;5.9;13.5;0;30;20;64;97;13;187;71.2;28.8
01342;27.6;5.6;27.6;5.6;22.5;11.1;21;25;5;25;5;90;69.1;30.9
01343;7.7;14.7;8.4;61;4;4.2;34;65;124;71;515;959;89.5;10.5
01344;10.9;24.1;28.9;27.2;7.1;1.9;90;139;308;370;348;1278;82.9;17.1
01345;1.3;27.8;39.7;18.2;13;0;26;3;56;80;37;204;65.1;34.9
01346;9.9;10.5;19.8;19.6;30.2;10.1;15;5;5;10;10;82;63;37
01347;8;23.2;29;10.2;24.2;5.4;44;14;42;52;18;189;65.8;34.2
01348;8.7;20.6;22.6;35.4;11.1;1.6;108;85;200;220;344;926;78.1;21.9
01349;14.4;0;56.8;0;28.8;0;10;5;0;21;0;50;51.9;48.1
01350;5.2;22;21.1;38.6;9.1;4.1;46;26;112;107;196;642;80.3;19.7
01351;3.8;19.3;26.9;26.9;15.4;7.7;20;5;25;35;35;179;57.8;42.2
01352;0;50.1;16.6;16.6;16.6;0;5;0;15;5;5;50;68;32
01353;5.3;15.1;28.7;28.4;20.5;2.1;50;13;37;70;69;205;76;24
01354;17;30.1;29.4;17.2;6.1;0.1;207;574;1017;993;580;3416;86.9;13.1
01355;0;14.4;43;28.5;14.1;0;5;0;5;15;10;60;71.7;28.3
01356;0;0;0;0;0;100;0;0;0;0;0;8;62.6;37.4
01357;19.3;32.2;19.3;22.8;6.4;0;5;15;25;15;18;49;79.6;20.4
01358;0;24.3;24.6;51.1;0;0;0;0;5;5;10;46;76.4;23.6
01359;22.2;11.1;0;0;22.2;44.4;10;10;5;0;0;31;39.7;60.3
01360;7.3;19.4;27.5;36.2;7.1;2.5;15;15;40;57;75;279;83.3;16.7
01361;7.9;18.8;25.7;13.3;26.4;7.9;48;15;35;47;24;127;55.4;44.6
01362;0;22.7;47.9;5;14.8;9.7;15;0;23;48;5;116;62.8;37.2
01363;2.1;24.7;20.8;33.7;15.7;3.1;75;10;119;100;162;425;82.8;17.2
01364;6.7;9.9;19.9;27.1;3.3;33.1;5;10;15;30;41;131;70.9;29.1
01365;4.1;14.9;42.6;23.8;4.1;10.4;6;6;22;63;36;190;76.7;23.3
01366;63;14.8;11.8;5.7;1.9;2.8;10;346;81;65;31;596;92.7;7.3
01367;12.4;13.2;14.2;35.5;14.8;9.8;32;27;29;31;77;179;70.6;29.4
01368;5.5;39;22;16.8;5.5;11.1;5;5;36;20;16;86;74.9;25.1
01369;6.1;22.1;25.8;40.9;4.1;0.9;23;34;122;143;227;535;93.3;6.7
01370;8.6;22;35.1;21.3;13;0;53;35;90;145;88;439;80.3;19.7
