INSEE_COM;Part des cadres et prof. intellectuelles sup. dans le nb d’emplois au LT 2018;Part des prof. intermédiaires dans le nb d’emplois au LT 2018;Part des employés dans le nb d’emplois au LT 2018;Part des ouvriers dans le nb d’emplois au LT 2018;Part des artisans, commerçants, chefs d’ent. dans le nb d’emplois au LT 2018;Part des agriculteurs expl. dans le nb d’emplois au LT 2018;Artisans, commerçants, chefs d'entreprise;Cadres et professions intellectuelles supérieures;Professions intermédaires;Employés;Ouvriers;Nb d'emplois au lieu de travail (LT) 2018;Part des emplois sal. dans le nb d’emplois au LT 2018;Part des emplois non sal. dans le nb d’emplois au LT 2018
17442;0;0;22.2;22.3;33.3;22.2;15;0;0;10;10;32;37.4;62.6
17443;12.7;17.8;19;9.5;34.6;6.4;54;20;28;30;15;157;62.7;37.3
17444;7.5;8.6;61;8.3;13;1.6;45;26;30;211;29;282;84.4;15.6
17445;0;0;18.1;55;17.8;9;10;0;0;10;30;78;62.5;37.5
17446;5;5.6;39.8;39.9;9.7;0;10;5;6;40;40;113;78;22
17447;6.1;27.6;28.1;13.8;21.4;3.1;72;20;93;95;47;376;69.3;30.7
17448;13.9;12.1;33.4;24;11.5;5.1;45;54;47;129;93;410;78.5;21.5
17449;6.8;24.9;30.4;26.6;8.9;2.4;190;144;529;645;566;2240;84.1;15.9
17450;13.6;0;13.6;15.4;30;27.3;10;4;0;4;5;26;44;56
17451;0;5.4;32.4;45.9;10.9;5.4;10;0;5;30;43;148;73.8;26.2
17452;8.4;18.2;27.4;23.4;16.4;6.2;280;144;312;468;401;1808;72.9;27.1
17453;0;11.5;33.7;25.8;15.7;13.4;35;0;26;75;58;221;67.6;32.4
17454;0;0;40.4;39.4;0;20.2;0;0;0;10;10;47;54.2;45.8
17455;16.4;21;30.7;24;5.1;2.8;18;59;76;111;87;388;86.8;13.2
17457;5.1;23;4.9;51.9;12.5;2.7;27;11;49;10;110;209;81.4;18.6
17458;0;0;0;24.2;27.4;48.4;5;0;0;0;4;22;21.3;78.7
17459;0;21.3;13.1;30.9;8.7;26.1;10;0;25;15;36;98;64.5;35.5
17460;0;11.7;41.7;0;46.7;0;20;0;5;17;0;55;57;43
17461;6.2;30.7;33.9;14.4;14.8;0;241;101;501;552;235;1626;83.4;16.6
17462;0;21.3;29;28.3;14.2;7.1;20;0;30;41;40;83;72.1;27.9
17463;0;19;16;29.3;35.6;0;39;0;21;18;32;99;76.9;23.1
17464;0;27;73;0;0;0;0;0;9;25;0;61;57.2;42.8
17465;8.2;20;31;38.4;2.3;0;5;18;44;68;84;218;90.6;9.4
17466;0;28.2;28.7;14.6;23.8;4.8;50;0;59;60;30;198;57.3;42.7
17467;0;0;14.2;28.8;42.7;14.2;15;0;0;5;10;24;50.1;49.9
17468;0;0;0;0;0;100;0;0;0;0;0;24;58.6;41.4
17469;8.8;30.5;17.4;13;30.4;0;35;10;35;20;15;85;63.1;36.9
17470;0;0;20;20.1;10;49.9;5;0;0;10;10;58;57;43
17471;0;0;19.4;0;10.2;70.4;5;0;0;10;0;32;34.5;65.5
17472;8.5;8.9;26.9;34;18.9;2.8;33;15;16;47;60;204;66.9;33.1
17473;0;26.1;23.9;26.1;0;23.9;0;0;5;5;5;25;55;45
17474;3.5;32.5;27.5;9.1;10.2;17.2;15;5;47;40;13;131;73.3;26.7
17476;0;27;0;52;15.7;5.2;15;0;26;0;50;68;69.2;30.8
17477;5.9;11.4;5;72.2;5.5;0;5;5;10;5;66;110;83.6;16.4
17478;50;0;50;0;0;0;0;5;0;5;0;7;14.3;85.7
17479;0;4.4;13.1;43.4;8.7;30.5;10;0;5;15;50;75;69.4;30.6
17480;12.2;0;37.3;25.9;0;24.6;0;5;0;15;10;52;59.8;40.2
17481;0;0;0;0;33.3;66.7;5;0;0;0;0;14;33.2;66.8
17482;6.7;26.4;19.8;20.8;6.6;19.7;5;5;20;15;16;87;73.6;26.4
17483;14;16.7;20.2;15.6;14.5;19;49;48;57;69;53;245;60.5;39.5
17484;3.8;13.3;23.5;27.5;18.8;13.1;50;10;36;63;73;264;57.6;42.4
17485;8.6;29.7;42.5;12.7;6.4;0;15;20;70;101;30;249;70.9;29.1
17486;8;27.2;27.2;21.5;16.1;0;30;15;51;51;40;184;71;29
18001;0;46;21.7;0;32.2;0;15;0;21;10;0;40;57.7;42.3
18002;12;0;18.5;23.4;0;46.1;0;5;0;8;10;31;61.5;38.5
18003;3.1;23.4;35.4;31.1;5.3;1.8;30;18;134;201;177;524;83.6;16.4
18004;7.1;0;28.3;28.9;35.7;0;24;5;0;19;19;72;66.8;33.2
18005;4.3;18.3;28.6;24.2;15.3;9.2;18;5;21;33;28;113;73.8;26.2
18006;20;0;0;20;0;60;0;5;0;0;5;18;27.6;72.4
18007;0;0;20.2;19.2;40.5;20.2;10;0;0;5;5;26;69;31
18008;0;50;20;19.9;0;10;0;0;25;10;10;30;63.3;36.7
18009;16.1;1.6;23;19.9;23.5;15.9;15;10;1;15;13;57;60.6;39.4
18010;11.1;0;11.1;44.7;11.1;22.1;5;5;0;5;20;41;46.4;53.6
18011;6.2;18.7;25.8;41.8;4.1;3.4;30;45;137;188;306;751;87.1;12.9
18012;0;6.3;12.6;55.9;12.6;12.5;10;0;5;10;45;93;82.5;17.5
18013;0;0;0;0;100;0;5;0;0;0;0;24;33.5;66.5
18014;10;20.1;0;19.7;0;50.2;0;5;10;0;10;42;56.8;43.2
18015;10;23.5;24.5;34.4;6.7;0.8;198;295;693;723;1013;3024;89;11
18016;0;37.4;37.7;0;12.4;12.5;5;0;15;15;0;46;54.2;45.8
18017;0;0;22.9;8.2;15.3;53.6;10;0;0;15;5;60;33.5;66.5
18018;10.5;23.3;50.6;12.8;2.5;0.4;70;299;661;1437;364;2804;97.2;2.8
18019;8.3;0;25;16.9;24.9;24.9;15;5;0;15;10;55;45.7;54.3
18020;11.6;18.4;32.3;20.3;11.6;5.8;10;10;16;29;18;89;80.5;19.5
18021;0;0;0;14.2;71;14.8;24;0;0;0;5;42;45.4;54.6
18022;0;14.3;28.6;14.3;28.6;14.3;10;0;5;10;5;43;41.9;58.1
18023;16.1;13.6;32.1;27.1;7.8;3.4;34;71;61;142;120;511;79.1;20.9
18024;0;0;0;50.2;0;49.8;0;0;0;0;5;24;58.5;41.5
18025;7;33;18.8;40.5;0.6;0;1;11;53;30;65;193;90;10
18026;17.4;46.1;13.4;19.9;2.4;0.8;31;226;599;174;259;1352;95.9;4.1
18027;8.5;29.3;20.8;20.7;15.5;5.2;15;8;28;20;20;105;75;25
18028;2.8;16.9;25.2;27;5.6;22.4;10;5;30;45;48;136;67.6;32.4
18029;8.3;0;33.1;16.9;8.3;33.3;5;5;0;20;10;59;55.9;44.1
18030;3.7;11.1;11.1;62.9;7.5;3.7;20;10;30;30;172;287;80.3;19.7
18031;6.6;0;46.8;26.5;13.4;6.6;10;5;0;36;20;88;65.4;34.6
18032;2.2;26.1;32;17.1;18.3;4.3;44;5;62;76;41;219;71.5;28.5
18033;16.1;30.4;29.9;19.1;4.3;0.2;1642;6230;11751;11558;7366;38467;92.1;7.9
18034;0;0;66.4;0;0;33.6;0;0;0;10;0;18;61;39
18035;4.8;14.4;37.4;24;9.8;9.6;10;5;15;40;26;110;76;24
18036;6.6;6.4;23.4;56.9;6.8;0;5;5;5;18;43;59;81.2;18.8
18037;7.2;12.3;10.6;53.8;10;6.1;33;23;40;35;176;294;77.5;22.5
18038;12;10.8;15.3;54.8;4.7;2.4;10;25;23;32;116;218;80.2;19.8
18039;8.3;7.2;20.7;47.2;7.1;9.5;15;18;15;44;101;252;69.9;30.1
18040;0;0;9.1;26.8;9.1;54.9;5;0;0;5;15;54;61.3;38.7
18041;0;2.8;14;13.3;0;69.9;0;0;1;5;5;36;50.1;49.9
18042;22.1;22;33.2;5.7;11;6.1;5;10;10;15;3;38;61.4;38.6
18043;0;16.7;16.7;16.7;50;0;15;0;5;5;5;24;41.7;58.3
18044;10.4;15.3;32.8;0;31.1;10.4;16;5;8;17;0;48;50.1;49.9
18045;10;0;69.9;10.2;9.9;0;5;5;0;36;5;59;74.1;25.9
18046;0;0;11.1;11.2;22.2;55.5;10;0;0;5;5;18;27.8;72.2
18047;6.5;24.2;14.9;33.1;14.9;6.3;34;15;56;34;76;219;83.6;16.4
18048;0;16;14;29;40.9;0;15;0;6;5;10;35;57.1;42.9
18049;0;0;0;69.8;30.2;0;11;0;0;0;25;47;57.6;42.4
18050;9.6;27;12.6;47.9;3;0;49;155;439;204;778;1627;93.8;6.2
18051;0;0;25;0;0;75;0;0;0;5;0;19;27.5;72.5
18052;6.9;12.4;25.8;23.3;13.2;18.4;29;15;27;56;50;207;65.2;34.8
18053;9;36.5;9;9.5;18;18.1;10;5;20;5;5;37;51.6;48.4
18054;0;10.3;20.6;27.8;10.3;30.9;5;0;5;10;13;49;61;39
18055;10.4;18.1;19.8;40.3;8.5;2.8;16;19;33;36;74;152;80.5;19.5
18056;22.2;0;22.3;0;44.4;11.1;20;10;0;10;0;26;69.5;30.5
18057;4.4;16;42.9;21.5;11.2;3.9;70;28;100;268;134;632;80.6;19.4
18058;4.9;15.2;41.2;31.5;4.7;2.5;25;25;79;215;165;488;86.5;13.5
18059;3.4;15.5;45.3;22.8;7.7;5.2;30;13;61;179;90;399;82.1;17.9
18060;;;;;;;0;0;0;0;0;0;;
18061;0;0;0;60;0;40;0;0;0;0;15;12;41.7;58.3
18062;0;33;16.9;16.5;16.9;16.9;5;0;10;5;5;28;51.7;48.3
18063;0;14.5;14.5;14.3;0;56.7;0;0;5;5;5;15;28.6;71.4
18064;0;17.8;56.1;26.1;0;0;0;0;5;17;8;20;74.8;25.2
18065;1.1;23.1;49.4;17;1.7;7.8;7;5;100;214;73;398;89.5;10.5
18066;0;20.8;34;4.1;12.2;29;15;0;25;41;5;121;71.4;28.6
18067;10.4;10.3;27.7;24.1;17.2;10.4;25;15;15;40;35;113;65.1;34.9
18068;0;0;0;66.6;0;33.4;0;0;0;0;10;9;66.3;33.7
18069;20.6;2.7;0;49.1;27.6;0;10;7;1;0;18;53;68.1;31.9
18070;0;75;0;25;0;0;0;0;15;0;5;13;61.4;38.6
18071;;;;;;;0;0;0;0;0;3;67.3;32.7
18072;0;0;49.9;25.1;0;25;0;0;0;10;5;30;50.1;49.9
18073;0;0;26.7;26.6;26.8;19.9;10;0;0;10;10;23;48.8;51.2
18074;0;0;24.6;0;50.3;25.1;10;0;0;5;0;19;36.7;63.3
18075;9.4;0;9.5;15;47.2;18.9;25;5;0;5;8;62;62.8;37.2
18076;0;11.2;22.2;0;0;66.6;0;0;3;5;0;42;49.4;50.6
18077;0;21.8;13;26.1;39.1;0;15;0;8;5;10;23;51.4;48.6
18078;0;0;0;0;0;100;0;0;0;0;0;4;25.3;74.7
18079;11.1;12.3;16.2;45.6;0;14.8;0;16;18;23;66;181;73.7;26.3
18080;0;0;50;0;0;50;0;0;0;5;0;15;49.4;50.6
18081;0;6.1;47.2;35.1;11.6;0;5;0;3;20;15;41;73;27
18082;8;7.6;38.5;21.9;19.3;4.7;20;8;8;41;23;104;57.5;42.5
18083;0;10;39.4;30.7;14.3;5.5;25;0;17;68;53;178;63.8;36.2
18084;0;21;0;16;21;42;10;0;10;0;8;25;35.1;64.9
18085;0;0;23.6;15.3;15.3;45.8;5;0;0;8;5;26;61.1;38.9
18086;8;6.6;17.5;51.8;8;8.1;15;15;12;33;97;149;82.5;17.5
18087;4;19;55.1;15.8;5.6;0.5;62;44;209;605;174;1104;87.2;12.8
18088;0;0;13.4;46.6;6.7;33.4;5;0;0;10;35;52;55.7;44.3
18089;4.2;8.4;16.6;12.4;20.9;37.6;25;5;10;20;15;76;44.6;55.4
18090;0;0;38.1;49.2;0;12.7;0;0;0;16;21;40;65.3;34.7
18091;0;26.8;57.8;15.4;0;0;0;0;17;37;10;73;93.3;6.7
18092;10.3;16.4;49.4;0;6.9;16.9;10;15;24;73;0;128;80.4;19.6
18093;16.7;16.7;33.3;0;0;33.3;0;5;5;10;0;31;46.9;53.1
18094;0;11.9;12.7;38.2;25.3;11.9;10;0;5;5;15;53;55.5;44.5
18095;0;100;0;0;0;0;0;0;6;0;0;14;42.1;57.9
18096;4.3;16.5;30.5;34.5;12.4;1.9;33;11;43;80;91;335;82.1;17.9
18097;13.2;19.9;39.6;24.4;2;0.9;11;73;109;217;134;541;90.4;9.6
18098;20.2;19.8;0;19.8;20.2;20.2;5;5;5;0;5;16;33.2;66.8
18099;12.5;12.3;0;25.1;0;50.1;0;5;5;0;10;27;44;56
18100;11.2;22;45.1;0;7.3;14.5;5;8;15;31;0;69;63.6;36.4
18101;10.6;22.6;22;10.8;22.6;11.3;10;5;10;10;5;49;49.8;50.2
18102;0;10;10;10;10;60.2;5;0;5;5;5;38;50;50
18103;1.7;18.6;38.3;20.4;12;9;34;5;53;110;59;318;75.3;24.7
18104;0;0;50;0;0;50;0;0;0;5;0;21;57.1;42.9
18105;0;18;32.7;16.7;0;32.6;0;0;6;10;5;37;64.9;35.1
18106;0;0;15.6;61.7;7.6;15.1;5;0;0;10;40;69;76.9;23.1
18107;0;50;50;0;0;0;0;0;5;5;0;9;55.8;44.2
18108;13.9;20.6;31.1;24.5;7.4;2.4;64;120;177;268;211;860;83.2;16.8
18109;10.6;25;35.4;16.9;10.7;1.5;71;70;166;235;112;650;77.5;22.5
18110;0;13.6;26.8;22.1;23.6;14;34;0;20;39;32;106;53.5;46.5
18111;0;25.8;0;12.2;12.4;49.6;5;0;11;0;5;36;28.6;71.4
18112;0;10;30.1;10;19.9;29.9;10;0;5;15;5;51;43.2;56.8
18113;14;0;0;0;28;58;10;5;0;0;0;35;42.7;57.3
18114;3.4;19.9;6.6;42.9;5.5;21.9;5;3;18;6;39;88;79.8;20.2
18115;3.9;11.6;23.2;22.6;15.5;23.2;20;5;15;30;29;103;43.2;56.8
18116;0;0;26.6;53.2;6.7;13.4;5;0;0;20;41;68;63.9;36.1
18117;0;0;11.8;35.1;17.7;35.4;15;0;0;10;30;101;41.7;58.3
18118;1.9;30.3;31.6;21.3;13.1;1.9;34;5;80;83;56;244;71;29
18119;0;34;22.2;22;0;21.8;0;0;15;10;10;21;81;19
18120;9.3;28;37.3;6.7;0;18.6;0;5;15;20;4;59;52.1;47.9
18121;0;0;0;75.2;24.8;0;5;0;0;0;15;18;88.5;11.5
18122;0;0;66.7;0;33.3;0;5;0;0;10;0;14;57.1;42.9
18124;0;10.8;22.3;31.9;11.7;23.2;6;0;5;11;15;53;64.7;35.3
18125;22.3;39.5;16.9;15.8;4.2;1.2;18;94;167;72;67;431;90.9;9.1
18126;4.8;11.6;22.6;48;8.5;4.5;29;16;39;76;161;304;82.7;17.3
18127;6.5;14.2;36.8;28.5;13;0.9;75;38;82;213;165;549;82.2;17.8
18128;0;26.9;0;0;24.1;49.1;5;0;6;0;0;20;40.3;59.7
18129;20;20;60;0;0;0;0;5;5;15;0;23;56.6;43.4
18130;0;0;33.3;33.1;0;33.6;0;0;0;23;23;62;48.6;51.4
18131;;;;;;;0;0;0;0;0;4;25.5;74.5
18132;0;0;20.3;20.3;26.5;32.9;20;0;0;15;15;48;41;59
18133;6.5;17.1;19.5;48.5;7;1.4;25;24;62;71;175;358;88.2;11.8
18134;12.7;19.7;35.8;23.3;5.7;2.9;10;22;35;63;41;155;75.8;24.2
18135;0;0;33;22.6;33.3;11.1;15;0;0;15;10;55;43.5;56.5
18136;5.6;17.4;17.3;33.7;5.6;20.3;5;5;15;15;29;71;63.6;36.4
18137;17;12.2;36.8;0;17;17;5;5;4;11;0;36;46.7;53.3
18138;7.3;27.4;30.5;21.1;5.5;8.3;15;20;75;84;58;244;76.4;23.6
18139;0;20.7;30.8;26.4;22.1;0;15;0;14;21;18;76;81.4;18.6
18140;11.1;16.5;24.8;27.3;13.6;6.8;41;33;50;75;82;281;78.4;21.6
18141;8.3;23.5;33.1;28.7;6.4;0;111;146;412;579;502;1974;85.5;14.5
18142;9.3;13.9;30.5;4.6;14;27.7;15;10;15;33;5;80;62.9;37.1
18143;0;0;24.8;25.7;0;49.5;0;0;0;5;5;40;42.4;57.6
18144;3.6;4.7;8.9;47.3;14.7;20.8;25;6;8;15;81;149;65.5;34.5
18145;6.9;19.5;22.2;28.5;14.5;8.4;52;25;70;80;103;331;69.7;30.3
18146;0;9.5;35;38.2;9;8.3;5;0;5;19;21;55;65.6;34.4
18147;0;0;49.3;0;0;50.7;0;0;0;5;0;37;64.8;35.2
18148;7.5;20.3;17.8;40.9;12;1.6;75;47;127;112;256;530;82.3;17.7
18149;5.7;22.2;22.2;39.4;0;10.6;0;5;20;20;35;100;73;27
18150;6.5;25.7;38.4;13.1;12.2;4.1;15;8;31;46;16;112;83.2;16.8
18151;0;15;11.7;23;8;42.3;6;0;10;8;16;45;46;54
18152;0;12.5;29.7;32.5;0;25.3;0;0;5;12;13;43;64.6;35.4
18153;9.9;9.8;30.6;10.1;29.8;9.8;15;5;5;15;5;47;38.5;61.5
18154;0;0;15.9;84.1;0;0;0;0;0;5;25;25;63.4;36.6
18155;0;10.6;19.2;44.8;19.1;6.4;15;0;8;15;35;63;72.8;27.2
18156;10.2;10.5;21.1;26.7;10.6;21.1;5;5;5;10;13;80;50.6;49.4
18157;12.2;44;12.2;19.2;12.2;0;5;5;18;5;8;38;84;16
18158;8.6;13.8;10;53.8;10.3;3.5;15;13;20;15;80;135;89.5;10.5
18159;9.8;25.7;32.4;21.3;10.8;0;33;30;79;99;65;303;82.6;17.4
18160;14.2;23.5;34.2;17.9;8.1;2;40;71;117;170;89;501;84.4;15.6
18161;0;15.4;11.8;54.7;6;12.1;5;0;13;10;45;74;77.4;22.6
18162;9.1;9.1;18.2;9.1;0;54.5;0;5;5;10;5;35;34.5;65.5
18163;10.3;0;0;29.7;10;50;5;5;0;0;15;61;47.8;52.2
18164;0;14.3;28.6;28.6;0;28.6;0;0;5;10;10;32;48.9;51.1
18165;5.6;23.1;38.7;26.5;4.6;1.5;15;18;76;127;87;325;88.3;11.7
18166;5.4;19.9;65.7;4.3;4.6;0;5;6;23;76;5;123;85.7;14.3
18167;0;0;0;16.8;33.5;49.7;10;0;0;0;5;23;30.6;69.4
18168;10;30.2;20;30.1;9.8;0;5;5;15;10;15;49;40.9;59.1
18169;11.5;7.3;11.5;55.3;0;14.4;0;8;5;8;38;50;78.4;21.6
18170;5.2;40.2;5.4;23.2;5.1;20.9;5;5;38;5;22;112;57.8;42.2
18171;0;12.1;12.1;37.9;0;37.9;0;0;5;5;15;28;49.7;50.3
18172;11.9;16.3;23.9;39.8;7.3;0.8;45;74;101;148;247;629;88.8;11.2
18173;0;13.5;17.4;25.9;0;43.3;0;0;8;10;15;40;56;44
18174;8.3;53.9;27.2;7;0;3.6;0;11;75;38;10;180;94.5;5.5
18175;0;22.7;34.3;8.9;17;17.1;15;0;20;30;8;97;63.4;36.6
18176;0;6.9;28.7;28.6;28.7;7.2;20;0;5;20;20;43;62.7;37.3
18177;0;0;52;48;0;0;0;0;0;6;5;11;69.1;30.9
18178;0;28.1;18;30.7;23.2;0;10;0;12;8;13;74;73.9;26.1
18179;7.5;26.2;11.2;25;26.4;3.8;36;10;36;15;34;100;69;31
18180;7;34.6;25.9;16.9;9.8;5.9;25;18;89;66;43;257;79.8;20.2
18181;0;7.6;46.5;38.2;7.7;0;5;0;5;31;25;54;77.7;22.3
18182;0;0;0;100;0;0;0;0;0;0;10;9;44.2;55.8
18183;0;100;0;0;0;0;0;0;5;0;0;13;53.8;46.2
18184;0;16.7;58.3;24.9;0;0;0;0;10;35;15;78;83.4;16.6
18185;9.5;19.8;9.8;50.9;9.9;0;5;5;10;5;26;61;86.8;13.2
18186;9.7;0;18.6;53;18.6;0;10;5;0;10;27;83;82.4;17.6
18187;0;19.1;7.5;30.5;2;41;3;0;25;10;40;137;53.1;46.9
18188;0;0;16.4;0;33.2;50.4;10;0;0;5;0;17;41.3;58.7
18189;0;0;29.2;41.6;14.6;14.6;5;0;0;10;14;38;66;34
18190;4.7;8.8;31.9;26.4;20.6;7.8;35;8;15;54;44;162;69.1;30.9
18191;0;0;14.4;0;14.4;71.2;5;0;0;5;0;22;46.9;53.1
18192;0;17.5;15.5;0;33.8;33.2;10;0;5;5;0;22;40.4;59.6
18193;33.3;0;16.7;0;0;50;0;10;0;5;0;32;21.9;78.1
18194;14.8;22.4;13.6;44.1;4.1;0.9;43;156;235;144;464;1090;94.9;5.1
18195;16.1;16;24.5;30.1;0;13.4;0;6;6;9;11;44;56.8;43.2
18196;0;19.2;20.6;20.2;0;39.9;0;0;5;5;5;18;46.4;53.6
18197;9.9;23.2;39.3;21.8;5.8;0;294;507;1182;2008;1112;5276;90.9;9.1
18198;0;7.1;14.1;50.6;14.1;14.1;10;0;5;10;35;52;67.7;32.3
18199;0;10.3;30.2;19.6;19.9;19.9;10;0;5;15;10;33;54.5;45.5
18200;25.7;26.3;26.5;9.1;12.4;0;5;10;10;10;4;35;59.8;40.2
18201;11.1;10.3;17.3;39.6;8.6;13;10;13;12;20;46;124;81.3;18.7
18202;;;;;;;0;0;0;0;0;5;58.8;41.2
18203;0;40;0;0;0;60;0;0;11;0;0;14;30.4;69.6
18204;13.7;6.6;13.3;41.3;6.6;18.6;5;10;5;10;30;58;70.1;29.9
18205;9.9;26.5;30.4;28.6;4.5;0.1;262;572;1530;1752;1649;5908;92.1;7.9
18206;3.5;22.4;17.8;38.5;14.2;3.5;20;5;32;25;54;165;70.4;29.6
18207;9.9;20.1;30.8;29.9;8.4;0.9;196;230;468;715;694;2360;89.5;10.5
18208;0;4.9;9.9;46.1;4.9;34.2;5;0;5;10;48;96;60.6;39.4
18209;0;14.5;27.7;0;28.9;28.9;5;0;3;5;0;24;48.9;51.1
18210;10.1;17.2;41.7;11;10.1;10.1;5;5;9;21;5;60;75;25
18211;3.1;18.9;27.5;32.2;12.5;5.9;20;5;30;44;52;145;72.4;27.6
18212;0;14.2;31.9;9.1;17.9;26.9;10;0;8;18;5;60;58.2;41.8
18213;10.7;26.3;31.3;24.2;7;0.5;147;223;551;654;507;2179;89.9;10.1
18214;11.1;29.7;14;25.5;8.6;11.1;8;10;27;13;23;88;82;18
18215;17;0;17;32.2;17;17;6;6;0;6;11;23;52.2;47.8
18216;7.3;0;14.1;0;14.2;64.4;10;5;0;10;0;78;34.2;65.8
18217;0;0;49.1;0;0;50.9;0;0;0;9;0;23;50.2;49.8
18218;0;0;54;34.5;11.5;0;5;0;0;24;15;52;72.8;27.2
18219;0;40;0;20;20;20;5;0;10;0;5;24;37.2;62.8
18220;20.2;0;0;39.5;40.3;0;10;5;0;0;10;18;72.5;27.5
18221;0;24.8;0;25.1;0;50.1;0;0;5;0;5;32;53;47
18223;4.6;18.2;37.4;25.6;9.8;4.5;56;26;103;213;145;609;81.4;18.6
18224;0;0;0;30.2;40.1;29.7;20;0;0;0;15;40;42.7;57.3
18225;0;0;9.6;10.2;0;80.1;0;0;0;5;5;38;16.4;83.6
18226;0;10.4;16.4;20.7;21;31.5;10;0;5;8;10;41;63.1;36.9
18227;8.8;0;26.9;27.3;27.7;9.2;16;5;0;15;16;49;72.6;27.4
18228;0;33.5;33.2;0;33.4;0;5;0;5;5;0;22;54.7;45.3
18229;11.3;11.8;23.5;41.6;0;11.8;0;5;5;10;18;68;58.7;41.3
18230;0;25;12.5;37.4;12.5;12.5;5;0;10;5;15;39;41.1;58.9
18231;3.3;8.7;14.2;42.4;17.6;13.7;25;5;12;20;60;118;75;25
18232;0;28.3;0;35.8;17.9;17.9;5;0;8;0;10;29;40.3;59.7
18233;12.7;14.9;27.9;27;14.5;3;73;64;74;139;135;601;80.9;19.1
18234;0;0;25.8;37;25;12.2;10;0;0;10;15;63;30.2;69.8
18235;9.5;22.3;34.3;4.7;19.6;9.6;20;10;23;35;5;86;67.5;32.5
18236;0;39.6;39.6;20.8;0;0;0;0;5;5;3;10;48.4;51.6
18237;14.2;9.6;9.4;28.9;19.1;18.8;10;8;5;5;15;48;66.4;33.6
18238;0;0;33.3;33.3;0;33.3;0;0;0;5;5;20;44.9;55.1
18240;12.9;16.5;41.9;9;19.7;0;40;26;34;85;18;220;78.1;21.9
18241;11.1;14.9;40.1;25;5.9;2.9;87;164;221;593;369;1556;86.5;13.5
18242;6.1;14.9;35.7;29.4;10.8;3.1;126;72;174;417;343;1115;82.3;17.7
18243;0;6.9;20.1;35.1;25.2;12.7;18;0;5;15;26;79;63.5;36.5
18244;0;0;57;0;43;0;4;0;0;5;0;11;27.9;72.1
18245;0;0;41.5;35;5.9;17.6;5;0;0;35;30;114;72.8;27.2
18246;5.1;13.7;22.6;12;25.9;20.7;49;10;26;42;22;163;62.4;37.6
18247;4;33;19.4;36.6;7;0;5;3;24;14;26;71;71.8;28.2
18248;0;0;49.8;33.7;16.5;0;5;0;0;15;10;51;76.5;23.5
18249;0;0;16.7;33.2;8.3;41.8;5;0;0;10;20;52;46.3;53.7
18250;0;0;0;100;0;0;0;0;0;0;5;7;70.5;29.5
18251;0;0;0;100;0;0;0;0;0;0;5;12;50.7;49.3
18252;0;0;10.4;29.8;10.4;49.4;5;0;0;5;14;45;38.8;61.2
18253;4.9;0;26.9;32;9.1;27.1;5;3;0;15;18;59;59.8;40.2
18254;0;40.5;38.6;11.2;9.8;0;5;0;21;20;6;53;59.2;40.8
18255;26.2;30.7;16.6;25.6;0;0.9;0;279;327;177;272;1012;97.4;2.6
18256;5.5;11.2;22.4;28.1;16.5;16.4;15;5;10;20;25;66;63.9;36.1
18257;0;14.5;55.1;9.9;10.2;10.2;11;0;15;57;10;110;77.4;22.6
18258;1.6;6.5;18.4;37;12.8;23.8;40;5;20;57;115;290;70.2;29.8
18259;0;0;9.2;35.9;18.1;36.9;10;0;0;5;20;61;57.9;42.1
18260;0;0;22.3;43.7;0;34;0;0;0;5;10;24;53.2;46.8
18261;6.8;13.7;27.4;20.7;17.7;13.8;13;5;10;20;15;50;70.3;29.7
18262;9.9;0;28.4;61.7;0;0;0;5;0;15;32;63;80.9;19.1
18263;2.3;30.5;20.7;42.5;0;4;0;3;38;26;53;146;88.4;11.6
18264;0;0;0;49.4;0;50.6;0;0;0;0;5;9;10.9;89.1
18265;26.9;14.1;0;5.1;45;9;25;15;8;0;3;68;62.9;37.1
18266;0;0;8.4;7.9;24.9;58.8;16;0;0;5;5;42;36.7;63.3
18267;9.1;25.5;34;19.9;9;2.5;40;41;113;151;89;502;81.6;18.4
18268;0;0;0;0;0;100;0;0;0;0;0;27;44.4;55.6
18269;7.3;18.7;41.9;17.2;9.9;5;20;15;38;85;35;222;76;24
18270;5.8;16.7;10.1;61.5;2;3.9;5;15;44;26;160;263;90;10
18271;17.5;39.2;30.4;5.9;5;2;24;86;192;149;29;481;88.9;11.1
18272;7.9;17.8;25;43.4;2;3.9;5;20;45;64;110;244;80.3;19.7
18273;12.5;0;62.5;0;12.5;12.5;5;5;0;25;0;65;58.5;41.5
18274;4.7;9.3;21;32.5;4.5;28;10;10;20;45;70;226;76.6;23.4
18275;0;0;0;40.4;0;59.6;0;0;0;0;10;26;34.7;65.3
18276;0;0;28.7;14.2;28.7;28.4;10;0;0;10;5;41;59.6;40.4
18277;0;0;100;0;0;0;0;0;0;5;0;2;50;50
18278;5.9;18.7;22.3;30.2;2.3;20.6;5;13;40;47;64;208;73.5;26.5
18279;9.6;24.4;34.1;25.2;6.4;0.4;664;998;2543;3547;2624;10303;90.1;9.9
18280;0;0;45.3;25.3;19.6;9.8;10;0;0;23;13;61;75.5;24.5
18281;4.3;16.9;20.1;47.3;10.2;1.2;43;18;71;84;197;400;82.9;17.1
18282;0;22.2;40.5;21.5;3.3;12.4;3;0;18;33;18;70;61.7;38.3
