REG;DEP;DEPCOM;DCIRIS;AN;TYPEQU;lng;lat
32;80;80417;80417;2019;D603;2.669314412021651;49.848584306393946
32;80;80001;80001_0102;2019;D101;1.8310533985914392;50.10111557662379
32;80;80001;80001_0102;2019;D104;1.8310533985914392;50.10111557662379
32;80;80001;80001_0102;2019;D106;1.8310533985914392;50.10111557662379
32;80;80001;80001_0102;2019;D107;1.8310533985914392;50.10111557662379
32;80;80001;80001_0102;2019;D109;1.8310533985914392;50.10111557662379
32;80;80001;80001_0102;2019;D102;1.8310533985914392;50.10111557662379
32;80;80016;80016_0201;2019;D102;2.656281940744459;50.004015084274016
32;80;80016;80016_0201;2019;D101;2.6533435402106265;50.00165977516162
32;80;80016;80016_0201;2019;D102;2.6533435402106265;50.00165977516162
32;80;80021;80021_2002;2019;D101;2.2901138240502;49.90721409714198
32;80;80021;80021_2002;2019;D102;2.2901138240502;49.90721409714198
32;80;80212;80212;2019;D101;2.5159125304430288;49.91529479237787
32;80;80212;80212;2019;D102;2.5159125304430288;49.91529479237787
32;80;80253;80253_0301;2019;D101;2.3525629419523506;50.151257634203674
32;80;80253;80253_0301;2019;D102;2.3525629419523506;50.151257634203674
32;80;80253;80253_0301;2019;D112;2.3525629419523506;50.151257634203674
32;80;80253;80253_0301;2019;D106;2.3525629419523506;50.151257634203674
32;80;80410;80410_0201;2019;D101;3.084918736700961;49.74266204908566
32;80;80410;80410_0201;2019;D102;3.084918736700961;49.74266204908566
32;80;80011;80011;2019;D601;2.1931107408362305;49.92661320938539
32;80;80021;80021_0605;2019;D601;2.2867520476645966;49.88412102124674
32;80;80156;80156;2019;D601;2.432542560314944;49.90738766253395
32;80;80021;80021_2205;2019;D601;2.289193618898805;49.88042315837734
32;80;80222;80222;2019;D402;1.8829227055600775;50.25296001326578
32;80;80222;80222;2019;D606;1.8829227055600775;50.25296001326578
32;80;80253;80253_0201;2019;D601;2.3427772434574443;50.16338152762008
32;80;80385;80385;2019;D601;1.7801434828131197;50.13091315468269
32;80;80620;80620_0101;2019;D601;2.933529441761975;49.94135281839743
32;80;80630;80630;2019;D601;1.9841007550384888;49.77601482374449
