CODGEO;REG;DEP;PMUN19;PMUN18;PMUN17;PMUN16;PMUN15;PMUN14;PMUN13;PMUN12;PMUN11;PMUN10;PMUN09;PMUN08;PMUN07;PMUN06;PSDC99;PSDC90;PSDC82;PSDC75;PSDC68;PSDC62;PTOT54;PTOT36;PTOT1931;PTOT1926;PTOT1921;PTOT1911;PTOT1906;PTOT1901;PTOT1896;PTOT1891;PTOT1886;PTOT1881;PTOT1876
92002;11;92;62760;62858;62570;62210;61711;61603;61727;61624;62012;61793;61393;61240;61761;60552;59855;57771;54610;57540;56638;46483;24512.0;19690.0;17645.0;12468.0;7549.0;4485.0;3477.0;3068.0;2533.0;1967.0;1872.0;1620.0;1525.0
92004;11;92;87143;85946;85191;85973;86512;86799;86020;83845;83376;82327;81603;81666;82056;82351;75837;71850;71077;75431;80113;81768;77838.0;71831.0;63654.0;52609.0;49607.0;42583.0;36482.0;31336.0;24317.0;19585.0;15203.0;11532.0;8278.0
92007;11;92;40936;40812;40918;39763;39487;38817;38520;38398;38002;38080;38495;38509;38592;38936;37252;36364;40385;40674;42006;38044;13774.0;12492.0;8398.0;5414.0;3491.0;2752.0;2273.0;2199.0;1742.0;1682.0;1500.0;1509.0;1509.0
92009;11;92;28841;28468;28239;28323;28043;28514;28561;28709;28927;29284;28153;27809;27600;27151;23885;24415;23780;26657;28934;29938;27899.0;26562.0;25897.0;21924.0;19888.0;17241.0;14695.0;12726.0;10501.0;7277.0;5483.0;3792.0;2554.0
92012;11;92;121583;121334;120071;119645;117931;116927;116794;117126;116220;114205;113085;112233;111045;110251;106367;101743;102582;103578;109008;106641;93998.0;97379.0;86234.0;75559.0;68008.0;57027.0;49969.0;44416.0;37428.0;32569.0;30084.0;25805.0;21556.0
92014;11;92;21050;20769;20667;20531;20249;19881;19712;19872;19982;19985;19801;20015;19615;19521;18251;18499;18070;18221;18711;17694;11708.0;9838.0;8946.0;7346.0;6038.0;5011.0;4537.0;4181.0;3649.0;3009.0;2954.0;2741.0;2523.0
92019;11;92;34021;34170;33286;33016;33330;33067;32623;32198;32083;32111;32386;31854;31946;31873;30621;29197;28580;30497;27484;24756;14269.0;3983.0;3682.0;2966.0;2367.0;2019.0;1888.0;1706.0;1561.0;1339.0;1194.0;1112.0;982.0
92020;11;92;36639;37010;37355;36779;37159;37089;35964;34960;33405;32619;32448;32510;32609;32077;28622;26411;24834;26574;24640;20934;12526.0;10895.0;9721.0;7488.0;5588.0;4203.0;3535.0;3353.0;3096.0;2426.0;2389.0;2260.0;2080.0
92022;11;92;20771;20702;20520;20322;20001;19619;19717;19343;18852;18668;18613;18126;18576;18581;17966;17784;17914;19086;17476;16787;14508.0;12474.0;10948.0;8727.0;6465.0;4321.0;3758.0;3633.0;3028.0;2840.0;2924.0;2564.0;2361.0
92023;11;92;52925;52926;52971;52528;52645;52457;52203;52408;52731;52546;52569;51407;51000;50655;48572;47227;48353;52952;54906;47991;37924.0;32427.0;31057.0;22739.0;15906.0;11376.0;8720.0;7391.0;6283.0;5491.0;5112.0;4187.0;3640.0
92024;11;92;63089;62485;61070;60387;60435;59783;59255;59240;59458;58916;58200;58388;58646;57162;50179;48030;46895;47764;52477;56316;55591.0;56475.0;55692.0;50427.0;50155.0;46661.0;41787.0;39521.0;33885.0;30698.0;26741.0;24300.0;17354.0
92025;11;92;86534;86052;85177;85368;85199;84392;84577;85357;85102;85398;84572;83695;82552;82026;76757;78513;78777;83390;80357;76918;67909.0;61944.0;57323.0;42590.0;32271.0;22862.0;17817.0;14098.0;10269.0;7117.0;5362.0;3708.0;2498.0
92026;11;92;81558;82198;81719;81720;83136;84658;85523;86854;88530;87469;86945;85054;84974;84415;69694;65389;59830;54488;58118;59491;59730.0;58638.0;54165.0;48888.0;46053.0;38138.0;31191.0;25330.0;20105.0;17597.0;15937.0;15102.0;11934.0
92032;11;92;25531;25342;24564;24117;23963;22946;22378;22866;23288;23351;23684;24131;24066;23964;23537;23354;23947;25630;23388;20265;8642.0;7208.0;6870.0;5943.0;5202.0;4463.0;4082.0;3402.0;3343.0;2652.0;2935.0;2849.0;2924.0
92033;11;92;17795;17762;17869;17663;17762;17662;17769;17818;18118;18169;18291;18157;18196;18210;18036;17957;18094;17998;14217;13244;10450.0;7474.0;7347.0;6473.0;5529.0;4307.0;3847.0;3333.0;2602.0;2040.0;1837.0;1607.0;1366.0
92035;11;92;29642;29430;29169;29248;29682;29072;28498;28371;28297;27628;27091;26699;27001;27188;24067;21754;20990;24038;26562;27341;26753.0;24734.0;23167.0;20545.0;18522.0;14534.0;11326.0;8963.0;6529.0;4524.0;3409.0;2357.0;1588.0
92036;11;92;48530;47702;46907;46653;44551;43376;43219;42919;41930;41364;41400;41822;41960;43054;42513;44818;45396;50290;46074;42595;33137.0;29369.0;27250.0;21064.0;15822.0;12229.0;10118.0;8782.0;6463.0;5080.0;3884.0;2834.0;2086.0
92040;11;92;67981;68260;68451;68395;69093;67360;65662;65322;65326;64355;64027;63297;62316;61471;52647;46194;45835;47625;50512;51847;47433.0;44150.0;40386.0;32518.0;26597.0;23175.0;19128.0;16639.0;14031.0;12830.0;12080.0;11111.0;9484.0
92044;11;92;66082;65817;64379;63462;64195;65374;65264;64654;64629;64253;63436;62995;63225;62851;54700;47548;53500;52523;58941;61804;62871.0;65186.0;71181.0;75144.0;73639.0;68693.0;61920.0;58073.0;47315.0;39847.0;35649.0;29489.0;22744.0
92046;11;92;30950;30711;30720;29973;29897;30428;30304;30420;30768;30982;30988;30909;30735;30509;29402;30959;32553;34121;36198;33603;28876.0;28439.0;27464.0;23817.0;22494.0;19789.0;16630.0;14341.0;11027.0;9134.0;8118.0;6934.0;5090.0
92047;11;92;1774;1792;1810;1815;1751;1712;1673;1634;1659;1647;1663;1680;1696;1705;1519;1594;1632;1646;1697;1660;1197.0;740.0;856.0;675.0;559.0;416.0;404.0;450.0;353.0;338.0;358.0;341.0;303.0
92048;11;92;45818;45748;45352;45328;45317;45507;45043;45107;45010;45058;44717;44706;44873;44745;43663;45339;48450;52806;50623;34878;24729.0;20749.0;20870.0;18123.0;15649.0;12282.0;10289.0;9702.0;8892.0;8005.0;7621.0;6080.0;6425.0
92049;11;92;48352;48734;50260;49128;48991;48954;49656;48909;48710;48597;48410;46682;46500;45178;37733;38106;38517;40304;44922;45260;36298.0;33260.0;30343.0;26310.0;25813.0;22771.0;19261.0;17298.0;14317.0;11982.0;10334.0;8565.0;6371.0
92050;11;92;96277;96807;95105;94258;93742;93509;92227;90722;89476;89185;89966;89556;88875;88316;84281;84565;88578;95032;90332;83416;53037.0;46065.0;42978.0;35843.0;27042.0;21349.0;17434.0;14140.0;11950.0;10430.0;5592.0;4984.0;4279.0
