CODGEO;REG;DEP;PMUN19;PMUN18;PMUN17;PMUN16;PMUN15;PMUN14;PMUN13;PMUN12;PMUN11;PMUN10;PMUN09;PMUN08;PMUN07;PMUN06;PSDC99;PSDC90;PSDC82;PSDC75;PSDC68;PSDC62;PTOT54;PTOT36;PTOT1931;PTOT1926;PTOT1921;PTOT1911;PTOT1906;PTOT1901;PTOT1896;PTOT1891;PTOT1886;PTOT1881;PTOT1876
75101;11;75;15917;16093;16266;16252;16545;16717;17022;17100;17443;17308;17614;17440;17915;17745;16888;18360;18509;22793;32332;36543;38926.0;38436.0;42166.0;45373.0;52277.0;59037.0;60465.0;63768.0;65432.0;66399.0;69252.0;73557.0;71898.0
75102;11;75;21595;21420;20900;20260;20796;21263;21741;22390;22927;23009;22400;21793;21745;21259;19585;20738;21203;26328;35357;40864;43857.0;41780.0;44311.0;47867.0;53317.0;60404.0;61741.0;64267.0;67002.0;69812.0;69601.0;77442.0;77768.0
75103;11;75;34025;34020;34115;34788;35049;35077;35666;35991;36120;35652;35655;34824;34576;34721;34248;35102;36094;41706;56252;62680;65312.0;66233.0;70971.0;74389.0;77627.0;86811.0;87050.0;90230.0;88975.0;90000.0;89940.0;96006.0;90797.0
75104;11;75;29131;28763;28088;27487;27146;26796;27335;27769;27887;28012;28192;27977;28572;29138;30675;32226;33990;40466;54029;61670;66621.0;70944.0;83063.0;86832.0;91741.0;100377.0;97282.0;100329.0;98204.0;100046.0;100929.0;103260.0;98293.0
75105;11;75;58227;58379;58850;59108;59333;60030;60273;60179;60800;60938;61531;62143;62664;61475;58849;61222;62173;67668;83721;96031;106443.0;107120.0;117770.0;120478.0;121242.0;121378.0;118787.0;119198.0;116588.0;117549.0;119060.0;115675.0;104373.0
75106;11;75;40303;40525;41100;40916;42428;43134;43479;43224;43880;43451;43143;44322;45332;45278;44919;47891;48905;56331;70891;80262;88200.0;89506.0;100046.0;100523.0;101584.0;102993.0;97467.0;102782.0;101409.0;100143.0;98543.0;98970.0;97631.0
75107;11;75;48888;50196;51367;52512;54133;55486;56325;57092;57786;57974;57442;57082;57410;56612;56985;62939;67461;74250;87811;99584;104412.0;104154.0;107567.0;110784.0;110345.0;106279.0;102217.0;102497.0;99930.0;97950.0;92578.0;85406.0;83672.0
75108;11;75;35655;36222;36808;36453;36694;38257;39175;38749;40589;41280;40278;38702;39165;39088;39314;40814;46403;52999;67897;74577;80827.0;77543.0;84851.0;92127.0;97344.0;104635.0;103103.0;107171.0;103088.0;107485.0;99126.0;91962.0;83993.0
75109;11;75;60026;59835;59555;59629;59408;59389;59427;59474;60120;60139;60275;59157;58632;58497;55838;58019;64134;70270;84969;94094;102287.0;95877.0;102797.0;106894.0;113392.0;119629.0;121907.0;124011.0;120321.0;121289.0;117907.0;124337.0;115689.0
75110;11;75;86472;88557;90372;91932;91770;92228;92494;94474;94027;95394;95911;94321;93373;92082;89612;90083;86970;94046;113372;124497;129179.0;125374.0;131150.0;138364.0;145722.0;151161.0;151009.0;154852.0;152092.0;155344.0;154034.0;162671.0;142964.0
75111;11;75;145208;145903;146643;147017;149834;151542;153461;155006;154647;153202;152744;152672;151421;152436;149102;154165;146931;159317;179727;193349;200440.0;204542.0;219471.0;223921.0;229855.0;242295.0;235862.0;239149.0;225673.0;217016.0;209818.0;213128.0;182287.0
75112;11;75;139297;139665;140296;141494;142340;143922;144719;144925;144402;144262;142897;142673;142425;141519;136591;130257;138015;140900;155982;161574;158437.0;156729.0;157277.0;153493.0;151810.0;151014.0;140098.0;130062.0;119407.0;111665.0;107686.0;103468.0;95537.0
75113;11;75;180005;180632;182099;181552;183216;182318;183713;182386;183260;181532;182032;179500;179213;178716;171533;171098;170818;163313;158280;166709;165620.0;170449.0;164671.0;155907.0;150883.0;142386.0;133765.0;127874.0;115220.0;110956.0;104930.0;91735.0;72203.0
75114;11;75;135592;136596;135964;137105;139992;141230;140799;141102;140317;138299;137189;136464;134382;134370;132844;136574;138596;149137;167093;178149;181414.0;178612.0;178230.0;171585.0;171292.0;163523.0;150261.0;142695.0;122277.0;112638.0;103271.0;92323.0;75427.0
75115;11;75;230981;232144;233392;233484;234994;235366;237120;238190;238395;236715;236491;234091;232247;232949;225362;223940;225596;231301;244080;250551;250124.0;243687.0;238797.0;232379.0;225331.0;199010.0;171492.0;153185.0;135785.0;119307.0;111212.0;102187.0;78579.0
75116;11;75;165523;166014;166361;165446;165487;165745;166552;167613;169942;171124;169372;165074;159706;153920;161773;169863;179446;193590;214120;227418;214042.0;189571.0;176868.0;167848.0;162819.0;150174.0;135201.0;121131.0;103260.0;89226.0;77824.0;62876.0;51299.0
75117;11;75;166543;165859;167288;167835;168533;170186;170077;170156;170174;169325;168454;167070;164673;161327;160860;161935;169513;186293;210299;227687;231987.0;221260.0;220716.0;218823.0;220965.0;215832.0;214077.0;206208.0;185111.0;175742.0;158172.0;144350.0;116682.0
75118;11;75;192468;193665;195233;195060;197580;199135;199519;201374;203127;202685;200631;196000;191523;190854;184586;187657;186866;208970;236776;254974;266825.0;276727.0;288810.0;278892.0;284986.0;274714.0;263353.0;253591.0;228428.0;214258.0;201131.0;181754.0;153264.0
75119;11;75;184573;185513;187015;186393;185654;187156;185953;186116;186090;186652;184787;184909;184038;186180;172730;165062;162649;144357;148862;159568;155028.0;163094.0;165757.0;158458.0;156243.0;155864.0;148601.0;144953.0;135285.0;128388.0;122128.0;119231.0;98367.0
75120;11;75;194994;195600;195814;195604;195556;195468;194771;197311;198042;196880;197067;195083;194018;193205;182952;184478;171971;175795;188921;199310;200208.0;208115.0;195731.0;186492.0;187697.0;180594.0;169655.0;166115.0;153347.0;142744.0;137408.0;128685.0;100083.0
