CODGEO;REG;DEP;PMUN19;PMUN18;PMUN17;PMUN16;PMUN15;PMUN14;PMUN13;PMUN12;PMUN11;PMUN10;PMUN09;PMUN08;PMUN07;PMUN06;PSDC99;PSDC90;PSDC82;PSDC75;PSDC68;PSDC62;PTOT54;PTOT36;PTOT1931;PTOT1926;PTOT1921;PTOT1911;PTOT1906;PTOT1901;PTOT1896;PTOT1891;PTOT1886;PTOT1881;PTOT1876
94001;11;94;5852;5818;5785;5785;5527;5449;5388;5327;5221;5171;5161;5158;5155;5171;4867;4938;5264;5531;5692;5086;3220.0;2193.0;2246.0;2000.0;1898.0;1463.0;1420.0;1330.0;896.0;782.0;688.0;600.0;531.0
94002;11;94;44805;44287;43881;43886;44410;45043;44818;44397;44550;44201;44278;44728;44116;42743;36232;36119;36231;38057;35023;32332;30195.0;30078.0;29473.0;24896.0;22779.0;18267.0;17455.0;15980.0;11604.0;7784.0;6603.0;4447.0;3689.0
94003;11;94;21788;21721;21501;21567;21516;20911;19746;19526;20100;19775;19548;19847;19592;19129;18061;20334;20064;20330;21877;20224;18067.0;16590.0;16200.0;12559.0;8394.0;6353.0;5184.0;4723.0;3937.0;3411.0;3629.0;3405.0;2974.0
94004;11;94;16977;16487;16345;15812;15922;16098;16399;16483;16354;16705;16248;15680;15894;16247;15289;15120;12733;9372;5128;4146;3199.0;2599.0;2537.0;1754.0;1250.0;1109.0;1201.0;1149.0;1088.0;961.0;899.0;846.0;867.0
94011;11;94;18062;18045;17950;17452;16903;16940;16642;16439;16237;16513;16594;16541;16437;16361;15889;13626;14593;16180;12317;7090;3569.0;2489.0;2084.0;1364.0;1048.0;770.0;756.0;674.0;622.0;535.0;511.0;410.0;417.0
94015;11;94;17525;16919;16624;16717;16594;16542;16423;16319;15987;15625;15309;15316;15183;14985;15000;13826;12168;12270;11672;9046;6660.0;5216.0;5166.0;4417.0;3468.0;2949.0;2733.0;2125.0;1699.0;1538.0;1330.0;1050.0;972.0
94016;11;94;30440;30884;31069;30208;30433;29932;29462;28365;28404;28248;27786;27676;27383;27590;24838;24266;23930;26442;26187;23282;16965.0;14567.0;12590.0;9817.0;6562.0;4966.0;4053.0;3692.0;3077.0;2667.0;2836.0;2662.0;2325.0
94017;11;94;76990;77039;77630;77409;76508;76450;75961;75869;75800;75510;75090;75142;74909;74863;74237;79486;76176;80291;70419;57876;36903.0;28866.0;27450.0;20239.0;13571.0;10426.0;8555.0;6655.0;5302.0;4624.0;3896.0;3084.0;2813.0
94018;11;94;29882;30053;30374;30500;30722;30774;30408;30148;29562;29348;28844;28571;28414;28395;26582;21872;20500;20468;22300;22530;22079.0;20946.0;21098.0;20841.0;20860.0;19489.0;18372.0;17980.0;16511.0;15295.0;13535.0;11830.0;8822.0
94019;11;94;18039;18142;18321;18396;18226;18078;18134;18304;17963;18049;18083;17698;17313;17651;17837;17857;17417;17561;7016;5593;4032.0;3024.0;3004.0;2379.0;1410.0;1190.0;1084.0;1019.0;900.0;816.0;760.0;657.0;592.0
