CODGEO;REG;DEP;PMUN19;PMUN18;PMUN17;PMUN16;PMUN15;PMUN14;PMUN13;PMUN12;PMUN11;PMUN10;PMUN09;PMUN08;PMUN07;PMUN06;PSDC99;PSDC90;PSDC82;PSDC75;PSDC68;PSDC62;PTOT54;PTOT36;PTOT1931;PTOT1926;PTOT1921;PTOT1911;PTOT1906;PTOT1901;PTOT1896;PTOT1891;PTOT1886;PTOT1881;PTOT1876
97201;2;972;1756;1815;1874;1934;1902;1871;1830;1788;1747;1735;1723;1691;1659;1627;1761;1739;1731;1864;1855;1647;1450.0;;;;;;;;;;;;
97202;2;972;3494;3541;3587;3633;3737;3841;3929;3900;3872;3852;3832;3826;3787;3749;3463;3238;2811;3067;3573;3380;2762.0;;;;;;;;;;;;
97203;2;972;2823;2923;3026;3191;3357;3521;3565;3609;3660;3711;3764;3804;3845;3888;4183;4432;4201;4359;4562;4360;3871.0;;;;;;;;;;;;
97204;2;972;3461;3498;3535;3609;3683;3747;3742;3736;3754;3771;3798;3760;3722;3673;3316;3014;2711;3128;3364;3663;3278.0;;;;;;;;;;;;
97205;2;972;4455;4454;4454;4453;4458;4464;4464;4455;4447;4469;4490;4515;4461;4408;4048;3650;2016;1775;1709;1712;1306.0;;;;;;;;;;;;
97206;2;972;5511;5576;5642;5809;5976;6143;6063;5983;6025;6066;6109;5850;5602;5397;3958;3343;2384;2007;2246;2225;1971.0;;;;;;;;;;;;
97207;2;972;17655;17270;17367;17400;17792;17766;17051;17039;17025;16896;16714;16433;16122;15977;15240;12401;9409;6930;7083;6572;5167.0;;;;;;;;;;;;
97208;2;972;680;700;730;761;790;802;813;828;843;857;865;873;881;889;947;977;1044;1191;1302;1531;1419.0;;;;;;;;;;;;
97209;2;972;76512;78126;80041;81017;82502;83651;84174;85667;86753;87216;88440;89000;89794;90347;94049;100080;99844;98807;96943;84811;60648.0;;;;;;;;;;;;
97210;2;972;15980;16423;16949;17172;17540;17835;18225;18452;18841;19218;19474;19189;19333;19201;18559;16925;14383;15036;15294;13435;10639.0;;;;;;;;;;;;
97211;2;972;610;666;721;703;686;634;583;531;567;605;678;751;824;831;882;956;1159;1291;1561;1483;1217.0;;;;;;;;;;;;
97212;2;972;9689;9755;9869;9891;10100;9837;10012;10250;10481;10588;10686;10734;10765;10875;10665;10143;9276;10038;10541;10447;9596.0;;;;;;;;;;;;
97213;2;972;40095;40581;39809;40175;40033;39926;40040;39700;39458;39360;39162;39410;39442;39847;35460;30028;26367;23145;18553;16211;14713.0;;;;;;;;;;;;
97214;2;972;6768;6824;6878;6932;6987;7082;7177;7294;7410;7526;7588;7650;7716;7781;8234;8084;7929;8611;9172;9437;8856.0;;;;;;;;;;;;
97215;2;972;1050;1062;1074;1086;1087;1089;1090;1119;1148;1193;1239;1284;1296;1307;1390;1496;1695;1891;2282;2142;1815.0;;;;;;;;;;;;
97216;2;972;3117;3156;3196;3251;3307;3394;3481;3568;3586;3603;3635;3668;3700;3696;3663;3587;3498;3842;3715;3548;3111.0;;;;;;;;;;;;
97217;2;972;8751;8771;8791;8811;8847;8883;8543;8547;8552;8690;8828;8954;8769;8588;7267;6338;6066;6104;6149;5697;5442.0;;;;;;;;;;;;
97218;2;972;4795;4955;5114;5104;5093;5057;5021;5003;5043;5083;5116;5150;5170;5198;5395;5278;4889;5412;5449;5169;3792.0;;;;;;;;;;;;
97219;2;972;1203;1252;1304;1357;1449;1541;1632;1644;1655;1664;1673;1682;1699;1717;1845;2050;2005;2284;2613;2500;2128.0;;;;;;;;;;;;
97220;2;972;11877;11972;11935;12145;12120;12149;12359;12680;12871;13221;13468;13617;13621;13629;13057;12617;11249;11064;12027;11334;10146.0;;;;;;;;;;;;
97221;2;972;11874;11857;12168;12099;12407;12467;12737;12708;12855;12767;12945;12968;13106;13144;12276;8753;6757;7020;7227;7515;6529.0;;;;;;;;;;;;
97222;2;972;21913;22429;22719;23252;23139;23194;23296;23715;24017;23918;23533;23903;24068;23856;21240;17713;15386;14505;13905;13652;11333.0;;;;;;;;;;;;
97223;2;972;9890;9660;9432;9426;9379;9452;9524;9595;9464;9335;9190;9045;8899;8806;8203;7767;7236;7676;8045;7240;6834.0;;;;;;;;;;;;
97224;2;972;15883;16152;16232;16349;16494;16976;16885;16648;16849;16717;16730;16966;17215;17107;15785;14036;11266;10950;10923;9876;7958.0;;;;;;;;;;;;
97225;2;972;4121;4122;4123;4125;4177;4229;4285;4341;4396;4425;4453;4496;4539;4581;4453;5007;5438;6180;6559;6347;5498.0;;;;;;;;;;;;
97226;2;972;4444;4371;4298;4191;4264;4318;4436;4554;4666;4684;4703;4833;4963;5206;4131;3857;3360;3001;3120;2816;2630.0;;;;;;;;;;;;
97227;2;972;9487;9651;9816;9987;9943;9900;9991;10083;10175;9926;9684;9424;9165;8910;7724;5881;4478;4124;3978;3653;3445.0;;;;;;;;;;;;
97228;2;972;15487;15571;15932;16185;16658;16820;17188;17342;17934;18389;18760;19056;19249;19528;20098;19682;18526;20128;19515;17630;14794.0;;;;;;;;;;;;
97229;2;972;19612;19847;19997;19908;19915;19945;19922;20103;20594;20814;21162;21737;21510;21419;20845;19825;18094;14749;13241;9879;6535.0;;;;;;;;;;;;
97230;2;972;12025;12232;12243;12512;12771;12973;13253;13352;13468;13724;13923;13802;13582;13677;12890;11090;10087;10632;9545;8118;7378.0;;;;;;;;;;;;
97231;2;972;7242;7290;7339;7493;7648;7811;7698;7587;7607;7627;7664;7368;7084;6843;5162;4484;3246;3002;3153;3238;2902.0;;;;;;;;;;;;
97232;2;972;8619;8686;8844;9002;9159;9128;9097;9140;9183;9229;9087;8947;8818;8689;7778;7741;6950;7711;7732;7587;7081.0;;;;;;;;;;;;
97233;2;972;1816;1825;1834;1846;1858;1872;1877;1881;1869;1857;1843;1853;1862;1872;1938;1833;1751;1692;1710;1660;1648.0;;;;;;;;;;;;
97234;2;972;1813;1770;1721;1671;1619;1593;1568;1522;1476;1437;1445;1454;1462;1469;1522;1527;1324;1616;1384;1547;1238.0;;;;;;;;;;;;
