CODGEO;REG;DEP;PMUN19;PMUN18;PMUN17;PMUN16;PMUN15;PMUN14;PMUN13;PMUN12;PMUN11;PMUN10;PMUN09;PMUN08;PMUN07;PMUN06;PSDC99;PSDC90;PSDC82;PSDC75;PSDC68;PSDC62;PTOT54;PTOT36;PTOT1931;PTOT1926;PTOT1921;PTOT1911;PTOT1906;PTOT1901;PTOT1896;PTOT1891;PTOT1886;PTOT1881;PTOT1876
93001;11;93;88948;87572;86375;86061;83782;80273;77452;77032;75598;76087;74701;74528;73699;73506;63136;67557;67719;72976;73695;70632;58740.0;55871.0;55724.0;48053.0;40833.0;37558.0;34009.0;31215.0;27332.0;25022.0;22223.0;19437.0;14340.0
93005;11;93;86969;86278;85740;84662;83584;82314;82634;81899;81880;82120;82525;82188;82513;81600;80021;82314;75996;78137;61521;47507;38534.0;31763.0;31426.0;21636.0;11928.0;7141.0;4417.0;2829.0;1878.0;1306.0;1012.0;780.0;765.0
93006;11;93;36060;35442;35674;35864;35881;36010;35984;34920;34513;33883;33839;33960;34269;34069;32511;32600;32557;35906;34054;31591;26792.0;28064.0;28112.0;26538.0;20406.0;15744.0;11770.0;8799.0;7116.0;6124.0;5280.0;3839.0;2861.0
93007;11;93;57498;57150;56783;55987;55297;54227;52797;52213;51916;51438;51106;50668;50910;51109;46936;46956;47037;49107;48487;35708;25363.0;21660.0;19343.0;10688.0;3932.0;1770.0;978.0;213.0;170.0;165.0;170.0;166.0;156.0
93008;11;93;54363;54272;53640;52337;51716;50479;49802;48496;47224;47492;48503;47726;48196;47806;44079;44659;42723;43125;39453;37010;18521.0;17676.0;17370.0;11412.0;6757.0;3660.0;2438.0;1946.0;1678.0;1540.0;1335.0;1173.0;972.0
93010;11;93;54587;54055;53353;53193;53439;53074;52865;52787;53051;53530;53448;53259;53159;53311;46826;46676;44301;48333;51652;38039;22411.0;20539.0;19452.0;15282.0;10104.0;7496.0;5195.0;3734.0;2620.0;2138.0;1766.0;1340.0;1186.0
93013;11;93;15905;16139;16594;16484;16239;16028;15708;15139;14978;14864;14296;13610;12961;12720;12110;11699;11021;10534;9679;10106;8432.0;8226.0;7598.0;6555.0;6185.0;3979.0;3104.0;2868.0;2550.0;2258.0;2039.0;1759.0;1380.0
93014;11;93;28782;28992;29348;29835;30082;29933;30725;30720;29835;29750;29962;29127;29674;29412;28288;28180;24654;22422;16357;11606;5105.0;4066.0;4026.0;3467.0;2104.0;1434.0;1071.0;672.0;503.0;452.0;350.0;251.0;205.0
93015;11;93;4921;4866;4833;4812;4788;4751;4713;4668;4712;4733;4705;4676;4646;4651;4612;4784;4296;3385;2179;1236;1039.0;747.0;696.0;512.0;353.0;311.0;327.0;308.0;294.0;298.0;328.0;281.0;264.0
93027;11;93;45053;43946;43054;42485;41733;40874;40678;39859;38789;38007;37700;36915;37228;37034;35310;34139;33537;37958;43318;25792;18349.0;17390.0;15780.0;10297.0;5645.0;3341.0;2742.0;2200.0;1789.0;1542.0;1251.0;1124.0;926.0
93029;11;93;72376;72109;71318;70269;69568;68955;68241;67181;66635;66410;66670;66194;65843;66063;62263;60707;60183;64430;68467;65890;50654.0;42938.0;51156.0;31489.0;15582.0;4190.0;1776.0;1247.0;1096.0;1104.0;934.0;606.0;446.0
93030;11;93;11073;10757;10732;10659;10505;10420;10216;10493;10783;10656;10527;10483;10439;10603;8641;8361;8451;8094;7860;6185;6932.0;4267.0;4307.0;3315.0;1380.0;615.0;618.0;644.0;643.0;611.0;643.0;601.0;517.0
93031;11;93;54611;54771;55084;55593;54840;55157;54857;55140;54540;54518;53777;52689;52020;51598;46409;48762;50314;46578;41774;34167;17611.0;15889.0;14505.0;11475.0;8912.0;5912.0;4222.0;3438.0;2860.0;2591.0;2362.0;2307.0;1698.0
93032;11;93;39661;39618;39358;39148;39603;39195;39276;39172;39378;39056;38765;38342;38220;37729;36715;36059;34861;36772;35780;29004;17255.0;13485.0;13253.0;9736.0;6736.0;5920.0;4954.0;4057.0;3670.0;3236.0;3007.0;2358.0;1954.0
93033;11;93;6844;6878;6869;6861;6852;6805;6663;6574;6485;6406;6387;6229;6196;6163;5925;5486;4220;4285;3922;3218;2141.0;1477.0;1016.0;421.0;333.0;379.0;341.0;286.0;282.0;244.0;225.0;142.0;135.0
93039;11;93;8288;8012;7981;7786;7539;7293;6982;6981;7037;7025;7017;7071;7083;7212;6810;7413;7435;7004;5522;3946;3262.0;3366.0;3606.0;3731.0;3460.0;3117.0;3340.0;2874.0;2333.0;2268.0;1656.0;1730.0;1350.0
93045;11;93;23447;23402;23045;22993;22964;22762;22819;22920;22505;22228;22439;22157;22324;22071;20226;20118;20354;20054;15817;17721;18590.0;19467.0;19500.0;18109.0;14599.0;11654.0;10470.0;8925.0;7438.0;6417.0;5887.0;5690.0;4411.0
93046;11;93;45692;45012;44437;44466;44415;43798;43099;42699;42036;41808;41206;41808;41893;41556;37288;35387;32778;32917;32063;29679;25322.0;20970.0;21366.0;16869.0;11573.0;8872.0;6673.0;5188.0;4056.0;3238.0;3062.0;2825.0;2195.0
93047;11;93;27928;27201;26783;26085;25725;25745;25945;26051;25963;25269;24722;24457;25824;26121;24121;25556;22926;23237;21063;12019;8271.0;6196.0;5536.0;4059.0;2619.0;2069.0;2009.0;1606.0;1188.0;1241.0;1229.0;1010.0;997.0
93048;11;93;111240;109914;109897;108402;106691;104748;104139;103520;103068;102770;103192;102176;102097;101587;90674;94754;93368;96587;95698;92207;76239.0;71791.0;70450.0;58521.0;51026.0;43217.0;35904.0;31773.0;27087.0;23986.0;21541.0;18693.0;13607.0
93049;11;93;20878;20915;21150;21177;21165;21005;20840;20755;20703;20508;20318;20304;20156;19952;18236;18195;16960;18185;17613;15526;13211.0;12073.0;12148.0;10773.0;9094.0;7014.0;6441.0;5609.0;4663.0;3820.0;3654.0;2873.0;2185.0
93050;11;93;35907;35680;34993;34685;34763;34955;34756;34658;34005;33498;33157;33198;33422;33352;32754;31461;31195;30168;22543;15082;12798.0;11224.0;10415.0;8654.0;6271.0;5621.0;4432.0;4118.0;3118.0;2554.0;2443.0;1921.0;1461.0
93051;11;93;67871;68126;68183;66659;66213;64619;62834;62592;62970;62964;63405;63106;62529;61341;58217;54032;40585;26662;25440;16813;10398.0;7033.0;6407.0;4425.0;2584.0;2211.0;2112.0;1797.0;1771.0;1799.0;1875.0;1394.0;1334.0
93053;11;93;44463;44223;44136;43537;43390;42607;41125;40161;40232;39733;39270;38713;38802;38587;37312;36309;36880;37734;34079;31187;22337.0;22359.0;22332.0;18835.0;16306.0;13648.0;10836.0;9759.0;8105.0;5772.0;4823.0;3897.0;3170.0
93055;11;93;59846;59060;57482;55342;55180;54852;53471;53060;53797;54136;52161;52698;53315;53577;49919;47303;43553;42739;47607;46292;36963.0;37716.0;37260.0;39189.0;38975.0;36359.0;32696.0;29716.0;25586.0;21847.0;19170.0;17857.0;13665.0
93057;11;93;23898;23960;23962;23695;23356;23135;22680;22331;22117;21746;21226;20721;20424;20204;18420;17375;17185;18638;19084;19022;16862.0;15175.0;14334.0;10920.0;7850.0;5389.0;3644.0;2619.0;1837.0;1500.0;1238.0;940.0;832.0
93059;11;93;30861;30828;30306;29608;29629;29324;28459;27925;28026;27883;28277;28871;28338;27532;25816;23822;22366;20819;19017;14770;12867.0;12575.0;11645.0;8609.0;5987.0;4268.0;3349.0;2863.0;2468.0;1824.0;1609.0;1346.0;1151.0
93061;11;93;17351;17485;17950;17780;17680;17554;17908;18025;18075;18045;18121;17588;17244;17240;16377;15373;13078;13271;14772;15258;15037.0;14790.0;13302.0;15465.0;14993.0;13865.0;11669.0;11078.0;9444.0;8138.0;7433.0;6396.0;4447.0
93062;11;93;14569;14708;14648;14501;14411;14400;14261;13993;13928;13828;13779;13622;13981;14130;12961;13478;13187;13767;14224;14908;14242.0;12145.0;13014.0;12176.0;10801.0;9368.0;8080.0;7129.0;5826.0;5477.0;5428.0;4091.0;2741.0
93063;11;93;30087;28536;27567;26510;26031;25631;25657;25411;25512;25771;25786;25621;25563;25199;23779;23563;25363;26260;24091;23494;19217.0;18422.0;18439.0;12821.0;8087.0;5676.0;4472.0;2961.0;2408.0;2106.0;2106.0;1854.0;2025.0
93064;11;93;46024;46043;46207;45411;44728;44448;43802;42080;41254;41050;40867;40843;41283;41174;39105;37489;36970;35784;30705;21001;16491.0;14691.0;14477.0;10856.0;8061.0;6933.0;5837.0;4329.0;3245.0;2603.0;2400.0;1745.0;1924.0
93066;11;93;112852;112091;111135;111354;111103;110733;109343;108274;107762;106785;105749;103742;100800;97875;85832;89988;90829;96132;99268;94264;80705.0;78401.0;82412.0;79872.0;76358.0;71759.0;64790.0;60808.0;54432.0;50992.0;48009.0;43895.0;34908.0
93070;11;93;50697;50670;51108;49664;48431;47432;47534;47499;47783;47189;46510;45595;43954;42950;39722;42343;43606;43588;48886;51956;48112.0;51106.0;53146.0;52467.0;50848.0;41904.0;37866.0;35436.0;30715.0;25969.0;21404.0;17718.0;11255.0
93071;11;93;51734;51225;51016;50629;50480;50077;49465;49442;50053;49832;50021;50770;51110;51106;47063;48478;41809;34221;20253;17969;12956.0;10147.0;10071.0;6058.0;2691.0;1923.0;1378.0;1073.0;1028.0;873.0;848.0;689.0;518.0
93072;11;93;38285;38666;38720;39618;39551;38022;36365;36155;34830;33829;33951;34608;34663;34670;32839;34879;36079;35545;32169;27503;19028.0;17604.0;14539.0;10081.0;5641.0;3584.0;3102.0;2959.0;2707.0;2500.0;2288.0;1868.0;1577.0
93073;11;93;36461;36230;36180;35691;35381;34704;34614;34081;34452;34493;35036;35494;35410;35340;33885;31385;29644;26846;18482;13788;9510.0;6181.0;4385.0;2095.0;842.0;837.0;798.0;763.0;756.0;720.0;764.0;720.0;735.0
93074;11;93;7181;7003;7030;6969;6909;6867;6828;6834;6643;6452;6273;6075;6047;6002;5570;5214;4885;4726;4748;4536;3972.0;3221.0;3218.0;2673.0;2311.0;2163.0;2057.0;1914.0;1910.0;1828.0;1923.0;2193.0;1734.0
93077;11;93;30405;30005;29964;30051;29847;29500;29165;28664;28368;28006;28031;28169;28283;28339;26995;26863;27571;28727;28756;24540;21522.0;18523.0;17199.0;13650.0;10872.0;8959.0;8191.0;6104.0;4901.0;3725.0;3141.0;2033.0;1332.0
93078;11;93;37713;37280;36830;36656;36514;35864;35329;35820;35850;35658;35740;35810;35444;35592;33782;30303;23745;17565;12103;7660;5503.0;3893.0;3137.0;2178.0;639.0;633.0;582.0;646.0;589.0;446.0;483.0;334.0;290.0
93079;11;93;13574;13557;13646;13141;12658;12458;12451;12502;12642;12592;12818;12655;12378;11887;11376;11177;10080;8909;7405;4892;3937.0;3251.0;3213.0;1844.0;1278.0;950.0;855.0;826.0;643.0;718.0;562.0;536.0;450.0
