type_annonceur;typedebien;typedetransaction;etage;surface;surface_terrain;nb_pieces;prix_bien;prix_maison;prix_terrain;mensualiteFinance;balcon;eau;bain;dpeL;dpeC;mapCoordonneesLatitude;mapCoordonneesLongitude;annonce_exclusive;nb_etages;parking;places_parking;cave;exposition;ges_class;annee_construction;nb_toilettes;nb_terraces;videophone;porte_digicode;surface_balcon;ascenseur;nb_logements_copro;charges_copro;chauffage_energie;chauffage_systeme;chauffage_mode;categorie_annonceur;logement_neuf;typedebien_lite;date;INSEE_COM;IRIS;CODE_IRIS;TYP_IRIS;DEP;REG;loyer_m2_median_n6;nb_log_n6;taux_rendement_n6;loyer_m2_median_n7;nb_log_n7;taux_rendement_n7;prix_m2_vente
pr;a;v;0;60;;3;189000;;;0;0;0;0;VI;;48.78471;1.96233;Oui;2.0;;;;Est-Ouest;G;1990.0;;;;;;False;32.0;73.0;Électrique;;Individuel;a;n;a;2020-08;78208;0107;782080107;H;78;11.0;12.9;3.0;0.049;14.93;38.0;0.057;3150.0
pr;a;v;0;73;;4;219000;;;0;1;0;1;C;98.0;48.78977;1.96596;Non;3.0;;;True;Nord-Ouest;D;1992.0;1.0;;;True;;False;222.0;1652.0;Gaz;Radiateur;Individuel;a;n;a;2020-08;78208;0107;782080107;H;78;11.0;14.32;2.0;0.057;13.75;15.0;0.055;3000.0
pr;a;v;1;86;;4;241500;;;0;0;0;2;E;283.0;48.78599;1.96441;Non;1.0;;1.0;;0;C;;;;;;;;32.0;880.0;;;Individuel;a;n;a;2020-08;78208;0107;782080107;H;78;11.0;14.32;2.0;0.061;13.75;15.0;0.059;2808.14
pr;a;v;2;88;;4;222600;;;0;0;0;0;D;188.7;48.77684;2.00777;Oui;2.0;;;;Est;E;;;;;True;;True;140.0;1916.0;Gaz;Radiateur;Individuel;a;n;a;2020-08;78621;0102;786210102;H;78;11.0;;;;12.7;22.0;0.06;2529.55
pr;a;v;3;79;;4;292300;;;0;1;0;1;0;;48.77604;2.00923;Non;;;;False;0;;;1.0;1.0;;;4.0;;;;;;;a;n;a;2020-08;78621;0102;786210102;H;78;11.0;;;;12.7;22.0;0.041;3700.0
pr;a;v;0;77;;4;336000;;;0;1;0;1;E;286.0;48.90203;2.16432;Non;6.0;;1.0;True;0;F;1975.0;1.0;;;True;;True;78.0;;;;Collectif;a;n;a;2020-08;78146;0106;781460106;H;78;11.0;16.8;5.0;0.046;15.3;37.0;0.042;4363.64
pr;a;vp;3;90;;4;399000;;;0;0;0;1;D;220.0;48.90294;2.16449;Non;;;;;0;E;1980.0;1.0;1.0;;;;True;63.0;3391.0;;Radiateur;Collectif;a;n;a;2020-08;78146;0106;781460106;H;78;11.0;16.8;5.0;0.045;15.3;37.0;0.041;4433.33
pr;m;v;0;175;626.0;7;1298000;;;0;0;1;1;C;99;48.91465;2.20088;Non;1.0;;;;0;A;2009.0;2.0;;;;;;;;;;Individuel;a;n;m;2020-08;78124;0104;781240104;H;78;11.0;;;;19.73;2.0;0.032;7417.14
pr;a;v;1;93;;4;496000;;;0;2;1;1;D;151.0;48.89884;2.05555;Non;4.0;;;;0;D;1972.0;2.0;0.0;;True;;True;60.0;5300.0;Gaz;Radiateur;Collectif;a;n;a;2020-08;78551;0102;785510102;H;78;11.0;20.96;2.0;0.047;20.97;55.0;0.047;5333.33
pr;a;v;1;33;;2;127000;;;0;0;0;1;E;271.0;48.99213;1.71633;Oui;1.0;;;True;0;E;1949.0;1.0;;;False;;False;3.0;1320.0;Fioul;Radiateur;Collectif;a;n;a;2020-08;78361;0118;783610118;H;78;11.0;16.22;33.0;0.051;15.62;185.0;0.049;3848.48
