idannonce;type_annonceur;typedebien;typedetransaction;etage;surface;surface_terrain;nb_pieces;prix_bien;prix_maison;prix_terrain;mensualiteFinance;balcon;eau;bain;dpeL;dpeC;mapCoordonneesLatitude;mapCoordonneesLongitude;annonce_exclusive;nb_etages;parking;places_parking;cave;exposition;ges_class;annee_construction;nb_toilettes;nb_terraces;videophone;porte_digicode;surface_balcon;ascenseur;nb_logements_copro;charges_copro;chauffage_energie;chauffage_systeme;chauffage_mode;categorie_annonceur;logement_neuf;duree_int;typedebien_lite;date;INSEE_COM;IRIS;CODE_IRIS;TYP_IRIS_x;TYP_IRIS_y;GRD_QUART;UU2010;REG;DEP;loyer_m2_median_n6;nb_log_n6;taux_rendement_n6;loyer_m2_median_n7;nb_log_n7;taux_rendement_n7;prix_m2_vente
entities-1042247-3470211;pr;m;v;0;154;900.0;7;355000;;;0;0;0;3;0;;50.22017;2.71557;0;1.0;;;;0;;;;;;;;;;;;;;cm;o;;m;2021-12;62135;0000;621350000;Z;Z;6213500;62000;32;62;;;;;;;2305.19
orpi-1-120924E24Y24;pr;m;v;0;156;2774.0;4;296800;;;0;0;0;2;D;200;50.63267;1.74571;Non;;;4.0;;0;B;;;1.0;;;;;;;;;Individuel;a;n;;m;2021-12;62773;0000;627730000;Z;Z;6277300;62113;32;62;8.76;1.0;0.055;8.76;1.0;0.055;1902.56
century-21-202_252_16587;pr;m;v;0;219;2500.0;6;318000;;;0;0;0;1;D;174;50.62791;1.7525;Non;;;0.0;;0;D;2001.0;1.0;0.0;;;;;;;Fioul;;Individuel;a;n;;m;2021-12;62773;0000;627730000;Z;Z;6277300;62113;32;62;7.37;1.0;0.061;7.37;1.0;0.061;1452.05
ag754248-325823637;pr;m;v;0;160;;8;230000;;;0;0;1;1;NS;;50.49366;2.19229;Non;1.0;;;;0;;;;;;;;;;;Fioul;;;m;n;;m;2021-12;62843;0000;628430000;Z;Z;6284300;62000;32;62;;;;;;;1437.5
entities-1042247-3470214;pr;m;v;0;154;2235.0;7;324000;;;0;0;0;3;0;;50.24224;2.6519;0;1.0;;;;0;;;;;;;;;;;;;;cm;o;;m;2021-12;62097;0000;620970000;Z;Z;6209700;62000;32;62;;;;;;;2103.9
ag621849-324741453;pr;m;v;0;56;135.0;3;46000;;;0;0;0;0;VI;;50.24364;2.65552;Oui;;;;;Sud;;;;;;;;;;;;;;a;n;;m;2021-12;62097;0000;620970000;Z;Z;6209700;62000;32;62;;;;;;;821.43
hektor-COTEPARTICULIERSAVESNESLECOMTE-157247;pr;m;v;0;80;480.0;3;135990;;;0;0;1;0;0;;50.24364;2.65552;Non;1.0;;;;0;;1950.0;1.0;;;;;;;;;;;a;n;;m;2021-12;62097;0000;620970000;Z;Z;6209700;62000;32;62;;;;;;;1699.88
hektor-Stopimmo52021-2310;pr;m;v;0;154;1107.0;10;430000;;;0;0;2;0;A;45;50.46149;1.71636;Oui;2.0;;2.0;;Sud;A;2017.0;2.0;2.0;;;;;;;;Sol;;a;n;;m;2021-12;62799;0000;627990000;Z;Z;6279900;62000;32;62;;;;;;;2792.21
entities-1039558-2470936;pr;m;v;0;160;470.0;7;324457;;;0;0;0;0;A;;50.48231;2.54734;0;;;;;0;;;;;;;;;;;;;;cm;o;;m;2021-12;62178;0101;621780101;H;H;6217801;00752;32;62;;;;;;;2027.86
entities-1039558-2470933;pr;m;v;0;100;470.0;5;238165;;;0;0;0;0;A;;50.48231;2.54734;0;;;;;0;;;;;;;;;;;;;;cm;o;;m;2021-12;62178;0101;621780101;H;H;6217801;00752;32;62;;;;6.92;2.0;0.035;2381.65
entities-1039547-2459932;pr;m;v;0;115;583.0;6;272000;;;0;0;0;0;A;;50.48231;2.54734;0;;;;;0;;;;;;;;;;;;;;cm;o;8.0;m;2021-12;62178;0101;621780101;H;H;6217801;00752;32;62;;;;;;;2365.22
