idannonce;type_annonceur;typedebien;typedetransaction;etage;surface;surface_terrain;nb_pieces;prix_bien;prix_maison;prix_terrain;mensualiteFinance;balcon;eau;bain;dpeL;dpeC;mapCoordonneesLatitude;mapCoordonneesLongitude;annonce_exclusive;nb_etages;parking;places_parking;cave;exposition;ges_class;annee_construction;nb_toilettes;nb_terraces;videophone;porte_digicode;surface_balcon;ascenseur;nb_logements_copro;charges_copro;chauffage_energie;chauffage_systeme;chauffage_mode;categorie_annonceur;logement_neuf;duree_int;typedebien_lite;date;INSEE_COM;IRIS;CODE_IRIS;TYP_IRIS_x;TYP_IRIS_y;GRD_QUART;UU2010;REG;DEP;loyer_m2_median_n6;nb_log_n6;taux_rendement_n6;loyer_m2_median_n7;nb_log_n7;taux_rendement_n7;prix_m2_vente
hektor-ESTIMMO54-273;pr;m;v;0;237;489.0;8;249000;;;0;0;2;0;D;249;48.46266;6.05036;Non;2.0;;;True;0;B;1948.0;2.0;;;;;;;;;;Individuel;a;n;;m;2023-04;54185;0000;541850000;Z;Z;5418500;54000;44;54;;;;;;;1050.63
hektor-ESTIMMO54-269;pr;m;v;0;106;;3;148500;;;0;0;0;1;D;209;48.45334;6.05073;Oui;1.0;;;;0;E;1948.0;1.0;;;;;;;;Fioul;;;a;n;8.0;m;2023-04;54185;0000;541850000;Z;Z;5418500;54000;44;54;;;;;;;1400.94
iad-france-1345718;pr;m;v;0;235;2500.0;6;456000;;;0;0;0;0;D;198;48.91925;6.18287;Oui;2.0;;;False;0;B;2001.0;;;;False;;;;;;;;m;n;;m;2023-04;54179;0000;541790000;Z;Z;5417900;54000;44;54;;;;;;;1940.43
iad-france-1344716;pr;m;v;0;203;387.0;7;265000;;;0;0;0;0;C;143;48.70724;5.86226;Non;1.0;;;False;0;C;;;;;False;;;2.0;12.0;;;;m;n;;m;2023-04;54102;0000;541020000;Z;Z;5410200;54000;44;54;;;;;;;1305.42
ag541463-382586341;pr;m;v;0;220;2512.0;7;292000;;;0;0;1;1;D;206;49.33801;5.82442;Oui;1.0;;;True;0;B;;2.0;;;;;;;;;;Individuel;a;n;;m;2023-04;54394;0000;543940000;Z;Z;5439400;54000;44;54;;;;;;;1327.27
safti-1-872160;pr;m;v;0;200;995.0;7;548000;;;0;0;0;2;C;155;49.46146;5.88901;Oui;;;2.0;False;0;C;1975.0;2.0;;;False;;;;;Fioul;;;m;n;;m;2023-04;54525;0000;545250000;Z;Z;5452500;54000;44;54;;;;;;;2740.0
iad-france-1343952;pr;m;v;0;235;2100.0;8;515000;;;0;0;0;0;B;108;49.42141;5.51752;Oui;1.0;;;False;0;A;2012.0;;;;False;;;;;Électrique;;;m;n;;m;2023-04;54236;0000;542360000;Z;Z;5423600;54000;44;54;;;;;;;2191.49
iad-france-1347253;pr;m;v;0;225;;4;339000;;;0;0;0;0;A;;49.28277;5.80101;Non;;;;False;0;A;;;;;False;;;;;;;;m;n;;m;2023-04;54402;0000;544020000;Z;Z;5440200;54000;44;54;;;;;;;1506.67
immo-facile-50860922;pr;m;v;0;157;1156.0;8;142000;;;0;0;0;1;F;357;48.53025;6.32657;Oui;2.0;;;True;0;F;;2.0;;;;;;;;Fioul;;;a;n;;m;2023-04;54256;0000;542560000;Z;Z;5425600;54000;44;54;;;;;;;904.46
century-21-202_2389_38264;pr;m;v;0;200;3719.0;7;420000;;;0;0;0;2;E;281;48.52347;6.15648;Oui;;;0.0;;0;B;1970.0;1.0;0.0;;;;;;;Électrique, Bois;Poêle à Bois;Individuel;a;n;;m;2023-04;54109;0000;541090000;Z;Z;5410900;54000;44;54;;;;;;;2100.0
iad-france-1302479;pr;m;v;0;121;453.0;5;45000;;;0;0;0;0;E;256;48.52352;6.92076;Oui;1.0;;;False;0;B;;;;;False;;;;;Électrique;Radiateur;;m;n;;m;2023-04;54097;0000;540970000;Z;Z;5409700;54000;44;54;;;;;;;371.9
safti-1-401568;pr;a;v;0;78;;3;70000;;;0;0;0;0;D;229;49.22166;5.99177;Oui;;;;False;0;D;1960.0;;;;False;;False;;;;;;m;n;;a;2023-04;54263;0103;542630103;H;H;5426301;00454;44;54;7.67;17.0;0.103;7.56;27.0;0.101;897.44
iad-france-1354490;pr;m;v;0;53;;2;54000;;;0;0;0;0;A;;49.22264;5.99223;Oui;;;;False;0;A;;;;;False;;;;;;;;m;n;;m;2023-04;54263;0103;542630103;H;H;5426301;00454;44;54;;;;14.66;1.0;0.173;1018.87
safti-1-863373;pr;m;v;0;96;2082.0;4;130000;;;0;0;0;1;NS;;49.21763;5.99785;Oui;;;1.0;True;0;NS;1940.0;1.0;;;False;;;500.0;;Gaz;;Individuel;m;n;;m;2023-04;54263;0103;542630103;H;H;5426301;00454;44;54;;;;11.94;1.0;0.106;1354.17
laforet-immo-facile-21577996;pr;m;v;0;93;303.0;5;127000;;;0;0;1;1;E;327;49.21649;6.00362;Oui;2.0;;;True;0;E;1948.0;2.0;1.0;;False;;;;;Gaz;Radiateur;Individuel;a;n;;m;2023-04;54263;0103;542630103;H;H;5426301;00454;44;54;;;;8.33;1.0;0.073;1365.59
laforet-immo-facile-21580342;pr;m;v;0;93;;5;127000;;;0;0;1;1;F;409;49.21801;6.00199;Oui;2.0;;1.0;True;0;F;1948.0;1.0;1.0;;False;;;;;Gaz;Radiateur;Individuel;a;n;;m;2023-04;54263;0103;542630103;H;H;5426301;00454;44;54;;;;8.33;1.0;0.073;1365.59
iad-france-1336057;pr;m;v;0;141;100.0;4;110000;;;0;0;0;0;E;318;49.21934;6.00532;Oui;2.0;;;False;0;F;;;;;False;;;;;Gaz;Radiateur;;m;n;;m;2023-04;54263;0103;542630103;H;H;5426301;00454;44;54;;;;11.94;1.0;0.184;780.14
ag570923-382733909;pr;m;v;0;130;;7;139899;;;0;0;0;0;D;;49.2155;5.98863;Non;;;;;0;E;;;;;;;;;;;;;a;n;8.0;m;2023-04;54263;0102;542630102;H;H;5426301;00454;44;54;;;;;;;1076.15
ag571230-382991375;pr;m;v;0;80;40.0;4;109000;;;0;0;0;1;NS;;49.2155;5.98863;Non;;;1.0;;0;;;1.0;;;;;;;;;;;a;n;;m;2023-04;54263;0102;542630102;H;H;5426301;00454;44;54;11.94;1.0;0.105;11.94;1.0;0.105;1362.5
laforet-immo-facile-21602990;pr;m;v;0;86;420.0;4;199900;;;0;0;0;1;E;293;48.67682;6.24267;Oui;1.0;;1.0;;0;D;1970.0;1.0;1.0;;;;;;;Gaz;Radiateur;Individuel;a;n;;m;2023-04;54495;0000;544950000;Z;Z;5449500;54701;44;54;9.89;9.0;0.051;9.89;9.0;0.051;2324.42
immo-facile-52490243;pr;m;v;0;130;1044.0;6;285000;;;0;0;1;1;D;156;48.68538;6.24278;Oui;2.0;;;;0;D;;;1.0;;False;;;;;Gaz;Radiateur;Individuel;a;n;;m;2023-04;54495;0000;544950000;Z;Z;5449500;54701;44;54;9.31;7.0;0.051;9.31;7.0;0.051;2192.31
iad-france-1349694;pr;m;v;0;222;1000.0;8;499000;;;0;0;0;0;E;270;49.54111;5.78927;Non;2.0;;;False;0;F;;;;;False;;;;;Gaz;;;m;n;;m;2023-04;54382;0102;543820102;H;H;5438201;54405;44;54;;;;;;;2247.75
ag060811-381316105;pr;a;v;4;60;;3;139000;;;0;1;1;1;VI;;49.54493;5.78879;Oui;4.0;;1.0;True;Sud;;;1.0;;;;;;32.0;824.04;Gaz;;;m;n;;a;2023-04;54382;0101;543820101;H;H;5438201;54405;44;54;;;;8.59;1.0;0.044;2316.67
hektor-stipromotion-3;pr;m;v;0;98;730.0;4;306000;;;0;0;1;0;E;318;49.53729;5.77504;Non;3.0;;2.0;True;Sud-Est;F;1954.0;1.0;1.0;;;;;;;Gaz;;;a;n;;m;2023-04;54382;0104;543820104;H;H;5438201;54405;44;54;;;;;;;3122.45
immo-facile-52736842;pr;m;v;0;110;650.0;5;305000;;;0;0;1;0;E;;49.54713;5.7887;Non;;;;;0;E;1954.0;1.0;;;;;;;;Gaz;Radiateur;Individuel;a;n;;m;2023-04;54382;0101;543820101;H;H;5438201;54405;44;54;;;;;;;2772.73
hektor-BONAPPART22-4643;pr;m;v;0;79;447.0;5;149000;;;0;0;1;0;E;301;49.22658;5.98182;Oui;1.0;;2.0;True;Sud-Est;E;1963.0;2.0;1.0;;;;;;;Gaz;;Individuel;a;n;;m;2023-04;54263;0101;542630101;H;H;5426301;00454;44;54;8.33;1.0;0.053;8.33;1.0;0.053;1886.08
safti-1-859477;pr;m;v;0;235;848.0;10;230000;;;0;0;0;2;F;408;48.4323;6.32636;Non;;;;False;0;C;1976.0;2.0;;;False;;;;;Électrique;;Individuel;m;n;;m;2023-04;54475;0000;544750000;Z;Z;5447500;54000;44;54;;;;;;;978.72
safti-1-859473;pr;m;v;0;160;160.0;1;55000;;;0;0;0;0;NS;;48.42532;6.35025;Non;;;;False;0;NS;1900.0;;;;False;;;;;;;;m;n;;m;2023-04;54475;0000;544750000;Z;Z;5447500;54000;44;54;;;;;;;343.75
safti-1-859471;pr;m;v;0;100;355.0;1;55000;;;0;0;0;0;NS;;48.42359;6.34083;Non;;;;False;Est;NS;1900.0;;;;False;;;;;;;;m;n;;m;2023-04;54475;0000;544750000;Z;Z;5447500;54000;44;54;;;;;;;550.0
ag541360-382951421;pr;m;v;0;125;290.0;6;318000;;;0;0;0;2;D;238;49.54381;5.80698;Non;;;3.0;;0;B;;2.0;;;;;;;;;;;a;n;;m;2023-04;54382;0103;543820103;H;H;5438201;54405;44;54;;;;;;;2544.0
safti-1-888744;pr;m;v;0;76;285.0;5;210900;;;0;0;0;1;F;339;49.54679;5.77106;Non;;;1.0;False;0;F;1949.0;1.0;;;False;;;;;Fioul;;Individuel;m;n;;m;2023-04;54382;0103;543820103;H;H;5438201;54405;44;54;;;;;;;2775.0
iad-france-1343949;pr;m;v;0;120;700.0;4;307000;;;0;0;0;0;E;318;49.54773;5.7705;Non;1.0;;;False;0;E;1954.0;;;;False;;;;;Gaz;Radiateur;;m;n;15.0;m;2023-04;54382;0103;543820103;H;H;5438201;54405;44;54;;;;;;;2558.33
hektor-pole-immobilier-12656;pr;m;v;0;191;521.0;8;235000;;;0;0;1;2;D;170;48.82948;5.91373;Non;1.0;;;;Sud-Ouest;D;;2.0;;;;;;;;Fioul;Radiateur;Individuel;a;n;22.0;m;2023-04;54348;0000;543480000;Z;Z;5434800;54000;44;54;;;;;;;1230.37
iad-france-1337210;pr;m;v;0;182;3200.0;6;333000;;;0;0;0;0;C;140;48.87225;5.78922;Oui;1.0;;;False;0;A;;;;;False;;;;;;;;m;n;;m;2023-04;54499;0000;544990000;Z;Z;5449900;54000;44;54;;;;;;;1829.67
safti-1-857927;pr;m;v;0;237;1110.0;11;587000;;;0;0;0;1;C;112;48.73521;5.96916;Non;;;8.0;True;Sud;C;2003.0;2.0;;;False;;;;;Gaz;;Individuel;m;n;;m;2023-04;54584;0000;545840000;Z;Z;5458400;54000;44;54;;;;;;;2476.79
ag570923-381113890;pr;m;v;0;194;;8;249843;;;0;0;1;0;D;;48.97233;5.87412;Non;;;;;0;E;;;;;;;;;;;;;a;n;8.0;m;2023-04;54275;0000;542750000;Z;Z;5427500;54000;44;54;;;;;;;1287.85
