type_annonceur;typedebien;typedetransaction;etage;surface;surface_terrain;nb_pieces;prix_bien;prix_maison;prix_terrain;mensualiteFinance;balcon;eau;bain;dpeL;dpeC;mapCoordonneesLatitude;mapCoordonneesLongitude;annonce_exclusive;nb_etages;parking;places_parking;cave;exposition;ges_class;annee_construction;nb_toilettes;nb_terraces;videophone;porte_digicode;surface_balcon;ascenseur;nb_logements_copro;charges_copro;chauffage_energie;chauffage_systeme;chauffage_mode;categorie_annonceur;logement_neuf;typedebien_lite;date;INSEE_COM;IRIS;CODE_IRIS;TYP_IRIS;DEP;REG;loyer_m2_median_n6;nb_log_n6;taux_rendement_n6;loyer_m2_median_n7;nb_log_n7;taux_rendement_n7;prix_m2_vente
pr;a;v;3;38;;2;106000;;;0;0;0;0;E;276;48.65513;2.38825;Oui;;;1.0;;0;C;;;;;;;;;996.0;Électrique;;;a;n;a;2020-08;91286;0102;912860102;H;91;11.0;15.6;4.0;0.067;15.02;12.0;0.065;2789.47
pr;m;v;0;97;250.0;5;295400;;;0;0;0;1;F;338.0;48.70288;2.43223;Oui;;;1.0;;0;F;1950.0;1.0;0.0;;;;;2.0;1.0;Gaz;Chaudière;Individuel;a;n;m;2020-08;91657;0107;916570107;H;91;11.0;;;;15.42;2.0;0.061;3045.36
pr;a;v;0;33;;1;146000;;;0;1;1;0;D;230;48.69931;2.29727;Non;3.0;;1.0;True;Nord-Ouest;B;;1.0;;;;;;;870.0;;;;a;n;a;2020-08;91345;0101;913450101;H;91;11.0;19.99;10.0;0.054;20.59;29.0;0.056;4424.24
pr;a;v;3;70;;3;222000;;;0;0;0;1;D;178.0;48.69559;2.29134;Oui;4.0;;2.0;;0;B;;;;;;;True;218.0;2196.0;;;Individuel;a;n;a;2020-08;91345;0101;913450101;H;91;11.0;15.34;5.0;0.058;14.96;20.0;0.057;3171.43
pr;a;v;4;86;;4;152250;;;0;0;0;1;D;198.16;48.62669;2.29871;Non;4.0;;1.0;True;0;E;;1.0;;;;;True;;3400.0;Gaz;Sol;Collectif;a;n;a;2020-08;91570;0101;915700101;H;91;11.0;12.86;1.0;0.087;12.08;14.0;0.082;1770.35
pr;m;v;0;80;463.0;4;385000;;;0;0;1;0;E;314;48.67911;2.19237;Non;;;2.0;;0;C;1975.0;;0.0;;;;;;;Électrique;Radiateur;Individuel;a;n;m;2020-08;91692;0108;916920108;H;91;11.0;;;;;;;4812.5
pr;a;v;0;58;64.0;3;183000;;;0;0;0;0;B;;48.6404;2.36554;Non;;;0.0;;0;;;;;;;;;197.0;1312.0;;;;a;n;a;2020-08;91235;0101;912350101;H;91;11.0;14.25;3.0;0.054;14.25;5.0;0.054;3155.17
pr;a;v;0;57;34.0;2;162000;;;0;1;0;1;VI;;48.6291;2.35889;Oui;1.0;;1.0;;0;G;;;;;;;False;16.0;;Électrique;Radiateur;Individuel;a;n;a;2020-08;91235;0101;912350101;H;91;11.0;17.35;3.0;0.073;17.54;10.0;0.074;2842.11
pr;a;v;0;28;;1;123000;;;0;1;0;0;E;302;48.70045;2.31309;Non;5.0;;1.0;;0;C;;;;;True;;True;67.0;540.0;;;Individuel;a;n;a;2020-08;91161;0102;911610102;H;91;11.0;20.0;15.0;0.055;20.33;31.0;0.056;4392.86
pr;a;v;3;83;;4;190800;;;0;1;0;1;D;229;48.7065;2.32034;Oui;4.0;;1.0;True;0;E;1970.0;1.0;;;;;False;1236.0;3805.0;Gaz;;Collectif;a;n;a;2020-08;91161;0102;911610102;H;91;11.0;14.66;2.0;0.077;14.18;13.0;0.074;2298.8
pr;a;v;2;84;;4;182000;;;0;0;0;1;D;229;48.6273;2.44869;Oui;;;1.0;;Sud-Est;;1970.0;;1.0;;;;True;450.0;3192.0;Gaz;Radiateur;;a;n;a;2020-08;91228;0113;912280113;H;91;11.0;10.98;3.0;0.061;12.36;54.0;0.068;2166.67
pr;m;v;0;147;484.0;7;461000;;;0;0;2;1;F;400.0;48.70196;2.36102;Oui;;;4.0;True;0;G;1930.0;2.0;;;;;;;;Gaz;Radiateur;Individuel;a;n;m;2020-08;91027;0103;910270103;H;91;11.0;;;;14.33;1.0;0.055;3136.05
pr;m;v;0;200;385.0;7;330000;;;0;0;2;0;D;222;48.65214;2.36937;Oui;2.0;;0.0;False;0;;1970.0;;0.0;;;;;;;Gaz;Radiateur;Individuel;a;n;m;2020-08;91687;0110;916870110;H;91;11.0;;;;12.84;1.0;0.093;1650.0
pr;m;v;0;210;575.0;7;550000;;;0;0;0;0;E;280;48.61663;2.37794;Oui;2.0;;;False;0;C;;;;;False;;;;;Électrique;Radiateur;;m;n;m;2020-08;91086;0101;910860101;H;91;11.0;;;;;;;2619.05
pr;a;v;0;41;;2;115000;;;0;0;0;0;D;215.0;48.5975;2.4647;Oui;3.0;;;False;0;B;2010.0;;;;True;;True;130.0;936.0;Électrique;Radiateur;Individuel;m;n;a;2020-08;91174;0401;911740401;H;91;11.0;14.8;10.0;0.063;16.33;311.0;0.07;2804.88
pr;m;v;0;143;1389.0;6;575000;;;0;0;1;2;F;;48.64024;2.15464;Non;3.0;;;;0;;;2.0;;;;;;;;;;;a;n;m;2020-08;91319;0000;913190000;Z;91;11.0;11.97;1.0;0.036;11.97;1.0;0.036;4020.98
pr;m;v;0;79;;4;252500;;;0;2;1;0;E;289;48.63672;2.42988;Non;;;;False;Sud-Est;C;1982.0;1.0;;;False;;;112.0;1241.0;Électrique;Radiateur;;a;n;m;2020-08;91228;0102;912280102;H;91;11.0;;;;15.02;2.0;0.056;3196.2
