REG;DEP;INSEE_COM;type_annonceur;categorie_annonceur;typedebien;typedetransaction;nb_pieces;dpeL;surface_median;prix_bien_median;balcon_moy;eau_moy;bain_moy;nb_log
76;81;81002;pr;a;a;l;2;E;49.0;350.0;0.0;1.0;0.0;1
76;81;81002;pr;a;a;l;3;E;83.0;495.0;0.0;0.0;1.0;1
76;81;81002;pr;a;m;l;2;F;46.0;369.0;0.0;1.0;0.0;1
76;81;81002;pr;a;m;l;3;0;77.5;597.5;0.0;1.0;0.0;2
76;81;81002;pr;a;m;l;3;C;77.0;500.0;0.0;0.0;1.0;1
76;81;81002;pr;a;m;l;3;D;72.0;470.0;0.0;0.0;1.0;1
76;81;81002;pr;a;m;l;3;E;80.0;680.0;0.0;0.0;0.0;1
76;81;81002;pr;a;m;l;4;0;90.0;615.0;0.0;0.0;1.0;1
76;81;81002;pr;a;m;l;4;D;90.0;750.0;0.0;1.0;0.0;1
76;81;81002;pr;a;m;l;4;E;90.0;600.5;0.0;0.5;0.5;2
76;81;81002;pr;a;m;l;4;VI;90.0;700.0;0.0;1.0;0.0;1
76;81;81002;pr;a;m;l;5;0;125.0;635.0;0.0;0.5;0.5;2
76;81;81002;pr;a;m;l;5;C;146.0;550.0;0.0;0.0;2.0;1
76;81;81002;pr;a;m;l;5;D;112.5;760.0;0.5;1.0;0.5;2
76;81;81002;pr;a;m;l;5;VI;105.0;635.0;0.0;1.0;0.0;2
76;81;81003;pr;a;a;l;3;F;53.0;365.0;0.0;1.0;0.0;1
76;81;81004;pa;a;a;l;1;0;26.0;385.0;0.0;0.5;0.0;2
76;81;81004;pa;a;a;l;1;D;29.0;365.0;0.0;0.0;0.0;1
76;81;81004;pa;a;a;l;2;0;55.0;450.0;0.33;0.0;0.67;3
76;81;81004;pa;a;a;l;2;D;38.0;485.0;1.0;0.0;1.0;1
76;81;81004;pa;a;a;l;2;E;44.0;440.0;0.0;0.0;1.0;1
76;81;81004;pa;a;a;l;3;0;70.0;620.0;0.0;1.0;0.0;1
76;81;81004;pa;a;a;l;3;C;68.0;425.0;1.5;0.0;0.5;2
76;81;81004;pa;a;a;l;3;D;68.0;550.0;0.0;0.0;1.0;1
76;81;81004;pa;a;a;l;4;B;70.0;250.0;1.0;0.0;1.0;1
76;81;81004;pa;a;a;l;4;C;75.0;200.0;2.0;0.0;1.0;1
76;81;81004;pa;a;a;l;5;0;104.0;390.0;0.0;0.0;0.0;1
76;81;81004;pa;a;a;l;5;D;68.0;550.0;0.0;0.0;1.0;1
76;81;81004;pa;a;m;l;4;0;95.0;850.0;0.0;0.0;1.0;1
76;81;81004;pr;a;a;l;1;0;21.0;366.0;0.04;0.53;0.25;68
76;81;81004;pr;a;a;l;1;A;30.0;417.0;0.23;0.92;0.0;13
76;81;81004;pr;a;a;l;1;B;28.0;420.0;0.02;0.75;0.18;44
76;81;81004;pr;a;a;l;1;C;25.0;352.0;0.05;0.48;0.33;21
76;81;81004;pr;a;a;l;1;D;22.0;357.0;0.04;0.6;0.3;159
76;81;81004;pr;a;a;l;1;E;22.0;350.0;0.1;0.51;0.46;151
76;81;81004;pr;a;a;l;1;F;21.0;330.0;0.11;0.54;0.38;65
76;81;81004;pr;a;a;l;1;G;22.5;318.0;0.07;0.47;0.5;30
76;81;81004;pr;a;a;l;1;NS;23.0;350.0;0.07;0.8;0.1;69
76;81;81004;pr;a;a;l;1;VI;24.0;370.0;0.1;0.83;0.1;155
76;81;81004;pr;a;a;l;2;0;40.0;470.0;0.08;0.71;0.24;86
76;81;81004;pr;a;a;l;2;A;40.0;480.0;0.08;0.78;0.22;37
76;81;81004;pr;a;a;l;2;B;39.0;530.0;0.06;1.0;0.03;32
76;81;81004;pr;a;a;l;2;C;49.5;489.5;0.1;0.33;0.67;48
76;81;81004;pr;a;a;l;2;D;43.0;462.0;0.25;0.34;0.6;291
76;81;81004;pr;a;a;l;2;E;42.0;450.0;0.13;0.42;0.52;215
76;81;81004;pr;a;a;l;2;F;41.0;426.5;0.02;0.52;0.41;44
76;81;81004;pr;a;a;l;2;G;45.5;466.5;0.06;0.56;0.33;18
76;81;81004;pr;a;a;l;2;NS;40.0;461.0;0.17;0.74;0.17;76
76;81;81004;pr;a;a;l;2;VI;41.0;488.0;0.07;0.69;0.29;168
76;81;81004;pr;a;a;l;3;0;71.0;590.0;0.11;0.45;0.47;53
76;81;81004;pr;a;a;l;3;A;65.5;683.0;0.11;0.56;0.11;18
76;81;81004;pr;a;a;l;3;B;93.5;721.0;0.0;1.0;0.0;2
76;81;81004;pr;a;a;l;3;C;72.0;635.0;0.09;0.28;0.57;54
76;81;81004;pr;a;a;l;3;D;65.0;580.0;0.26;0.31;0.64;213
76;81;81004;pr;a;a;l;3;E;64.0;570.0;0.27;0.42;0.61;62
76;81;81004;pr;a;a;l;3;F;65.0;570.0;0.44;0.75;0.25;16
76;81;81004;pr;a;a;l;3;G;74.0;605.0;0.0;0.38;0.25;8
76;81;81004;pr;a;a;l;3;NS;68.0;671.0;0.06;0.41;0.47;32
76;81;81004;pr;a;a;l;3;VI;64.0;610.0;0.13;0.62;0.38;89
76;81;81004;pr;a;a;l;4;0;84.0;685.0;0.18;0.36;0.64;11
76;81;81004;pr;a;a;l;4;A;102.0;1000.0;0.0;2.0;0.0;1
76;81;81004;pr;a;a;l;4;B;151.0;1200.0;0.0;2.0;0.0;1
76;81;81004;pr;a;a;l;4;C;91.5;755.5;0.17;0.67;0.67;12
76;81;81004;pr;a;a;l;4;D;86.0;684.0;0.22;0.51;0.65;37
76;81;81004;pr;a;a;l;4;E;84.0;657.0;0.44;0.22;0.67;18
76;81;81004;pr;a;a;l;4;G;80.0;595.0;0.0;0.0;1.0;1
76;81;81004;pr;a;a;l;4;NS;89.0;670.0;0.09;0.36;0.73;11
76;81;81004;pr;a;a;l;4;VI;82.0;695.0;0.47;0.63;0.53;19
