REG;DEP;INSEE_COM;type_annonceur;categorie_annonceur;typedebien;typedetransaction;nb_pieces;dpeL;surface_median;prix_bien_median;prix_m2_vente_median;loyer_m2_median_n7;taux_rendement_moy;balcon_moy;eau_moy;bain_moy;nb_log_en_vente
84;01;01001;pr;a;m;v;3;F;95.0;205500.0;2163.16;;;0.0;1.0;0.0;1
84;01;01001;pr;a;m;v;4;C;100.0;272000.0;2720.0;9.32;0.041;0.0;0.0;1.0;1
84;01;01001;pr;a;m;v;4;E;86.0;185000.0;2151.16;9.32;0.052;0.0;1.0;0.0;1
84;01;01001;pr;a;m;v;4;F;151.0;380000.0;2516.56;9.32;0.044;0.0;0.0;1.0;1
84;01;01001;pr;a;m;v;5;C;91.0;270000.0;2967.03;;;0.0;0.0;1.0;1
84;01;01001;pr;a;m;v;7;E;114.0;339000.0;2973.68;;;1.0;1.0;1.0;1
84;01;01001;pr;a;m;v;9;D;190.0;329000.0;1731.58;;;0.0;0.67;1.33;3
84;01;01001;pr;cm;m;v;4;0;85.0;192392.0;2263.44;9.32;0.049;0.0;0.0;1.0;2
84;01;01001;pr;cm;m;v;5;0;90.0;204000.0;2266.67;;;0.0;0.0;1.0;1
84;01;01001;pr;cm;m;v;5;A;100.0;232002.0;2320.02;;;0.0;0.0;1.0;1
84;01;01001;pr;cm;mn;v;4;0;95.0;207100.0;2465.48;9.32;0.046;0.0;1.0;0.0;3
84;01;01001;pr;cm;mn;v;5;0;92.5;198768.5;2164.36;;;0.0;0.5;0.0;2
84;01;01001;pr;m;m;v;4;D;90.0;275000.0;3055.56;9.32;0.037;0.0;0.0;0.0;1
84;01;01002;pr;a;m;v;2;VI;48.0;48000.0;1000.0;;;0.0;0.0;0.0;1
84;01;01002;pr;a;m;v;3;E;80.0;155000.0;1937.5;8.08;0.05;0.0;0.0;1.0;1
84;01;01002;pr;a;m;v;5;F;144.0;299900.0;2082.64;;;0.0;1.0;1.0;1
84;01;01002;pr;a;m;v;6;D;168.0;219000.0;1303.57;;;0.0;0.0;1.0;1
84;01;01002;pr;a;m;v;8;E;196.0;474750.0;2422.19;;;0.0;3.0;0.0;1
84;01;01002;pr;m;m;v;4;E;100.0;236000.0;2360.0;;;0.0;0.0;0.0;1
84;01;01004;pr;a;a;v;1;E;22.0;65000.0;2954.55;12.76;0.052;0.0;0.0;0.0;1
84;01;01004;pr;a;a;v;2;0;52.0;99000.0;1903.85;10.37;0.065;0.0;0.0;1.0;1
84;01;01004;pr;a;a;v;2;C;54.5;132600.0;2435.12;10.37;0.051;0.5;0.5;0.5;2
84;01;01004;pr;a;a;v;2;D;43.0;108000.0;2514.29;10.37;0.049;0.6;0.0;1.0;5
84;01;01004;pr;a;a;v;2;E;47.0;95000.0;2250.0;10.37;0.057;0.14;0.0;1.0;7
84;01;01004;pr;a;a;v;2;G;53.0;90000.0;1698.11;10.37;0.073;0.0;0.0;1.0;1
84;01;01004;pr;a;a;v;2;NS;56.5;179500.0;3071.49;10.37;0.039;0.25;1.0;0.0;4
84;01;01004;pr;a;a;v;2;VI;54.0;185800.0;3376.1;10.37;0.041;0.12;0.5;0.38;8
84;01;01004;pr;a;a;v;3;0;64.0;120000.0;1791.04;9.43;0.056;0.4;0.2;0.6;5
84;01;01004;pr;a;a;v;3;B;65.0;210000.0;3230.77;9.43;0.035;0.0;0.0;1.0;1
84;01;01004;pr;a;a;v;3;C;76.0;185000.0;2710.53;9.43;0.046;0.71;0.29;0.71;7
84;01;01004;pr;a;a;v;3;D;61.5;141500.0;2488.46;9.43;0.048;0.5;0.5;0.5;4
84;01;01004;pr;a;a;v;3;E;63.0;149000.0;2439.65;9.43;0.051;0.58;0.58;0.42;12
84;01;01004;pr;a;a;v;3;F;70.0;135000.0;1708.86;9.43;0.065;0.6;0.2;0.6;5
84;01;01004;pr;a;a;v;3;NS;73.0;252000.0;3481.71;9.43;0.033;0.55;1.0;0.0;11
84;01;01004;pr;a;a;v;3;VI;71.0;203500.0;3151.12;9.43;0.044;0.25;0.1;0.8;20
84;01;01004;pr;a;a;v;4;C;92.0;199000.0;2163.04;8.61;0.048;0.0;1.0;0.0;1
84;01;01004;pr;a;a;v;4;D;95.5;160000.0;1702.72;8.61;0.057;1.33;0.83;0.33;6
84;01;01004;pr;a;a;v;4;E;82.0;132000.0;1704.97;8.61;0.062;1.5;0.5;0.5;4
84;01;01004;pr;a;a;v;4;F;75.5;144500.0;1844.4;8.61;0.056;0.5;0.5;0.5;4
84;01;01004;pr;a;a;v;4;NS;104.0;362500.0;3485.58;8.61;0.03;1.0;1.0;0.0;1
84;01;01004;pr;a;a;v;4;VI;83.0;162000.0;2112.68;8.61;0.043;0.6;0.4;0.8;5
84;01;01004;pr;a;a;v;5;0;197.0;193000.0;979.7;8.42;0.103;0.0;0.0;1.0;1
84;01;01004;pr;a;a;v;5;D;143.0;223000.0;1559.44;8.42;0.065;0.5;0.5;1.0;2
84;01;01004;pr;a;a;v;5;E;90.0;159600.0;1773.33;8.42;0.057;1.0;1.0;0.0;1
84;01;01004;pr;a;m;v;11;E;338.0;312000.0;923.08;;;1.0;2.0;1.0;1
84;01;01004;pr;a;m;v;2;0;58.0;129000.0;2224.14;9.06;0.049;0.0;0.0;1.0;1
84;01;01004;pr;a;m;v;2;NS;130.0;49900.0;383.85;9.06;0.283;0.0;0.0;0.0;1
84;01;01004;pr;a;m;v;3;0;65.0;119000.0;1830.77;12.79;0.105;0.0;0.33;0.33;3
84;01;01004;pr;a;m;v;3;C;80.0;124000.0;2220.37;12.79;0.083;0.0;0.67;0.67;3
84;01;01004;pr;a;m;v;3;D;80.0;198000.0;2475.0;12.79;0.062;0.0;0.0;1.0;1
84;01;01004;pr;a;m;v;3;E;71.0;158000.0;2247.89;12.79;0.069;0.0;0.8;0.2;5
84;01;01004;pr;a;m;v;3;F;78.0;153500.0;1956.32;12.79;0.078;0.0;0.0;1.0;2
84;01;01004;pr;a;m;v;3;NS;91.0;127000.0;1414.26;12.79;0.111;0.0;0.5;0.5;2
84;01;01004;pr;a;m;v;3;VI;65.0;136000.0;2092.31;12.79;0.073;0.0;0.0;0.0;1
84;01;01004;pr;a;m;v;4;0;110.0;170000.0;2271.21;9.44;0.056;0.0;0.0;0.67;3
84;01;01004;pr;a;m;v;4;A;80.0;275000.0;3437.5;9.44;0.033;0.0;0.0;1.0;1
84;01;01004;pr;a;m;v;4;B;94.0;229000.0;2436.17;9.44;0.046;0.0;0.0;1.0;1
84;01;01004;pr;a;m;v;4;C;105.0;245000.0;2200.32;9.44;0.05;0.0;0.0;0.75;4
84;01;01004;pr;a;m;v;4;D;116.5;251500.0;2301.04;9.44;0.051;0.3;0.8;0.6;10
84;01;01004;pr;a;m;v;4;E;91.5;217000.0;2204.04;9.44;0.052;0.25;0.5;0.25;4
84;01;01004;pr;a;m;v;4;F;63.0;179000.0;2841.27;9.44;0.04;0.0;0.0;1.0;1
84;01;01004;pr;a;m;v;4;G;128.5;166950.0;1332.55;9.44;0.087;0.0;0.5;0.5;2
84;01;01004;pr;a;m;v;4;NS;87.0;126250.0;1562.82;9.44;0.072;0.0;0.0;0.75;4
84;01;01004;pr;a;m;v;4;VI;90.0;232013.0;2085.72;9.44;0.054;0.1;0.7;0.8;10
84;01;01004;pr;a;m;v;5;0;96.0;177450.0;1880.23;8.96;0.062;0.0;1.0;1.0;2
84;01;01004;pr;a;m;v;5;A;94.0;268000.0;2851.06;8.96;0.038;0.0;0.0;1.0;1
84;01;01004;pr;a;m;v;5;C;104.5;256750.0;2350.02;8.96;0.046;0.0;0.25;1.12;8
84;01;01004;pr;a;m;v;5;D;120.0;279900.0;2453.85;8.96;0.048;0.0;0.18;1.0;11
84;01;01004;pr;a;m;v;5;E;120.0;299000.0;2282.44;8.96;0.052;0.0;0.43;1.0;7
84;01;01004;pr;a;m;v;5;F;112.5;269950.0;2395.1;8.96;0.045;0.25;0.5;1.0;4
84;01;01004;pr;a;m;v;5;NS;127.0;320000.0;2519.69;8.96;0.043;0.0;1.0;0.0;1
84;01;01004;pr;a;m;v;5;VI;130.0;365000.0;2807.69;8.96;0.04;0.0;1.0;1.0;3
84;01;01004;pr;a;m;v;6;0;173.0;395000.0;2283.24;2.53;0.013;0.0;1.0;2.0;1
84;01;01004;pr;a;m;v;6;B;165.5;367500.0;2219.31;2.53;0.014;0.0;0.0;1.5;2
84;01;01004;pr;a;m;v;6;C;155.0;345000.0;2500.0;2.53;0.016;0.0;0.67;1.33;3
84;01;01004;pr;a;m;v;6;D;168.0;325000.0;1927.37;2.53;0.015;0.2;0.4;1.0;5
84;01;01004;pr;a;m;v;6;E;124.5;285000.0;2097.93;2.53;0.014;0.75;1.0;1.25;4
84;01;01004;pr;a;m;v;6;F;144.0;260000.0;1805.56;2.53;0.017;0.0;1.0;1.0;1
84;01;01004;pr;a;m;v;6;G;113.0;249000.0;2203.54;2.53;0.014;0.0;0.0;0.0;1
84;01;01004;pr;a;m;v;7;D;168.0;304500.0;1812.5;;;0.25;1.0;1.25;4
84;01;01004;pr;a;m;v;7;E;165.0;380000.0;2289.52;;;0.0;0.5;1.0;2
84;01;01004;pr;a;m;v;7;F;143.0;255000.0;1783.22;;;1.0;2.0;0.0;1
84;01;01004;pr;a;m;v;7;NS;230.0;291000.0;1265.22;;;0.0;0.0;2.0;1
84;01;01004;pr;a;m;v;8;C;260.0;430000.0;1653.85;;;0.0;1.0;0.0;1
84;01;01004;pr;a;m;v;8;D;255.0;364500.0;1685.36;;;0.0;0.5;2.0;2
84;01;01004;pr;a;m;v;8;VI;262.0;435750.0;1663.17;;;0.0;2.0;2.0;1
84;01;01004;pr;a;m;v;9;C;400.0;922500.0;2306.25;;;0.0;3.0;1.0;2
84;01;01004;pr;a;m;vp;9;C;280.0;445000.0;1589.29;;;0.0;3.0;1.0;1
84;01;01004;pr;b;an;v;3;0;71.0;247300.0;3483.1;9.43;0.032;0.0;0.0;0.0;1
84;01;01004;pr;ca;an;v;2;0;52.5;154629.0;2961.54;10.37;0.044;0.0;0.0;0.0;2
84;01;01004;pr;ca;an;v;3;0;65.0;148000.0;2276.92;9.43;0.05;0.0;0.0;0.0;3
84;01;01004;pr;ca;an;v;4;0;84.0;189000.0;2250.0;8.61;0.041;0.0;0.0;0.0;3
84;01;01004;pr;ca;m;v;5;0;93.0;174900.0;1880.65;8.96;0.057;0.0;0.0;0.0;2
84;01;01004;pr;cm;m;v;3;A;80.0;291900.0;3648.75;12.79;0.042;0.0;0.0;0.0;1
84;01;01004;pr;cm;m;v;4;0;90.0;295000.0;3204.55;9.44;0.035;0.0;0.0;1.0;13
84;01;01004;pr;cm;m;v;4;A;87.5;239463.0;2704.22;9.44;0.043;0.0;0.0;0.0;2
84;01;01004;pr;cm;m;v;4;B;86.0;230500.0;2697.63;9.44;0.042;0.0;0.0;1.0;2
84;01;01004;pr;cm;m;v;5;0;118.0;331750.0;2769.93;8.96;0.038;0.0;0.0;1.38;8
84;01;01004;pr;cm;m;v;6;0;151.0;376500.0;2497.22;2.53;0.012;0.0;0.0;2.0;2
84;01;01004;pr;cm;m;v;6;A;110.5;316178.0;2862.4;2.53;0.011;0.0;0.0;0.0;2
84;01;01004;pr;cm;mn;v;5;0;101.0;214300.0;2037.23;8.96;0.051;0.0;0.14;0.0;7
84;01;01004;pr;cm;mn;v;6;0;138.0;277850.0;2013.14;2.53;0.015;0.0;0.0;0.0;2
84;01;01004;pr;m;a;v;2;D;58.0;160000.0;2758.62;10.37;0.045;0.0;0.0;0.0;1
84;01;01004;pr;m;a;v;2;F;40.0;95000.0;2375.0;10.37;0.052;0.0;0.0;1.0;1
84;01;01004;pr;m;a;v;3;E;90.0;140000.0;1555.56;9.43;0.073;0.0;0.0;0.0;1
84;01;01004;pr;m;a;v;4;D;94.5;160000.0;1693.17;8.61;0.061;0.0;0.0;0.0;2
84;01;01004;pr;m;a;v;4;VI;86.0;160000.0;1860.47;8.61;0.056;1.0;0.0;0.0;1
84;01;01004;pr;m;m;v;3;E;63.0;200000.0;3174.6;12.79;0.048;0.0;0.0;0.0;1
84;01;01004;pr;m;m;v;4;D;90.0;200000.0;2222.22;9.44;0.051;0.0;0.0;0.0;1
84;01;01004;pr;m;m;v;5;C;132.5;350000.0;2646.44;8.96;0.041;0.0;0.5;0.5;2
