REG;DEP;INSEE_COM;type_annonceur;categorie_annonceur;typedebien;typedetransaction;nb_pieces;dpeL;surface_median;prix_bien_median;prix_m2_vente_median;loyer_m2_median_n7;taux_rendement_moy;balcon_moy;eau_moy;bain_moy;nb_log_en_vente
32;02;02001;pr;a;m;v;6;F;116.0;145500.0;1254.31;;;0.0;0.0;1.0;1
32;02;02002;pr;a;m;v;4;0;205.0;118800.0;579.51;;;0.0;0.0;0.0;1
32;02;02002;pr;a;m;v;5;VI;122.0;181000.0;1483.61;;;0.0;1.0;1.0;1
32;02;02002;pr;a;m;v;6;E;180.0;206000.0;1144.44;;;0.0;2.0;2.0;1
32;02;02002;pr;cm;m;v;4;A;90.0;183200.0;2035.56;;;0.0;0.0;0.0;1
32;02;02002;pr;cm;m;v;5;A;90.5;174600.0;1949.89;;;0.0;0.0;0.0;2
32;02;02002;pr;cm;mn;v;5;0;89.0;146900.0;1650.56;;;0.0;1.0;0.0;1
32;02;02002;pr;cm;mn;v;6;0;139.5;192400.0;1456.57;;;0.0;1.75;0.0;4
32;02;02002;pr;cm;mn;v;7;0;152.0;209900.0;1383.16;;;0.0;2.0;0.0;2
32;02;02002;pr;m;m;v;4;E;95.0;135000.0;1421.05;;;0.0;0.0;0.0;1
32;02;02002;pr;m;m;v;5;D;190.0;189000.0;994.74;;;0.0;0.0;0.0;1
32;02;02003;pr;a;m;v;4;0;160.0;273000.0;1706.25;;;0.0;0.0;2.0;1
32;02;02003;pr;a;m;v;4;B;83.0;210000.0;2530.12;;;0.0;0.0;1.0;1
32;02;02003;pr;a;m;v;5;D;111.0;151000.0;1353.6;6.44;0.057;0.0;0.5;0.5;2
32;02;02003;pr;m;a;v;2;VI;37.0;65000.0;1756.76;;;0.0;0.0;0.0;1
32;02;02003;pr;network;m;v;4;E;103.0;152250.0;1478.16;;;0.0;1.0;0.0;1
32;02;02003;pr;network;m;v;5;E;180.0;249000.0;1383.33;6.44;0.056;0.0;1.0;1.0;1
32;02;02005;pr;a;m;v;4;0;93.0;194000.0;2086.02;;;0.0;0.0;1.0;1
32;02;02005;pr;a;m;v;4;C;170.0;259000.0;1523.53;;;0.0;1.0;1.0;1
32;02;02005;pr;a;m;v;4;F;84.0;194000.0;2309.52;;;0.0;0.0;1.0;1
32;02;02005;pr;cm;m;v;4;0;84.0;194750.0;2318.45;;;0.0;0.0;2.0;1
32;02;02005;pr;cm;m;v;5;0;110.0;224800.0;2043.64;7.21;0.042;0.0;0.0;2.0;1
32;02;02005;pr;cm;mn;v;5;0;102.0;184550.0;1978.56;7.21;0.045;0.0;1.33;0.0;3
32;02;02005;pr;cm;mn;v;6;0;138.0;235750.0;1708.33;;;0.0;2.0;0.0;3
32;02;02005;pr;m;m;v;6;E;96.0;194000.0;2020.83;;;0.0;0.0;0.0;1
32;02;02005;pr;m;m;v;7;E;118.0;245000.0;2076.27;;;0.0;0.0;2.0;1
32;02;02006;pr;a;m;v;9;0;280.0;296000.0;1057.14;;;0.0;1.0;0.0;1
32;02;02007;pr;a;m;v;7;F;175.0;139000.0;794.29;;;0.0;1.0;1.0;1
32;02;02008;pr;a;m;v;7;E;133.0;172000.0;1293.23;;;0.0;0.0;1.0;1
32;02;02008;pr;cm;m;v;3;0;67.0;159285.0;2377.39;;;0.0;0.0;1.0;1
32;02;02008;pr;cm;m;v;4;0;92.0;149715.0;1627.34;;;0.0;0.0;1.0;1
32;02;02008;pr;m;m;v;3;NS;56.0;96500.0;1723.21;;;0.0;1.0;0.0;1
32;02;02008;pr;m;m;v;5;VI;133.0;168000.0;1263.16;;;0.0;0.0;0.0;1
32;02;02008;pr;m;m;v;6;D;163.0;195000.0;1196.32;;;0.0;0.0;0.0;1
32;02;02009;pr;a;m;v;4;E;93.0;115500.0;1241.94;6.81;0.066;0.0;0.0;1.0;1
32;02;02009;pr;a;m;v;5;F;89.0;120100.0;1349.44;;;0.0;0.0;1.0;1
32;02;02009;pr;a;m;v;6;C;150.0;216000.0;1440.0;;;0.0;2.0;0.0;1
32;02;02010;pr;a;m;v;8;D;140.0;185000.0;1321.43;;;0.0;0.0;1.0;1
32;02;02010;pr;network;m;v;3;D;71.0;116000.0;1633.8;;;0.0;1.0;0.0;1
32;02;02010;pr;network;m;v;6;D;135.0;177650.0;1315.93;;;0.0;1.0;1.0;1
32;02;02011;pr;a;m;v;4;0;105.0;85000.0;809.52;9.27;0.137;0.0;0.0;0.0;1
32;02;02011;pr;a;m;v;4;D;88.0;125000.0;1420.45;9.27;0.078;0.0;0.0;2.0;1
32;02;02011;pr;a;m;v;4;VI;138.0;135000.0;978.26;9.27;0.114;0.0;1.0;0.0;1
