type_annonceur;typedebien;typedetransaction;etage;surface;surface_terrain;nb_pieces;prix_bien;prix_maison;prix_terrain;mensualiteFinance;balcon;eau;bain;dpeL;dpeC;mapCoordonneesLatitude;mapCoordonneesLongitude;annonce_exclusive;nb_etages;parking;places_parking;cave;exposition;ges_class;annee_construction;nb_toilettes;nb_terraces;videophone;porte_digicode;surface_balcon;ascenseur;nb_logements_copro;charges_copro;chauffage_energie;chauffage_systeme;chauffage_mode;categorie_annonceur;logement_neuf;typedebien_lite;date;INSEE_COM;IRIS;CODE_IRIS;TYP_IRIS;DEP;REG
pr;a;l;0;43;;2;420;;;0;0;1;0;D;164;48.40351;-4.4894;0;3.0;;;;0;B;;1.0;;;True;;False;;;;;Individuel;a;n;a;2020-08;29019;0164;290190164;H;29;53.0
pr;a;l;0;101;;5;400;;;0;0;0;0;0;;48.4037;-4.49327;Non;;;;;0;;;;;;;;;;;;;;a;;a;2020-08;29019;0164;290190164;H;29;53.0
pr;m;l;0;153;;5;700;;;0;0;0;0;0;;48.42756;-4.65653;Non;;;;;0;;;;;;;;;;;;;;a;;m;2020-08;29177;0000;291770000;Z;29;53.0
pr;a;l;0;26;;2;300;;;0;0;0;0;D;210;48.346;-4.70537;Non;;;;;0;B;;;;;;;;;;;;;a;;a;2020-08;29190;0000;291900000;Z;29;53.0
pr;a;l;0;63;;3;600;;;0;0;0;0;A;;47.9047;-3.91612;Non;;;;;0;A;;;;;;;;;;;;;a;;a;2020-08;29039;0107;290390107;H;29;53.0
pr;a;l;0;68;;4;300;;;0;0;0;0;C;;47.9818;-4.10519;Non;;;;;0;D;;;;;;;;;;;;;a;;a;2020-08;29232;0117;292320117;H;29;53.0
pr;a;l;0;22;;1;300;;;0;0;0;0;0;;47.98542;-4.10886;Non;;;;;0;;;;;;;;;;;;;;a;;a;2020-08;29232;0117;292320117;H;29;53.0
pr;a;l;0;40;;2;400;;;0;0;0;0;A;;47.9047;-3.91612;Non;;;;;0;A;;;;;;;;;;;;;a;;a;2020-08;29039;0107;290390107;H;29;53.0
pr;a;l;0;64;;3;600;;;0;0;0;0;A;;47.9047;-3.91612;Non;;;;;0;A;;;;;;;;;;;;;a;;a;2020-08;29039;0107;290390107;H;29;53.0
pr;a;l;0;30;;1;300;;;0;0;0;0;A;;47.9047;-3.91612;Non;;;;;0;A;;;;;;;;;;;;;a;;a;2020-08;29039;0107;290390107;H;29;53.0
