REG;DEP;INSEE_COM;type_annonceur;categorie_annonceur;typedebien;typedetransaction;nb_pieces;dpeL;surface_median;prix_bien_median;prix_m2_vente_median;loyer_m2_median_n7;taux_rendement_moy;balcon_moy;eau_moy;bain_moy;nb_log_en_vente
75;16;16001;pr;a;m;v;1;0;130.0;118800.0;913.85;;;0.0;0.0;1.0;1
75;16;16001;pr;a;m;v;1;NS;63.0;88000.0;1396.83;;;0.0;0.0;0.0;1
75;16;16001;pr;a;m;v;3;F;140.0;254400.0;1817.14;6.38;0.042;0.0;1.0;1.0;1
75;16;16001;pr;a;m;v;4;F;96.0;44000.0;458.33;;;0.0;0.0;1.0;1
75;16;16001;pr;a;m;v;4;NS;102.0;92100.0;832.54;;;0.0;1.0;0.5;2
75;16;16001;pr;a;m;v;4;VI;130.0;147000.0;1130.77;;;0.0;1.0;1.0;1
75;16;16001;pr;a;m;v;5;B;145.0;271000.0;1868.97;;;1.0;1.0;1.0;1
75;16;16001;pr;a;m;v;5;NS;186.0;147020.0;925.62;;;0.0;1.5;0.5;2
75;16;16001;pr;a;m;v;5;VI;100.0;30000.0;300.0;;;0.0;1.0;0.0;1
75;16;16001;pr;a;m;v;6;D;158.0;78500.0;496.84;;;0.0;0.0;1.0;1
75;16;16001;pr;a;m;v;6;NS;150.0;55000.0;366.67;;;0.0;0.0;0.0;1
75;16;16001;pr;a;m;v;7;D;170.0;70000.0;411.76;;;0.0;0.0;0.0;1
75;16;16001;pr;a;m;v;8;NS;228.0;309900.0;1428.04;;;0.0;2.0;0.0;2
75;16;16001;pr;a;m;v;8;VI;160.0;70000.0;437.5;;;0.0;1.0;1.0;1
75;16;16001;pr;a;m;vp;8;0;350.0;315000.0;900.0;;;0.0;1.0;1.0;1
75;16;16001;pr;a;m;vp;8;VI;350.0;315000.0;900.0;;;0.0;1.0;1.2;5
75;16;16001;pr;m;m;v;4;D;119.0;212000.0;1781.51;;;0.0;0.0;0.0;1
75;16;16001;pr;m;m;v;5;D;119.0;312000.0;2621.85;;;0.0;0.0;0.0;2
75;16;16001;pr;m;m;v;6;NS;151.0;75590.0;500.6;;;0.0;0.0;2.0;1
75;16;16001;pr;network;m;v;6;NS;250.0;295000.0;1180.0;;;0.0;1.0;1.0;1
75;16;16002;pr;a;a;v;4;0;106.0;119515.0;1127.5;;;0.0;0.0;0.0;1
75;16;16002;pr;a;m;v;2;NS;41.0;49950.0;1218.29;;;0.0;0.0;0.0;1
75;16;16002;pr;a;m;v;3;D;71.0;126360.0;1779.72;;;0.0;0.0;0.5;2
75;16;16002;pr;a;m;v;3;VI;65.0;154000.0;2369.23;;;0.0;1.0;0.0;1
75;16;16002;pr;a;m;v;4;F;106.0;119515.0;1127.5;;;0.0;0.0;2.0;1
75;16;16002;pr;m;m;v;3;VI;170.0;64600.0;380.0;;;0.0;0.0;0.0;1
75;16;16002;pr;m;m;v;5;D;157.0;137700.0;877.07;;;0.0;0.0;0.0;1
75;16;16002;pr;m;m;v;8;D;200.0;76000.0;380.0;;;0.0;0.0;0.0;1
75;16;16003;pr;a;m;v;11;C;287.0;242650.0;846.27;;;0.0;1.0;1.0;2
75;16;16003;pr;a;m;v;2;NS;78.0;19000.0;243.59;;;0.0;0.0;0.0;1
75;16;16003;pr;a;m;v;4;D;106.0;201000.0;1896.23;4.83;0.031;0.0;0.0;1.0;1
75;16;16003;pr;a;m;v;4;NS;132.0;169000.0;1280.3;4.83;0.045;0.0;0.0;1.0;1
75;16;16003;pr;a;m;v;5;0;125.0;169000.0;1352.0;;;0.0;0.0;1.0;1
75;16;16003;pr;a;m;v;5;D;278.0;189000.0;679.86;;;0.0;1.0;1.0;1
75;16;16003;pr;a;m;v;5;NS;90.0;229000.0;1890.32;;;0.0;1.33;0.0;3
75;16;16003;pr;a;m;v;6;C;208.0;286200.0;1375.96;;;0.0;0.0;0.0;1
75;16;16003;pr;a;m;v;6;D;110.0;225000.0;2045.45;;;0.0;0.0;1.0;1
75;16;16003;pr;a;m;v;6;NS;109.0;102600.0;941.28;;;0.0;1.0;0.0;1
75;16;16003;pr;a;m;v;7;0;228.0;206510.0;905.75;;;0.0;0.0;1.0;1
75;16;16003;pr;m;m;v;3;D;85.0;148000.0;1741.18;;;0.0;0.0;0.0;1
75;16;16003;pr;m;m;v;5;C;120.0;174000.0;1450.0;;;0.0;0.0;1.0;1
75;16;16003;pr;network;m;v;5;D;124.0;205000.0;1653.23;;;0.0;2.0;0.0;1
75;16;16005;pr;a;a;v;3;D;48.0;44000.0;916.67;;;0.0;0.0;0.0;1
75;16;16005;pr;a;m;pi;5;D;108.0;64990.0;601.76;;;0.0;1.0;1.0;1
75;16;16005;pr;a;m;v;1;VI;698.0;25000.0;35.82;;;0.0;0.0;0.0;1
75;16;16005;pr;a;m;v;10;C;300.0;378000.0;1260.0;;;0.0;0.0;0.0;1
75;16;16005;pr;a;m;v;10;D;117.0;109000.0;931.62;;;0.0;0.0;0.0;1
75;16;16005;pr;a;m;v;11;C;350.0;414750.0;1185.0;;;0.0;0.0;0.0;1
75;16;16005;pr;a;m;v;12;C;294.0;413400.0;1406.12;;;0.0;0.0;7.0;1
75;16;16005;pr;a;m;v;12;D;235.0;129600.0;551.49;;;0.0;0.0;0.0;1
75;16;16005;pr;a;m;v;13;VI;406.0;265000.0;652.71;;;2.0;0.0;3.0;1
75;16;16005;pr;a;m;v;14;C;390.0;466400.0;1195.9;;;0.0;0.0;4.0;1
75;16;16005;pr;a;m;v;17;D;312.0;346500.0;1110.58;;;0.0;1.0;1.0;1
75;16;16005;pr;a;m;v;20;NS;400.0;395380.0;988.45;;;0.0;0.0;8.0;1
75;16;16005;pr;a;m;v;3;D;65.5;153280.0;1567.58;;;0.0;0.0;0.0;4
75;16;16005;pr;a;m;v;3;NS;73.0;19000.0;260.27;;;0.0;1.0;0.0;1
75;16;16005;pr;a;m;v;4;0;90.0;60000.0;666.67;;;0.0;0.0;0.0;1
75;16;16005;pr;a;m;v;4;D;173.0;81375.0;470.38;;;0.0;0.0;1.0;1
75;16;16005;pr;a;m;v;4;F;65.0;25000.0;384.62;;;0.0;0.0;1.0;1
75;16;16005;pr;a;m;v;4;NS;110.0;60500.0;720.24;;;0.0;0.0;0.33;3
75;16;16005;pr;a;m;v;4;VI;120.0;77000.0;641.67;;;0.0;0.0;0.67;3
75;16;16005;pr;a;m;v;5;0;78.5;108425.0;1413.32;;;0.0;0.0;0.0;2
75;16;16005;pr;a;m;v;5;C;148.0;229000.0;1547.3;;;0.0;0.67;0.67;3
75;16;16005;pr;a;m;v;5;D;130.0;148500.0;995.16;;;0.0;0.5;0.5;4
75;16;16005;pr;a;m;v;5;E;85.0;103050.0;1212.36;;;0.0;0.0;0.0;2
75;16;16005;pr;a;m;v;5;NS;140.0;121500.0;768.13;;;0.0;0.0;1.0;2
75;16;16005;pr;a;m;v;5;VI;125.0;87000.0;697.18;;;0.0;1.0;0.0;2
75;16;16005;pr;a;m;v;6;0;139.0;111150.0;891.02;;;0.0;0.25;0.0;4
75;16;16005;pr;a;m;v;6;C;234.0;371000.0;1585.47;;;0.0;0.0;3.0;1
75;16;16005;pr;a;m;v;6;D;150.0;128520.0;803.25;;;0.0;0.0;0.0;3
75;16;16005;pr;a;m;v;6;F;220.0;328600.0;1493.64;;;0.0;1.0;2.0;1
