REG;DEP;INSEE_COM;type_annonceur;categorie_annonceur;typedebien;typedetransaction;nb_pieces;dpeL;surface_median;prix_bien_median;prix_m2_vente_median;loyer_m2_median_n7;taux_rendement_moy;balcon_moy;eau_moy;bain_moy;nb_log_en_vente
44;08;08001;pr;m;m;v;3;VI;75.0;99900.0;1332.0;;;0.0;0.0;0.0;1
44;08;08001;pr;m;m;v;5;E;120.0;170000.0;1416.67;;;0.0;0.0;0.0;1
44;08;08003;pr;a;m;v;5;C;118.0;179000.0;1516.95;7.1;0.056;0.0;0.0;2.0;1
44;08;08003;pr;a;m;v;5;E;125.0;88000.0;704.0;7.1;0.121;0.0;0.0;1.0;1
44;08;08003;pr;a;m;v;5;VI;92.0;99000.0;1076.09;7.1;0.079;0.0;0.0;1.0;1
44;08;08003;pr;a;m;v;6;C;130.0;254400.0;1956.92;4.3;0.026;0.0;1.0;1.0;1
44;08;08003;pr;a;m;v;6;D;106.0;164160.0;1548.68;4.3;0.032;0.33;0.33;1.0;3
44;08;08003;pr;a;m;v;7;C;260.0;375000.0;1442.31;;;0.0;1.0;1.0;1
44;08;08003;pr;a;m;v;7;D;130.0;223000.0;1715.38;;;0.0;2.0;1.0;1
44;08;08003;pr;a;m;v;8;NS;250.0;297000.0;1188.0;;;0.0;0.0;0.0;1
44;08;08003;pr;m;m;v;11;C;400.0;389000.0;972.5;;;0.0;0.0;0.0;1
44;08;08003;pr;m;m;v;4;D;150.0;145000.0;966.67;6.48;0.08;0.0;0.0;0.0;1
44;08;08003;pr;m;m;v;4;VI;120.0;159000.0;1325.0;6.48;0.065;0.0;0.0;0.33;3
44;08;08003;pr;m;m;v;5;C;113.0;188900.0;1671.68;7.1;0.051;0.0;0.0;0.0;1
44;08;08003;pr;m;m;v;5;D;110.0;179900.0;1635.45;7.1;0.052;0.0;0.0;0.0;1
44;08;08003;pr;m;m;v;5;VI;115.0;137000.0;1191.3;7.1;0.072;0.0;0.0;0.0;1
44;08;08006;pr;a;m;v;7;E;140.0;130000.0;928.57;;;0.0;2.0;1.0;1
44;08;08006;pr;m;m;v;6;D;140.0;150000.0;1071.43;;;0.0;0.0;0.0;1
44;08;08008;pr;a;m;v;2;F;46.0;67000.0;1456.52;;;0.0;1.0;0.0;1
44;08;08008;pr;a;m;v;7;E;130.0;210000.0;1615.38;;;0.0;1.0;0.0;1
44;08;08008;pr;m;m;v;2;NS;60.0;35000.0;583.33;;;0.0;0.0;1.0;1
44;08;08008;pr;m;m;v;3;F;94.0;91000.0;968.09;;;0.0;1.0;0.0;1
44;08;08008;pr;m;m;v;4;VI;81.0;94000.0;1160.49;;;0.0;0.0;0.0;1
44;08;08008;pr;m;m;v;5;NS;100.0;135000.0;1350.0;;;0.0;0.0;1.0;1
44;08;08008;pr;m;m;v;5;VI;133.0;128500.0;966.17;;;0.0;0.0;0.0;1
44;08;08010;pr;m;m;v;6;G;142.0;107000.0;753.52;;;0.0;0.0;1.0;1
44;08;08011;pr;a;m;v;5;D;77.0;79000.0;1025.97;;;0.0;0.0;1.0;1
44;08;08011;pr;a;m;v;6;D;140.0;220000.0;1571.43;;;0.0;1.0;0.0;1
44;08;08013;pr;a;m;v;3;D;87.0;71500.0;821.84;;;0.0;1.0;0.0;1
44;08;08013;pr;a;m;v;4;F;85.0;82500.0;970.59;;;0.0;1.0;0.0;1
44;08;08013;pr;m;m;v;4;VI;200.0;200000.0;1000.0;;;0.0;0.0;0.0;1
44;08;08013;pr;m;m;v;5;VI;130.0;147000.0;1130.77;;;0.0;0.0;0.0;1
44;08;08015;pr;a;m;v;4;0;135.0;53500.0;396.3;;;0.0;0.0;0.0;1
44;08;08015;pr;m;m;v;5;F;107.0;91000.0;850.47;;;0.0;0.0;1.0;1
44;08;08017;pr;m;m;v;5;F;263.0;90000.0;342.21;;;0.0;0.0;0.0;1
44;08;08017;pr;m;m;v;6;F;150.0;89000.0;593.33;;;0.0;0.0;0.0;1
44;08;08017;pr;m;m;v;8;E;210.0;205000.0;976.19;;;0.0;0.0;1.0;1
44;08;08017;pr;m;m;v;9;D;178.0;76000.0;426.97;;;0.0;0.0;1.0;1
44;08;08018;pr;m;m;v;3;D;58.0;101650.0;1752.59;;;0.0;1.0;0.0;1
44;08;08018;pr;network;m;v;4;F;126.0;55000.0;436.51;;;0.0;0.0;1.0;1
44;08;08018;pr;network;m;v;4;VI;146.0;55000.0;376.71;;;0.0;0.0;1.0;1
44;08;08021;pr;m;m;v;5;B;180.0;229000.0;1272.22;;;0.0;0.0;0.0;1
44;08;08022;pr;a;m;v;7;0;170.0;339200.0;1995.29;;;0.0;2.0;2.0;1
44;08;08022;pr;m;m;v;4;0;130.0;162500.0;1250.0;;;0.0;0.0;0.0;1
44;08;08022;pr;m;m;v;4;C;145.0;125000.0;862.07;;;0.0;0.0;0.0;1
44;08;08022;pr;m;m;v;5;E;140.0;217000.0;1550.0;;;0.0;0.0;0.0;1
44;08;08022;pr;m;m;v;8;D;240.0;348366.0;1451.52;;;0.0;1.0;1.0;1
44;08;08024;pr;a;m;v;3;NS;46.0;32500.0;706.52;;;0.0;1.0;0.0;1
44;08;08024;pr;a;m;v;4;0;123.0;152500.0;1292.96;;;0.0;0.5;0.5;2
44;08;08024;pr;a;m;v;5;D;100.0;164900.0;1649.0;7.01;0.051;0.0;1.0;0.0;1
44;08;08024;pr;a;m;v;5;VI;121.0;99900.0;825.62;7.01;0.102;0.0;0.0;1.0;1
44;08;08024;pr;a;m;v;6;C;161.0;260000.0;1604.94;;;0.0;1.0;1.0;3
44;08;08024;pr;a;m;v;8;C;268.0;319150.0;1190.86;;;0.0;0.0;2.0;1
44;08;08024;pr;a;m;vp;15;F;460.0;799900.0;1738.91;;;0.0;0.0;0.0;1
44;08;08024;pr;cm;m;v;4;0;84.0;162000.0;1928.57;;;0.0;0.0;1.0;1
44;08;08024;pr;cm;m;v;5;A;95.0;200000.0;2105.26;7.01;0.04;0.0;0.0;0.0;1
44;08;08024;pr;cm;m;v;6;0;149.0;217140.0;1457.32;;;0.0;0.0;2.0;1
44;08;08024;pr;cm;mn;v;4;0;69.0;137460.0;1992.17;;;0.0;1.0;0.0;1
44;08;08024;pr;m;m;v;1;NS;80.0;85000.0;1062.5;;;0.0;0.0;0.0;1
44;08;08024;pr;m;m;v;4;E;73.0;166800.0;2284.93;;;0.0;0.0;0.0;1
44;08;08024;pr;m;m;v;5;C;114.0;136000.0;1192.98;7.01;0.071;0.0;0.0;0.0;1
44;08;08024;pr;m;m;v;5;D;102.0;85000.0;833.33;7.01;0.101;0.0;0.0;0.0;1
44;08;08024;pr;m;m;v;5;E;158.0;211000.0;1361.26;7.01;0.062;0.0;0.0;0.0;2
44;08;08024;pr;m;m;v;5;NS;103.0;172650.0;1698.44;7.01;0.05;0.0;0.5;0.0;2
44;08;08024;pr;m;m;v;5;VI;80.0;141000.0;1312.5;7.01;0.061;0.0;0.0;0.0;3
44;08;08024;pr;m;m;v;6;C;195.0;235000.0;1205.13;;;0.0;0.0;0.0;1
44;08;08024;pr;m;m;v;6;E;110.0;192500.0;1750.0;;;0.0;0.0;0.0;1
44;08;08024;pr;m;m;v;6;F;178.0;132000.0;741.57;;;0.0;0.0;1.0;1
44;08;08024;pr;m;m;v;6;VI;127.5;165500.0;1321.9;;;0.0;0.0;0.0;2
44;08;08024;pr;m;m;v;7;D;166.0;270000.0;1626.51;;;0.0;0.0;3.0;1
44;08;08024;pr;m;m;v;7;VI;178.5;187750.0;1037.7;;;0.0;0.0;0.0;2
44;08;08024;pr;m;m;v;8;D;150.0;149000.0;993.33;;;0.0;0.0;0.0;1
44;08;08025;pr;a;m;v;4;VI;96.0;72000.0;750.0;6.32;0.101;0.0;1.0;0.0;1
44;08;08025;pr;a;m;v;7;D;140.0;138000.0;985.71;;;0.0;2.0;1.0;1
44;08;08025;pr;a;m;v;8;0;210.0;204750.0;975.0;;;0.0;2.0;2.0;1
44;08;08025;pr;m;m;v;2;NS;39.0;32000.0;820.51;;;0.0;0.0;1.0;1
44;08;08025;pr;m;m;v;3;VI;70.0;75000.0;1071.43;;;0.0;0.0;0.0;1
44;08;08025;pr;m;m;v;4;D;117.5;129495.0;1104.31;6.32;0.069;0.0;0.0;0.0;2
44;08;08025;pr;m;m;v;4;F;85.0;113500.0;1343.75;6.32;0.057;0.0;0.0;1.0;2
44;08;08025;pr;m;m;v;4;VI;140.0;95250.0;697.92;6.32;0.112;0.0;0.0;0.0;2
44;08;08025;pr;m;m;v;5;D;145.0;157500.0;1086.21;;;0.0;0.0;1.0;1
44;08;08025;pr;m;m;v;5;E;102.0;95500.0;936.27;;;0.0;0.0;0.0;1
44;08;08025;pr;m;m;v;5;VI;160.0;262000.0;1637.5;;;0.0;0.0;0.0;1
