REG;DEP;INSEE_COM;type_annonceur;categorie_annonceur;typedebien;typedetransaction;nb_pieces;dpeL;surface_median;prix_bien_median;balcon_moy;eau_moy;bain_moy;nb_log
52;72;72001;pr;a;a;l;3;E;45.0;569.0;0.0;0.0;0.0;1
52;72;72001;pr;a;m;l;4;D;90.0;718.0;0.0;1.0;0.0;1
52;72;72001;pr;a;m;l;4;E;80.0;825.0;0.0;0.0;0.0;1
52;72;72001;pr;a;m;l;5;D;85.0;655.0;0.0;1.0;0.0;1
52;72;72001;pr;a;m;l;7;E;134.0;830.0;0.0;1.0;1.0;1
52;72;72002;pr;a;m;l;2;E;58.0;400.0;0.0;0.0;1.0;1
52;72;72003;pa;a;a;l;3;0;71.0;530.0;1.0;0.0;1.0;1
52;72;72003;pa;a;m;l;6;A;148.0;995.0;0.0;0.0;1.0;1
52;72;72003;pr;a;a;l;1;D;30.5;327.0;0.5;0.25;0.75;4
52;72;72003;pr;a;a;l;2;0;48.0;433.0;1.0;0.0;1.0;2
52;72;72003;pr;a;a;l;2;C;50.0;444.0;0.62;0.0;1.0;8
52;72;72003;pr;a;a;l;2;D;48.0;436.0;0.71;0.19;0.76;21
52;72;72003;pr;a;a;l;2;E;47.0;443.0;0.58;0.33;0.67;12
52;72;72003;pr;a;a;l;2;NS;43.5;413.0;0.0;0.5;0.0;2
52;72;72003;pr;a;a;l;2;VI;49.0;459.0;0.33;0.0;0.33;3
52;72;72003;pr;a;a;l;3;C;71.0;530.0;0.0;0.0;1.0;1
52;72;72003;pr;a;a;l;3;D;62.0;535.0;0.67;0.0;1.0;9
52;72;72003;pr;a;a;l;3;E;65.0;512.5;0.5;0.0;1.0;2
52;72;72003;pr;a;a;l;4;D;64.0;523.0;1.0;0.0;1.0;1
52;72;72003;pr;a;a;l;4;E;73.0;668.0;0.0;0.0;1.0;1
52;72;72003;pr;a;a;l;4;VI;80.0;564.0;0.0;0.0;0.0;1
52;72;72003;pr;a;a;l;5;B;80.0;525.0;0.0;0.0;1.0;1
52;72;72003;pr;a;a;l;5;D;78.5;592.5;0.0;0.5;0.5;2
52;72;72003;pr;a;m;l;4;C;68.0;700.0;0.0;0.0;1.0;1
52;72;72003;pr;a;m;l;4;NS;95.0;680.0;0.0;0.0;1.0;1
52;72;72003;pr;a;m;l;5;D;82.0;755.0;0.0;0.0;1.0;1
52;72;72003;pr;a;m;l;6;A;147.5;1047.5;0.0;0.5;0.5;2
52;72;72003;pr;a;m;l;6;C;100.0;730.5;0.0;0.0;0.0;2
52;72;72003;pr;m;a;l;2;D;48.0;409.0;0.0;0.0;0.0;1
52;72;72003;pr;m;a;l;2;E;48.0;409.0;0.0;0.0;0.0;1
52;72;72005;pr;a;m;l;8;D;249.0;1000.0;0.0;0.0;0.0;1
52;72;72006;pr;a;m;l;3;F;49.0;460.0;0.0;0.0;1.0;1
52;72;72006;pr;a;m;l;4;0;90.0;495.0;0.0;0.0;1.0;1
52;72;72006;pr;a;m;l;4;A;82.0;685.0;0.0;0.0;2.0;1
52;72;72006;pr;a;m;l;4;E;81.5;600.0;0.0;0.0;0.5;4
52;72;72006;pr;a;m;l;5;E;85.0;500.0;0.0;0.0;0.0;1
52;72;72008;pr;a;a;l;2;E;37.0;455.0;0.0;0.0;1.0;1
52;72;72008;pr;a;a;l;2;F;54.0;490.0;0.0;1.0;0.0;1
52;72;72008;pr;a;a;l;3;0;68.0;507.0;0.0;0.0;0.0;3
52;72;72008;pr;a;a;l;3;C;69.5;503.0;0.0;0.0;0.0;4
52;72;72008;pr;a;a;l;3;F;76.0;520.0;0.0;0.0;0.0;1
