type_annonceur;typedebien;typedetransaction;etage;surface;surface_terrain;nb_pieces;prix_bien;prix_maison;prix_terrain;mensualiteFinance;balcon;eau;bain;dpeL;dpeC;mapCoordonneesLatitude;mapCoordonneesLongitude;annonce_exclusive;nb_etages;parking;places_parking;cave;exposition;ges_class;annee_construction;nb_toilettes;nb_terraces;videophone;porte_digicode;surface_balcon;ascenseur;nb_logements_copro;charges_copro;chauffage_energie;chauffage_systeme;chauffage_mode;categorie_annonceur;logement_neuf;typedebien_lite;date;INSEE_COM;IRIS;CODE_IRIS;TYP_IRIS;DEP;REG
pr;a;l;2;76;;3;450;;;0;0;0;1;0;;48.69711;-3.15856;0;2.0;;;;0;;;;;;;;False;;;Électrique;Radiateur;Individuel;a;n;a;2020-08;22250;0000;222500000;Z;22;53.0
pr;a;l;0;42;;2;300;;;0;0;0;0;0;;48.6974;-3.15897;Non;;;;;0;;;;;;;;;;;;;;a;;a;2020-08;22250;0000;222500000;Z;22;53.0
pr;a;l;0;23;;1;300;;;0;0;0;0;0;;48.34541;-2.17171;Non;;;;;0;;;;;;;;;;;;;;a;;a;2020-08;22391;0000;223910000;Z;22;53.0
pr;m;l;0;81;;3;550;;;0;0;0;1;E;238;48.51104;-2.2459;0;0.0;;;False;0;C;1915.0;;;;;;;;;Électrique;Convecteur;Individuel;a;n;m;2020-08;22014;0000;220140000;Z;22;53.0
pr;a;l;2;40;;2;520;;;0;0;0;1;0;;48.55717;-3.15258;0;2.0;;;;0;;;;;;;;;;;;;Individuel;a;n;a;2020-08;22070;0104;220700104;H;22;53.0
pr;m;l;0;43;;2;365;;;0;0;0;1;0;;48.35785;-2.12486;0;;;0.0;;0;;;;0.0;;;;;;;Électrique;Radiateur;Individuel;a;n;m;2020-08;22239;0000;222390000;Z;22;53.0
pr;a;l;0;81;;4;550;;;0;0;1;0;0;;48.56991;-2.81774;0;0.0;;;;0;;1940.0;;;;;;False;;;Électrique;Radiateur;Individuel;a;n;a;2020-08;22251;0101;222510101;H;22;53.0
pr;a;l;0;67;;3;600;;;0;0;0;0;0;;48.51677;-2.77251;Non;;;;;0;;;;;;;;;;;;;;a;;a;2020-08;22278;0104;222780104;H;22;53.0
pr;a;l;2;46;;2;529;;;0;0;1;0;NS;;48.51627;-2.77236;0;2.0;;;;0;;;;;;True;;False;;;;;;a;n;a;2020-08;22278;0104;222780104;H;22;53.0
pr;a;l;0;40;;2;400;;;0;0;0;0;0;;48.51899;-2.77639;Non;;;;;0;;;;;;;;;;;;;;a;;a;2020-08;22278;0104;222780104;H;22;53.0
pr;a;l;3;33;;1;345;;;0;1;1;0;F;428;48.51653;-2.77395;0;4.0;;1.0;True;0;D;;;;;;;False;;;Électrique;;Individuel;a;n;a;2020-08;22278;0104;222780104;H;22;53.0
pr;a;l;0;67;;3;681;;;0;0;0;1;NS;;48.51627;-2.77236;0;2.0;;;;0;;;;;;True;;False;;;;;;a;n;a;2020-08;22278;0104;222780104;H;22;53.0
pr;a;l;0;42;;2;515;;;0;0;1;0;NS;;48.51627;-2.77236;0;2.0;;;;0;;;;;;True;;False;;;;;;a;n;a;2020-08;22278;0104;222780104;H;22;53.0
pr;a;l;0;64;;3;429;;;0;0;1;0;C;98;48.50564;-2.74999;0;4.0;;;True;Sud;D;1960.0;1.0;;;;;False;;;Gaz;Radiateur;Individuel;a;n;a;2020-08;22278;0113;222780113;H;22;53.0
pr;a;l;2;56;;2;425;;;0;1;0;1;D;227;48.50965;-2.7546;0;6.0;;;;0;E;;;;;False;;True;;;Gaz;;Collectif;a;n;a;2020-08;22278;0113;222780113;H;22;53.0
pr;a;l;0;38;;2;300;;;0;0;0;0;C;126;48.50782;-2.75186;Non;;;;;0;;;;;;;;;;;;;;a;;a;2020-08;22278;0113;222780113;H;22;53.0
pr;a;l;0;38;;2;390;;;0;0;0;0;A;47;48.51782;-2.79651;0;;;1.0;False;0;C;;;;;;;True;;;Gaz;;;a;n;a;2020-08;22278;0101;222780101;D;22;53.0
pr;a;l;0;134;;6;300;;;0;0;0;0;C;143;48.50919;-2.75853;Non;;;;;0;C;;;;;;;;;;;;;a;;a;2020-08;22278;0107;222780107;H;22;53.0
pr;a;l;3;37;;2;469;;;0;1;0;1;E;267;48.50998;-2.759;0;0.0;;;;0;C;1980.0;;;;;;False;;;;;;a;n;a;2020-08;22278;0107;222780107;H;22;53.0
pr;a;l;2;38;;1;315;;;0;1;0;1;F;387;48.52068;-2.74891;0;4.0;;;;0;C;;;;;;;False;;;Électrique;Radiateur;Individuel;a;n;a;2020-08;22278;0110;222780110;H;22;53.0
pr;a;l;3;42;;2;415;;;0;0;0;1;0;;48.51532;-2.7566;0;3.0;;;False;0;;;1.0;;;;;;;;Électrique;;Individuel;a;n;a;2020-08;22278;0110;222780110;H;22;53.0
pr;a;l;0;41;;2;429;;;0;0;1;0;E;254;48.56208;-3.13114;0;;;;;0;C;;;;;False;;False;;;;;;a;n;a;2020-08;22272;0000;222720000;Z;22;53.0
pr;a;l;0;19;;1;250;;;0;0;0;1;E;238;48.56304;-3.1316;0;2.0;;1.0;;0;C;;;;;;;;;;;;Individuel;a;n;a;2020-08;22272;0000;222720000;Z;22;53.0
pr;a;l;0;58;;3;544;;;0;0;0;1;0;;48.45307;-2.06085;0;0.0;;;;0;;1915.0;;;;;;False;;;Gaz;Radiateur;Individuel;a;n;a;2020-08;22050;0104;220500104;H;22;53.0
pr;a;l;2;38;;2;358;;;0;0;1;0;C;126;48.50882;-2.75104;0;;;1.0;;0;;;1.0;;;;;;;;Électrique;;Individuel;a;n;a;2020-08;22278;0113;222780113;H;22;53.0
pr;a;l;3;51;;3;465;;;0;1;1;1;C;143;48.72098;-3.45942;0;;;0.0;;0;B;1901.0;;0.0;;;;False;;;Électrique;;;a;n;a;2020-08;22211;0000;222110000;Z;22;53.0
pr;a;l;3;28;;1;365;;;0;0;1;0;E;316;48.45291;-2.0601;0;3.0;;;;0;C;;;;;;;;;;Électrique;;Individuel;a;n;a;2020-08;22050;0104;220500104;H;22;53.0
pr;a;l;0;46;;2;374;;;0;1;1;1;C;143;48.72098;-3.45942;0;;;0.0;;0;B;1901.0;;0.0;;;;True;;;Électrique;;;a;n;a;2020-08;22211;0000;222110000;Z;22;53.0
pr;a;l;1;28;;1;364;;;0;0;0;0;E;316;48.45242;-2.06064;0;;;;False;0;C;;;;False;False;;False;;;Électrique;;Individuel;a;n;a;2020-08;22050;0104;220500104;H;22;53.0
pr;a;l;0;123;;5;620;;;0;0;0;0;0;;48.71116;-3.4291;0;0.0;;;;0;;1915.0;;;;;;False;;;;;;a;n;a;2020-08;22211;0000;222110000;Z;22;53.0
