type_annonceur;typedebien;typedetransaction;etage;surface;surface_terrain;nb_pieces;prix_bien;prix_maison;prix_terrain;mensualiteFinance;balcon;eau;bain;dpeL;dpeC;mapCoordonneesLatitude;mapCoordonneesLongitude;annonce_exclusive;nb_etages;parking;places_parking;cave;exposition;ges_class;annee_construction;nb_toilettes;nb_terraces;videophone;porte_digicode;surface_balcon;ascenseur;nb_logements_copro;charges_copro;chauffage_energie;chauffage_systeme;chauffage_mode;categorie_annonceur;logement_neuf;typedebien_lite;date;INSEE_COM;IRIS;CODE_IRIS;TYP_IRIS;DEP;REG
pr;m;l;0;117;;6;1029;;;0;0;1;1;C;137.0;48.46513;1.51256;0;;;1.0;True;0;D;;;;;False;;;;;Gaz;;Individuel;a;n;m;2020-08;28070;0000;280700000;Z;28;24.0
pr;a;l;1;35;;1;317;;;0;0;0;1;D;213.0;48.07103;1.31917;0;2.0;;1.0;False;0;E;;1.0;;;;;True;;;Gaz;;Individuel;a;n;a;2020-08;28088;0101;280880101;H;28;24.0
pr;a;l;0;27;;1;436;;;0;0;1;0;E;308.0;48.4361;1.48758;0;2.0;;1.0;True;0;C;;;;;False;;False;;;Électrique;;Individuel;a;n;a;2020-08;28085;0202;280850202;H;28;24.0
pr;a;l;2;68;;3;650;;;0;0;0;1;D;206;48.43505;1.48989;0;;;;;0;E;;;;;False;;True;;;;;Collectif;a;n;a;2020-08;28085;0202;280850202;H;28;24.0
pr;a;l;2;21;;2;300;;;0;0;0;0;E;257;48.07338;1.33884;0;2.0;;;False;0;C;;;;;;;;;;Électrique;;Individuel;a;n;a;2020-08;28088;0103;280880103;H;28;24.0
pr;a;l;2;66;;3;710;;;0;0;0;1;B;51;48.85553;1.44238;0;2.0;;2.0;;0;B;;;;;;;;;;;;Individuel;a;n;a;2020-08;28007;0000;280070000;Z;28;24.0
pr;a;l;2;54;;2;607;;;0;1;1;0;B;58.0;48.45255;1.49282;0;3.0;;1.0;;0;C;;;;;False;;False;;;Gaz;;Individuel;a;n;a;2020-08;28085;0401;280850401;H;28;24.0
pr;m;l;0;60;120.0;4;810;;;0;0;0;0;VI;;48.44677;1.49462;0;;;;;0;G;;;;;;;;;;;;Individuel;a;n;m;2020-08;28085;0401;280850401;H;28;24.0
pr;a;l;0;33;;2;461;;;0;0;1;0;G;452.0;48.73104;1.37316;0;;;;;0;G;;;;;False;;False;;;;;;a;n;a;2020-08;28134;0402;281340402;H;28;24.0
pr;m;l;0;113;;5;875;;;0;0;0;1;0;;48.50597;1.47204;0;1.0;;0.0;False;0;;;;0.0;;;;;;;Électrique;Radiateur;Individuel;a;n;m;2020-08;28301;0000;283010000;Z;28;24.0
pr;a;l;0;32;;1;433;;;0;0;0;1;NS;;48.74426;1.35965;0;;;;;0;;;;;;False;;False;;;;;;a;n;a;2020-08;28134;0203;281340203;H;28;24.0
pr;a;l;2;69;;3;720;;;0;1;0;0;NS;;48.42059;1.49478;0;;;1.0;True;0;;;;;;True;;False;;;Gaz;;Individuel;a;n;a;2020-08;28110;0000;281100000;Z;28;24.0
pr;a;l;2;66;;3;660;;;0;1;0;1;0;;48.42576;1.49734;0;3.0;;1.0;;0;;;;;;False;;False;;;Électrique;;Individuel;a;n;a;2020-08;28110;0000;281100000;Z;28;24.0
pr;a;l;3;67;;3;650;;;0;0;1;0;D;161;48.44491;1.52783;0;3.0;;1.0;;0;E;1982.0;;0.0;;False;;False;;;Gaz;Radiateur;Individuel;a;n;a;2020-08;28085;0702;280850702;H;28;24.0
pr;a;l;5;58;;3;545;;;0;0;0;1;E;326;48.43966;1.50289;0;0.0;;1.0;;0;F;;;0.0;;False;;True;;;Gaz;Radiateur;Collectif;a;n;a;2020-08;28085;0101;280850101;H;28;24.0
pr;a;l;0;45;;2;600;;;0;0;0;0;0;;48.4623;1.49187;Non;;;;;0;;;;;;;;;;;;;;a;;a;2020-08;28085;0401;280850401;H;28;24.0
pr;m;l;0;92;;4;828;;;0;0;0;1;D;164.4;48.46166;1.492;0;3.0;;1.0;;0;E;;;;;False;;;;;Gaz;;Individuel;a;n;m;2020-08;28085;0401;280850401;H;28;24.0
pr;a;l;2;60;;3;620;;;0;0;0;1;E;232;48.46234;1.49122;0;;;;;0;C;;;;;True;;True;;;Électrique;;Individuel;a;n;a;2020-08;28085;0401;280850401;H;28;24.0
pr;a;l;2;43;;2;483;;;0;0;0;1;E;286.0;48.74426;1.35965;0;;;;;0;F;;;;;False;;False;;;;;;a;n;a;2020-08;28134;0203;281340203;H;28;24.0
pr;a;l;1;50;;2;509;;;0;0;0;1;E;259.0;48.7248;1.35985;0;;;;;0;F;;;;;False;;False;;;;;;a;n;a;2020-08;28404;0104;284040104;H;28;24.0
pr;a;l;0;34;;1;500;;;0;0;0;0;D;151;48.74444;1.3531;Non;;;;;0;D;;;;;;;;;;;;;a;;a;2020-08;28134;0201;281340201;H;28;24.0
pr;a;l;2;26;;1;398;;;0;0;0;1;G;511;48.32036;0.81914;0;2.0;;1.0;;0;D;;;;;;;;;;;;Collectif;a;n;a;2020-08;28280;0101;282800101;H;28;24.0
pr;m;l;0;53;;3;536;;;0;0;1;0;NS;;48.74352;1.35594;0;;;;;0;;;;;;False;;;;;;;;a;n;m;2020-08;28134;0201;281340201;H;28;24.0
pr;a;l;1;20;;2;280;;;0;0;0;1;G;553;48.32325;0.81752;0;2.0;;;;0;C;;;;;;;;;;;;Individuel;a;n;a;2020-08;28280;0101;282800101;H;28;24.0
pr;m;l;0;98;550.0;4;778;;;0;0;0;1;E;270.0;48.06677;1.31563;0;1.0;;1.0;;0;C;2003.0;4.0;;;;;;;;Électrique;Radiateur;Individuel;a;n;m;2020-08;28075;0000;280750000;Z;28;24.0
pr;m;l;0;118;2000.0;4;595;;;0;0;0;1;E;247.0;47.97207;1.32424;0;;;;True;0;F;;1.0;;;False;;;;;Fioul;Radiateur;Individuel;a;n;m;2020-08;28103;0000;281030000;Z;28;24.0
pr;m;l;0;107;;5;884;;;0;0;1;1;A;50.6;48.42989;1.34086;0;;;2.0;;0;B;2016.0;2.0;0.0;;;;;;;Gaz;Radiateur;Individuel;a;n;m;2020-08;28337;0000;283370000;Z;28;24.0
pr;a;l;0;43;;2;525;;;0;0;1;0;0;;48.46234;1.77345;0;0.0;;;;0;;;1.0;0.0;;False;;False;;;Fioul;;Collectif;a;n;a;2020-08;28015;0000;280150000;Z;28;24.0
pr;a;l;0;77;;4;800;;;0;0;0;0;0;;48.52132;1.75762;Non;;;;;0;;;;;;;;;;;;;;a;;a;2020-08;28015;0000;280150000;Z;28;24.0
pr;a;l;3;69;;4;586;;;0;0;0;1;D;170.0;48.74141;1.38512;0;;;;;0;E;;;;;False;;False;;;;;;a;n;a;2020-08;28134;0301;281340301;H;28;24.0
