REG;DEP;INSEE_COM;type_annonceur;categorie_annonceur;typedebien;typedetransaction;nb_pieces;dpeL;surface_median;prix_bien_median;prix_m2_vente_median;loyer_m2_median_n7;taux_rendement_moy;balcon_moy;eau_moy;bain_moy;nb_log_en_vente
84;63;63001;pr;a;a;v;3;D;68.0;83000.0;1220.59;9.71;0.095;0.0;1.0;0.0;1
84;63;63001;pr;a;m;v;1;NS;100.0;39500.0;395.0;;;0.0;0.0;0.0;1
84;63;63001;pr;a;m;v;10;0;155.0;109000.0;703.23;;;0.0;1.0;0.0;1
84;63;63001;pr;a;m;v;10;C;264.0;354000.0;1340.91;;;0.0;2.0;1.0;1
84;63;63001;pr;a;m;v;10;F;215.0;215800.0;1003.72;;;0.0;0.0;0.0;1
84;63;63001;pr;a;m;v;3;NS;56.0;142500.0;2679.68;7.48;0.043;0.0;0.0;1.5;2
84;63;63001;pr;a;m;v;4;0;78.0;145000.0;1791.67;5.84;0.04;0.0;0.33;0.67;3
84;63;63001;pr;a;m;v;4;C;100.0;223750.0;2156.25;5.84;0.034;0.0;0.5;0.5;2
84;63;63001;pr;a;m;v;4;D;103.0;135000.0;1347.06;5.84;0.053;0.0;0.0;0.67;3
84;63;63001;pr;a;m;v;4;F;75.0;108500.0;1437.96;5.84;0.05;0.0;0.25;0.75;4
84;63;63001;pr;a;m;v;4;G;77.0;144000.0;1870.13;5.84;0.037;0.0;1.0;1.0;1
84;63;63001;pr;a;m;v;4;NS;85.0;67000.0;788.24;5.84;0.089;0.0;0.0;0.0;1
84;63;63001;pr;a;m;v;5;0;107.5;107000.0;1188.8;;;0.0;0.33;0.83;6
84;63;63001;pr;a;m;v;5;A;108.0;275000.0;2546.3;;;0.0;1.0;1.0;1
84;63;63001;pr;a;m;v;5;D;123.0;220000.0;1788.62;;;0.0;0.0;1.0;1
84;63;63001;pr;a;m;v;5;E;132.0;189900.0;1438.64;;;0.0;1.0;1.0;1
84;63;63001;pr;a;m;v;5;NS;95.5;139250.0;1325.05;;;0.0;0.5;0.5;2
84;63;63001;pr;a;m;v;5;VI;120.0;146000.0;1216.67;;;0.0;0.0;1.0;1
84;63;63001;pr;a;m;v;6;0;137.0;179000.0;1154.84;;;0.0;0.33;0.67;3
84;63;63001;pr;a;m;v;6;C;120.0;210000.0;1750.0;;;0.0;0.0;1.0;1
84;63;63001;pr;a;m;v;6;VI;185.0;190800.0;1031.35;;;0.0;0.0;2.0;1
84;63;63001;pr;a;m;v;7;0;141.0;77000.0;546.1;;;0.0;1.0;1.0;1
84;63;63001;pr;a;m;v;7;C;174.0;249500.0;1433.91;;;0.0;0.0;2.0;1
84;63;63001;pr;a;m;v;7;D;210.0;269000.0;1280.95;;;0.0;1.0;1.0;1
84;63;63001;pr;a;m;v;7;E;160.0;159001.0;993.76;;;0.0;1.0;0.0;1
84;63;63001;pr;a;m;v;7;NS;189.0;213000.0;1126.98;;;0.0;0.0;1.0;1
84;63;63001;pr;a;m;v;8;G;170.0;150100.0;882.94;;;0.0;0.0;1.0;1
84;63;63001;pr;cm;m;v;3;0;73.0;184067.5;2518.32;7.48;0.036;0.0;0.0;0.0;2
84;63;63001;pr;cm;m;v;4;0;89.0;233332.0;2576.25;5.84;0.028;0.0;0.0;0.6;10
84;63;63001;pr;cm;m;v;5;0;100.0;239000.0;2390.0;;;0.0;0.0;0.0;3
84;63;63001;pr;cm;m;v;6;0;96.0;271800.0;2831.25;;;0.0;0.0;1.0;1
84;63;63001;pr;m;m;v;3;C;76.0;148500.0;1953.95;7.48;0.046;0.0;0.0;0.0;1
84;63;63001;pr;m;m;v;4;A;102.0;230000.0;2254.9;5.84;0.031;0.0;0.0;0.0;1
84;63;63001;pr;m;m;v;6;NS;172.0;272000.0;1581.4;;;1.0;0.0;0.0;1
84;63;63001;pr;m;m;v;7;F;152.0;349500.0;2299.34;;;0.0;1.0;1.0;1
84;63;63001;pr;m;m;v;8;E;183.0;523000.0;2857.92;;;0.0;2.0;0.0;1
84;63;63002;pr;m;m;v;10;E;240.0;203300.0;847.08;;;0.0;4.0;1.0;1
84;63;63003;pr;a;a;v;4;VI;81.5;75060.0;917.38;6.72;0.088;0.0;1.0;0.0;2
84;63;63003;pr;a;a;v;5;C;108.0;156000.0;1444.44;5.09;0.042;1.0;0.0;1.0;1
84;63;63003;pr;a;a;v;5;E;116.0;77500.0;668.1;5.09;0.091;0.0;0.0;1.0;1
84;63;63003;pr;a;a;v;5;VI;80.5;75000.0;932.02;5.09;0.066;0.5;0.5;0.5;2
84;63;63003;pr;a;m;v;1;NS;100.0;33000.0;330.0;;;0.0;0.0;0.0;3
84;63;63003;pr;a;m;v;1;VI;120.0;29900.0;249.17;;;0.0;0.0;0.0;1
84;63;63003;pr;a;m;v;10;0;153.0;165200.0;1101.7;;;0.0;0.0;1.5;2
