idannonce;type_annonceur;typedebien;typedetransaction;etage;surface;surface_terrain;nb_pieces;prix_bien;prix_maison;prix_terrain;mensualiteFinance;balcon;eau;bain;dpeL;dpeC;mapCoordonneesLatitude;mapCoordonneesLongitude;annonce_exclusive;nb_etages;parking;places_parking;cave;exposition;ges_class;annee_construction;nb_toilettes;nb_terraces;videophone;porte_digicode;surface_balcon;ascenseur;nb_logements_copro;charges_copro;chauffage_energie;chauffage_systeme;chauffage_mode;categorie_annonceur;logement_neuf;duree_int;typedebien_lite;date;INSEE_COM;IRIS;CODE_IRIS;TYP_IRIS_x;TYP_IRIS_y;GRD_QUART;UU2010;REG;DEP;loyer_m2_median_n6;nb_log_n6;taux_rendement_n6;loyer_m2_median_n7;nb_log_n7;taux_rendement_n7;prix_m2_vente
iad-france-1941557;pr;m;v;0;70;368.0;3;113000;;;0;0;0;0;F;356;50.08104;4.73231;Oui;3.0;;;False;0;E;1959.0;;;;False;4.0;;;;Fioul;Radiateur;;m;n;;m;2025-11;08487;0000;084870000;Z;Z;0848700;08105;44;08;;;;;;;1614.29
iad-france-1936920;pr;m;v;0;161;512.0;6;275000;;;0;0;0;0;E;316;50.07938;4.73382;Oui;4.0;;;False;0;E;1970.0;;;;False;;;;;Gaz;Radiateur;;m;n;;m;2025-11;08487;0000;084870000;Z;Z;0848700;08105;44;08;6.58;2.0;0.046;6.58;2.0;0.046;1708.07
citya-immobilier-48298041400411-TMAI149603;pr;m;v;0;75;1084.0;2;121000;;;0;0;0;1;G;606;49.7356;4.96394;Oui;;;0.0;False;0;E;;;1.0;;;;;0.0;0.0;;;Individuel;a;n;;m;2025-11;08232;0000;082320000;Z;Z;0823200;08000;44;08;;;;;;;1613.33
ag743447-497159987;pr;m;v;0;70;1411.0;4;45500;;;0;0;0;0;G;516;49.28928;4.83317;Non;;;2.0;False;0;E;;1.0;;;;;;;;Bois;Radiateur;Individuel;m;n;20.0;m;2025-11;08296;0000;082960000;Z;Z;0829600;08000;44;08;;;;;;;650.0
safti-1-1556981;pr;m;v;0;133;277.0;7;105000;;;0;0;0;1;E;275;49.6617;4.53712;Non;;;2.0;True;0;D;1930.0;;;;False;;;;;;;Individuel;m;n;;m;2025-11;08248;0000;082480000;Z;Z;0824800;08000;44;08;;;;;;;789.47
iad-france-1938270;pr;m;v;0;110;;3;177500;;;0;0;0;0;C;170;49.65692;4.52812;Non;4.0;;;False;0;A;2010.0;;;;False;;;;;Électrique;Radiateur;;m;n;;m;2025-11;08248;0000;082480000;Z;Z;0824800;08000;44;08;;;;;;;1613.64
citya-immobilier-48298041400429-TMAI155663;pr;m;v;0;113;745.0;4;99000;;;0;0;0;1;F;399;49.7819;4.62757;Non;2.0;;0.0;False;0;C;;;1.0;;;;;0.0;0.0;;;Individuel;a;n;;m;2025-11;08058;0000;080580000;Z;Z;0805800;08000;44;08;;;;;;;876.11
ag060811-497503436;pr;m;v;0;112;142.0;4;88000;;;0;0;0;1;C;160;49.70057;5.05085;Oui;;;1.0;;sud-est;A;;2.0;;;;;;;;Électrique;Climatisation révérsible;;m;n;;m;2025-11;08179;0000;081790000;Z;Z;0817900;08000;44;08;;;;;;;785.71
iad-france-1939863;pr;m;v;0;106;;4;98000;;;0;0;0;0;D;161;49.78054;4.79338;Oui;3.0;;;False;0;D;1948.0;;;;False;;;12.0;255.0;Gaz;Radiateur;;m;n;;m;2025-11;08199;0000;081990000;Z;Z;0819900;08000;44;08;;;;;;;924.53
iad-france-1928417;pr;m;v;0;113;600.0;3;105500;;;0;0;0;0;D;227;49.73852;4.82139;Oui;3.0;;;False;0;B;1940.0;;;;False;;;;;Électrique;Radiateur;;m;n;;m;2025-11;08488;0000;084880000;Z;Z;0848800;08203;44;08;8.62;2.0;0.111;8.62;2.0;0.111;933.63
immo-facile-59482881;pr;m;v;0;105;660.0;5;169900;;;0;0;0;1;D;193;49.74193;4.81285;Non;2.0;;;;0;D;;1.0;;;False;;;;;Gaz;Radiateur;Individuel;a;n;;m;2025-11;08488;0000;084880000;Z;Z;0848800;08203;44;08;;;;;;;1618.1
