idannonce;type_annonceur;typedebien;typedetransaction;etage;surface;surface_terrain;nb_pieces;prix_bien;prix_maison;prix_terrain;mensualiteFinance;balcon;eau;bain;dpeL;dpeC;mapCoordonneesLatitude;mapCoordonneesLongitude;annonce_exclusive;nb_etages;parking;places_parking;cave;exposition;ges_class;annee_construction;nb_toilettes;nb_terraces;videophone;porte_digicode;surface_balcon;ascenseur;nb_logements_copro;charges_copro;chauffage_energie;chauffage_systeme;chauffage_mode;categorie_annonceur;logement_neuf;duree_int;typedebien_lite;date;INSEE_COM;IRIS;CODE_IRIS;TYP_IRIS_x;TYP_IRIS_y;GRD_QUART;UU2010;REG;DEP;loyer_m2_median_n6;nb_log_n6;taux_rendement_n6;loyer_m2_median_n7;nb_log_n7;taux_rendement_n7;prix_m2_vente
safti-1-1553798;pr;m;v;0;234;703.0;9;279600;;;0;0;0;4;E;263;44.86315;3.32494;Non;;;;False;0;E;1959.0;4.0;;;False;;;;;Fioul;;Individuel;m;n;14.0;m;2025-11;48090;0000;480900000;Z;Z;4809000;48000;76;48;;;;;;;1194.87
apimo-86428882;pr;m;v;0;85;710.0;4;254000;;;0;0;0;0;E;379;44.30419;3.88344;0;;;;;Est;E;;;;;;;;;;Fioul, Bois;Poêle à Bois;;a;n;;m;2025-11;48152;0000;481520000;Z;Z;4815200;48000;76;48;;;;;;;2988.24
iad-france-1941523;pr;m;v;0;85;;3;107000;;;0;0;0;0;F;471;44.88243;3.2495;Oui;2.0;;;False;0;F;;;;;False;;;;;Fioul;;;m;n;;m;2025-11;48002;0000;480020000;Z;Z;4800200;48000;76;48;;;;;;;1258.82
ag311656-497697116;pr;m;v;0;115;1099.0;6;285000;;;0;0;0;0;C;117;44.88015;3.24494;Oui;;;;True;0;A;;;;;;;;;;;;;m;n;;m;2025-11;48002;0000;480020000;Z;Z;4800200;48000;76;48;;;;;;;2478.26
megagence-1-194710;pr;m;v;0;323;;12;148500;;;0;0;0;0;D;225;44.16044;3.8494;Non;;;;False;0;B;;;;;False;;;;;;;;m;n;;m;2025-11;48148;0000;481480000;Z;Z;4814800;48000;76;48;;;;;;;459.75
iad-france-1928465;pr;m;v;0;200;443.0;2;117000;;;0;0;0;0;NS;;44.4095;3.41139;Oui;;;;False;0;NS;;;;;False;;;;;;;;m;n;21.0;m;2025-11;48146;0000;481460000;Z;Z;4814600;48000;76;48;;;;;;;585.0
adapt-immo-300108353;pr;m;v;0;108;;5;190000;;;0;1;0;2;NS;;44.3578;3.74376;Non;5.0;;;True;0;NS;;2.0;;;;;;;;;;Individuel;a;n;;m;2025-11;48116;0000;481160000;Z;Z;4811600;48000;76;48;;;;;;;1759.26
hektor-LOZERE03025-1148;pr;m;v;0;42;;3;44000;;;0;0;1;0;NS;;44.55058;3.80327;Oui;2.0;;;False;Sud;NS;;1.0;1.0;;;;;;;;;;a;n;;m;2025-11;48027;0000;480270000;Z;Z;4802700;48000;76;48;;;;;;;1047.62
apimo-86390983;pr;m;v;0;131;14619.0;9;179900;;;0;0;0;0;G;691;44.2787;3.83591;0;;;;;0;C;;;;;;;;;;Électrique;;Collectif;a;n;;m;2025-11;48178;0000;481780000;Z;Z;4817800;48000;76;48;;;;;;;1373.28
iad-france-1936540;pr;m;v;0;415;7793.0;16;895000;;;0;0;0;0;NS;;44.3412;3.60412;Non;;;;False;0;NS;;;;;False;;;;;;;;m;n;;m;2025-11;48050;0000;480500000;Z;Z;4805000;48000;76;48;;;;;;;2156.63
laforet-immo-facile-52392297;pr;m;v;0;97;845.0;4;225000;;;0;0;1;0;A;1;44.89416;3.35096;Oui;;;;;0;A;2025.0;1.0;;;;;;;;;Sol;Individuel;a;n;;m;2025-11;48179;0000;481790000;Z;Z;4817900;48000;76;48;;;;;;;2319.59
