type_annonceur;typedebien;typedetransaction;etage;surface;surface_terrain;nb_pieces;prix_bien;prix_maison;prix_terrain;mensualiteFinance;balcon;eau;bain;dpeL;dpeC;mapCoordonneesLatitude;mapCoordonneesLongitude;annonce_exclusive;nb_etages;parking;places_parking;cave;exposition;ges_class;annee_construction;nb_toilettes;nb_terraces;videophone;porte_digicode;surface_balcon;ascenseur;nb_logements_copro;charges_copro;chauffage_energie;chauffage_systeme;chauffage_mode;categorie_annonceur;logement_neuf;typedebien_lite;date;INSEE_COM;IRIS;CODE_IRIS;TYP_IRIS;DEP;REG;loyer_m2_median_n6;nb_log_n6;taux_rendement_n6;loyer_m2_median_n7;nb_log_n7;taux_rendement_n7;prix_m2_vente
pr;a;v;0;98;;1;636000;;;0;0;1;0;VI;;48.80024;2.37621;Oui;1.0;;;True;Sud;;;;;;;;;;;;;;a;n;a;2020-08;94081;0302;940810302;H;94;11.0;22.5;9.0;0.042;28.57;108.0;0.053;6489.8
pr;a;v;0;36;;2;190000;;;0;0;1;0;E;319.0;48.84951;2.49432;Non;2.0;;;False;0;VI;1930.0;;1.0;;True;;False;12.0;583.0;Électrique;;Individuel;a;n;a;2020-08;94058;0112;940580112;H;94;11.0;21.29;17.0;0.048;21.5;130.0;0.049;5277.78
pr;a;v;0;94;;5;835000;;;0;0;0;0;B;;48.81636;2.46866;Non;;;0.0;;0;;;;;;;;;97.0;2822.0;;;;a;n;a;2020-08;94042;0103;940420103;H;94;11.0;;;;17.61;4.0;0.024;8882.98
pr;a;v;2;61;;3;550000;;;0;0;1;0;E;253;48.84904;2.41812;Oui;5.0;;0.0;;0;E;1900.0;1.0;0.0;;True;;True;15.0;1560.0;Gaz;;Individuel;a;n;a;2020-08;94067;0103;940670103;H;94;11.0;26.39;3.0;0.035;26.12;36.0;0.035;9016.39
pr;a;v;0;37;;3;390000;;;0;0;1;0;E;252;48.84877;2.45079;Non;;;;True;0;B;1900.0;1.0;;;;;False;;;Électrique;Radiateur;Individuel;a;n;a;2020-08;94080;0306;940800306;H;94;11.0;21.74;4.0;0.025;26.34;73.0;0.03;10540.54
pr;a;v;3;46;;2;351000;;;0;0;0;1;D;222;48.85114;2.43666;Oui;5.0;;;True;0;D;;;;;;;;;;;;Individuel;a;n;a;2020-08;94080;0103;940800103;H;94;11.0;28.67;7.0;0.045;28.38;203.0;0.045;7630.43
pr;a;v;4;58;;3;235000;;;0;1;0;1;B;74;48.76923;2.48392;Oui;6.0;;1.0;False;0;G;;1.0;;;True;;True;187.0;1600.0;;Pompe à chaleur;Collectif;a;n;a;2020-08;94011;0108;940110108;H;94;11.0;5.0;1.0;0.015;16.25;9.0;0.048;4051.72
pr;a;v;0;65;;3;222000;;;0;0;0;0;NS;;48.79819;2.38615;Non;;;1.0;;0;;;;;;;;;;;;;Individuel;a;n;a;2020-08;94081;0306;940810306;H;94;11.0;15.26;2.0;0.054;17.77;97.0;0.062;3415.38
pr;a;v;3;83;;4;403000;;;0;1;2;0;C;123.0;48.77616;2.47116;Oui;4.0;;2.0;False;0;B;;2.0;;;True;;True;439.0;3468.0;;;Collectif;a;n;a;2020-08;94028;0403;940280403;H;94;11.0;9.23;5.0;0.023;15.71;53.0;0.039;4855.42
pr;a;v;7;12;;1;99000;;;0;0;0;0;NS;;48.84402;2.49618;Non;7.0;;;;0;;;;;;;;;34.0;360.0;Électrique;Radiateur;Individuel;a;n;a;2020-08;94058;0111;940580111;H;94;11.0;22.88;3.0;0.033;26.09;77.0;0.038;8250.0
pr;a;v;0;118;;4;745000;;;0;1;0;0;E;276;48.81661;2.47958;Oui;5.0;;1.0;True;0;F;1972.0;;;;False;;True;39.0;4992.0;Gaz;;Collectif;m;n;a;2020-08;94042;0105;940420105;H;94;11.0;19.72;2.0;0.037;21.37;22.0;0.041;6313.56
pr;a;v;0;51;;3;202000;;;0;0;1;0;D;230;48.79121;2.45984;Oui;;;;True;0;E;;1.0;;;;;False;;;Gaz;;Collectif;a;n;a;2020-08;94028;0307;940280307;H;94;11.0;18.55;4.0;0.056;18.38;99.0;0.056;3960.78
pr;a;v;2;98;;4;970000;;;0;1;1;0;C;137;48.8276;2.40549;Oui;4.0;;0.0;;0;D;1910.0;;0.0;;False;;False;4.0;1248.0;Gaz;;Individuel;a;n;a;2020-08;94018;0104;940180104;H;94;11.0;27.37;1.0;0.033;18.8;3.0;0.023;9897.96
pr;a;v;0;71;;3;775000;;;0;0;0;1;D;190.0;48.82471;2.40997;Non;2.0;;0.0;;0;E;1900.0;;0.0;;True;;False;6.0;1644.0;Gaz;Radiateur, Chaudière;;a;n;a;2020-08;94018;0104;940180104;H;94;11.0;22.13;4.0;0.024;23.21;27.0;0.026;10915.49
pr;a;v;0;114;;3;1197000;;;0;0;1;0;G;498;48.82479;2.41048;Non;1.0;;0.0;;0;C;1900.0;2.0;1.0;;True;;False;20.0;3324.0;Électrique;Sol;Individuel;a;n;a;2020-08;94018;0104;940180104;H;94;11.0;22.13;4.0;0.025;23.21;27.0;0.027;10500.0
pr;a;v;4;88;;4;762000;;;0;1;0;2;E;238;48.82724;2.40635;Oui;5.0;;2.0;;0;C;1985.0;2.0;0.0;;False;;True;49.0;5059.16;Électrique;Radiateur;Individuel;a;n;a;2020-08;94018;0104;940180104;H;94;11.0;27.37;1.0;0.038;18.8;3.0;0.026;8659.09
pr;a;v;3;88;;4;472000;;;0;0;1;0;D;200.0;48.79466;2.42247;Oui;5.0;;1.0;False;Sud;C;;1.0;;;;;True;30.0;1920.0;;;;a;n;a;2020-08;94002;0203;940020203;H;94;11.0;11.2;1.0;0.025;17.55;14.0;0.039;5363.64
pr;a;v;0;58;;3;480000;;;0;1;0;1;D;200;48.82141;2.41094;Oui;8.0;;0.0;;0;E;;;0.0;;False;;False;33.0;1180.0;Gaz;;Individuel;a;n;a;2020-08;94018;0108;940180108;H;94;11.0;23.83;4.0;0.035;23.21;27.0;0.034;8275.86
pr;a;v;0;28;;2;99000;;;0;0;1;0;VI;;48.73751;2.4523;Oui;;;;True;0;VI;;1.0;;;;;;17.0;772.0;Électrique;;Individuel;a;n;a;2020-08;94078;0204;940780204;H;94;11.0;19.95;8.0;0.068;20.0;43.0;0.068;3535.71
