idannonce;type_annonceur;typedebien;typedetransaction;etage;surface;surface_terrain;nb_pieces;prix_bien;prix_maison;prix_terrain;mensualiteFinance;balcon;eau;bain;dpeL;dpeC;mapCoordonneesLatitude;mapCoordonneesLongitude;annonce_exclusive;nb_etages;parking;places_parking;cave;exposition;ges_class;annee_construction;nb_toilettes;nb_terraces;videophone;porte_digicode;surface_balcon;ascenseur;nb_logements_copro;charges_copro;chauffage_energie;chauffage_systeme;chauffage_mode;categorie_annonceur;logement_neuf;duree_int;typedebien_lite;date;INSEE_COM;IRIS;CODE_IRIS;TYP_IRIS_x;TYP_IRIS_y;GRD_QUART;UU2010;REG;DEP;loyer_m2_median_n6;nb_log_n6;taux_rendement_n6;loyer_m2_median_n7;nb_log_n7;taux_rendement_n7;prix_m2_vente
ag440414-349217580;pr;m;v;0;98;524.0;6;79990;;;0;0;1;0;E;231;46.85985;0.92753;Oui;1.0;;1.0;;Nord-Sud;E;;1.0;;;False;;;;;Fioul;;Individuel;m;n;;m;2022-07;37189;0000;371890000;Z;Z;3718900;37000;24;37;;;;;;;816.22
ag440414-348869421;pr;m;v;0;86;1600.0;4;70990;;;0;0;1;1;G;576;46.85561;0.93041;Non;1.0;;1.0;;Est-Ouest;E;;2.0;;;False;;;;;Électrique;;Individuel;m;n;;m;2022-07;37189;0000;371890000;Z;Z;3718900;37000;24;37;;;;;;;825.47
ag370642-347642841;pr;m;v;0;128;4040.0;6;221550;;;0;0;1;1;E;179;47.60692;0.85753;Non;1.0;;;;Est;E;;2.0;;;;;;;;Fioul;;Individuel;a;n;;m;2022-07;37030;0000;370300000;Z;Z;3703000;37000;24;37;7.45;1.0;0.052;7.45;1.0;0.052;1730.86
ag370642-348367179;pr;m;v;0;125;966.0;6;325500;;;0;0;2;0;D;239;47.5271;0.46289;Oui;1.0;;4.0;True;Sud;B;;2.0;;;;;;;;;;;a;n;;m;2022-07;37249;0000;372490000;Z;Z;3724900;37000;24;37;;;;;;;2604.0
safti-1-732710;pr;m;v;0;116;805.0;6;222000;;;0;0;0;2;D;243;47.52492;0.46403;Oui;;;;False;0;B;2003.0;2.0;;;False;;;;;Électrique;;Individuel;m;n;;m;2022-07;37249;0000;372490000;Z;Z;3724900;37000;24;37;;;;;;;1913.79
safti-1-728351;pr;m;vp;0;224;2365.0;7;339000;;;0;0;0;2;D;163;47.54227;1.03272;Oui;;;2.0;True;Est;D;1850.0;2.0;;;False;;;;;Fioul;;Individuel;m;n;;m;2022-07;37095;0000;370950000;Z;Z;3709500;37000;24;37;;;;;;;1513.39
keller-williams-1-34_1_20-107613;pr;m;v;0;188;457.0;7;484900;;;0;0;2;1;B;72;47.32643;0.41444;Non;;;4.0;;0;A;1990.0;3.0;1.0;;;;;;;;;;a;n;;m;2022-07;37123;0000;371230000;Z;Z;3712300;37108;24;37;;;;;;;2579.26
iad-france-1168481;pr;m;v;0;132;850.0;5;275000;;;0;0;0;0;D;181;47.4624;0.69264;Oui;1.0;;;False;0;A;1950.0;;;;False;;;;;Électrique;Radiateur;;m;n;;m;2022-07;37054;0000;370540000;Z;Z;3705400;37105;24;37;;;;;;;2083.33
immo-facile-99937965145;pr;m;v;0;165;1370.0;6;299500;;;0;0;2;0;C;110;47.35709;0.91293;Non;1.0;;5.0;;0;A;1968.0;2.0;1.0;;;;;;;;Radiateur;Individuel;a;n;;m;2022-07;37225;0000;372250000;Z;Z;3722500;37701;24;37;7.59;2.0;0.05;7.59;2.0;0.05;1815.15
guy-hoquet-immo-facile-5845243;pr;m;v;0;143;704.0;6;326000;;;0;0;0;2;VI;;47.35669;0.89818;Oui;1.0;;;;0;VI;2007.0;2.0;;;;;;;;Gaz;Radiateur;Individuel;a;n;;m;2022-07;37225;0000;372250000;Z;Z;3722500;37701;24;37;7.59;2.0;0.04;7.59;2.0;0.04;2279.72
