REG;DEP;INSEE_COM;type_annonceur;categorie_annonceur;typedebien;typedetransaction;nb_pieces;dpeL;surface_median;prix_bien_median;prix_m2_vente_median;loyer_m2_median_n7;taux_rendement_moy;balcon_moy;eau_moy;bain_moy;nb_log_en_vente
76;65;65001;pr;a;a;v;2;VI;40.5;150000.0;3538.26;;;0.5;1.0;0.5;2
76;65;65001;pr;a;m;v;10;B;298.0;620000.0;2080.54;;;0.0;5.0;0.0;1
76;65;65001;pr;a;m;v;4;0;66.0;128000.0;1939.39;;;0.0;0.0;1.0;1
76;65;65001;pr;a;m;v;5;C;112.0;271000.0;2419.64;;;0.0;2.0;0.0;1
76;65;65001;pr;a;m;v;5;D;130.0;267000.0;2053.85;;;0.0;2.0;0.0;1
76;65;65002;pr;a;m;v;4;0;230.0;97000.0;421.74;7.1;0.202;0.0;0.0;0.0;1
76;65;65002;pr;a;m;v;4;NS;142.5;85250.0;734.04;7.1;0.147;0.0;0.0;1.0;2
76;65;65002;pr;a;m;v;6;0;151.0;249600.0;1652.98;;;0.0;2.0;0.0;1
76;65;65002;pr;a;m;v;6;D;200.0;384800.0;1924.0;;;0.0;1.33;0.67;3
76;65;65002;pr;a;m;v;6;VI;190.0;344500.0;1813.16;;;0.0;0.0;0.0;1
76;65;65002;pr;a;m;v;7;C;210.0;349800.0;1665.71;;;0.0;2.0;0.0;1
76;65;65002;pr;a;m;v;7;D;160.0;238500.0;1490.62;;;0.0;0.0;1.0;1
76;65;65002;pr;a;m;v;8;C;140.0;218400.0;1560.0;;;0.0;2.0;0.0;1
76;65;65002;pr;m;m;v;12;E;280.0;225000.0;803.57;;;0.0;0.0;0.0;1
76;65;65002;pr;m;m;v;12;NS;324.0;214000.0;660.49;;;0.0;0.0;0.0;1
76;65;65002;pr;m;m;v;4;C;110.0;225000.0;2045.45;7.1;0.042;0.0;0.0;0.0;1
76;65;65002;pr;m;m;v;6;E;230.0;312000.0;1356.52;;;0.0;0.0;0.0;1
76;65;65003;pr;a;a;v;2;F;29.0;124200.0;4282.76;;;0.0;0.0;1.0;1
76;65;65003;pr;a;m;v;3;NS;106.0;212000.0;2000.0;;;0.0;0.0;0.0;1
76;65;65003;pr;a;m;v;8;D;380.0;839000.0;2207.89;;;0.0;2.0;2.0;1
76;65;65003;pr;m;a;v;1;D;30.0;85000.0;2833.33;;;1.0;0.0;1.0;1
76;65;65003;pr;m;a;v;3;0;35.0;101900.0;2911.43;;;0.0;0.0;1.0;1
76;65;65004;pr;a;m;v;11;D;306.0;850000.0;2777.78;;;0.0;2.0;1.0;1
76;65;65004;pr;a;m;v;5;B;150.0;249000.0;1660.0;;;0.0;1.0;1.0;1
76;65;65004;pr;a;m;v;5;NS;88.0;239500.0;2721.59;;;0.0;1.0;1.0;1
76;65;65004;pr;a;m;v;6;0;175.0;290000.0;1657.14;;;0.0;0.0;0.0;1
76;65;65004;pr;a;m;v;6;F;140.0;240000.0;1714.29;;;1.0;0.0;2.0;1
76;65;65004;pr;a;m;v;8;0;260.5;900000.0;3565.98;;;0.0;1.5;0.5;2
76;65;65005;pr;a;m;v;4;D;124.5;307900.0;2474.09;;;0.0;0.0;0.0;2
