type_annonceur;typedebien;typedetransaction;etage;surface;surface_terrain;nb_pieces;prix_bien;prix_maison;prix_terrain;mensualiteFinance;balcon;eau;bain;dpeL;dpeC;mapCoordonneesLatitude;mapCoordonneesLongitude;annonce_exclusive;nb_etages;parking;places_parking;cave;exposition;ges_class;annee_construction;nb_toilettes;nb_terraces;videophone;porte_digicode;surface_balcon;ascenseur;nb_logements_copro;charges_copro;chauffage_energie;chauffage_systeme;chauffage_mode;categorie_annonceur;logement_neuf;typedebien_lite;date;INSEE_COM;IRIS;CODE_IRIS;TYP_IRIS;DEP;REG
pr;a;l;2;110;;5;890;;;0;0;1;1;C;118;42.70372;2.90194;0;5.0;;;True;0;D;;1.0;;;;;True;;;;;;a;n;a;2020-08;66136;0201;661360201;H;66;76.0
pr;a;l;0;70;;3;500;;;0;0;0;0;0;;42.70569;2.90262;Oui;;;;;0;;;;;;;;;;;;;;a;;a;2020-08;66136;0201;661360201;H;66;76.0
pr;a;l;1;59;;3;500;;;0;1;1;0;D;184;42.70353;2.90076;0;3.0;;;True;Ouest;B;;;;;False;;False;;;Électrique;Convecteur;;a;n;a;2020-08;66136;0201;661360201;H;66;76.0
pr;a;l;3;33;;2;450;;;0;0;1;0;D;214;42.70341;2.89971;0;3.0;;0.0;;0;B;1950.0;1.0;0.0;;False;;False;;;Électrique;Climatisation révérsible;Individuel;a;n;a;2020-08;66136;0201;661360201;H;66;76.0
pr;a;l;3;24;;1;330;;;0;0;1;0;VI;;42.69525;2.88128;0;3.0;;;;Sud;NS;1900.0;1.0;;;;;;;;Électrique;;Individuel;a;n;a;2020-08;66136;0402;661360402;H;66;76.0
pr;a;l;2;47;;2;560;;;0;0;0;0;D;198;42.69683;2.88332;0;6.0;;;;Sud-Ouest;D;;;;;;;True;;;Gaz;;Collectif, Central;a;n;a;2020-08;66136;0402;661360402;H;66;76.0
pr;m;l;0;50;;3;500;;;0;0;0;0;C;145;42.62538;2.95023;Non;;;;;0;C;;;;;;;;;;;;;a;;m;2020-08;66059;0000;660590000;Z;66;76.0
pr;a;l;0;39;;2;400;;;0;0;0;0;D;182;42.6262;2.94808;Non;;;;;0;B;;;;;;;;;;;;;a;;a;2020-08;66059;0000;660590000;Z;66;76.0
pr;a;l;4;33;;2;481;;;0;1;0;1;D;176;42.69198;2.90429;0;4.0;;1.0;;0;B;;;0.0;;;;True;;;Électrique;Radiateur;Individuel;a;n;a;2020-08;66136;0801;661360801;H;66;76.0
pr;a;l;2;66;;3;720;;;0;0;0;0;C;115;42.6328;2.75758;0;2.0;;;;0;A;;;;;;;;;;;;Individuel;a;n;a;2020-08;66210;0101;662100101;H;66;76.0
pr;a;l;0;69;;3;500;;;0;0;0;0;0;;42.63289;2.75564;Oui;;;;;0;;;;;;;;;;;;;;a;;a;2020-08;66210;0101;662100101;H;66;76.0
pr;m;l;0;140;;5;900;;;0;0;0;0;0;;42.6281;2.75294;Oui;;;;;0;;;;;;;;;;;;;;a;;m;2020-08;66210;0101;662100101;H;66;76.0
pr;m;l;0;80;;4;600;;;0;0;0;0;0;;42.63423;2.75462;Oui;;;;;0;;;;;;;;;;;;;;a;;m;2020-08;66210;0101;662100101;H;66;76.0
pr;m;l;0;115;;5;1200;;;0;0;1;1;0;;42.64869;2.77563;0;;;0.0;;0;;;2.0;0.0;;;;;;;Électrique;;;a;n;m;2020-08;66210;0102;662100102;H;66;76.0
pr;m;l;0;113;;5;1200;;;0;0;1;1;0;;42.64928;2.77569;0;;;0.0;;0;;;2.0;0.0;;;;;;;Électrique;;;a;n;m;2020-08;66210;0102;662100102;H;66;76.0
pr;m;l;0;189;410.0;6;1275;;;0;0;0;1;C;131.47;42.6214;2.75152;0;;;1.0;;0;B;1997.0;;0.0;;;;;;;Électrique;;Individuel;a;n;m;2020-08;66210;0102;662100102;H;66;76.0
pr;a;l;0;35;;2;630;;;0;1;1;0;0;;42.72803;2.89734;0;6.0;;1.0;;0;;;1.0;0.0;;False;;False;;;Électrique;;Individuel;a;n;a;2020-08;66136;1404;661361404;H;66;76.0
pr;m;l;0;53;;3;490;;;0;0;1;0;D;179;42.87234;2.87319;0;1.0;;;False;0;B;;1.0;1.0;;;;;;;Électrique;Radiateur;Individuel;a;n;m;2020-08;66127;0000;661270000;Z;66;76.0
pr;a;l;0;60;;3;501;;;0;0;0;1;D;178;42.6635;2.88001;0;1.0;;1.0;;0;B;;;;;False;;False;;;Électrique;;Individuel;a;n;a;2020-08;66136;2001;661362001;H;66;76.0
pr;a;l;1;41;;2;495;;;0;1;0;1;D;201;42.6635;2.88001;0;1.0;;1.0;;0;B;;;;;False;;False;;;Électrique;;Individuel;a;n;a;2020-08;66136;2001;661362001;H;66;76.0
pr;a;l;0;60;;3;630;;;0;0;1;0;0;;42.67338;2.88448;0;;;0.0;;0;;;;1.0;;;;False;;;;;;a;n;a;2020-08;66136;2001;661362001;H;66;76.0
pr;a;l;3;58;;3;612;;;0;0;1;0;0;;42.67338;2.88448;0;;;0.0;;0;;;;1.0;;;;False;;;;;;a;n;a;2020-08;66136;2001;661362001;H;66;76.0
pr;a;l;2;63;;3;611;;;0;0;1;0;0;;42.67338;2.88448;0;;;0.0;;0;;;;1.0;;;;False;;;;;;a;n;a;2020-08;66136;2001;661362001;H;66;76.0
pr;a;l;3;63;;3;611;;;0;0;1;0;0;;42.67338;2.88448;0;;;0.0;;0;;;;1.0;;;;False;;;;;;a;n;a;2020-08;66136;2001;661362001;H;66;76.0
pr;a;l;0;50;;3;400;;;0;0;0;0;D;180;42.70584;2.89421;Non;;;;;0;D;;;;;;;;;;;;;a;;a;2020-08;66136;1302;661361302;H;66;76.0
pr;a;l;0;33;;2;400;;;0;0;0;0;D;169;42.70835;2.89543;Non;;;;;0;B;;;;;;;;;;;;;a;;a;2020-08;66136;1302;661361302;H;66;76.0
pr;a;l;1;69;;3;550;;;0;0;0;1;C;136;42.70955;2.89561;0;2.0;;1.0;;0;D;;;;;;;;;;;;Individuel;a;n;a;2020-08;66136;1302;661361302;H;66;76.0
pr;a;l;0;21;;1;380;;;0;0;0;0;D;153;42.70506;2.89324;0;;;;;Est;C;;;;;;;;;;Électrique;Radiateur;Individuel;a;n;a;2020-08;66136;1302;661361302;H;66;76.0
pr;a;l;2;42;;2;519;;;0;0;1;0;0;;42.61812;2.99802;0;2.0;;1.0;;0;;;;;;False;;False;;;Électrique;;Individuel;a;n;a;2020-08;66171;0102;661710102;H;66;76.0
pr;a;l;2;34;;2;400;;;0;0;1;0;B;51.0;42.61677;2.99331;0;3.0;;1.0;False;0;A;2015.0;1.0;;;;;True;;;;;;a;n;a;2020-08;66171;0102;661710102;H;66;76.0
pr;m;l;0;87;;4;819;;;0;0;2;0;0;;42.61819;2.99809;0;;;1.0;;0;;;;;;False;;;;;Électrique;;Individuel;a;n;m;2020-08;66171;0102;661710102;H;66;76.0
pr;m;l;0;87;;4;819;;;0;0;2;0;0;;42.61832;2.99787;0;;;;;0;;;;;;False;;;;;Électrique;;Individuel;a;n;m;2020-08;66171;0102;661710102;H;66;76.0
pr;m;l;0;82;;4;796;;;0;0;2;0;0;;42.61861;2.99886;0;;;;;0;;;;;;False;;;;;Électrique;;Individuel;a;n;m;2020-08;66171;0102;661710102;H;66;76.0
pr;m;l;0;82;;4;796;;;0;0;2;0;0;;42.61866;2.99825;0;;;;;0;;;;;;False;;;;;Électrique;;Individuel;a;n;m;2020-08;66171;0102;661710102;H;66;76.0
pr;m;l;0;82;;4;796;;;0;0;2;0;0;;42.61797;2.99839;0;;;;;0;;;;;;False;;;;;Électrique;;Individuel;a;n;m;2020-08;66171;0102;661710102;H;66;76.0
pr;a;l;1;57;;3;631;;;0;0;1;0;0;;42.61812;2.99802;0;2.0;;1.0;;0;;;;;;False;;False;;;Électrique;;Individuel;a;n;a;2020-08;66171;0102;661710102;H;66;76.0
pr;a;l;2;30;;2;493;;;0;0;1;0;D;212;42.68892;3.03317;0;;;;;Ouest;B;;;;;False;;True;;;Électrique;;Individuel;a;n;a;2020-08;66037;0103;660370103;H;66;76.0
pr;a;l;2;65;;3;795;;;0;0;0;0;C;134;42.69873;3.03307;0;4.0;;;;0;B;;;;;False;;False;;;Électrique;Convecteur;;a;n;a;2020-08;66037;0103;660370103;H;66;76.0
pr;a;l;0;75;;5;640;;;0;0;1;0;VI;;42.77746;2.83611;0;2.0;;;;0;VI;;1.0;;;;;False;;;Électrique;Radiateur;;a;n;a;2020-08;66069;0000;660690000;Z;66;76.0
pr;a;l;0;23;;1;350;;;0;0;1;0;E;242;42.69426;3.03458;0;2.0;;;;0;B;;1.0;;;;;False;;;;;Individuel;a;n;a;2020-08;66037;0103;660370103;H;66;76.0
pr;a;l;0;31;;2;525;;;0;0;1;0;F;354;42.70041;3.02986;0;0.0;;0.0;;0;C;;1.0;0.0;;False;;False;;;Électrique;Radiateur;Individuel;a;n;a;2020-08;66037;0103;660370103;H;66;76.0
pr;m;l;0;85;;4;812;;;0;0;2;0;0;;42.61835;2.99885;0;;;;;0;;;;;;False;;;;;Électrique;;Individuel;a;n;m;2020-08;66171;0102;661710102;H;66;76.0
pr;a;l;2;40;;2;455;;;0;0;1;0;A;35;42.6168;2.99377;0;3.0;;2.0;False;0;A;2012.0;1.0;;;;6.0;False;;;;;;a;n;a;2020-08;66171;0102;661710102;H;66;76.0
pr;a;l;2;41;;2;505;;;0;0;1;0;A;48;42.61623;2.99374;0;3.0;;1.0;False;0;A;;1.0;;;;;True;;;;;;a;n;a;2020-08;66171;0102;661710102;H;66;76.0
pr;m;l;0;85;;4;890;;;0;0;2;0;0;;42.61874;2.99841;0;;;;;0;;;;;;False;;;;;Électrique;;Individuel;a;n;m;2020-08;66171;0102;661710102;H;66;76.0
pr;m;l;0;87;;4;842;;;0;0;2;0;A;;42.61805;2.99799;0;;;;;0;A;;;;;False;;;;;Électrique;;Individuel;a;n;m;2020-08;66171;0102;661710102;H;66;76.0
pr;m;l;0;87;;4;819;;;0;0;2;0;0;;42.61791;2.99863;0;;;;;0;;;;;;False;;;;;Électrique;;Individuel;a;n;m;2020-08;66171;0102;661710102;H;66;76.0
pr;a;l;2;39;;2;455;;;0;0;1;0;A;35;42.6168;2.99377;0;3.0;;;False;0;A;2012.0;1.0;;;;9.0;False;;;;;;a;n;a;2020-08;66171;0102;661710102;H;66;76.0
pr;a;l;2;41;;2;505;;;0;0;1;0;A;48;42.61618;2.99359;0;3.0;;1.0;False;0;A;;1.0;;;;;True;;;;;;a;n;a;2020-08;66171;0102;661710102;H;66;76.0
